,Aportante 23
1993-10-26,0.00857002876562458
1993-10-27,0.007572511750895963
1993-10-28,0.026665918907763056
1993-10-29,0.0003790306721074465
1993-10-30,0.01472691275417458
1993-10-31,0.004332149432877363
1993-11-01,8.52346317969932e-07
1993-11-02,3.433226993365679e-06
1993-11-03,0.0
1993-11-04,0.013709579837501547
1993-11-05,0.0007545813664528474
1993-11-06,0.00012574382757736465
1993-11-07,0.0
1993-11-08,0.0
1993-11-09,2.7194366503031e-05
1993-11-10,0.0026300575773545
1993-11-11,0.0005387967925164928
1993-11-12,8.52346317969932e-07
1993-11-13,5.0458866647944485e-06
1993-11-14,6.000854200099146e-05
1993-11-15,0.0009637553307969691
1993-11-16,1.4423061225373867e-05
1993-11-17,1.2899442367597658e-06
1993-11-18,1.2892540439679578e-06
1993-11-19,0.0008557500979758654
1993-11-20,0.0004113891871285841
1993-11-21,4.351138045421976e-07
1993-11-22,8.612870487922919e-07
1993-11-23,0.00029703085695153555
1993-11-24,0.00046871925804445276
1993-11-25,1.5786642846143293e-06
1993-11-26,2.574749601080839e-06
1993-11-27,0.0
1993-11-28,0.00012152700090683092
1993-11-29,0.021048684610512555
1993-11-30,0.003636348045478433
1993-12-01,0.006824730210350975
1993-12-02,0.009744689828156133
1993-12-03,0.04469964463820646
1993-12-04,0.0022752850236516077
1993-12-05,1.7046928064701206e-06
1993-12-06,0.0
1993-12-07,0.0
1993-12-08,2.5750511554178956e-06
1993-12-09,1.2874602361989673e-06
1993-12-10,0.0
1993-12-11,1.293420723413874e-06
1993-12-12,0.0016265215509005723
1993-12-13,1.7195939676639682e-06
1993-12-14,1.293420723413874e-06
1993-12-15,2.620290901203949e-05
1993-12-16,2.5707386157591827e-06
1993-12-17,0.0
1993-12-18,8.542959243201902e-05
1993-12-19,1.3030706327299413e-06
1993-12-20,0.0
1993-12-21,0.0003999390844571388
1993-12-22,1.2874602930423862e-06
1993-12-23,6.804274300397453e-06
1993-12-24,8.583068833445395e-07
1993-12-25,0.0
1993-12-26,0.0
1993-12-27,0.00023229415123616213
1993-12-28,4.2085425278662185e-06
1993-12-29,4.351138045421976e-07
1993-12-30,3.4489930840209126e-06
1993-12-31,0.0
1994-01-01,2.477482191074992e-06
1994-01-02,1.3033290429120825e-06
1994-01-03,0.0
1994-01-04,1.7232047753168445e-06
1994-01-05,1.7255895841117308e-06
1994-01-06,2.1517276422855502e-06
1994-01-07,8.612870487922919e-07
1994-01-08,4.3885921741093625e-07
1994-01-09,1.716613667213096e-06
1994-01-10,0.0
1994-01-11,4.410743663640915e-07
1994-01-12,0.0
1994-01-13,1.2814997489840607e-06
1994-01-14,1.2842714909311326e-06
1994-01-15,0.0014582957755698185
1994-01-16,0.001877061693748555
1994-01-17,4.1401854844988814e-05
1994-01-18,8.52346317969932e-07
1994-01-19,1.884112923832263e-07
1994-01-20,1.2904405366498395e-06
1994-01-21,2.585043318958924e-06
1994-01-22,2.565993042935588e-06
1994-01-23,1.2832069273827074e-06
1994-01-24,0.00019547494791321833
1994-01-25,1.7268732790398644e-06
1994-01-26,1.2874602930423862e-06
1994-01-27,5.22161943869401e-05
1994-01-28,4.1012036598334883e-05
1994-01-29,1.716613667213096e-06
1994-01-30,8.325326916747144e-07
1994-01-31,2.0482207606480602e-05
1994-02-01,0.023215440723832876
1994-02-02,0.0053028165128547675
1994-02-03,2.9237553308583737e-06
1994-02-04,4.351138045421976e-07
1994-02-05,1.2851120914092462e-06
1994-02-06,8.676366292093007e-07
1994-02-07,4.351138045421976e-07
1994-02-08,7.377696305357565e-06
1994-02-09,0.0015200517433548435
1994-02-10,0.00043221989928412564
1994-02-11,0.0001682556281541835
1994-02-12,2.1721671146224253e-06
1994-02-13,1.7221951793544577e-06
1994-02-14,4.351138045421976e-07
1994-02-15,0.0021372274493657284
1994-02-16,1.3931272291247913e-05
1994-02-17,1.7046928064701206e-06
1994-02-18,1.2874602930423862e-06
1994-02-19,0.0
1994-02-20,2.0989118893994908e-05
1994-02-21,4.547946468268862e-06
1994-02-22,0.00024044622240565377
1994-02-23,0.00035421555318315137
1994-02-24,0.00018272824206097313
1994-02-25,0.0004432797430808932
1994-02-26,0.0003172233952404817
1994-02-27,0.0005078603206638329
1994-02-28,0.00010300566573008283
1994-03-01,4.351138613856165e-07
1994-03-02,8.631222954136319e-07
1994-03-03,8.553265615773853e-07
1994-03-04,4.2319288695580326e-07
1994-03-05,4.111710241285421e-07
1994-03-06,4.410743486005231e-07
1994-03-07,8.545634386791789e-07
1994-03-08,4.351138045421976e-07
1994-03-09,0.0
1994-03-10,4.261732051702438e-07
1994-03-11,1.2814997489840607e-06
1994-03-12,1.0801523316431639e-05
1994-03-13,5.304207236079846e-05
1994-03-14,0.004253865803702403
1994-03-15,2.155210893306503e-06
1994-03-16,4.351138045421976e-07
1994-03-17,1.7106532936850272e-06
1994-03-18,1.01373357287908e-05
1994-03-19,1.8123853004584878e-06
1994-03-20,4.351138045421976e-07
1994-03-21,4.351138613856165e-07
1994-03-22,8.866947573320214e-07
1994-03-23,0.004506030021985426
1994-03-24,0.004141245883053894
1994-03-25,4.351138045421976e-07
1994-03-26,2.155987203877885e-06
1994-03-27,5.759596814414181e-05
1994-03-28,0.001206786955817271
1994-03-29,2.562149859386409e-06
1994-03-30,4.261732051702438e-07
1994-03-31,0.00011682005246183956
1994-04-01,0.018678629701329462
1994-04-02,0.030235386096820062
1994-04-03,7.259623477898073e-05
1994-04-04,0.0007459950143553308
1994-04-05,8.046599198146627e-05
1994-04-06,1.7152374880424759e-06
1994-04-07,0.0020519648721657267
1994-04-08,0.007336599929461862
1994-04-09,0.00020339057886365294
1994-04-10,1.2814997489840607e-06
1994-04-11,1.7174977529066382e-06
1994-04-12,1.7143403852060146e-06
1994-04-13,0.0
1994-04-14,0.0
1994-04-15,4.351138045421976e-07
1994-04-16,1.1138895719711199e-05
1994-04-17,8.583068833445395e-07
1994-04-18,4.351138045421976e-07
1994-04-19,1.2850780990447674e-06
1994-04-20,1.7106532936850272e-06
1994-04-21,1.7062144479496055e-06
1994-04-22,1.7225742112714215e-06
1994-04-23,0.0
1994-04-24,0.0028504130193287907
1994-04-25,0.06411056053840367
1994-04-26,0.08919312034489853
1994-04-27,0.00041937373452267403
1994-04-28,4.351138045421976e-07
1994-04-29,0.008909776275963083
1994-04-30,0.03719105480800763
1994-05-01,0.0020386116988017912
1994-05-02,8.52346317969932e-07
1994-05-03,8.632592098933856e-07
1994-05-04,8.523463748133508e-07
1994-05-05,3.92645091310596e-05
1994-05-06,0.026790714364940838
1994-05-07,0.00878877154851364
1994-05-08,0.0
1994-05-09,4.351138613856165e-07
1994-05-10,8.52346317969932e-07
1994-05-11,0.0
1994-05-12,1.7225742325877036e-06
1994-05-13,0.0
1994-05-14,1.3876769452546172e-06
1994-05-15,8.523463748133508e-07
1994-05-16,0.000473452045159736
1994-05-17,0.00017979049073057655
1994-05-18,4.5204767109495706e-05
1994-05-19,2.328349262948535e-05
1994-05-20,2.324985154577377e-06
1994-05-21,8.612871056357108e-07
1994-05-22,0.013244431644036506
1994-05-23,0.05536666936783338
1994-05-24,0.05119994039480042
1994-05-25,0.0031171188516131904
1994-05-26,4.646571005307684e-05
1994-05-27,0.009131882150294417
1994-05-28,7.334018153152888e-05
1994-05-29,8.075065488521618e-05
1994-05-30,0.0001129260507680602
1994-05-31,1.020173905259472e-05
1994-06-01,0.01684281714885162
1994-06-02,0.04245129949833424
1994-06-03,0.0019266844805569837
1994-06-04,0.00010736152527080499
1994-06-05,0.033571498979951445
1994-06-06,2.2294511224331145e-05
1994-06-07,4.0994710761840565e-05
1994-06-08,0.00010165420629210391
1994-06-09,0.0
1994-06-10,0.002409161338748117
1994-06-11,1.630742671126026e-05
1994-06-12,5.039269641294318e-05
1994-06-13,0.02257705820819079
1994-06-14,0.011460564444926689
1994-06-15,0.01632174896922614
1994-06-16,0.009382115784235647
1994-06-17,0.03766452882244929
1994-06-18,0.029830251793211412
1994-06-19,0.02117135161060398
1994-06-20,0.018182293439310566
1994-06-21,0.05141999115951749
1994-06-22,0.004408163893015785
1994-06-23,0.031057009757575343
1994-06-24,0.0009040452979867673
1994-06-25,1.2964029565409874e-06
1994-06-26,1.284479992591514e-06
1994-06-27,2.152229171770159e-06
1994-06-28,0.0012221738923470075
1994-06-29,0.03333330660582806
1994-06-30,0.00986142683831689
1994-07-01,4.432488013870911e-06
1994-07-02,2.020496433064089e-09
1994-07-03,8.523463748133508e-07
1994-07-04,1.0606595115875233e-06
1994-07-05,8.612871056357108e-07
1994-07-06,3.465092209862015e-05
1994-07-07,5.076497288073524e-07
1994-07-08,0.0
1994-07-09,0.0
1994-07-10,0.0
1994-07-11,1.8195580578220661e-06
1994-07-12,5.991337662894174e-05
1994-07-13,0.013644193350136972
1994-07-14,0.0036385635198172878
1994-07-15,0.00024109482764700377
1994-07-16,0.036776544886017976
1994-07-17,0.0008003095449027369
1994-07-18,0.0651419938115182
1994-07-19,0.08436430440482297
1994-07-20,0.07817377189057571
1994-07-21,0.015578502719594232
1994-07-22,0.000737320315926223
1994-07-23,0.06540211463610565
1994-07-24,0.1068737316938767
1994-07-25,0.0045283946950556864
1994-07-26,0.022249040159026158
1994-07-27,0.00016257267887309447
1994-07-28,5.535867254115429e-05
1994-07-29,0.0
1994-07-30,2.7769714616408884e-06
1994-07-31,8.870004585988081e-05
1994-08-01,0.0015636657759180985
1994-08-02,0.00029635857750956684
1994-08-03,1.278522120173875e-06
1994-08-04,8.70227722771233e-07
1994-08-05,2.3754168319486536e-05
1994-08-06,1.6269239283200614e-05
1994-08-07,0.00015378922725758302
1994-08-08,0.015724733976994528
1994-08-09,0.0037979111832064285
1994-08-10,6.810083177904521e-07
1994-08-11,0.004696249557748766
1994-08-12,0.004640985191877205
1994-08-13,1.6947924030803586e-06
1994-08-14,1.2814998058274796e-06
1994-08-15,0.0
1994-08-16,1.5294147409018108e-06
1994-08-17,4.172869120015155e-06
1994-08-18,9.270098249293653e-05
1994-08-19,2.1517271306947805e-06
1994-08-20,8.600605951869511e-07
1994-08-21,0.0
1994-08-22,4.351138045421976e-07
1994-08-23,8.52346317969932e-07
1994-08-24,0.00034186799647444385
1994-08-25,0.0006500600757222254
1994-08-26,4.351138613856165e-07
1994-08-27,4.296937731851358e-06
1994-08-28,0.021475958975693526
1994-08-29,4.484477800568869e-06
1994-08-30,0.00013326430980206645
1994-08-31,0.0006284468254345823
1994-09-01,2.14661611153133e-06
1994-09-02,4.351138045421976e-07
1994-09-03,8.444334298474132e-07
1994-09-04,0.0001509278002431837
1994-09-05,0.0024605914697794526
1994-09-06,2.142938425958303e-05
1994-09-07,1.7295338352596445e-06
1994-09-08,4.263613071486816e-07
1994-09-09,1.0444451136878549e-06
1994-09-10,0.0010631621453940478
1994-09-11,5.7505197421467194e-05
1994-09-12,0.01570851575108128
1994-09-13,0.0014150373667718467
1994-09-14,5.381793571513746e-06
1994-09-15,4.351138613856165e-07
1994-09-16,0.0008388512720495968
1994-09-17,0.002411105319502717
1994-09-18,0.035858507378626676
1994-09-19,0.10668265428557788
1994-09-20,0.02847785919399585
1994-09-21,0.001592379575646515
1994-09-22,0.00919562355939865
1994-09-23,0.047146913560668004
1994-09-24,0.010990578289747992
1994-09-25,1.41348870121134e-06
1994-09-26,1.2947966752108186e-06
1994-09-27,1.285064797684754e-06
1994-09-28,6.486991834454954e-06
1994-09-29,0.001135684170965421
1994-09-30,0.00044444860038110763
1994-10-01,0.004265497195484517
1994-10-02,0.0050386258605046455
1994-10-03,0.0004006950894754251
1994-10-04,9.81777906403636e-05
1994-10-05,0.0
1994-10-06,8.523463748133508e-07
1994-10-07,5.187416163453699e-06
1994-10-08,8.565972796901152e-05
1994-10-09,0.00012873637550452042
1994-10-10,0.009068729123101601
1994-10-11,0.009323901746187154
1994-10-12,0.007092340517852266
1994-10-13,8.203407456306394e-05
1994-10-14,4.847625548933847e-05
1994-10-15,0.026166588472073603
1994-10-16,0.009151877488120127
1994-10-17,0.0023945103854497714
1994-10-18,0.005840653181071076
1994-10-19,0.012760089565086149
1994-10-20,2.0657256927387286e-05
1994-10-21,0.0
1994-10-22,7.912173109042105e-05
1994-10-23,3.713394614343566e-05
1994-10-24,1.9246238723413987e-06
1994-10-25,4.351138045421976e-07
1994-10-26,9.321560293941174e-06
1994-10-27,2.7912400536617992e-05
1994-10-28,0.001603184615151357
1994-10-29,8.498445397840364e-05
1994-10-30,0.000565492854275013
1994-10-31,0.001519451100913387
1994-11-01,4.444839590686863e-05
1994-11-02,0.0002478742498462483
1994-11-03,0.000357414049537734
1994-11-04,0.004425752868385035
1994-11-05,0.0014842614277931793
1994-11-06,1.7122312669926032e-06
1994-11-07,1.7137057284344337e-06
1994-11-08,4.480450840319618e-07
1994-11-09,0.0
1994-11-10,0.00031731941932209445
1994-11-11,0.0015737126944315098
1994-11-12,3.86126584688435e-05
1994-11-13,1.7046927496267017e-06
1994-11-14,8.70227722771233e-07
1994-11-15,1.7764738925245059e-06
1994-11-16,0.0
1994-11-17,8.572874889978266e-07
1994-11-18,4.183892374038482e-06
1994-11-19,1.2904405366498395e-06
1994-11-20,0.0
1994-11-21,0.0
1994-11-22,8.52346317969932e-07
1994-11-23,9.129296857462717e-07
1994-11-24,9.65241556167388e-07
1994-11-25,1.2844800494349329e-06
1994-11-26,4.351138045421976e-07
1994-11-27,0.006395322993547958
1994-11-28,0.00474096425044744
1994-11-29,0.001323042358259985
1994-11-30,0.005944069361180289
1994-12-01,0.00031172748341378343
1994-12-02,0.027532961113991918
1994-12-03,0.007544130304406774
1994-12-04,0.000304949687596822
1994-12-05,0.034437260587234335
1994-12-06,0.0002552008729187915
1994-12-07,0.0
1994-12-08,6.25040469250222e-07
1994-12-09,1.2916004266116943e-06
1994-12-10,8.612871056357108e-07
1994-12-11,0.0003865428899291408
1994-12-12,0.000493068412119278
1994-12-13,0.0016898735094878633
1994-12-14,3.005415123880084e-06
1994-12-15,0.0
1994-12-16,8.642672923997452e-07
1994-12-17,8.466392955597257e-07
1994-12-18,3.4323165891692042e-06
1994-12-19,4.351138045421976e-07
1994-12-20,1.2993811537853617e-06
1994-12-21,0.0
1994-12-22,8.52346317969932e-07
1994-12-23,4.08039243288609e-06
1994-12-24,1.2742551207646995e-06
1994-12-25,4.351138045421976e-07
1994-12-26,9.229496369421137e-05
1994-12-27,8.473570808407311e-05
1994-12-28,2.146209226339124e-06
1994-12-29,0.0
1994-12-30,0.0
1994-12-31,0.004256130880443864
1995-01-01,0.00012109612850770768
1995-01-02,2.139806667855737e-06
1995-01-03,0.0
1995-01-04,0.0
1995-01-05,2.1338462374842493e-06
1995-01-06,2.5602212758712994e-06
1995-01-07,0.0002855656005568423
1995-01-08,9.562251931529933e-06
1995-01-09,8.534792073078279e-07
1995-01-10,0.0002979573556818665
1995-01-11,1.2851590440732252e-06
1995-01-12,8.553266184208042e-07
1995-01-13,4.351138045421976e-07
1995-01-14,4.351138045421976e-07
1995-01-15,4.261732087229575e-07
1995-01-16,8.52346317969932e-07
1995-01-17,1.7225742112714215e-06
1995-01-18,8.563088726987189e-07
1995-01-19,1.2874602930423862e-06
1995-01-20,8.553266184208042e-07
1995-01-21,0.0
1995-01-22,0.0
1995-01-23,8.52346317969932e-07
1995-01-24,1.2814998058274796e-06
1995-01-25,0.0
1995-01-26,4.410743663640915e-07
1995-01-27,8.583068797918258e-07
1995-01-28,4.351138045421976e-07
1995-01-29,0.00019055044236700392
1995-01-30,5.848832049612272e-06
1995-01-31,0.0006978362798690797
1995-02-01,8.52346317969932e-07
1995-02-02,1.2766700479005522e-06
1995-02-03,1.722578929275187e-06
1995-02-04,4.410743663640915e-07
1995-02-05,1.7095914586207073e-06
1995-02-06,8.583068620282575e-07
1995-02-07,0.0
1995-02-08,8.52346317969932e-07
1995-02-09,0.0
1995-02-10,1.2874602930423862e-06
1995-02-11,8.523463748133508e-07
1995-02-12,8.583068620282575e-07
1995-02-13,8.583068620282575e-07
1995-02-14,2.1457670982272248e-06
1995-02-15,1.5938685089044525e-06
1995-02-16,1.8336005130056606e-07
1995-02-17,1.7128785430031712e-06
1995-02-18,2.135655051915819e-06
1995-02-19,2.149336296497495e-06
1995-02-20,1.7106532368416083e-06
1995-02-21,0.00027614786462131863
1995-02-22,0.0002427995204925537
1995-02-23,0.002553796162028178
1995-02-24,0.0
1995-02-25,2.7582301931866143e-06
1995-02-26,8.52346317969932e-07
1995-02-27,4.159465645376119e-06
1995-02-28,2.1427869114631903e-06
1995-03-01,1.284479992591514e-06
1995-03-02,0.0
1995-03-03,8.523463748133508e-07
1995-03-04,3.4358424159108836e-06
1995-03-05,0.0
1995-03-06,0.0
1995-03-07,8.583068797918258e-07
1995-03-08,8.52346317969932e-07
1995-03-09,0.0
1995-03-10,1.713094263777748e-06
1995-03-11,8.702277796146518e-07
1995-03-12,8.612871056357108e-07
1995-03-13,1.7116635419015593e-06
1995-03-14,0.0003657189466185489
1995-03-15,1.3141056238594702e-05
1995-03-16,0.0
1995-03-17,1.2755393754559918e-06
1995-03-18,4.261732087229575e-07
1995-03-19,4.351138045421976e-07
1995-03-20,2.5778999770409428e-06
1995-03-21,1.3574402165601388e-05
1995-03-22,0.0009863019998788023
1995-03-23,0.005671353562369428
1995-03-24,1.9272757788835948e-05
1995-03-25,5.9914789954684425e-06
1995-03-26,0.0
1995-03-27,1.7046927496267017e-06
1995-03-28,0.0037505259957341017
1995-03-29,6.567623655674821e-06
1995-03-30,0.0024786353615936446
1995-03-31,8.353407349852081e-06
1995-04-01,5.087418069020498e-05
1995-04-02,0.0003891109409524087
1995-04-03,0.0008907121116832151
1995-04-04,0.005958452274028024
1995-04-05,1.2612898425517013e-05
1995-04-06,8.40273954100528e-06
1995-04-07,0.02548494743088047
1995-04-08,0.027127125288874808
1995-04-09,5.0745273040512864e-05
1995-04-10,1.7106532368416083e-06
1995-04-11,2.570681317592971e-06
1995-04-12,0.0
1995-04-13,8.523463748133508e-07
1995-04-14,8.875778156819297e-05
1995-04-15,0.012747211778373178
1995-04-16,0.0009369685487208931
1995-04-17,1.285087648739136e-06
1995-04-18,0.0035971198041105535
1995-04-19,2.639111822564716e-05
1995-04-20,2.580881073299679e-06
1995-04-21,1.7225741544280027e-06
1995-04-22,1.2585672281556209e-05
1995-04-23,0.0003030345534687328
1995-04-24,9.698382878707626e-08
1995-04-25,0.00018655819397732343
1995-04-26,0.0010468416752252192
1995-04-27,0.031827456466217235
1995-04-28,0.025734294976115953
1995-04-29,0.06739126166034423
1995-04-30,0.02153738727003841
1995-05-01,0.00033679362062804424
1995-05-02,0.0
1995-05-03,4.351138613856165e-07
1995-05-04,6.986846347857308e-05
1995-05-05,8.866948141754404e-07
1995-05-06,2.1338461806408304e-06
1995-05-07,1.0683071713043257e-05
1995-05-08,5.916245042645657e-06
1995-05-09,1.571087513939809e-05
1995-05-10,0.00011276946229449773
1995-05-11,0.0
1995-05-12,0.0
1995-05-13,8.583068797918258e-07
1995-05-14,1.7225741544280027e-06
1995-05-15,0.0
1995-05-16,0.0
1995-05-17,1.7185455476464995e-06
1995-05-18,2.152858144199854e-06
1995-05-19,8.583068797918258e-07
1995-05-20,0.0
1995-05-21,1.7106532368416083e-06
1995-05-22,1.7199916442223184e-06
1995-05-23,1.7106532936850272e-06
1995-05-24,8.679598408889433e-07
1995-05-25,4.261732051702438e-07
1995-05-26,2.080373834626128e-05
1995-05-27,0.00029680536965192374
1995-05-28,0.002675254062069264
1995-05-29,0.0001455427731448075
1995-05-30,0.0010986969632617496
1995-05-31,0.05765041426066496
1995-06-01,0.003390702251659201
1995-06-02,6.035374348688863e-06
1995-06-03,2.99417365278899e-06
1995-06-04,0.02541671637751159
1995-06-05,0.022688650478750974
1995-06-06,0.028602738684516592
1995-06-07,0.012778476840256351
1995-06-08,4.58575910531597e-05
1995-06-09,0.05580432869511104
1995-06-10,0.0012051258046293528
1995-06-11,0.04682264913936664
1995-06-12,0.0052464853908032886
1995-06-13,0.0
1995-06-14,8.686075148034433e-07
1995-06-15,0.010783990931997778
1995-06-16,0.05274322037478002
1995-06-17,0.005176476401706846
1995-06-18,1.7094238842219056e-06
1995-06-19,1.5835640794139795e-06
1995-06-20,0.001853076835810128
1995-06-21,0.002896414437877943
1995-06-22,0.0023606167220992123
1995-06-23,0.07799674100787077
1995-06-24,0.0013103940351198863
1995-06-25,0.00645297849502247
1995-06-26,0.0762022142693148
1995-06-27,0.029111311245194137
1995-06-28,7.449908781362454e-05
1995-06-29,0.0008648234403284794
1995-06-30,0.020843093678102654
1995-07-01,0.00115172703850106
1995-07-02,2.362494770919912e-05
1995-07-03,2.2231421194076467e-05
1995-07-04,0.07011016429273927
1995-07-05,0.023398519375770307
1995-07-06,0.0061781257895417935
1995-07-07,1.4567696832458196e-05
1995-07-08,3.125435208110472e-05
1995-07-09,0.03956473429312894
1995-07-10,0.07067555404712512
1995-07-11,0.044239522878062175
1995-07-12,0.0009718471664493366
1995-07-13,2.8377468298124718e-05
1995-07-14,0.00012090888305939358
1995-07-15,3.857261781454095e-06
1995-07-16,7.370770874130959e-06
1995-07-17,0.0
1995-07-18,8.644693534117354e-07
1995-07-19,1.6669095572778737e-07
1995-07-20,1.2814997489840607e-06
1995-07-21,1.2997182352592063e-06
1995-07-22,0.00528897939425579
1995-07-23,0.06693122220262421
1995-07-24,0.02529021046928943
1995-07-25,0.013246744366015419
1995-07-26,0.03214436474857748
1995-07-27,0.04992860373799577
1995-07-28,0.05499040716782085
1995-07-29,0.00907044188146124
1995-07-30,2.7781825954631222e-08
1995-07-31,0.0
1995-08-01,0.0001990047551817813
1995-08-02,0.02335790860450874
1995-08-03,0.0004881801745636178
1995-08-04,1.7354840906591562e-06
1995-08-05,0.003842750949200702
1995-08-06,0.02370717050656421
1995-08-07,4.351138045421976e-07
1995-08-08,2.139806667855737e-06
1995-08-09,0.0
1995-08-10,4.351138045421976e-07
1995-08-11,0.004020986415515242
1995-08-12,0.06105705540047608
1995-08-13,0.03367617574606857
1995-08-14,0.018950071880372902
1995-08-15,0.0022044130790199166
1995-08-16,3.0783222848062364e-05
1995-08-17,1.2899668035970535e-06
1995-08-18,0.0
1995-08-19,8.52346317969932e-07
1995-08-20,1.3002625678382174e-06
1995-08-21,1.3148380538164558e-05
1995-08-22,0.023108899722640255
1995-08-23,0.011594874626499111
1995-08-24,0.023183449850130353
1995-08-25,0.001219617360729282
1995-08-26,0.0035628109160066425
1995-08-27,0.004191707705944999
1995-08-28,0.006473632182105113
1995-08-29,0.010233822616478745
1995-08-30,0.0
1995-08-31,0.008293709765752536
1995-09-01,9.021860729509341e-05
1995-09-02,0.0
1995-09-03,0.0
1995-09-04,7.387446945065645e-06
1995-09-05,0.00029871048985411354
1995-09-06,0.000965891197474043
1995-09-07,2.4654096566753313e-06
1995-09-08,0.0
1995-09-09,3.6899316108832924e-06
1995-09-10,0.0008990085225994305
1995-09-11,9.096855834379034e-05
1995-09-12,0.00029355007058318546
1995-09-13,0.003961208008103452
1995-09-14,8.452774977740773e-07
1995-09-15,1.283405140384275e-06
1995-09-16,3.7474146434544956e-06
1995-09-17,0.0379174371897164
1995-09-18,0.0058111902010642875
1995-09-19,8.583068797918258e-07
1995-09-20,8.583068833445395e-07
1995-09-21,1.8247810358435204e-05
1995-09-22,0.0021681923986478576
1995-09-23,0.00034665778527319087
1995-09-24,8.414357395495398e-06
1995-09-25,0.012124781386213248
1995-09-26,1.8760006204216953e-05
1995-09-27,0.0015236800180625355
1995-09-28,0.00050233137809482
1995-09-29,0.00018816595351289203
1995-09-30,0.00017611576334398334
1995-10-01,0.002827884079978102
1995-10-02,0.0022910592919234366
1995-10-03,0.013410051495341932
1995-10-04,0.00012081154322220107
1995-10-05,0.003755941835495453
1995-10-06,0.03645799846962217
1995-10-07,0.007086711414676063
1995-10-08,0.0005226014490910714
1995-10-09,8.523463748133508e-07
1995-10-10,0.009776999485689782
1995-10-11,0.00016055455651836542
1995-10-12,0.001644514122251737
1995-10-13,1.2993812106287805e-06
1995-10-14,0.0
1995-10-15,1.2880664760783567e-07
1995-10-16,0.0
1995-10-17,0.0
1995-10-18,0.0
1995-10-19,4.351138613856165e-07
1995-10-20,2.5740135356500105e-06
1995-10-21,1.4901161193847656e-07
1995-10-22,1.6158667661375917e-05
1995-10-23,3.4348439362089514e-08
1995-10-24,5.6210383167188224e-05
1995-10-25,0.0
1995-10-26,2.148747398678097e-06
1995-10-27,8.470446366245443e-05
1995-10-28,8.645329785395006e-07
1995-10-29,0.0
1995-10-30,4.351138613856165e-07
1995-10-31,0.0
1995-11-01,5.754012171163888e-05
1995-11-02,0.00022119485725790767
1995-11-03,4.6986240446644976e-05
1995-11-04,2.1494929001164564e-06
1995-11-05,0.00015719051018607896
1995-11-06,2.1538846795010613e-06
1995-11-07,0.0
1995-11-08,0.0019167441431735732
1995-11-09,0.0002467886875228556
1995-11-10,2.5701829713398183e-06
1995-11-11,0.00022853345174907944
1995-11-12,0.0007619644625371189
1995-11-13,0.0001565463967192745
1995-11-14,0.00012468907782457622
1995-11-15,2.9855359850629058e-06
1995-11-16,1.3008358905608475e-06
1995-11-17,8.463859444418631e-07
1995-11-18,8.52346317969932e-07
1995-11-19,0.0
1995-11-20,6.339999262216501e-06
1995-11-21,0.0
1995-11-22,2.5693477709864965e-06
1995-11-23,0.0
1995-11-24,0.0071598288365326895
1995-11-25,0.0002707149012159357
1995-11-26,0.0
1995-11-27,1.2887756497548253e-06
1995-11-28,4.351138045421976e-07
1995-11-29,1.8812084602097333e-05
1995-11-30,0.00017234753749631885
1995-12-01,0.0
1995-12-02,0.0
1995-12-03,8.52346317969932e-07
1995-12-04,0.0
1995-12-05,8.501875186084362e-07
1995-12-06,0.0008386325026959887
1995-12-07,7.214367490447885e-06
1995-12-08,0.0005227498582851278
1995-12-09,3.7260479846243132e-06
1995-12-10,8.72245493610535e-07
1995-12-11,0.00010117428783136564
1995-12-12,8.523463748133508e-07
1995-12-13,4.912331896043648e-06
1995-12-14,2.395773327827432e-05
1995-12-15,1.4235406823345172e-06
1995-12-16,8.583068797918258e-07
1995-12-17,8.52346317969932e-07
1995-12-18,8.463859444418631e-07
1995-12-19,8.583068797918258e-07
1995-12-20,6.260815268406385e-05
1995-12-21,4.351138045421976e-07
1995-12-22,4.410743663640915e-07
1995-12-23,4.351138045421976e-07
1995-12-24,7.312934277421336e-05
1995-12-25,0.0
1995-12-26,0.0011809009616608101
1995-12-27,0.0002754791308207801
1995-12-28,4.410743663640915e-07
1995-12-29,8.603773267168435e-07
1995-12-30,1.2959495734321536e-06
1995-12-31,1.2949789152116864e-06
1996-01-01,0.0
1996-01-02,3.934790522365247e-05
1996-01-03,0.003954950666900074
1996-01-04,0.0008922362730651789
1996-01-05,1.3038158499512065e-06
1996-01-06,2.576989572844468e-06
1996-01-07,4.351138045421976e-07
1996-01-08,8.238018466981577e-06
1996-01-09,8.583068833445395e-07
1996-01-10,6.417601795519812e-07
1996-01-11,0.002587699233429903
1996-01-12,0.00020624793171753294
1996-01-13,8.642672923997452e-07
1996-01-14,1.2895995951112127e-06
1996-01-15,4.351138045421976e-07
1996-01-16,1.2854781630267098e-06
1996-01-17,8.553266184208042e-07
1996-01-18,4.419684410095215e-05
1996-01-19,0.0002606388875084137
1996-01-20,0.00038408997386533755
1996-01-21,0.0
1996-01-22,0.0006570571054846554
1996-01-23,4.351138045421976e-07
1996-01-24,1.719861529636546e-06
1996-01-25,1.4124902041673475e-06
1996-01-26,3.456867335960666e-06
1996-01-27,4.351138613856165e-07
1996-01-28,3.109038886377367e-06
1996-01-29,2.4872554621713606e-06
1996-01-30,8.573861123295501e-07
1996-01-31,2.146072517916764e-06
1996-02-01,3.0099718060228042e-06
