Yr,Mon,Aportante 24
1989,1,18.611828527277396
1989,2,18.752777054643047
1989,3,14.881562119969317
1989,4,12.086398276865793
1989,5,8.84059752268115
1989,6,7.366345867302925
1989,7,5.1386591352694495
1989,8,5.158403524166488
1989,9,7.79603930475065
1989,10,11.210013070149387
1989,11,14.53572796368212
1989,12,15.461933219165985
1990,1,17.828716544156862
1990,2,17.707792949602094
1990,3,14.287028097471818
1990,4,10.702645000256268
1990,5,7.419682948870445
1990,6,6.582108362472354
1990,7,5.151472176871778
1990,8,7.889124544137985
1990,9,7.828130933626085
1990,10,10.29393831465211
1990,11,12.900460042414977
1990,12,15.898028966095751
1991,1,16.67508703675952
1991,2,17.84832975222298
1991,3,15.895627031506194
1991,4,11.689062238738472
1991,5,8.951319264466235
1991,6,6.116149719599605
1991,7,4.743273166809104
1991,8,5.331339820957339
1991,9,8.071532914764475
1991,10,9.986010695319123
1991,11,13.110051453526125
1991,12,13.296089768271088
1992,1,18.498963085331297
1992,2,16.239134526904138
1992,3,15.851367006145551
1992,4,9.772993477576449
1992,5,6.342845480811491
1992,6,4.366720135311823
1992,7,3.4583375425455074
1992,8,6.392686879981625
1992,9,7.808286023791425
1992,10,9.266106200693116
1992,11,13.664468641576434
1992,12,14.774138186323796
1993,1,17.819675372060033
1993,2,18.764311408624337
1993,3,16.43732585648098
1993,4,11.30440115346721
1993,5,5.671304076524393
1993,6,6.435522455378759
1993,7,3.488373249026438
1993,8,6.479108126361439
1993,9,7.167572350145917
1993,10,10.341050760224505
1993,11,11.850177721812202
1993,12,15.202629959951025
1994,1,18.10914620201612
1994,2,16.620763776155343
1994,3,16.190909100200884
1994,4,11.130614857074363
1994,5,8.243908429898113
1994,6,6.537388814429335
1994,7,5.1420205822155935
1994,8,5.585516255145251
1994,9,8.85249112864011
1994,10,10.038144126056977
1994,11,13.441779333646139
1994,12,15.821367469019663
1995,1,17.14837358495913
1995,2,16.852930715249727
1995,3,14.685724335886846
1995,4,11.512800146148038
1995,5,9.629736349239295
1995,6,6.239457102638369
1995,7,2.2047929676041917
1995,8,3.450971750790302
1995,9,7.855300270316832
1995,10,9.656577624666113
1995,11,13.907425428783085
1995,12,18.8381135135989
1996,1,16.967328888563486
1996,2,16.529636620477902
1996,3,15.492236993696565
1996,4,9.85293827821215
1996,5,8.173181189327408
1996,6,5.0309222365555115
1996,7,6.753763967574912
1996,8,6.272588554152378
