Yr,Mon,RIO LARQUI C
1998,6,97.00569872472327
1998,7,95.12452484421387
1998,8,112.98567876901964
1998,9,97.81801787264979
1998,10,1.800707825785638
1998,11,19.421970966590596
1998,12,18.05125193791657
1999,1,10.909524547673026
1999,2,16.6629799083052
1999,3,20.372723013256373
1999,4,25.309781763201055
1999,5,224.64112910354962
1999,6,394.6470607771411
1999,7,130.42834027446833
1999,8,274.1401647469862
1999,9,302.35593674459835
1999,10,25.320597690189572
1999,11,21.698318224798673
1999,12,13.27763292299957
2000,1,5.908649396587109
2000,2,159.60124029801983
2000,3,13.530860126166672
2000,4,42.2795042757896
2000,5,75.24862593182391
2000,6,746.4818366684977
2000,7,127.42443373972948
2000,8,245.94770372603094
2000,9,322.8663720268654
2000,10,52.0079903518117
2000,11,43.836645560070174
2000,12,38.34186616139471
2001,1,89.1900778626834
2001,2,6.993898655525182
2001,3,18.84592710321923
2001,4,66.71126419250095
2001,5,501.5602003818962
2001,6,245.468079697004
2001,7,677.6987086969522
2001,8,259.79367386866824
2001,9,38.972383022451744
2001,10,34.71772323495799
2001,11,45.57546084396213
2001,12,0.3426267785371458
2002,1,9.713749533845592
2002,2,195.67074645519602
2002,3,160.95523111345236
2002,4,83.01004508751834
2002,5,254.68299736919136
2002,6,239.97099277980553
2002,7,196.00327998919613
2002,8,489.67258472609495
2002,9,140.89483458847792
2002,10,251.5847978515808
2002,11,97.38508603671814
2002,12,25.25457643966569
2003,1,34.373661042501
2003,2,0.8267611391540907
2003,3,8.569389055796119
2003,4,23.431341886843253
2003,5,136.05869258338157
2003,6,378.7881355477677
2003,7,156.34003259067865
2003,8,126.83287836412671
2003,9,145.33658917573723
2003,10,110.18924491881262
2003,11,85.9591544386262
2003,12,28.508746256400965
2004,1,3.5860768184033227
2004,2,8.771059440400085
2004,3,66.20022284199338
2004,4,209.06838924031047
2004,5,38.4074068696401
2004,6,312.2621908189312
2004,7,343.6846362292179
2004,8,101.06215193424767
2004,9,153.01949166839708
2004,10,152.72246841297073
2004,11,93.00953144413394
2004,12,35.73635706921016
2005,1,3.974700918878786
2005,2,0.34535722852699985
2005,3,35.95842536391511
2005,4,17.2702889809808
2005,5,472.89106031191005
2005,6,400.89251961979994
2005,7,342.7821583836369
2005,8,371.77494847745214
2005,9,55.977532051029456
2005,10,28.97645727718574
2005,11,65.17434531435237
2005,12,71.73699645361773
2006,1,27.439037845426178
2006,2,15.300396377301212
2006,3,18.11343070966015
2006,4,161.6473810819698
2006,5,179.12573978771482
2006,6,455.18928649548883
2006,7,452.5119137493124
2006,8,269.61534044386286
2006,9,115.06987824974429
2006,10,143.8279868688937
2006,11,16.511225758568873
2006,12,97.62656893843483
2007,1,26.8207882668021
2007,2,73.62652710979849
2007,3,37.541861976732086
2007,4,109.53910111812658
2007,5,46.1458167003035
2007,6,153.797954988947
2007,7,279.29846974073604
2007,8,149.82730679476637
2007,9,78.70687784047485
2007,10,44.271042510095214
2007,11,9.556861992093369
2007,12,27.611475059735834
2008,1,11.34840097174242
2008,2,10.142235522504578
2008,3,28.409386423379292
2008,4,120.40353117398527
2008,5,550.5559150813274
2008,6,180.95188984951258
2008,7,239.7570157996783
2008,8,313.47752833058917
2008,9,61.735808587356374
2008,10,38.09733616440331
2008,11,17.739259161287734
2008,12,19.67735380230158
2009,1,3.7892802072301364
2009,2,15.770007157525967
2009,3,9.081133852286891
2009,4,51.420939578371694
2009,5,343.5917877162458
2009,6,283.8968950545502
2009,7,183.5419874708157
2009,8,258.3993402597819
2009,9,133.91421424284178
2009,10,125.57094249557541
2009,11,100.13852854953285
2009,12,12.440765163231578
2010,1,11.731255710303504
2010,2,63.759781262484616
2010,3,7.866608071300372
2010,4,7.095526792413499
2010,5,76.91004672943194
2010,6,321.1048191562213
2010,7,265.74465034659875
2010,8,187.7315803680642
2010,9,22.937649256894126
2010,10,64.80778017701111
2010,11,37.234544428858534
2010,12,38.0237818321124
2011,1,49.57595942239032
2011,2,24.995237217934825
2011,3,57.04684711761815
2011,4,126.27466132111209
2011,5,45.32849594289908
2011,6,300.49252318039504
2011,7,229.88196748250692
2011,8,342.6436100551041
2011,9,117.93412208386863
2011,10,27.41821458363584
2011,11,46.532620722477
2011,12,1.5735852044114598
2012,1,23.9383434446043
2012,2,126.68345452460383
2012,3,9.585969544609304
2012,4,22.276696032001926
2012,5,259.5878565171086
2012,6,304.73454851357843
2012,7,72.82597286919199
2012,8,147.73320146411078
2012,9,26.940428177237482
2012,10,76.29127540198188
2012,11,79.40011700871533
2012,12,198.47968058265707
2013,1,13.15241267060432
2013,2,50.45192714135693
2013,3,12.240560619019353
2013,4,18.984671103826123
2013,5,306.9799860423613
2013,6,228.3153299160427
2013,7,203.91513737175333
2013,8,201.20718377812042
2013,9,145.5449279367994
2013,10,73.79685431721484
2013,11,20.81366901202368
2013,12,0.12362308577806402
2014,1,22.830743657597917
2014,2,22.823362815953512
2014,3,74.40451284734485
2014,4,39.36378507594183
2014,5,196.18494931194675
2014,6,353.77116263195296
2014,7,321.06668063349207
2014,8,239.5840963578344
2014,9,230.52516031929483
2014,10,33.64537329967903
2014,11,8.705549178144958
2014,12,32.21391595782659
2015,1,0.2655674985835533
2015,2,1.1350827647582773
2015,3,4.576306793930481
2015,4,36.2508303447494
2015,5,121.74887127097544
2015,6,223.3321177390769
2015,7,377.3854424424052
2015,8,384.29624025947857
2015,9,130.9914982205219
2015,10,159.84976905898748
2015,11,32.78461832935894
2015,12,7.221668563608319
2016,1,16.499842558045277
2016,2,5.633136121529168
2016,3,6.102020029141278
2016,4,183.5496720333342
2016,5,90.72850146034746
2016,6,11.529977545879888
2016,7,278.95386825971764
2016,8,143.80368464413382
2016,9,43.05198056778435
2016,10,130.97399471659796
2016,11,24.677254008026335
2016,12,48.66506124126889
2017,1,15.834421179624673
2017,2,20.46767575877883
2017,3,37.23487541653099
2017,4,69.01553133429844
2017,5,169.29715364834797
2017,6,309.6280876268177
2017,7,171.55419361055135
2017,8,347.6114443621828
2017,9,110.8073828929461
2017,10,159.92029838025852
2017,11,83.18490325604242
2017,12,14.198584389371169
2018,1,21.865353702572584
2018,2,13.307629252936493
2018,3,77.4809637715104
2018,4,125.78551651520597
2018,5,133.52109699056308
2018,6,169.50909827559448
2018,7,128.62291563673844
2018,8,130.82674703303536
2018,9,253.90244601045208
2018,10,157.96458995988328
2018,11,95.26877508372846
2018,12,27.981822495814228
2019,1,33.9440516652499
2019,2,10.150220387559337
2019,3,16.959907867968184
2019,4,19.28440304578967
2019,5,248.49207884837998
2019,6,404.11902785839817
2019,7,139.6935890749727
2019,8,110.21455970596814
2019,9,91.80707178269851
2019,10,60.7930561445381
2019,11,19.98535969549858
2019,12,11.974161618922288
2020,1,15.589339123730744
2020,2,7.410562569408026
2020,3,5.187341609753658
2020,4,63.43688933576491
2020,5,64.91469707967049
2020,6,448.28420627525594
2020,7,353.1246543411411
2020,8,129.50678566741277
2020,9,50.24552502081398
2020,10,21.806850677388407
2020,11,4.5082245332670885
2020,12,26.109624711038645
2021,1,101.63166197671397
2021,2,8.462139217406571
2021,3,7.903608910960352
2021,4,43.563836396914844
2021,5,208.79497908317478
2021,6,216.56022233253665
2021,7,71.97675378908298
2021,8,245.99156648981486
2021,9,89.29892600149668
2021,10,26.722659823709417
2021,11,10.180189040055323
2021,12,11.600454802037408
2022,1,12.920309054951513
2022,2,20.87144380905264
2022,3,13.458315773484804
2022,4,239.20328504185824
2022,5,95.21698236574997
2022,6,239.91246351803161
2022,7,346.8120955082483
2022,8,168.48706172422183
2022,9,62.088952030712974
2022,10,52.48246614125862
2022,11,46.42705996556264
2022,12,4.645117746844953
2023,1,10.393763945114083
2023,2,0.13827022990375293
2023,3,4.460188388105896
2023,4,112.01463308115406
2023,5,144.39852045976716
2023,6,563.9627238570334
2023,7,266.41903748386704
2023,8,380.1320698893449
2023,9,285.36674447770014
2023,10,75.86629665507868
2023,11,10.495193712012915
