Nodes and Reaches,CA_Alcantarilla   0 \ Headflow,CA_Bellavista Alto   0 \ Headflow,CA_Calderon   0 \ Headflow,CA_Camarote   0 \ Headflow,CA_Cocinera   0 \ Headflow,CA_Cuz Cuz   0 \ Headflow,CA_Del Medio o Bellavista Bajo   0 \ Headflow,CA_El Aguita   0 \ Headflow,CA_El Bajo   0 \ Headflow,CA_El Bato o El Cato   0 \ Headflow,CA_El Durazno   0 \ Headflow,CA_El Macal   0 \ Headflow,CA_El Peumo   0 \ Headflow,CA_El Silo   0 \ Headflow,CA_Escorial   0 \ Headflow,CA_Higuera   0 \ Headflow,CA_Hospital   0 \ Headflow,CA_Inquilino o Del Bajo   0 \ Headflow,CA_La Montana   0 \ Headflow,CA_Las Bellacas   0 \ Headflow,CA_Las Juntas   0 \ Headflow,CA_Las Juntas_El Maiten   0 \ Headflow,CA_Las Peras   0 \ Headflow,CA_Las Salinas   0 \ Headflow,CA_Los Gonzalez   0 \ Headflow,CA_Los Perales   0 \ Headflow,CA_Los Sauces   0 \ Headflow,CA_Mala Ladera   0 \ Headflow,CA_Molino Carcamo   0 \ Headflow,CA_Molino El Peral   0 \ Headflow,CA_Pelados   0 \ Headflow,CA_Pichicaven   0 \ Headflow,CA_Plantacion   0 \ Headflow,CA_Poblacion Los Guindos   0 \ Headflow,CA_Potrero Nuevo   0 \ Headflow,CA_Rodado   0 \ Headflow,CA_San Isidro   0 \ Headflow,CA_San Javier   0 \ Headflow,CA_San Jorge   0 \ Headflow,CA_San Patricio   0 \ Headflow,CA_Santa Isabel   0 \ Headflow,CA_Santa Margot   0 \ Headflow,CA_Santa Olga   0 \ Headflow,CA_Turbina   0 \ Headflow,CA_Vega de Cesped   0 \ Headflow,CA_Zepedino   0 \ Headflow,CL_1   0 \ Headflow,CL_2   0 \ Headflow,Estero Caren   0 \ Headflow,Rio Illapel   0 \ Headflow
oct-96,0.00182321,0.0205296,0.00188908,0.00282701,0.000966024,0.0299056,0.0120809,0.00182436,0.00179555,0,0.000643057,0.00130804,0.000730747,0.0115444,0.00999366,0.0194817,0.0222759,0.0297804,0.000365373,0.0410464,0.00483989,0.00187692,0,0.00897467,0.000661848,0.000708299,0.00182436,0.0338593,0.138234,0.010367,0,0.000450596,0.00511265,0.0286038,0.0072996,0.00209175,0.0121891,0.00141869,0.00226686,0.00548988,0.0116885,0.00690701,0.00883531,0.0354225,0.0006569,0.0045046,0,0,0.1111,1.06296
nov-96,0.00152641,0.0171875,0.00158156,0.0023668,0.000806752,0.0250372,0.0101143,0.00152738,0.00150325,0,0.000538374,0.0010951,0.000611788,0.00966508,0.00836678,0.0163102,0.0186496,0.0249325,0.000305894,0.0343644,0.004052,0.00157137,0,0.00751368,0.000554105,0.000592994,0.00152738,0.0283473,0.115731,0.00867937,0,0.000377243,0.00428036,0.0239473,0.0061113,0.00175123,0.0102048,0.00118774,0.00189784,0.00459618,0.00978574,0.00578261,0.007397,0.029656,0.000549963,0.0037713,0,0,0.066,0.889919
dic-96,0.00112007,0.0126121,0.00116054,0.00173675,0.000591771,0.0183722,0.0074218,0.00112078,0.00110308,0,0.000395056,0.000803581,0.000448928,0.0070922,0.00613951,0.0119684,0.013685,0.0182953,0.000224464,0.0252165,0.00297334,0.00115307,0,0.00551351,0.0004066,0.000435137,0.00112078,0.0208012,0.0849229,0.00636889,0,0.00027682,0.00314091,0.0175725,0.00448445,0.00128504,0.00748828,0.000871561,0.00139263,0.00337266,0.00718074,0.00424326,0.00542789,0.0217615,0.000403561,0.00276736,0,0,0.0758998,0.653017
ene-97,0.000895707,0.0100857,0.000928066,0.00138885,0.000473566,0.014692,0.0059351,0.000896272,0.000882116,0,0.000315921,0.000642611,0.000359001,0.00567152,0.00490967,0.00957094,0.0109437,0.0146305,0.0001795,0.0201652,0.00237774,0.000922091,0,0.00440907,0.000325152,0.000347972,0.000896272,0.0166344,0.0679115,0.0050931,0,0.000221369,0.00251174,0.0140524,0.00358614,0.00102763,0.00598826,0.000696974,0.00111366,0.00269706,0.00574232,0.00339327,0.0043406,0.0174023,0.000322721,0.00221302,0,0,0.0758998,0.522207
feb-97,0.000779106,0.0087728,0.000807253,0.00120806,0.000412665,0.0127794,0.00516249,0.000779598,0.000767284,0,0.000274795,0.000558958,0.000312267,0.00493322,0.00427055,0.00832502,0.00951906,0.0127259,0.000156133,0.0175402,0.00206821,0.000802055,0,0.00383511,0.000282825,0.000302674,0.000779598,0.0144689,0.059071,0.00443009,0,0.000192551,0.00218476,0.0122231,0.00311931,0.000893856,0.00520872,0.000606244,0.000968689,0.00234597,0.0049948,0.00295154,0.00377555,0.0151369,0.00028071,0.00192493,0,0,0.0703997,0.454229
mar-97,0.000787939,0.00887227,0.000816405,0.00122175,0.000418235,0.0129243,0.00522102,0.000788437,0.000775984,0,0.00027791,0.000565295,0.000315807,0.00498915,0.00431896,0.00841941,0.00962698,0.0128702,0.000157904,0.017739,0.00209166,0.000811149,0,0.00387859,0.000286031,0.000306106,0.000788437,0.014633,0.0597407,0.00448032,0,0.000194734,0.00220954,0.0123617,0.00315467,0.000903991,0.00526778,0.000613117,0.000979672,0.00237257,0.00505143,0.002985,0.00381836,0.0153085,0.000283893,0.00194676,0,0,0.0560999,0.459379
abr-97,0.000828573,0.00932981,0.000858507,0.00128476,0.000440548,0.0135908,0.00549026,0.000829096,0.000816001,0,0.000292242,0.000594447,0.000332093,0.00524644,0.00454169,0.00885359,0.0101234,0.0135339,0.000166047,0.0186538,0.00219952,0.000852979,0,0.00407861,0.000300782,0.000321892,0.000829096,0.0153876,0.0628215,0.00471137,0,0.000204777,0.00232348,0.0129992,0.00331736,0.000950609,0.00553944,0.000644735,0.00103019,0.00249492,0.00531193,0.00313894,0.00401527,0.016098,0.000298533,0.00204715,0,0,0.033,0.483067
may-97,0.000984041,0.0110804,0.00101959,0.00152582,0.000528599,0.0161409,0.00652042,0.000984662,0.00096911,0,0.000347076,0.000705985,0.000394405,0.00623084,0.00539386,0.0105148,0.0120229,0.0160734,0.000197203,0.0221539,0.00261223,0.00101303,0,0.00484389,0.000357218,0.000382289,0.000984662,0.0182748,0.0746089,0.00559538,0,0.0002432,0.00275944,0.0154383,0.00393981,0.00112897,0.00657882,0.000765709,0.00122349,0.00296305,0.00630863,0.00372791,0.00476867,0.0191185,0.000354548,0.00243126,0.03268,0.15867,0.0231,0.573708
jun-97,0.00276309,0.0311126,0.00286291,0.00428435,0.00148425,0.045322,0.0183087,0.00276483,0.00272116,0,0.000974556,0.00198233,0.00110745,0.0174956,0.0151454,0.0295246,0.0337592,0.0451324,0.000553725,0.0622059,0.00733487,0.00284448,0,0.0136012,0.00100303,0.00107343,0.00276483,0.0513139,0.209494,0.0157113,0,0.00068288,0.00774824,0.0433491,0.0110626,0.00317005,0.0184727,0.00215003,0.00343544,0.00831994,0.017714,0.0104676,0.0133899,0.0536829,0.000995534,0.00682674,0.416678,3.25467,0.2255,1.61092
jul-97,0.0039927,0.0449581,0.00413694,0.00619094,0.00214476,0.0654909,0.0264563,0.00399522,0.00393211,0,0.00140825,0.0028645,0.00160028,0.0252813,0.0218853,0.0426634,0.0487825,0.0652168,0.000800139,0.0898884,0.010599,0.00411031,0,0.0196538,0.0014494,0.00155112,0.00399522,0.0741493,0.302722,0.022703,0,0.000986771,0.0111963,0.06264,0.0159856,0.00458076,0.0266932,0.00310683,0.00496425,0.0120224,0.0255969,0.0151258,0.0193486,0.0775724,0.00143856,0.00986473,0.0521998,0.31605,0.4444,2.3278
ago-97,0.00509978,0.057424,0.00528402,0.00790755,0.00273946,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0.3042,2.3478,1.2771,5.22622
sept-97,0.00509978,0.057424,0.00528402,0.00790755,0.00270868,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193198,0.0247136,0.0990815,0.00183744,0.0126,0.029,0.129,2.3738,9.04545
oct-97,0.00509978,0.057424,0.00528402,0.00790755,0.00269952,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0.1026,0.722398,2.6796,10.0332
nov-97,0.00509978,0.057424,0.00528402,0.00790755,0.00269583,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193198,0.0247136,0.0990815,0.00183744,0.0126,0,0,5.74749,20.737
dic-97,0.00509978,0.057424,0.00528402,0.00790755,0.00269538,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0,0,10.5534,37.4384
ene-98,0.00509978,0.057424,0.00528402,0.00790755,0.00269751,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0,0,7.98928,28.4774
feb-98,0.00509978,0.057424,0.00528402,0.00790755,0.0027023,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0,0,2.3562,8.90534
mar-98,0.00509978,0.057424,0.00528402,0.00790755,0.00270729,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193199,0.0247136,0.0990815,0.00183744,0.0126,0,0,1.2837,5.12115
abr-98,0.00509978,0.057424,0.00528402,0.00790755,0.00271358,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193198,0.0247136,0.0990815,0.00183744,0.0126,0.03076,0.14319,1.0175,4.30228
may-98,0.00480537,0.0541089,0.00497897,0.00745105,0.00256299,0.0788209,0.0318412,0.0048084,0.00473246,0,0.00169488,0.00344754,0.001926,0.0304271,0.0263399,0.0513471,0.0587116,0.0784911,0.000963,0.108184,0.0127563,0.00494692,0,0.0236542,0.00174441,0.00186683,0.0048084,0.0892416,0.364338,0.0273239,0,0.00118762,0.0134752,0.0753898,0.0192393,0.00551313,0.0321264,0.00373919,0.00597468,0.0144695,0.0308069,0.0182045,0.0232869,0.0933615,0.00173136,0.0118726,0.017,0.03225,0.586298,2.8016
jun-98,0.00340263,0.0383139,0.00352555,0.005276,0.00182779,0.0558121,0.0225464,0.00340477,0.003351,0,0.00120012,0.00244116,0.00136378,0.0215451,0.018651,0.0363583,0.041573,0.0555786,0.000681889,0.076604,0.00903258,0.00350285,0,0.0167492,0.00123519,0.00132188,0.00340477,0.0631909,0.257983,0.0193478,0,0.000840938,0.00954163,0.0533826,0.0136231,0.00390378,0.0227483,0.00264768,0.0042306,0.0102457,0.021814,0.0128904,0.0164891,0.0661082,0.00122596,0.00840685,0.03556,0.18189,0.3333,1.98378
jul-98,0.00276662,0.0311524,0.00286657,0.00428983,0.00147282,0.04538,0.0183321,0.00276837,0.00272464,0,0.000975802,0.00198487,0.00110887,0.017518,0.0151648,0.0295623,0.0338024,0.0451901,0.000554433,0.0622855,0.00734425,0.00284811,0,0.0136185,0.00100432,0.0010748,0.00276837,0.0513795,0.209762,0.0157314,0,0.000683754,0.00775814,0.0434046,0.0110767,0.0031741,0.0184963,0.00215278,0.00343983,0.00833058,0.0177366,0.010481,0.0134071,0.0537515,0.000996807,0.00683547,0,0,0.2398,1.61298
ago-98,0.00232672,0.0261991,0.00241077,0.00360773,0.00123731,0.0381644,0.0154172,0.00232819,0.00229141,0,0.000820646,0.00166927,0.000932552,0.0147325,0.0127535,0.0248618,0.0284277,0.0380047,0.000466276,0.0523819,0.00617649,0.00239525,0,0.0114531,0.000844626,0.000903905,0.00232819,0.04321,0.176409,0.01323,0,0.000575034,0.00652457,0.0365031,0.00931548,0.00266941,0.0155553,0.00181048,0.00289289,0.00700598,0.0149165,0.00881446,0.0112753,0.0452048,0.000838311,0.00574861,0.0146,0.0129,0.1694,1.35651
sept-98,0.00194335,0.0218823,0.00201356,0.00301329,0.00103156,0.0318761,0.0128769,0.00194457,0.00191386,0,0.000685429,0.00139423,0.000778897,0.0123051,0.0106522,0.0207654,0.0237437,0.0317427,0.000389448,0.043751,0.0051588,0.00200059,0,0.00956603,0.000705458,0.00075497,0.00194457,0.0360903,0.147343,0.0110501,0,0.000480287,0.00544953,0.0304885,0.00778059,0.00222957,0.0129923,0.00151217,0.00241623,0.00585162,0.0124587,0.00736212,0.00941748,0.0377565,0.000700184,0.00480142,0.0242,0.0902998,0.11,1.133
oct-98,0.00189918,0.021385,0.00196779,0.00294481,0.00100631,0.0311516,0.0125843,0.00190038,0.00187036,0,0.000669851,0.00136254,0.000761195,0.0120254,0.0104101,0.0202934,0.0232041,0.0310213,0.000380597,0.0427566,0.00504155,0.00195512,0,0.00934862,0.000689425,0.000737811,0.00190038,0.0352701,0.143994,0.010799,0,0.000469371,0.00532567,0.0297956,0.00760375,0.0021789,0.012697,0.00147781,0.00236132,0.00571863,0.0121755,0.0071948,0.00920344,0.0368984,0.000684271,0.0046923,0,0,0.1254,1.10725
nov-98,0.00175431,0.0197537,0.00181769,0.00272018,0.000927238,0.0287754,0.0116244,0.00175542,0.00172769,0,0.000618756,0.00125861,0.000703131,0.0111081,0.00961599,0.0187455,0.0214341,0.028655,0.000351566,0.0394952,0.00465699,0.00180599,0,0.00863551,0.000636836,0.000681532,0.00175542,0.0325797,0.13301,0.00997525,0,0.000433568,0.00491944,0.0275228,0.00702375,0.0020127,0.0117285,0.00136508,0.0021812,0.00528242,0.0112468,0.00664599,0.00850141,0.0340838,0.000632075,0.00433437,0,0,0.1067,1.02279
dic-98,0.00177905,0.0200322,0.00184332,0.00275853,0.000940076,0.0291811,0.0117883,0.00178017,0.00175205,0,0.000627479,0.00127635,0.000713045,0.0112647,0.00975156,0.0190097,0.0217363,0.029059,0.000356522,0.040052,0.00472264,0.00183145,0,0.00875726,0.000645815,0.000691141,0.00178017,0.0330391,0.134885,0.0101159,0,0.000439681,0.00498879,0.0279108,0.00712277,0.00204107,0.0118938,0.00138433,0.00221195,0.00535689,0.0114054,0.00673968,0.00862127,0.0345644,0.000640987,0.00439548,0,0,0.1364,1.03721
ene-99,0.00159001,0.0179037,0.00164745,0.00246542,0.000840838,0.0260804,0.0105357,0.00159102,0.00156589,0,0.000560806,0.00114073,0.000637279,0.0100678,0.0087154,0.0169898,0.0194266,0.0259713,0.00031864,0.0357963,0.00422083,0.00163685,0,0.00782675,0.000577193,0.000617703,0.00159102,0.0295285,0.120553,0.00904101,0,0.000392962,0.0044587,0.0249451,0.00636593,0.0018242,0.01063,0.00123723,0.00197692,0.00478769,0.0101935,0.00602355,0.00770521,0.0308917,0.000572878,0.00392843,0,0,0.1056,0.926997
feb-99,0.00144161,0.0162327,0.00149369,0.00223531,0.000763724,0.0236463,0.00955235,0.00144252,0.00141974,0,0.000508464,0.00103426,0.0005778,0.00912813,0.00790196,0.0154041,0.0176135,0.0235473,0.0002889,0.0324553,0.00382689,0.00148407,0,0.00709625,0.000523322,0.00056005,0.00144252,0.0267725,0.109301,0.00819718,0,0.000356285,0.00404256,0.0226169,0.00577178,0.00165394,0.00963791,0.00112176,0.0017924,0.00434084,0.00924208,0.00546135,0.00698606,0.0280085,0.000519409,0.00356178,0,0,0.0737,0.840476
mar-99,0.00142748,0.0160735,0.00147905,0.0022134,0.000757915,0.0234144,0.0094587,0.00142838,0.00140582,0,0.000503479,0.00102412,0.000572135,0.00903864,0.00782449,0.0152531,0.0174408,0.0233165,0.000286068,0.0321371,0.00378937,0.00146953,0,0.00702668,0.000518191,0.00055456,0.00142838,0.02651,0.10823,0.00811682,0,0.000352792,0.00400293,0.0223952,0.00571519,0.00163772,0.00954342,0.00111076,0.00177483,0.00429828,0.00915148,0.00540781,0.00691756,0.0277339,0.000514317,0.00352686,0.017,0.03225,0.0582997,0.832239
abr-99,0.00148224,0.0166902,0.00153579,0.00229832,0.00078831,0.0243128,0.0098216,0.00148318,0.00145975,0,0.000522796,0.00106341,0.000594086,0.00938542,0.00812469,0.0158383,0.01811,0.024211,0.000297043,0.0333701,0.00393476,0.00152591,0,0.00729627,0.000538072,0.000575836,0.00148318,0.0275271,0.112382,0.00842823,0,0.000366328,0.0041565,0.0232544,0.00593446,0.00170056,0.00990957,0.00115338,0.00184292,0.00446319,0.00950258,0.00561529,0.00718297,0.0287979,0.000534049,0.00366217,0,0,0.0341,0.864167
may-99,0.00155998,0.0175655,0.00161634,0.00241885,0.000834565,0.0255878,0.0103367,0.00156096,0.00153631,0,0.000550213,0.00111918,0.000625242,0.00987762,0.00855077,0.0166689,0.0190597,0.0254807,0.000312621,0.0351201,0.00414111,0.00160593,0,0.00767891,0.00056629,0.000606035,0.00156096,0.0289707,0.118276,0.00887023,0,0.000385539,0.00437448,0.024474,0.00624569,0.00178974,0.0104293,0.00121386,0.00193957,0.00469725,0.0100009,0.00590977,0.00755967,0.0303082,0.000562057,0.00385423,0.0322,0.1548,0.0450997,0.909487
jun-99,0.00163771,0.0184408,0.00169688,0.00253938,0.000879732,0.0268628,0.0108518,0.00163875,0.00161286,0,0.00057763,0.00117495,0.000656398,0.0103698,0.00897686,0.0174995,0.0200094,0.0267505,0.000328199,0.0368701,0.00434746,0.00168595,0,0.00806155,0.000594509,0.000636234,0.00163875,0.0304143,0.12417,0.00931224,0,0.000404751,0.00459246,0.0256935,0.00655691,0.00187892,0.0109489,0.00127435,0.00203622,0.00493132,0.0104993,0.00620426,0.00793636,0.0318184,0.000590064,0.00404629,0.0417998,0.2322,0.0385,0.954807
jul-99,0.00161121,0.0181424,0.00166942,0.00249829,0.000857639,0.0264282,0.0106762,0.00161223,0.00158676,0,0.000568283,0.00115594,0.000645776,0.010202,0.0088316,0.0172164,0.0196857,0.0263176,0.000322888,0.0362735,0.00427711,0.00165867,0,0.00793111,0.000584889,0.000625939,0.00161223,0.0299222,0.12216,0.00916156,0,0.000398201,0.00451815,0.0252778,0.00645081,0.00184852,0.0107718,0.00125373,0.00200327,0.00485152,0.0103294,0.00610387,0.00780794,0.0313036,0.000580516,0.00398081,0,0,0.0472999,0.939359
ago-99,0.00152641,0.0171875,0.00158156,0.0023668,0.000819945,0.0250372,0.0101143,0.00152738,0.00150325,0,0.000538374,0.0010951,0.000611788,0.00966508,0.00836678,0.0163102,0.0186496,0.0249325,0.000305894,0.0343644,0.004052,0.00157137,0,0.00751368,0.000554105,0.000592994,0.00152738,0.0283473,0.115731,0.00867937,0,0.000377243,0.00428036,0.0239473,0.0061113,0.00175123,0.0102048,0.00118774,0.00189784,0.00459618,0.00978574,0.00578261,0.007397,0.029656,0.000549963,0.0037713,0.1114,0.793347,0.0363,0.889919
sept-99,0.00292562,0.0329428,0.00303132,0.00453637,0.00157156,0.047988,0.0193857,0.00292747,0.00288123,0,0.00103188,0.00209894,0.00117259,0.0185247,0.0160363,0.0312613,0.035745,0.0477872,0.000586297,0.0658651,0.00776633,0.0030118,0,0.0144012,0.00106203,0.00113657,0.00292747,0.0543324,0.221818,0.0166355,0,0.00072305,0.00820401,0.0458991,0.0117133,0.00335652,0.0195593,0.00227651,0.00363752,0.00880935,0.018756,0.0110833,0.0141776,0.0568407,0.0010541,0.00722832,0.1394,1.0191,0.275,1.70568
oct-99,0.00355633,0.0400446,0.00368481,0.00551432,0.00188407,0.0583332,0.0235648,0.00355857,0.00350237,0,0.00125434,0.00255143,0.00142538,0.0225183,0.0194934,0.0380006,0.0434509,0.0580892,0.000712691,0.0800643,0.0094406,0.00366108,0,0.0175058,0.00129099,0.00138159,0.00355857,0.0660453,0.269637,0.0202217,0,0.000878925,0.00997263,0.055794,0.0142385,0.00408012,0.0237759,0.00276728,0.0044217,0.0107085,0.0227994,0.0134727,0.017234,0.0690944,0.00128134,0.0087866,0.0242,0.0902998,0.4037,2.07339
nov-99,0.00334256,0.0376375,0.00346331,0.00518286,0.00176659,0.0548269,0.0221484,0.00334467,0.00329184,0,0.00117894,0.00239807,0.0013397,0.0211647,0.0183217,0.0357164,0.0408391,0.0545975,0.000669851,0.0752517,0.00887313,0.00344102,0,0.0164536,0.00121339,0.00129855,0.00334467,0.0620754,0.253429,0.0190062,0,0.000826093,0.00937319,0.0524402,0.0133826,0.00383487,0.0223467,0.00260094,0.00415592,0.0100648,0.0214289,0.0126628,0.0161981,0.0649412,0.00120432,0.00825844,0,0,0.3729,1.94876
dic-99,0.00206348,0.023235,0.00213803,0.00319957,0.00109043,0.0338466,0.013673,0.00206478,0.00203217,0,0.000727801,0.00148041,0.000827047,0.0130658,0.0113107,0.022049,0.0252115,0.033705,0.000413523,0.0464556,0.0054777,0.00212426,0,0.0101574,0.000749068,0.000801641,0.00206478,0.0383214,0.156451,0.0117332,0,0.000509977,0.00578641,0.0323733,0.00826157,0.0023674,0.0137954,0.00160565,0.0025656,0.00621336,0.0132289,0.00781723,0.00999965,0.0400905,0.000743468,0.00509823,0,0,0.1859,1.20304
ene-00,0.00164831,0.0185601,0.00170786,0.00255582,0.000871677,0.0270367,0.010922,0.00164935,0.0016233,0,0.000581369,0.00118256,0.000660646,0.0104369,0.00903496,0.0176128,0.020139,0.0269236,0.000330323,0.0371088,0.0043756,0.00169687,0,0.00811373,0.000598357,0.000640352,0.00164935,0.0306112,0.124973,0.00937251,0,0.00040737,0.00462219,0.0258598,0.00659935,0.00189108,0.0110198,0.0012826,0.0020494,0.00496324,0.0105672,0.00624442,0.00798773,0.0320244,0.000593883,0.00407248,0,0,0.1166,0.960988
feb-00,0.00170131,0.0191569,0.00176278,0.002638,0.000901341,0.0279061,0.0112732,0.00170239,0.0016755,0,0.000600062,0.00122058,0.000681889,0.0107725,0.00932548,0.0181791,0.0207865,0.0277893,0.000340944,0.038302,0.00451629,0.00175143,0,0.00837462,0.000617596,0.000660942,0.00170239,0.0315955,0.128992,0.00967388,0,0.000420469,0.00477081,0.0266913,0.00681155,0.00195189,0.0113742,0.00132384,0.0021153,0.00512283,0.010907,0.0064452,0.00824457,0.0330541,0.000612979,0.00420342,0,0,0.1001,0.991886
mar-00,0.00156881,0.017665,0.00162549,0.00243255,0.000832736,0.0257327,0.0103952,0.0015698,0.00154501,0,0.000553328,0.00112552,0.000628782,0.00993355,0.00859919,0.0167633,0.0191676,0.025625,0.000314391,0.035319,0.00416456,0.00161502,0,0.00772239,0.000569497,0.000609467,0.0015698,0.0291348,0.118946,0.00892046,0,0.000387722,0.00439925,0.0246125,0.00628105,0.00179987,0.0104883,0.00122074,0.00195056,0.00472385,0.0100576,0.00594324,0.00760247,0.0304798,0.00056524,0.00387605,0,0,0.0825,0.914639
abr-00,0.00161828,0.018222,0.00167674,0.00250925,0.000860687,0.0265441,0.010723,0.0016193,0.00159372,0,0.000570776,0.00116101,0.000648609,0.0102468,0.00887034,0.0172919,0.019772,0.026433,0.000324304,0.0364326,0.00429587,0.00166595,0,0.00796589,0.000587454,0.000628684,0.0016193,0.0300534,0.122696,0.00920174,0,0.000399948,0.00453797,0.0253886,0.00647911,0.00185663,0.010819,0.00125923,0.00201206,0.0048728,0.0103747,0.00613064,0.00784219,0.0314409,0.000583062,0.00399827,0.017,0.03225,0.0582998,0.94348
may-00,0.00165715,0.0186596,0.00171701,0.00256951,0.000890171,0.0271816,0.0109805,0.00165819,0.001632,0,0.000584484,0.00118889,0.000664187,0.0104929,0.00908338,0.0177072,0.0202469,0.0270679,0.000332093,0.0373077,0.00439905,0.00170596,0,0.00815721,0.000601563,0.000643783,0.00165819,0.0307752,0.125643,0.00942274,0,0.000409554,0.00464696,0.0259984,0.00663472,0.00190122,0.0110789,0.00128947,0.00206039,0.00498983,0.0106239,0.00627788,0.00803054,0.032196,0.000597066,0.0040943,0.0489998,0.29025,0.0626997,0.966136
jun-00,0.00168718,0.0189978,0.00174813,0.00261608,0.000906305,0.0276742,0.0111795,0.00168824,0.00166158,0,0.000595077,0.00121044,0.000676224,0.010683,0.00924801,0.0180281,0.0206138,0.0275584,0.000338112,0.0379838,0.00447877,0.00173688,0,0.00830505,0.000612466,0.000655451,0.00168824,0.031333,0.12792,0.00959352,0,0.000416976,0.00473118,0.0264696,0.00675496,0.00193567,0.0112797,0.00131284,0.00209773,0.00508027,0.0108164,0.00639166,0.00817608,0.0327795,0.000607887,0.0041685,0.2674,2.0511,0.0472998,0.98365
jul-00,0.00278605,0.0313712,0.00288671,0.00431996,0.00149659,0.0456987,0.0184609,0.00278781,0.00274378,0,0.000982656,0.00199881,0.00111665,0.017641,0.0152713,0.02977,0.0340398,0.0455075,0.000558327,0.062723,0.00739584,0.00286812,0,0.0137142,0.00101137,0.00108235,0.00278781,0.0517404,0.211236,0.0158419,0,0.000688556,0.00781264,0.0437094,0.0111545,0.0031964,0.0186262,0.00216791,0.003464,0.00838909,0.0178612,0.0105546,0.0135012,0.0541291,0.00100381,0.00688349,0.0585999,0.36765,0.2442,1.62431
