Nodes and Reaches,CA_Alcantarilla   0 \ Headflow,CA_Bellavista Alto   0 \ Headflow,CA_Calderon   0 \ Headflow,CA_Camarote   0 \ Headflow,CA_Cocinera   0 \ Headflow,CA_Cuz Cuz   0 \ Headflow,CA_Del Medio o Bellavista Bajo   0 \ Headflow,CA_El Aguita   0 \ Headflow,CA_El Bajo   0 \ Headflow,CA_El Bato o El Cato   0 \ Headflow,CA_El Durazno   0 \ Headflow,CA_El Macal   0 \ Headflow,CA_El Peumo   0 \ Headflow,CA_El Silo   0 \ Headflow,CA_Escorial   0 \ Headflow,CA_Higuera   0 \ Headflow,CA_Hospital   0 \ Headflow,CA_Inquilino o Del Bajo   0 \ Headflow,CA_La Montana   0 \ Headflow,CA_Las Bellacas   0 \ Headflow,CA_Las Juntas   0 \ Headflow,CA_Las Juntas_El Maiten   0 \ Headflow,CA_Las Peras   0 \ Headflow,CA_Las Salinas   0 \ Headflow,CA_Los Gonzalez   0 \ Headflow,CA_Los Perales   0 \ Headflow,CA_Los Sauces   0 \ Headflow,CA_Mala Ladera   0 \ Headflow,CA_Molino Carcamo   0 \ Headflow,CA_Molino El Peral   0 \ Headflow,CA_Pelados   0 \ Headflow,CA_Pichicaven   0 \ Headflow,CA_Plantacion   0 \ Headflow,CA_Poblacion Los Guindos   0 \ Headflow,CA_Potrero Nuevo   0 \ Headflow,CA_Rodado   0 \ Headflow,CA_San Isidro   0 \ Headflow,CA_San Javier   0 \ Headflow,CA_San Jorge   0 \ Headflow,CA_San Patricio   0 \ Headflow,CA_Santa Isabel   0 \ Headflow,CA_Santa Margot   0 \ Headflow,CA_Santa Olga   0 \ Headflow,CA_Turbina   0 \ Headflow,CA_Vega de Cesped   0 \ Headflow,CA_Zepedino   0 \ Headflow,CL_1   0 \ Headflow,CL_2   0 \ Headflow,Estero Caren   0 \ Headflow,Rio Illapel   0 \ Headflow
abr-12,0.00083051,0.00961535,0,0.00120637,0.000875656,0.0209456,0.00528164,0.000117901,0,0,0,0.000766358,0,0.00449267,0.00902327,0.00618789,0.0100575,0.0120833,0.00032984,0.00379956,0,9.23299E-05,0,0.00082972,0,0.00050108,0.000110294,0.00242171,0.0508951,0.00180355,0,0.000100779,0.00428356,0.00109552,0.00287523,0.000840147,0.0023706,0,0.00204596,0.000916397,0.00432479,0.00243029,0.00350833,0.00834452,0.000125063,0.000901273,0.0146,0.0129,0.0857998,0.59534
may-12,0.000561762,0.0050848,0,0.000368062,0.000953965,0.012724,0.00292781,0.000082736,0,0,0,0.000518369,0,0.000956439,0.0097992,0.00215513,0.00321527,0.00266283,0.000330944,0.000382252,0,4.30883E-05,0,0.00015114,0,0.000338934,4.19006E-05,0.000583284,0.0184371,0.00429849,0,4.08118E-05,0.000593038,0.000698082,0.00715757,0.000105818,0.00076367,0,0.00210792,0.00013188,0.000877472,0.000488896,0.00113854,0.00234054,4.69806E-05,0.000510194,0.02132,0.06708,0.1298,0.674649
jun-12,0.00055005,0.0183896,0,0,0.00113222,0.0345727,0,0.000075,0,0,0,0.000507562,0,0,0.0115533,0,0,0,0.0003,0,0,0.000141617,0,0,0,0.000331867,0,0,0,0.0119849,0,0,0,0,0.00843881,0,0,0,0.000713401,0,0,0,0,0,0,0,0.03172,0.15093,0.1639,0.779707
jul-12,0.00123293,0.00471097,0,0.000664811,0.00114751,0.0137721,0.00322732,0.00017503,0,0,0,0.00113769,0,0.00136836,0.0118132,0.00302299,0.00521162,0.00451304,0.000431834,0.000601514,0,6.56991E-05,0,0.000139717,0,0.000743877,0.000042077,0.00134958,0.0211136,0.00128335,0,2.44357E-05,0.000704317,0.00150316,0.00219899,0.000125088,0.000658463,0,0.00153981,0.000201632,0.000948341,0.000850104,0.00190343,0.00252975,5.68776E-05,0.000984686,0.01668,0.02967,0.1507,0.705548
ago-12,0.000900502,0.0263521,0,0,0.00125715,0.0383873,0.0155073,0.000124851,0,0,0,0.000830944,0,0,0.012828,0,0,0.0382267,0.000468939,0.000180357,0,0.00240924,0,0,0,0.000543309,0,0,0,0.0133073,0,0,0.00656268,0,0.0093699,0,0,0,0,0,0.0150036,0,0,0.000625687,0,0.00578219,0.0827599,0.562437,0.1606,0.725119
sept-12,0.0025698,0.0106485,0,0.00217172,0.00154618,0.0264101,0.00673148,0.000364815,0,0,0,0.00208935,0,0.0052064,0.0159665,0.00902006,0.0167218,0.0152149,0.000583558,0.00286922,0,0.000196081,0,0.000612848,0,0.00113137,0.000202358,0.0042828,0.0645293,0.00383017,0,7.17637E-05,0.00356154,0.00394483,0.00366578,0.000655879,0.00200509,0,0.00362126,0.000862461,0.00386801,0.00312481,0.00590008,0.00914738,0.000266144,0.00266844,0,0,0.2409,0.967168
oct-12,0.0027212,0.0131974,0,0.00356347,0.00144146,0.031079,0.00799246,0.000402628,0,0,0,0.00195208,0,0.00795438,0.0149194,0.0138273,0.025417,0.0182631,0.00054532,0.00386418,0,0.000281877,0,0.000926851,0,0.00105716,0.000404671,0.00654049,0.0928913,0.0055059,0,0.000143506,0.00530765,0.00570341,0.00543347,0.000925386,0.00309621,0,0.00338365,0.00120538,0.00582099,0.00467161,0.00926822,0.0142122,0.000541052,0.00369359,0.02308,0.0812698,0.1881,0.780739
nov-12,0.00267506,0.0273939,0,0.00414853,0.00141435,0.043885,0.0170274,0.000478704,0,0,0,0.00191922,0,0.0169421,0.0146663,0.0285903,0.032691,0.0437037,0.000536148,0.0086212,0,0.000668377,0,0.00197157,0,0.00103922,0.00073218,0.013828,0.195775,0.0130559,0,0.000288384,0.00750309,0.0130552,0.0107126,0.00197467,0.00624074,0,0.00332597,0.00270849,0.0122931,0.00981975,0.012966,0.0278603,0.000963792,0.00661073,0,0,0.1771,0.747778
dic-12,0.00223602,0.0251856,0,0.00346815,0.00118201,0.0366879,0.0148208,0.000489546,0,0,0,0.00160407,0,0.0141626,0.0122602,0.0238997,0.0273279,0.0365345,0.000448032,0.0114201,6.98424E-05,0.000791391,0,0.00258873,0,0.000868846,0.000909243,0.016487,0.169583,0.012718,0,0.000372108,0.00627203,0.0150396,0.00895497,0.00256543,0.00785842,0,0.00277932,0.0034375,0.0143367,0.00847165,0.0108389,0.0346382,0.00080557,0.00552606,0,0,0.143,0.64272
ene-13,0.00161507,0.0181918,0,0.00250508,0.000854353,0.0265001,0.0107049,0.000404122,0,0,0,0.00115894,0,0.0102296,0.00885567,0.0172629,0.019739,0.0263893,0.000323621,0.0114741,8.01147E-05,0.000730357,0,0.00262529,0,0.000627581,0.000873693,0.0152411,0.122491,0.00918645,0,0.000377424,0.00453032,0.0131732,0.00646804,0.00185296,0.00797304,0,0.00200805,0.00333046,0.0103543,0.00611899,0.00782893,0.0313885,0.000582004,0.00399156,0,0,0.0758998,0.431567
feb-13,0.0012592,0.014182,0,0.00195292,0.000667204,0.0206589,0.00834532,0.000387566,0,0,0,0.000903413,0,0.00797495,0.00690374,0.0134582,0.0153881,0.0205725,0.000252228,0.0103567,6.50154E-05,0.000470201,0,0.00232746,0,0.000488951,0.000710987,0.00900323,0.0954902,0.00716146,0,0.000311206,0.00353187,0.00545387,0.00504258,0.00144466,0.0070296,0,0.00156504,0.00269465,0.00807138,0.0047707,0.00610326,0.0244701,0.000453662,0.00311181,0,0,0.0538996,0.3708
mar-13,0.00104007,0.0117152,0,0.00161324,0.000552233,0.0170658,0.00689404,0.000223417,0,0,0,0.000746291,0,0.00658789,0.005703,0.0111171,0.0127117,0.0169945,0.000208403,0.00778759,2.24162E-06,0.000249438,0,0.00171411,0,0.000404117,0.00036233,0.00521903,0.0788829,0.00487231,0,0.000224594,0.00291756,0.00217667,0.00416555,0.00119334,0.00481519,0,0.00129287,0.00185252,0.00666872,0.0039411,0.00504182,0.0178734,0.00037482,0.00209786,0,0,0.0560999,0.35741
abr-13,0.000921396,0.0103777,0,0.00142905,0.000490046,0.0151173,0.00610687,0.000148765,0,0,0,0.000661024,0,0.00527585,0.00505189,0.00747184,0.0112604,0.015054,0.000184648,0.0044512,0,0.000134561,0,0.000956364,0,0.000357982,0.00015587,0.00313228,0.0604128,0.00262847,0,0.000122929,0.00258449,0.00153395,0.00349811,0.000956392,0.00269302,0,0.00114491,0.001037,0.00498103,0.00296207,0.0043017,0.00986034,0.000205153,0.00133098,0,0,0.0560999,0.37595
may-13,0,0.0119313,0,0,0.000569192,0.0173804,0.00702115,0,0,0,0,0,0,0,0.00580808,0.00223023,0.0129462,0.0173077,0,0,0,0.00109082,0,0,0,0,0,0,7.94804E-05,0.00602507,0,0,0.00297135,0.0166238,0.00424236,0,0,0,0,0,0.0067931,0,0,0.018752,0,0.00261797,0.0981198,0.686279,0.1045,0.513967
jun-13,0.000484827,0.0178919,0,0,0.000853545,0.0260632,0.000540911,7.19136E-05,0,0,0,0.000447377,0,0,0.00870964,0,0,0,0.000287654,0,0,8.32549E-05,0,0,0,0.000292515,0,0,0,0.00903504,0,0,0.00445576,0,0.00636173,0,0,0,0.000650561,0,0.0101867,0,0,0.0151891,0,0,0.03012,0.13803,0.187,0.774556
jul-13,0.00114877,0.00385645,0,0.000481239,0.000896244,0.0133286,0.00272826,0.000163082,0,0,0,0.00106004,0,0.000863297,0.00921786,0.00219459,0.00392167,0.00332649,0.000336863,0.000358968,0,4.81837E-05,0,9.06936E-05,0,0.000653247,2.44347E-05,0.00107452,0.016509,0.00956224,0,1.58617E-05,0.000392345,0.00129101,0.00673294,8.00898E-05,0.000450446,0,0.00129656,0.000123826,0.000630805,0.000644253,0.00139138,0.00179619,3.30295E-05,0.000776772,0.0178,0.0387,0.1815,0.728207
ago-13,0.00161585,0.00471563,0,0.000823016,0.00101359,0.0158927,0.00307675,0.000226404,0,0,0,0.00136624,0,0.00181566,0.010441,0.00327455,0.00547187,0.00582942,0.000381536,0.00168414,0,0.000050976,0,0.000302905,0,0.000739859,4.81857E-05,0.00207791,0.0247834,0.0108311,0,2.38998E-05,0.00155926,0.00166738,0.00762634,0.000344209,0.000795013,0,0.00210042,0.000358194,0.00165968,0.00151553,0.00220316,0.00364132,6.64764E-05,0.000880664,0.02388,0.0877199,0.1958,0.764259
sept-13,0.00227728,0.0106485,0,0.00217172,0.00120899,0.0257346,0.00655941,0.000361728,0,0,0,0.00163364,0,0.0052064,0.0124848,0.00902006,0.0167218,0.0148063,0.000456357,0.0028191,0,0.000196081,0,0.000600184,0,0.000884742,0.0001978,0.00421174,0.0645293,0.00383017,0,6.95488E-05,0.00356154,0.00394483,0.00366578,0.000644255,0.00200509,0,0.00283119,0.000862461,0.00378598,0.00307163,0.00590008,0.00895756,0.000259983,0.00266844,0,0,0.2244,0.882708
oct-13,0.00232044,0.017755,0,0.00359849,0.00122973,0.0380638,0.0108206,0.00042951,0,0,0,0.00166476,0,0.00946946,0.0127209,0.0163124,0.0283546,0.0249869,0.000464902,0.00430077,0,0.000830634,0,0.00103715,0,0.000901391,0.000444367,0.00715937,0.114382,0.00733087,0,0.000162797,0.00608759,0.00683505,0.0068399,0.00102663,0.00366823,0,0.00288499,0.00143881,0.00661483,0.00513478,0.0106765,0.0160461,0.000600672,0.00480212,0,0,0.2068,0.844598
nov-13,0.00245685,0.0265112,0,0.00381019,0.0012988,0.0403048,0.0162824,0.000472531,0,0,0,0.0017624,0,0.015559,0.0134693,0.0262569,0.0300228,0.040135,0.000492377,0.00852095,0,0.0025278,0,0.00194624,0,0.000954524,0.000723065,0.0136859,0.186308,0.0127022,0,0.000283954,0.00689043,0.012836,0.00983796,0.00195142,0.0061331,0,0.00305451,0.00266829,0.012129,0.00930737,0.0119078,0.0274815,0.000885233,0.00607099,0,0,0.2266,0.94039
dic-13,0.00188641,0.021247,0,0.00292581,0.000997088,0.0309509,0.012503,0.000489546,0,0,0,0.00135333,0,0.0119478,0.0103426,0.0201624,0.0230544,0.0308214,0.00037793,0.0114201,6.98424E-05,0.00194162,0,0.00258873,0,0.000732985,0.000909243,0.016487,0.143063,0.0107292,0,0.000372108,0.00529122,0.0150396,0.00755451,0.00216449,0.00785842,0,0.00234505,0.0034375,0.0120933,0.00714682,0.00914389,0.0346382,0.000679785,0.00466174,0,0,0.1419,0.681859
ene-14,0.00142058,0.0159972,0,0.00220288,0.000751269,0.0233031,0.00941383,0.000404122,0,0,0,0.00101893,0,0.00899567,0.0077874,0.0151807,0.0173581,0.0232056,0.000284663,0.0114741,8.01147E-05,0.00146171,0,0.00262529,0,0.000551839,0.000873693,0.0152411,0.107716,0.00807833,0,0.00035108,0.00398372,0.0131732,0.0056881,0.00162943,0.00797308,0,0.00176544,0.00333048,0.00910625,0.0053798,0.00688478,0.0276023,0.000511733,0.00351012,0,0,0.0978999,0.511906
feb-14,0.00099142,0.0111657,0,0.00153757,0.000525215,0.0162653,0.00657035,0.000387566,0,0,0,0.000710913,0,0.00627852,0.00543506,0.0105957,0.0121156,0.0161971,0.000198589,0.0104104,6.50154E-05,0.00102061,0,0.00234103,0,0.000385105,0.000710987,0.00907936,0.0751819,0.00563823,0,0.000244991,0.00278071,0.00545387,0.0039702,0.0011374,0.00662946,0,0.00123196,0.00269465,0.00635639,0.0037554,0.00480531,0.0192659,0.000357232,0.00245002,0,0,0.0527997,0.3605
mar-14,0.000819592,0.00923088,0,0.00127113,0.000435073,0.0134468,0.00543197,0.000223417,0,0,8.50864E-05,0.000588,0,0.00519079,0.00449364,0.00875971,0.0100161,0.0133905,0.000164256,0.00778759,2.24162E-06,0.000843532,0,0.00403546,0,0.00031828,0.00036233,0.00521903,0.0621565,0.00466136,0,0.000202584,0.00229887,0.00217667,0.00328226,0.000940424,0.00481519,0,0.00101867,0.00185252,0.0052539,0.00310487,0.00397252,0.0159274,0.000295375,0.00202546,0,0,0.0527998,0.34608
abr-14,0.000710521,0.00800193,0,0.00110189,0.000377855,0.0116562,0.00470872,0.000148765,0,0,0.000213027,0.000509789,0,0.00449961,0.00389529,0.00747184,0.00868248,0.0116076,0.000142398,0.0044512,0,0.00073068,0,0.00349812,0,0.000275978,0.00015587,0.00313228,0.0538773,0.00262847,0,0.000122929,0.00199279,0.00153395,0.00284518,0.000815228,0.00269302,0,0.000883099,0.001037,0.00455465,0.00269163,0.00344379,0.00986034,0.000205153,0.00133098,0,0,0.0428997,0.35329
may-14,0.000645921,0.00536962,0,0.000459827,0.000374067,0.0115046,0.00309416,9.16965E-05,0,0,0.000247391,0.000503047,0,0.00120897,0.00384466,0.0025693,0.00407519,0.00305832,0.000140479,0.000576289,0,0.000721856,0,0.00345265,0.000185423,0.000272446,5.51324E-05,0.000858341,0.0215069,0.00095572,0,4.93858E-05,0.000748992,0.00076878,0.00164699,0.000139566,0.000867645,0,0.00087194,0.000170781,0.00111562,0.000643284,0.00139456,0.00289068,7.08287E-05,0.000579488,0.01668,0.02967,0.0450997,0.391398
jun-14,0,0.0121822,0,0,0.000581161,0.0177459,0.00716879,0,0,0,0,0,0,0,0.00593022,0.0032495,0.0132185,0.0176717,0,0,0,0.00111376,0,0.00191009,0,0,0,0,0.00168996,0.00615177,0,0,0.00303383,0.0169734,0.00433157,0,0,0,0,0,0.00693594,0,0,0.0172252,0,0.00267302,0.11108,0.790768,0.1001,0.55517
jul-14,0.00108067,0.00385641,0,0.000572991,0.000575792,0.0118104,0.00272823,0.000172043,0,0,0,0.000775415,0,0.00111582,0.00592519,0.00260876,0.00435148,0.00332646,0.000216568,0.000553005,0,0.00111243,0,0.00292818,0,0.000419845,3.76664E-05,0.00128081,0.0180436,0.000941196,0,2.22922E-05,0.000548312,0.00129099,0.00130918,0.000113838,0.000554435,0,0.00134367,0.000162728,0.000868957,0.000798641,0.0016474,0.00234636,5.68776E-05,0.00077677,0.0138,0.00644997,0.1166,0.501609
ago-14,0.00105888,0.00528524,0,0.0009148,0.000563359,0.0135629,0.00340942,0.000232378,0,0,0,0.000759607,0,0.00206818,0.00580473,0.00368873,0.00633177,0.00662037,0.000212114,0.00173265,0,0.00109,0,0.00288212,0,0.000411337,5.70069E-05,0.00214668,0.0278528,0.00133789,0,2.60433E-05,0.00171524,0.0018088,0.00159058,0.000366708,0.000899007,0,0.00131634,0.000397065,0.00181845,0.00161845,0.00245915,0.00400799,7.24384E-05,0.00101927,0.01876,0.0464397,0.1056,0.449078
sept-14,0.00110673,0.00711651,0,0.00155521,0.000587693,0.0181565,0.00733465,0.000324691,0,0,0,0.000793968,0,0.00351049,0.00606741,0.00623804,0.0109456,0.0180805,0.000221699,0.00221758,0,0.00113953,0,0.00446138,0,0.000429713,0.000143109,0.00335906,0.0439082,0.0062941,0,4.29696E-05,0.00251385,0.00306794,0.0023162,0.000504761,0.00130648,0,0.00137547,0.000601157,0.00271959,0.00243349,0.00418056,0.00649421,0.000186054,0.00273487,0.0398796,0.21672,0.1067,0.457319
oct-14,0.000986807,0.0111156,0,0.00153069,0.000522999,0.0161921,0.00654122,0.00042951,0,0,0.000348185,0.000707725,0,0.00625037,0.00541108,0.0105481,0.0120613,0.0161246,0.000197746,0.00430077,0,0.00101595,0,0.00485936,4.16413E-06,0.000383338,0.000444367,0.00715937,0.0748469,0.00561305,0,0.000162797,0.00276822,0.00683505,0.00395236,0.00102663,0.00366823,0,0.00122678,0.00143881,0.00632775,0.00373863,0.00478383,0.0160461,0.00035568,0.00243899,0,0,0.0725997,0.376979
nov-14,0.000642285,0.00723495,0,0.000996296,0.000339487,0.0105394,0.00425733,0.000478704,0,0,0,0.000460824,0,0.00406829,0.00352207,0.00686574,0.00785069,0.0104954,0.000128676,0.0086212,0,0.000661485,0,0.0030814,0,0.000249429,0.000642854,0.0119308,0.0487153,0.00365367,0,0.000158755,0.00180185,0.0100806,0.00257261,0.000736945,0.00429552,0,0.000798393,0.0019348,0.00411818,0.00243333,0.00311381,0.0124838,0.000231512,0.00158754,0,0,0.0374,0.25956
dic-14,0.000451627,0.00508625,0,0.00070042,0.000238501,0.00740927,0.00299313,0.000451949,0,0,0,0.000323933,0,0.00286023,0.00247602,0.00482677,0.00551906,0.00737829,9.04681E-05,0.0101673,6.98424E-05,0.000465024,0,0.0022232,0,0.000175392,0.000451803,0.00838693,0.0342488,0.00256851,0,0.000111558,0.00126669,0.00708669,0.00180854,0.00051817,0.00301997,0,0.000561028,0.00136017,0.00289437,0.00171023,0.00218903,0.00877625,0.000162685,0.00111604,0,0,0.0319,0.22454
ene-15,0.000423284,0.00476815,0,0.000656632,0.000223757,0.00694594,0.00280604,0.000404122,0,0,0,0.000303657,0,0.00268142,0.00232123,0.00452502,0.00517403,0.00691682,8.47039E-05,0.00953152,8.01147E-05,0.000435953,0,0.00208422,0,0.000164366,0.000423567,0.00786289,0.0321077,0.00240793,0,0.000104622,0.00118752,0.00664352,0.00169548,0.000485435,0.00283117,0,0.000526451,0.00127514,0.00271407,0.0016035,0.00205218,0.0082276,0.000152469,0.00104626,0,0,0.0352,0.23587
feb-15,0.000425182,0.00478877,0,0.000659433,0.000225178,0.00697586,0.00281812,0.00035119,0,0,0,0.000305008,0,0.00269296,0.00233124,0.00454448,0.00519593,0.00694692,8.51286E-05,0.00896036,6.50154E-05,0.000437832,0,0.00208322,0,0.000165201,0.000425452,0.00763286,0.0322458,0.00241832,0,0.000105096,0.00119263,0.00545387,0.00170275,0.000487719,0.00284338,0,0.000528319,0.00128063,0.00272512,0.00161058,0.00206101,0.00826306,0.000153161,0.00105076,0,0,0.0352,0.22969
mar-15,0.000560817,0.00631647,0,0.000869773,0.000297771,0.00920126,0.00371702,0.000214456,0,0,0,0.000402395,0,0.00355193,0.00307482,0.00599388,0.00685378,0.00916276,0.000112375,0.00739951,2.24162E-06,0.000577485,0,0.00271108,0,0.000217748,0.000349098,0.00473768,0.0425291,0.0031897,0,0.000138601,0.00157303,0.00880072,0.00224592,0.000643484,0.00375,0,0.000697251,0.00168911,0.00359512,0.00212452,0.00271841,0.0108987,0.000202113,0.00138596,0.0478797,0.28122,0.0472999,0.31106
abr-15,0.000269391,0.00303364,0,0.000417747,0.00014321,0.00441898,0.00178519,0.000148765,0,0,0,0.000193202,0,0.0017059,0.00147677,0.00287882,0.00329171,0.00440046,5.39721E-05,0.0044512,0,0.000277318,0,0.00126224,0,0.000104638,0.00015587,0.00313228,0.0204267,0.00153194,0,6.65658E-05,0.000755478,0.00153395,0.00107867,0.000308914,0.0018012,0,0.000334659,0.000811227,0.00172692,0.00102043,0.00130559,0.00523418,9.70709E-05,0.000665625,0,0,0.0308,0.11536
may-15,0.000506637,0.00570565,0,0.000597521,0.000270075,0.00831131,0.00335756,0.000100657,0,0,0.000178721,0.000363382,0,0.00158774,0.00277748,0.0031906,0.00536514,0.00464008,0.000101462,0.000721817,0,0.000521531,0,0.00249428,0.00010112,0.000196827,6.83641E-05,0.00106463,0.0261115,0.00129786,0,5.58162E-05,0.000982975,0.000980921,0.0019484,0.000173315,0.00102367,0,0.000629822,0.000229133,0.00135378,0.000797672,0.0017786,0.00344086,8.87147E-05,0.00078741,0,0,0.0758998,0.28737
jun-15,0.000718901,0.00440779,0,0.000414043,0.000383341,0.011794,0.00277558,0.00011821,0,0,0,0.000515803,0,0.00107512,0.00394132,0.00210652,0.00358418,0.00339587,0.000144074,0.000571438,0,0.000740004,0,0.00302412,0,0.00027928,3.89675E-05,0.00079264,0.0172176,0.000859568,0,2.52502E-05,0.000711343,0.000737153,0.00119915,0.000127521,0.000662461,0,0.000893907,0.000172226,0.00086258,0.000587209,0.0011939,0.0022794,5.26743E-05,0.000515625,0,0,0.0978997,0.37183
jul-15,0.000580698,0.0105873,0,0,0.000505077,0.0154226,0.00623027,0.000067503,0,0,0,0.000535842,0,0.00369654,0.00515384,0.0100469,0.00634262,0.0153581,0.00018836,0,0,0.000967948,0,0.00263734,0,0.000350358,0,0,0,0.00534639,0,0,0.00263665,0.0147513,0.00376449,0,0,0,0,0,0.0060279,0,0,0.0182678,0,0.00232308,0.0776396,0.521158,0.1254,0.3708
ago-15,0,0.024965,0,0.00343779,0.00119097,0.0363666,0.014691,0,0,0,0,0,0,0.0140386,0.0121528,0.0236907,0.0268604,0.0362145,0,0,0,0.00228243,0,0.00106083,0,0,0,0,0,0.0126068,0,0,0.00621723,0.0347836,0.00887668,0,0,0,0,0,0.0142138,0,0,0.0430755,0,0.00547782,0.197,1.4835,0.319,1.1948
sept-15,0.00233065,0.057424,0,0.00160266,0.00270768,0.08365,0.00449691,0.000327778,0,0,0,0.00215062,0,0.00364097,0.0279536,0.0064522,0.0113901,0.00990194,0.00102175,0.00236796,0,0.0036004,0,0.00445187,0,0.00140617,0.000147667,0.00350118,0.0454978,0.028998,0,4.73995E-05,0.00278784,0.00299491,0.020418,0.000516386,0.00136024,0,0.0039071,0.000621275,0.00280162,0.00248667,0.00431298,0.00668391,0.000204537,0.00173747,0.03108,0.14577,0.940498,3.4299
oct-15,0.00218393,0.0115393,0,0.00246206,0.0020634,0.0639227,0.0258228,0.00032497,0,0,0,0.00201523,0,0.00517658,0.0213613,0.00927126,0.0146677,0.0636553,0.000780838,0.00216636,0,0.00401189,0,0.00574387,0,0.00131765,0.000289996,0.00440879,0.0545219,0.0221594,0,7.70581E-05,0.00343601,0.00407722,0.0156028,0.0006329,0.00190012,0,0.00484539,0.000777466,0.00391578,0.00333358,0.0063243,0.00981107,0.000338344,0.00962853,0.0827599,0.562437,0.3432,1.29594
nov-15,0.00337205,0.0273939,0,0.00739005,0.00269591,0.0670062,0.0170274,0.000478704,0,0,0,0.00311157,0,0.0173511,0.0279536,0.0293121,0.0583912,0.0463657,0.00102155,0.0086212,0,0.00305526,0,0.00701856,0,0.00198098,0.00073218,0.013828,0.195775,0.0130559,0,0.000288384,0.0113372,0.0130552,0.0119591,0.00197467,0.00624074,0,0.006339,0.00270849,0.0122931,0.00981975,0.0197191,0.0278603,0.000989723,0.00903704,0,0,0.566497,2.13875
dic-15,0.00344842,0.057424,0,0.00790755,0.00269538,0.08365,0.0199173,0.000489546,0,0,0,0.00318205,0,0.0215349,0.0279536,0.0350408,0.0623087,0.0562158,0.001022,0.0114201,6.98424E-05,0.00348392,0,0.00954716,0,0.00198121,0.000909243,0.016487,0.235714,0.028998,0,0.000372108,0.0143008,0.0150397,0.020418,0.00259344,0.00785844,0,0.00634073,0.00343753,0.0283821,0.0120439,0.0235835,0.0346384,0.00124663,0.0104668,0,0,1.3013,4.91514
ene-16,0.0026994,0.0331187,0,0.00787535,0.00269941,0.0761161,0.019475,0.000383214,0,0,0,0.00249089,0,0.020465,0.0279536,0.0325336,0.0623087,0.0532298,0.001022,0.0108435,8.01147E-05,0.00348392,0,0.00958839,0,0.00162866,0.000842819,0.0147598,0.224421,0.0223076,0,0.00036242,0.0138058,0.0131734,0.020418,0.00253252,0.00797308,0,0.00634073,0.00333048,0.014716,0.0111179,0.0217101,0.0323437,0.00109755,0.00927945,0,0,0.530197,2.00305
feb-16,0.00261343,0.0272274,0,0.00503113,0.00270231,0.0554558,0.0142417,0.000371009,0,0,0,0.00241156,0,0.0150188,0.0279536,0.0206106,0.0378185,0.0371775,0.00102176,0.00994775,6.27735E-05,0.00372358,0,0.00882198,0,0.00157679,0.000681755,0.00869278,0.158054,0.00886774,0,0.000310472,0.0122973,0.0052658,0.00904813,0.00221688,0.0067872,0,0.00633805,0.00260173,0.0124034,0.00775606,0.0128692,0.0266587,0.000915189,0.0042864,0,0,0.2002,0.757667
mar-16,0.00155274,0.018355,0,0.00273727,0.00235771,0.0392324,0.0100758,0.00022043,0,0,0,0.0014328,0,0.00965539,0.0243444,0.0127292,0.0221181,0.0260902,0.00088172,0.00773908,2.24162E-06,0.00348335,0,0.00842109,0,0.000936828,0.000357919,0.00515026,0.103554,0.00487231,0,0.00022245,0.00878099,0.00217667,0.00584789,0.00167712,0.00481519,0,0.00552045,0.00185252,0.00890944,0.00517823,0.00743541,0.0178734,0.000474576,0.00209786,0,0,0.1474,0.556933
abr-16,0.000569617,0.0280741,0,0.000132691,0.00270552,0.08365,0.00468842,7.77778E-05,0,0,0,0.000525617,0,0.00228559,0.0279536,0.0019296,0.00427953,0.00490535,0.000311111,0.00267268,0,0.0036004,0,0.0044554,0,0.000343673,0,0.00125648,0.0176884,0.028998,0,0,0.0019127,0.000029396,0.020418,0.000562751,0.00239074,0,0.00149046,0.000509875,0.00327596,0.000723252,0.00194591,0.00422757,0,0.000199311,0.0771597,0.517288,0.3311,1.25208
may-16,0,0.057424,0.00528402,0.00790755,0.00273946,0.08365,0.033792,0,0,0,0.00179872,0,0,0.0322913,0.0279536,0.054493,0.0623087,0,0,0,0,0.00228943,0,0.0251034,0.00185128,0.00198121,0,0,0.0265851,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0,0,0.00634073,0,0.0326944,0.0193199,0,0.0990815,0.00183744,0.00341596,0.0837198,0.57018,0.519198,1.96184
jun-16,0.00509978,0.057424,0.00528402,0.00790755,0.00273946,0.08365,0.033792,0.005103,0.0050224,0,0.00179872,0.00365876,0.002044,0.0322913,0.0279536,0.054493,0.0623087,0.0833,0.001022,0.114812,0.0135378,0.00525,0,0.0251034,0.00185128,0.00198121,0.005103,0.0947092,0.38666,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0.0340947,0.00396828,0.00634073,0.015356,0.0326944,0.0193198,0.0247136,0.0990815,0.00183744,0.0126,0.14068,1.02942,0.689699,2.6059
jul-16,0.00039134,0.057424,0.00528402,0.00790755,0.00273946,0.08365,0.033792,3.76344E-05,0,0,0.00179872,0.000361111,0,0.0322913,0.0279536,0.054493,0.0623087,0,0.000150538,0,0,0.000356479,0,0.0251034,0.00185128,0.00198121,0,0,0.264129,0.028998,0,0.00126038,0.0143008,0.0800087,0.020418,0.0058509,0,0,0.00634073,0,0.0326944,0.0193199,0,0.0990815,0.00183744,0,0.0745998,0.496647,0.520299,1.9673
