,0,1,2,3,4,5,6,7,8
2000-01-01,5.194544792175293e-06,5.194544792175293e-06,5.194544792175293e-06,5.194544792175293e-06,5.194544792175293e-06,8.890439163554798e-06,1.1363490061326463e-05,1.609325408935547e-05,1.609325408935547e-05
2000-01-02,1.7176186020151363e-06,1.7176186020151363e-06,1.7176186020151363e-06,1.7176186020151363e-06,1.7176186020151363e-06,1.7176186020151363e-06,1.7176186020151363e-06,1.7176186020151363e-06,1.7176186020151363e-06
2000-01-03,8.0019235113582e-07,8.0019235113582e-07,8.0019235113582e-07,8.0019235113582e-07,8.0019235113582e-07,7.821754926014407e-07,7.530504957225566e-07,7.688999126287399e-07,7.688999126287399e-07
2000-01-04,5.4927188443798514e-05,5.4927188443798514e-05,5.4927188443798514e-05,5.4927188443798514e-05,5.4927188443798514e-05,5.5490316871824196e-05,7.697542067407167e-05,7.570685772861907e-05,7.570685772861907e-05
2000-01-05,0.0010761667091287563,0.0010761667091287563,0.0010761667091287563,0.0010761667091287563,0.0010761667091287563,0.0010072057607048506,0.0009586564228842773,0.0008689332801736782,0.0008689332801736782
2000-01-06,0.0003673776983191601,0.0003673776983191601,0.0003673776983191601,0.0003673776983191601,0.0003673776983191601,0.00035230219353934447,0.0003371051765632481,0.00031484961499472774,0.00031484961499472774
2000-01-07,0.0009079709648176504,0.0009079709648176504,0.0009079709648176504,0.0009079709648176504,0.0009079709648176504,0.0008939986878265864,0.0008163751525402901,0.0007972478865667654,0.0007972478865667654
2000-01-08,0.00016376748669699737,0.00016376748669699737,0.00016376748669699737,0.00016376748669699737,0.00016376748669699737,0.00016659958784698989,0.0001512217926925918,0.00015410780895308562,0.00015410780895308562
2000-01-09,0.0007408304673049316,0.0007408304673049316,0.0007408304673049316,0.0007408304673049316,0.0007408304673049316,0.000742784009537445,0.0006628521489171198,0.000662997232041107,0.000662997232041107
2000-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-12,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07
2000-01-13,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06
2000-01-14,8.710002248335513e-07,8.710002248335513e-07,8.710002248335513e-07,8.710002248335513e-07,8.710002248335513e-07,8.710002248335513e-07,8.710002248335513e-07,8.710002248335513e-07,8.710002248335513e-07
2000-01-15,9.232759465476191e-05,9.232759465476191e-05,9.232759465476191e-05,9.232759465476191e-05,9.232759465476191e-05,8.988407514917444e-05,8.9829618178266e-05,8.683204640647091e-05,8.683204640647091e-05
2000-01-16,0.008236271142857276,0.008236271142857276,0.008236271142857276,0.008236271142857276,0.008236271142857276,0.008322931148686827,0.00829515795805843,0.008384245633976661,0.008384245633976661
2000-01-17,0.00015716701735755124,0.00015716701735755124,0.00015716701735755124,0.00015716701735755124,0.00015716701735755124,0.0001632426271715882,0.0001698485828590244,0.00017601549615164913,0.00017601549615164913
2000-01-18,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07
2000-01-19,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07
2000-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-21,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06
2000-01-22,1.7285328794969246e-06,1.7285328794969246e-06,1.7285328794969246e-06,1.7285328794969246e-06,1.7285328794969246e-06,1.7285328794969246e-06,1.7285328794969246e-06,1.7285328794969246e-06,1.7285328794969246e-06
2000-01-23,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06
2000-01-24,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06
2000-01-25,1.2874602361989673e-06,1.2874602361989673e-06,1.2874602361989673e-06,1.2874602361989673e-06,1.2874602361989673e-06,1.2874602361989673e-06,1.2874602361989673e-06,1.2874602361989673e-06,1.2874602361989673e-06
2000-01-26,1.695660727136783e-05,1.695660727136783e-05,1.695660727136783e-05,1.695660727136783e-05,1.695660727136783e-05,1.7044388657309767e-05,1.53590673262856e-05,1.5448609758550447e-05,1.5448609758550447e-05
2000-01-27,1.9074231283866537e-05,1.9074231283866537e-05,1.9074231283866537e-05,1.9074231283866537e-05,1.9074231283866537e-05,1.8979879840489133e-05,1.686770797381211e-05,1.669228066702999e-05,1.669228066702999e-05
2000-01-28,0.002265352556719335,0.002265352556719335,0.002265352556719335,0.002265352556719335,0.002265352556719335,0.002159113508801883,0.0020139388104057207,0.0018845384812493648,0.0018845384812493648
2000-01-29,0.004412999004023276,0.004412999004023276,0.004412999004023276,0.004412999004023276,0.004412999004023276,0.0042510428210882556,0.004083820703252431,0.003888207673924171,0.003888207673924171
2000-01-30,0.0020905725571537916,0.0020905725571537916,0.0020905725571537916,0.0020905725571537916,0.0020905725571537916,0.0020636087027758715,0.0020364518783604914,0.002009794107380003,0.002009794107380003
2000-01-31,0.0026928514241717494,0.0026928514241717494,0.0026928514241717494,0.0026928514241717494,0.0026928514241717494,0.002481707117728795,0.0023705328052239403,0.0021157443522952235,0.0021157443522952235
2000-02-01,0.00013257265084121173,0.00013257265084121173,0.00013257265084121173,0.00013257265084121173,0.00013257265084121173,0.0001255810260090584,0.00012251937924412978,0.00011388659470412676,0.00011388659470412676
2000-02-02,0.0009404674172060369,0.0009404674172060369,0.0009404674172060369,0.0009404674172060369,0.0009404674172060369,0.0009815917773339192,0.0010095943103796015,0.001058882474865186,0.001058882474865186
2000-02-03,0.00029838085168876205,0.00029838085168876205,0.00029838085168876205,0.00029838085168876205,0.00029838085168876205,0.0003654956817058519,0.00040230033066873975,0.0004837214946178392,0.0004837214946178392
2000-02-04,0.0023823186754157177,0.0023823186754157177,0.0023823186754157177,0.0023823186754157177,0.0023823186754157177,0.002227830344878095,0.0021095388313917534,0.0019225358961989514,0.0019225358961989514
2000-02-05,0.005294911109922395,0.005294911109922395,0.005294911109922395,0.005294911109922395,0.005294911109922395,0.0051689024205188614,0.004995269213544486,0.004837145947931276,0.004837145947931276
2000-02-06,0.00017171576618011384,0.00017171576618011384,0.00017171576618011384,0.00017171576618011384,0.00017171576618011384,0.00018119012766481485,0.00017759075217844096,0.00018928647040183932,0.00018928647040183932
2000-02-07,0.000413544476030836,0.000413544476030836,0.000413544476030836,0.000413544476030836,0.000413544476030836,0.0003873315724445351,0.000366370447655904,0.0003345102071747874,0.0003345102071747874
2000-02-08,2.6303140771233303e-06,2.6303140771233303e-06,2.6303140771233303e-06,2.6303140771233303e-06,2.6303140771233303e-06,3.316986677956183e-06,3.565971534995201e-06,4.554053987249063e-06,4.554053987249063e-06
2000-02-09,1.2886997069472272e-06,1.2886997069472272e-06,1.2886997069472272e-06,1.2886997069472272e-06,1.2886997069472272e-06,1.2886997069472272e-06,1.2886997069472272e-06,1.2886997069472272e-06,1.2886997069472272e-06
2000-02-10,1.7279272697123815e-06,1.7279272697123815e-06,1.7279272697123815e-06,1.7279272697123815e-06,1.7279272697123815e-06,1.7279272697123815e-06,1.7279272697123815e-06,1.7279272697123815e-06,1.7279272697123815e-06
2000-02-11,1.2882969713245984e-06,1.2882969713245984e-06,1.2882969713245984e-06,1.2882969713245984e-06,1.2882969713245984e-06,1.2882969713245984e-06,1.2882969713245984e-06,1.2882969713245984e-06,1.2882969713245984e-06
2000-02-12,2.1240772412056685e-06,2.1240772412056685e-06,2.1240772412056685e-06,2.1240772412056685e-06,2.1240772412056685e-06,2.043881900962416e-06,1.9968755106509145e-06,1.885658662104106e-06,1.885658662104106e-06
2000-02-13,0.005442667007355339,0.005442667007355339,0.005442667007355339,0.005442667007355339,0.005442667007355339,0.005376721512096661,0.00543133392920936,0.005328303575424798,0.005328303575424798
2000-02-14,0.00022064745426177978,0.00022064745426177978,0.00022064745426177978,0.00022064745426177978,0.00022064745426177978,0.0002426943995735862,0.0002501701766794378,0.0002740323543548584,0.0002740323543548584
2000-02-15,8.082904787443113e-06,8.082904787443113e-06,8.082904787443113e-06,8.082904787443113e-06,8.082904787443113e-06,1.0169135087132666e-05,1.0968446920080832e-05,1.3701387615583371e-05,1.3701387615583371e-05
2000-02-16,3.080075639445567e-05,3.080075639445567e-05,3.080075639445567e-05,3.080075639445567e-05,3.080075639445567e-05,3.16278385732651e-05,2.889442374990639e-05,3.0019190489838365e-05,3.0019190489838365e-05
2000-02-17,8.013248437919174e-05,8.013248437919174e-05,8.013248437919174e-05,8.013248437919174e-05,8.013248437919174e-05,8.069629013272622e-05,7.449551056466094e-05,7.510185236014877e-05,7.510185236014877e-05
2000-02-18,5.2386726986242144e-05,5.2386726986242144e-05,5.2386726986242144e-05,5.2386726986242144e-05,5.2386726986242144e-05,5.171861310435072e-05,4.668384939970401e-05,4.576167071945747e-05,4.576167071945747e-05
