Yr,Mon,EST. SAN VICENTE A
2004,4,56.56597744360902
2004,5,28.271616541353378
2004,6,21.851127819548864
2004,7,27.417293233082706
2004,8,38.79041353383458
2004,9,64.71541353383458
2004,10,84.91917293233081
2004,11,110.55169172932331
2004,12,152.76992481203004
2005,1,171.83815789473684
2005,2,126.36804511278193
2005,3,101.69530075187973
2005,4,61.310526315789474
2005,5,31.259398496240593
2005,6,20.75451127819549
2005,7,26.793796992481205
2005,8,36.717293233082714
2005,9,61.048684210526325
2005,10,91.60845864661653
2005,11,121.31804511278197
2005,12,150.2770676691729
2006,1,169.3396616541353
2006,2,125.58515037593985
2006,3,104.38853383458645
2006,4,61.29135338345864
2006,5,30.471992481203007
2006,6,22.274624060150376
2006,7,27.1828947368421
2006,8,41.80958646616542
2006,9,64.03421052631579
2006,10,88.96766917293233
2006,11,127.39266917293233
2006,12,149.43496240601505
2007,1,168.51296992481204
2007,2,120.4513157894737
2007,3,100.77575187969924
2007,4,60.378007518796984
2007,5,28.522180451127824
2007,6,19.01635338345865
2007,7,23.114285714285717
2007,8,33.966729323308265
2007,9,62.63439849624061
2007,10,92.26090225563908
2007,11,128.33684210526312
2007,12,151.9082706766917
2008,1,170.65601503759402
2008,2,121.41616541353386
2008,3,103.2357142857143
2008,4,61.88646616541353
2008,5,31.671992481203013
2008,6,19.74172932330827
2008,7,27.724812030075185
2008,8,38.62763157894736
2008,9,66.83082706766916
2008,10,99.43966165413532
2008,11,133.05432330827068
2008,12,156.4257518796992
2009,1,179.6114661654135
2009,2,133.79962406015036
2009,3,114.54003759398498
2009,4,67.52819548872179
2009,5,31.642481203007517
2009,6,22.0906015037594
2009,7,25.256015037593983
2009,8,37.72875939849623
2009,9,62.590789473684225
2009,10,91.42763157894737
2009,11,110.18101503759395
2009,12,144.61296992481203
2010,1,175.23853383458646
2010,2,123.27067669172932
2010,3,108.7627819548872
2010,4,61.87086466165412
2010,5,29.86992481203007
2010,6,22.91578947368421
2010,7,25.825187969924812
2010,8,37.512218045112775
2010,9,64.09285714285714
2010,10,93.53721804511277
2010,11,122.50319548872179
2010,12,147.15
2011,1,163.69285714285712
2011,2,122.62124060150373
2011,3,100.14492481203007
2011,4,65.41973684210527
2011,5,30.49116541353384
2011,6,22.32443609022557
2011,7,25.22312030075188
2011,8,35.77932330827068
2011,9,66.87424812030075
2011,10,95.71954887218044
2011,11,123.97387218045111
2011,12,163.1860902255639
2012,1,170.26466165413535
2012,2,122.19849624060149
2012,3,108.90939849624058
2012,4,58.368984962406
2012,5,32.25375939849624
2012,6,22.83364661654136
2012,7,25.063157894736843
2012,8,37.42443609022556
2012,9,63.775375939849624
2012,10,88.9187969924812
2012,11,127.51353383458648
2012,12,140.5353383458647
2013,1,165.64680451127816
2013,2,122.18815789473683
2013,3,98.47575187969925
2013,4,61.52781954887219
2013,5,32.521616541353374
2013,6,22.940413533834583
2013,7,25.450939849624064
2013,8,39.27443609022558
2013,9,57.232894736842105
2013,10,101.86879699248118
2013,11,128.88515037593984
2013,12,170.2082706766917
2014,1,177.5163533834586
2014,2,120.25526315789473
2014,3,103.37857142857143
2014,4,57.509022556390974
2014,5,28.963533834586464
2014,6,22.063345864661656
2014,7,26.48872180451128
2014,8,42.60281954887219
2014,9,58.39379699248119
2014,10,101.88383458646616
2014,11,125.37687969924812
2014,12,156.38327067669172
2015,1,183.59680451127826
2015,2,131.73552631578946
2015,3,109.86541353383457
2015,4,61.10827067669174
2015,5,31.080827067669162
2015,6,22.824812030075186
2015,7,22.34454887218045
2015,8,36.60281954887218
2015,9,55.999624060150374
2015,10,83.83966165413534
2015,11,117.1857142857143
2015,12,158.63120300751882
2016,1,157.71766917293235
2016,2,135.47875939849624
2016,3,112.60676691729326
2016,4,52.15394736842104
2016,5,27.67763157894737
2016,6,18.10808270676692
2016,7,22.465413533834585
2016,8,44.03627819548873
2016,9,71.10563909774434
2016,10,86.99135338345864
2016,11,131.1377819548872
2016,12,157.04454887218046
2017,1,186.67048872180453
2017,2,131.3577067669173
2017,3,108.01409774436088
2017,4,58.57800751879699
2017,5,30.71052631578947
2017,6,23.73458646616541
2017,7,23.975939849624055
2017,8,36.703759398496246
2017,9,62.26296992481201
2017,10,88.23853383458646
2017,11,123.74793233082708
2017,12,154.76992481203004
2018,1,158.6546992481203
2018,2,128.3295112781955
2018,3,107.6859022556391
2018,4,59.92462406015037
2018,5,29.82218045112781
2018,6,19.396428571428572
2018,7,19.20169172932331
2018,8,35.50733082706766
2018,9,61.97030075187969
2018,10,79.28007518796993
2018,11,112.42575187969925
2018,12,146.47312030075187
2019,1,161.1293233082707
2019,2,133.86221804511277
2019,3,116.80394736842105
2019,4,65.06635338345865
2019,5,34.18778195488721
2019,6,23.631203007518796
2019,7,24.183458646616536
2019,8,39.10244360902255
2019,9,62.903007518797
2019,10,87.75469924812029
2019,11,131.93703007518795
2019,12,168.23834586466162
2020,1,178.3644736842105
2020,2,137.41522556390976
2020,3,116.06879699248121
2020,4,72.47161654135338
2020,5,36.31146616541353
2020,6,22.26033834586466
2020,7,23.617105263157896
2020,8,37.05751879699248
2020,9,61.83007518796991
2020,10,101.19736842105264
2020,11,128.77067669172934
2020,12,156.615977443609
2021,1,168.94248120300753
2021,2,118.95902255639099
2021,3,101.84172932330824
2021,4,60.784586466165415
2021,5,32.614285714285714
2021,6,22.28345864661654
2021,7,27.078383458646613
2021,8,38.008834586466165
2021,9,61.58251879699247
2021,10,97.46503759398495
2021,11,127.09135338345864
2021,12,158.8078947368421
2022,1,163.2966165413534
2022,2,136.07518796992483
2022,3,115.90018796992481
2022,4,61.80300751879699
2022,5,32.18327067669173
2022,6,18.93703007518797
2022,7,19.67725563909774
2022,8,36.9421052631579
2022,9,61.28345864661654
2022,10,91.825
2022,11,129.35281954887216
