Yr,Mon,245358433.55843934
1971,1,9.18184304074378
1971,2,1.500683620453924
1971,3,3.018867924528302
1971,4,9.311730926989336
1971,5,53.55400601586
1971,6,211.3519278096801
1971,7,78.80448455017773
1971,8,65.02461033634127
1971,9,13.92370795734208
1971,10,48.52584085315833
1971,11,1.890073831009024
1971,12,34.21930544161881
1972,1,12.059338255400602
1972,2,1.1216844407984687
1972,3,30.02296964725186
1972,4,10.236806125239266
1972,5,291.65572873940386
1972,6,275.47607328411266
1972,7,87.72709871479353
1972,8,279.0404703308723
1972,9,114.87312004375173
1972,10,81.6773311457479
1972,11,49.26633852884879
1972,12,1.0
1973,1,0.0
1973,2,3.0216024063439986
1973,3,1.1821164889253486
1973,4,7.949958982772766
1973,5,145.2904019688269
1973,6,66.62346185397868
1973,7,202.22887612797376
1973,8,15.857806945583812
1973,9,6.620180475799836
1973,10,78.47197156138911
1973,11,0.9822258681979764
1973,12,4.655181843040744
1974,1,6.444079846869018
1974,2,1.452830188679245
1974,3,0.9863275909215204
1974,4,0.0049220672682526
1974,5,255.2234071643424
1974,6,266.83182936833464
1974,7,37.54525567404977
1974,8,24.80421110199617
1974,9,30.68307355756084
1974,10,9.333880229696474
1974,11,41.32923161060979
1974,12,10.103636860814875
1975,1,0.0243368881596937
1975,2,7.381460213289584
1975,3,3.4276729559748427
1975,4,53.25758818703855
1975,5,88.48783155592018
1975,6,67.56002187585453
1975,7,285.3803664205633
1975,8,66.32868471424665
1975,9,7.914957615531858
1975,10,10.442165709598031
1975,11,47.069182389937104
1975,12,0.8457752255947498
1976,1,4.126879956248292
1976,2,22.194695105277557
1976,3,7.948318293683349
1976,4,6.080120317199889
1976,5,48.63686081487559
1976,6,147.31719989062077
1976,7,21.702488378452287
1976,8,34.6475252939568
1976,9,57.98304621274268
1976,10,141.0981678971835
1976,11,43.99152310637134
1976,12,14.51380913316926
1977,1,26.64971287940936
1977,2,0.1257861635220126
1977,3,1.5602953240360955
1977,4,31.18457752255948
1977,5,83.62510254306807
1977,6,219.52775499042932
1977,7,316.893902105551
1977,8,111.19742958709324
1977,9,8.304894722450095
1977,10,72.34181022696198
1977,11,101.95105277549904
1977,12,2.760185944763468
1978,1,6.955974842767295
1978,2,1.070276182663385
1978,3,0.7317473338802296
1978,4,0.0
1978,5,46.95406070549631
1978,6,151.67924528301887
1978,7,424.5747880776593
1978,8,39.52201257861636
1978,9,52.989608969100345
1978,10,46.8247197156139
1978,11,132.30161334427126
1978,12,3.72518457752256
1979,1,0.4323215750615257
1979,2,2.16735028712059
1979,3,1.6458846048673776
1979,4,20.73284112660651
1979,5,79.95706863549357
1979,6,10.308449548810502
1979,7,198.255400601586
1979,8,167.11566858080394
1979,9,75.17582718074927
1979,10,3.0741044572053604
1979,11,94.36477987421382
1979,12,84.51845775225596
1980,1,5.776592835657645
1980,2,59.79956248290949
1980,3,11.433962264150946
1980,4,196.63877495214655
1980,5,210.9559748427673
1980,6,163.02461033634128
1980,7,168.12141099261694
1980,8,28.64369701941482
1980,9,61.94284933005196
1980,10,4.227508887065901
1980,11,21.60623461853979
1980,12,9.662291495761556
1981,1,1.4867377631938747
1981,2,10.130161334427124
1981,3,8.480175006836207
1981,4,41.04347826086957
1981,5,284.45611156685806
1981,6,47.04238446814329
1981,7,61.37735849056604
1981,8,68.34317746786984
1981,9,23.64451736395953
1981,10,22.351380913316927
1981,11,4.985507246376812
1981,12,0.0
1982,1,2.0270713699753897
1982,2,2.236532677057697
1982,3,32.610883237626474
1982,4,9.30325403336068
1982,5,162.38474159146847
1982,6,497.7645611156686
1982,7,279.21219578889804
1982,8,145.66694011484822
1982,9,116.54006015859996
1982,10,60.43423571233251
1982,11,5.6789718348373
1982,12,1.0
1983,1,19.15149029258956
1983,2,23.21082854799016
1983,3,0.0
1983,4,24.637954607601863
1983,5,68.71534044298606
1983,6,152.40142193054416
1983,7,129.2417281925075
1983,8,107.31446540880502
1983,9,31.78589007383101
1983,10,4.0
1983,11,0.0
1983,12,1.0
1984,1,0.0243368881596937
1984,2,4.486737763193875
1984,3,5.300792999726553
1984,4,16.695925622094613
1984,5,181.71698113207543
1984,6,88.93902105550997
1984,7,347.97949138638234
1984,8,106.58599945310364
1984,9,63.04894722450096
1984,10,72.44407984686902
1984,11,21.661471151216848
1984,12,2.382007109652721
1985,1,4.8318293683347004
1985,2,0.2734481815695926
1985,3,30.46677604593929
1985,4,14.230790265244735
1985,5,99.11812961443806
1985,6,26.524747060432045
1985,7,127.0046486190867
1985,8,9.164615805304896
1985,9,22.305715066994804
1985,10,75.99781241454745
1985,11,2.770030079299973
1985,12,0.5638501503964999
1986,1,0.8290948865190046
1986,2,5.128520645337709
1986,3,9.700847689362869
1986,4,78.66776045939297
1986,5,236.45064260322675
1986,6,244.5529122231337
1986,7,16.4325950232431
1986,8,151.89390210555098
1986,9,6.605140825813509
1986,10,26.59146841673504
1986,11,99.6196335794367
1986,12,0.9669127700300792
1987,1,0.0
1987,2,3.2630571506699484
1987,3,15.95488105004102
1987,4,15.040196882690733
1987,5,93.49876948318294
1987,6,55.28712059064807
1987,7,472.9278096800657
1987,8,268.21547716707687
1987,9,42.50041017227236
1987,10,92.95050587913587
1987,11,2.3962264150943398
1987,12,1.7374897456931908
1988,1,0.0
1988,2,1.0899644517363958
1988,3,22.45583811867652
1988,4,7.429860541427399
1988,5,21.49931637954608
1988,6,71.14273995077933
1988,7,76.2923161060979
1988,8,143.7735849056604
1988,9,20.87995624829096
1988,10,4.009844134536506
1988,11,21.20016406890894
1988,12,6.431774678698388
1989,1,0.7919059338255402
1989,2,0.0
1989,3,2.485097074104457
1989,4,16.62209461307082
1989,5,45.19059338255401
1989,6,38.67049494120865
1989,7,123.2677057697566
1989,8,242.71205906480728
1989,9,25.746240087503416
1989,10,15.792999726551818
1989,11,2.0
1989,12,7.397867104183756
1990,1,1.8487831555920156
1990,2,2.023516543614985
1990,3,51.97456931911403
1990,4,20.214109926168987
1990,5,27.16871752802844
1990,6,25.32102816516271
1990,7,82.00710965272083
1990,8,80.30325403336069
1990,9,75.893902105551
1990,10,41.15231063713426
1990,11,21.283565764287665
1990,12,3.9939841400054696
1991,1,3.826907301066449
1991,2,0.1774678698386656
1991,3,0.0
1991,4,56.48236259228876
1991,5,158.3087229969921
1991,6,164.77276456111562
1991,7,163.4555646704949
1991,8,23.799015586546343
1991,9,66.02488378452284
1991,10,40.37653814602133
1991,11,7.016406890894176
1991,12,70.3948591741865
1992,1,16.266338528848788
1992,2,3.901011758271808
1992,3,19.442165709598036
1992,4,70.74897456931912
1992,5,275.67049494120863
1992,6,269.12551271534045
1992,7,38.21110199617173
1992,8,111.9119496855346
1992,9,36.92562209461307
1992,10,9.556740497675692
1992,11,22.15039649986328
1992,12,1.048947224500957
1993,1,12.06808859721083
1993,2,6.198796828001096
1993,3,0.7585452556740497
1993,4,82.62646978397595
1993,5,200.25321301613343
1993,6,176.8930817610063
1993,7,99.08750341810229
1993,8,41.669674596663945
1993,9,17.538692917692096
1993,10,25.460486737763198
1993,11,30.235712332513
1993,12,15.411812961443806
1994,1,0.0
1994,2,0.2797374897456932
1994,3,1.1298878862455566
1994,4,87.40880503144653
1994,5,100.2381733661471
1994,6,110.74842767295598
1994,7,212.67404976756907
1994,8,14.147115121684442
1994,9,39.92562209461308
1994,10,22.352474706043203
1994,11,1.9822258681979763
1994,12,18.605687722176647
1995,1,10.856713152857536
1995,2,15.145747880776597
1995,3,0.0
1995,4,90.88433141919607
1995,5,16.90511348099535
1995,6,179.1205906480722
1995,7,133.1555920153131
1995,8,95.4577522559475
1995,9,23.105277549904297
1995,10,25.43204812687996
1995,11,1.3568498769483182
1995,12,7.104730653541154
1996,1,9.432321575061524
1996,2,0.9660924254853706
1996,3,2.330598851517637
1996,4,47.736122504785335
1996,5,23.31692644243916
1996,6,82.62619633579435
1996,7,48.37708504238447
1996,8,117.0907847962811
1996,9,3.8917145200984415
1996,10,8.728465955701395
1996,11,11.68908941755537
1996,12,5.455838118676512
1997,1,1.279190593382554
1997,2,16.821438337435055
1997,3,15.565490839485918
1997,4,44.35684987694832
1997,5,147.85616625649445
1997,6,407.868471424665
1997,7,94.0486737763194
1997,8,191.0705496308449
1997,9,111.49029258955431
1997,10,142.0702761826634
1997,11,34.84960350013673
1997,12,9.538419469510524
1998,1,0.0
1998,2,8.405797101449275
1998,3,5.303254033360678
1998,4,56.68115942028986
1998,5,31.82171178561662
1998,6,34.263057150669944
1998,7,0.0
1998,8,3.820891441071917
1998,9,36.70932458299152
1998,10,0.0
1998,11,0.4796281104730653
1998,12,1.0
1999,1,1.0314465408805031
1999,2,23.806672135630297
1999,3,17.404429860541434
1999,4,17.04812687995625
1999,5,35.98414000546897
1999,6,105.7607328411266
1999,7,46.59283565764287
1999,8,181.4539239814055
1999,9,162.55291222313377
1999,10,34.67131528575335
1999,11,4.076565490839487
1999,12,1.0
2000,1,0.0
2000,2,37.42493847415916
2000,3,0.2734481815695926
2000,4,20.494120864096253
2000,5,29.73530216024064
2000,6,481.01941482089137
2000,7,62.75827180749248
2000,8,15.539239814055238
2000,9,146.49794913863826
2000,10,10.961990702761824
2000,11,13.498496035001368
2000,12,0.0
2001,1,4.089691003554827
2001,2,1.6923707957342082
2001,3,15.30434782608696
2001,4,38.356029532403625
2001,5,170.13316926442437
2001,6,36.36724090784797
2001,7,342.0522286026798
2001,8,213.91495761553185
2001,9,18.04922067268253
2001,10,13.866557287394038
2001,11,2.5638501503965005
2001,12,0.9234345091605142
2002,1,0.0
2002,2,9.992070002734486
2002,3,21.386929176920976
2002,4,26.01859447634674
2002,5,208.1000820344545
2002,6,195.4900191413727
2002,7,130.7823352474706
2002,8,349.60295324036093
2002,9,49.05933825540061
2002,10,26.546349466776054
2002,11,12.057424118129612
2002,12,4.987421383647798
2003,1,27.661471151216848
2003,2,0.0
2003,3,0.8468690183210282
2003,4,1.7787804211101996
2003,5,100.56849876948318
2003,6,144.75143560295325
2003,7,100.06508066721358
2003,8,24.83538419469511
2003,9,52.39403882964178
2003,10,18.905660377358487
2003,11,56.00300792999727
2003,12,1.2059064807219029
2004,1,1.0
2004,2,3.030899644517364
2004,3,38.90374624008752
2004,4,69.5665846322122
2004,5,33.60732841126607
2004,6,82.24336888159691
2004,7,105.52009844134535
2004,8,76.51435602953241
2004,9,48.40989882417281
2004,10,34.80612523926716
2004,11,48.65983046212743
2004,12,2.9756631118403063
2005,1,4.16160787530763
2005,2,3.7022149302707135
2005,3,26.470330872299694
2005,4,9.028985507246375
2005,5,196.89171452009847
2005,6,291.5395132622368
2005,7,84.73885698660106
2005,8,302.6149849603501
2005,9,26.924528301886795
2005,10,28.310910582444627
2005,11,40.56904566584633
2005,12,6.444900191413727
2006,1,3.1082854799015585
2006,2,6.005468963631392
2006,3,0.9116762373530216
2006,4,26.33743505605688
2006,5,49.12578616352201
2006,6,165.29614438063984
2006,7,258.18184304074373
2006,8,127.90538692917691
2006,9,27.089144107191693
2006,10,102.7517090511348
2006,11,1.9997265518184304
2006,12,5.128794093519278
2007,1,1.6302980585179112
2007,2,31.22231337161608
2007,3,9.750068362045392
2007,4,2.494120864096254
2007,5,26.57095980311731
2007,6,95.59119496855344
2007,7,102.70741044572053
2007,8,93.47689362865736
2007,9,4.434509160514083
2007,10,6.680065627563577
2007,11,5.6073284112660655
2007,12,1.1914137270987148
2008,1,2.09406617445994
2008,2,2.4057971014492754
2008,3,19.70440251572327
2008,4,29.16789718348373
2008,5,240.17145200984416
2008,6,113.5586546349467
2008,7,101.874213836478
2008,8,231.71807492480173
2008,9,17.715887339349194
2008,10,1.836477987421384
2008,11,1.2206726825266612
2008,12,0.0916051408258135
2009,1,1.3100902378999182
2009,2,4.269619907027619
2009,3,0.0
2009,4,0.0
2009,5,71.28958162428219
2009,6,139.66447908121413
2009,7,48.93464588460488
2009,8,169.20180475799833
2009,9,83.04484550177742
2009,10,41.66940114848237
2009,11,13.664205633032545
2009,12,0.0916051408258135
2010,1,3.3636860814875584
2010,2,1.4025157232704404
2010,3,0.4276729559748428
2010,4,1.0
2010,5,63.70221493027072
2010,6,136.5206453377085
2010,7,84.7547169811321
2010,8,26.221766475252934
2010,9,18.290401968826902
2010,10,24.680339075745145
2010,11,41.80639868744872
2010,12,6.9907027618266335
2011,1,9.635767022149306
2011,2,6.261416461580532
2011,3,14.054416188132349
2011,4,72.25403336067815
2011,5,2.995077932731747
2011,6,71.29833196609245
2011,7,95.01832102816518
2011,8,121.55427946404156
2011,9,13.723270440251572
2011,10,9.700027344818158
2011,11,9.528028438610884
2011,12,0.0
2012,1,4.250751982499317
2012,2,18.1897730380093
2012,3,0.0
2012,4,9.897183483729837
2012,5,121.913590374624
2012,6,172.31911402789174
2012,7,11.512441892261418
2012,8,79.36915504511897
2012,9,4.138638228055783
2012,10,87.21575061525841
2012,11,3.391851244189226
2012,12,81.55045118949958
2013,1,2.6210008203445447
2013,2,8.043751709051136
2013,3,0.7156138911676238
2013,4,0.2893081761006289
2013,5,139.04648619086686
2013,6,52.397593656002215
2013,7,58.37134263057151
2013,8,73.043204812688
2013,9,26.263604047033088
2013,10,6.175827180749248
2013,11,3.715613891167624
2013,12,0.9160514082581352
2014,1,7.177741318020236
2014,2,1.2619633579436698
2014,3,11.974842767295598
2014,4,11.317473338802298
2014,5,76.09734755263877
2014,6,119.22696199070276
2014,7,66.06972928630024
2014,8,100.15203718895272
2014,9,53.684167350287126
2014,10,5.738036642056331
2014,11,25.607328411266064
2014,12,13.554552912223132
2015,1,0.0
2015,2,11.560568772217662
2015,3,13.6636587366694
2015,4,3.461580530489472
2015,5,9.16270166803391
2015,6,27.471971561389115
2015,7,133.98632759092155
2015,8,236.69209734755268
2015,9,46.91851244189227
2015,10,99.5791632485644
2015,11,16.938474159146843
2015,12,0.7262783702488379
2016,1,20.24227508887067
2016,2,4.006289308176101
2016,3,4.692644243915779
2016,4,110.35165436149852
2016,5,215.20262510254307
2016,6,114.52775499042932
2016,7,90.1834837298332
2016,8,13.05414273995078
