,min,max,mean,area,AreaBelowMElev
0,637.0,999.0,862.4941726470423,96215424.77902915,45262692.41544746
1,1000.0,1499.0,1242.9611553093632,142556064.87502086,167254813.13768485
2,1500.0,1999.0,1751.115039731203,126999436.733643,301561806.7433516
3,2000.0,2499.0,2243.133022686851,111827865.78952824,422003790.9057933
4,2500.0,2999.0,2743.1001171464504,104408340.6520309,530885846.0718504
5,3000.0,3499.0,3269.1953669156537,121438302.0338824,640037618.0441017
6,3500.0,3998.0,3622.829680404421,52408505.88174507,733813296.0361321
7,4000.0,4092.0,4037.657608695652,161359.25511986326,755808289.6944268
