Yr,Mon,EST. SAN VICENTE B
1985,10,87.96177260519248
1985,11,124.32578334825423
1985,12,158.15147717099373
1986,1,164.36571172784247
1986,2,122.21933751119069
1986,3,100.37663384064459
1986,4,56.50940017905103
1986,5,37.5344673231871
1986,6,22.70805729632945
1986,7,25.136884512085942
1986,8,38.9775290957923
1986,9,60.952461951656225
1986,10,94.58880931065352
1986,11,114.94109221128022
1986,12,153.8654431512981
1987,1,170.81539838854073
1987,2,130.42050134288272
1987,3,105.82229185317813
1987,4,60.516114592658894
1987,5,32.45559534467323
1987,6,20.265443151298122
1987,7,30.641181736794984
1987,8,36.794628469113704
1987,9,59.63393017009849
1987,10,90.41495076096689
1987,11,124.14619516562219
1987,12,150.18773500447625
1988,1,161.54547896150402
1988,2,127.75174574753804
1988,3,95.21405550581916
1988,4,61.650044762757375
1988,5,30.480662488809305
1988,6,23.961951656222027
1988,7,24.487018800358104
1988,8,36.73482542524621
1988,9,57.98254252461951
1988,10,94.92730528200536
1988,11,130.28119964189793
1988,12,153.48970456580125
1989,1,165.3230975828111
1989,2,129.0880035810206
1989,3,101.10805729632943
1989,4,62.61629364368845
1989,5,30.534914950760964
1989,6,22.66150402864816
1989,7,29.160161145926583
1989,8,37.40411817367949
1989,9,64.12846911369739
1989,10,99.54861235452104
1989,11,126.57690241718888
1989,12,148.44888093106536
1990,1,168.14449418084155
1990,2,115.95111906893463
1990,3,100.45890778871977
1990,4,58.71441360787824
1990,5,32.287914055505816
1990,6,20.68191584601611
1990,7,24.34476275738585
1990,8,41.92130707251566
1990,9,60.294449418084156
1990,10,94.06230975828112
1990,11,122.79033124440467
1990,12,149.55129811996417
1991,1,162.21781557743958
1991,2,128.02649955237243
1991,3,101.6240823634736
1991,4,58.29015219337511
1991,5,36.39015219337511
1991,6,20.935810205908684
1991,7,25.406266786034017
1991,8,38.97547000895255
1991,9,60.47206803939122
1991,10,93.52757385854969
1991,11,117.35067144136076
1991,12,129.6097582811101
1992,1,164.3664279319606
1992,2,122.99274843330348
1992,3,103.93598925693826
1992,4,56.26938227394808
1992,5,35.823903312444045
1992,6,20.409221128021485
1992,7,21.993554162936437
1992,8,37.144136078782445
1992,9,62.99811996418979
1992,10,94.29391226499553
1992,11,119.58567591763654
1992,12,141.6006266786034
1993,1,161.7857654431513
1993,2,133.3192479856759
1993,3,103.2926589077887
1993,4,62.71065353625783
1993,5,36.2307072515667
1993,6,26.087018800358102
1993,7,24.875201432408236
1993,8,42.59024171888987
1993,9,63.04905998209489
1993,10,92.88173679498657
1993,11,122.07036705461056
1993,12,154.508236347359
1994,1,166.70062667860338
1994,2,118.48075201432408
1994,3,103.42623097582812
1994,4,60.283348254252466
1994,5,33.17931960608774
1994,6,24.748970456580125
1994,7,26.503581020590868
1994,8,37.50134288272157
1994,9,61.1983885407341
1994,10,86.98379588182631
1994,11,117.25102954341988
1994,12,147.52918531781557
1995,1,159.1394807520143
1995,2,121.77538048343777
1995,3,101.39803043867502
1995,4,65.21011638316921
1995,5,33.171978513876454
1995,6,24.404118173679493
1995,7,23.95765443151298
1995,8,36.477797672336614
1995,9,62.457027752909575
1995,10,92.11620411817367
1995,11,126.45532676812891
1995,12,159.19856759176363
1996,1,166.17260519247986
1996,2,125.2936436884512
1996,3,103.49427036705458
1996,4,58.085228290062666
1996,5,32.6183527305282
1996,6,18.106714413607882
1996,7,26.16016114592659
1996,8,41.83375111906893
1996,9,67.10304386750225
1996,10,94.58388540734109
1996,11,129.50143240823633
1996,12,146.02811101163832
1997,1,159.83804834377796
1997,2,127.06078782453
1997,3,101.69140555058192
1997,4,67.61700984780661
1997,5,35.89579230080573
1997,6,24.267144136078773
1997,7,26.698388540734108
1997,8,38.95416293643689
1997,9,61.90743061772605
1997,10,86.05765443151297
1997,11,112.2770814682184
1997,12,146.15917636526407
1998,1,165.52936436884514
1998,2,116.61575649059981
1998,3,100.21226499552373
1998,4,57.93769024171888
1998,5,34.91951656222023
1998,6,21.237153088630258
1998,7,24.945299910474485
1998,8,38.188361683079684
1998,9,60.82264995523724
1998,10,106.51933751119068
1998,11,128.2059086839749
1998,12,158.85604297224705
1999,1,166.9478066248881
1999,2,127.23249776186213
1999,3,97.0107430617726
1999,4,60.63348254252461
1999,5,34.55693822739481
1999,6,22.983437779767232
1999,7,23.839659803043865
1999,8,41.45246195165621
1999,9,60.47269471799463
1999,10,92.8319606087735
1999,11,124.0651745747538
1999,12,151.88961504028646
2000,1,165.76687555953447
2000,2,115.69820948970455
2000,3,101.01969561324977
2000,4,59.14950760966877
2000,5,30.21020590868397
2000,6,28.276633840644582
2000,7,23.810922112802146
2000,8,39.440376007162044
2000,9,59.31844225604297
2000,10,94.0819158460161
2000,11,120.57636526410029
2000,12,156.99794091316025
2001,1,159.3022381378693
2001,2,129.44646374216651
2001,3,101.16401074306177
2001,4,59.693822739480744
2001,5,33.071083258728734
2001,6,21.767949865711728
2001,7,32.640107430617725
2001,8,40.37573858549687
2001,9,59.36615935541629
2001,10,95.55246195165623
2001,11,119.46821844225602
2001,12,166.5563115487914
2002,1,162.38155774395705
2002,2,121.94726947179946
2002,3,94.32381378692929
2002,4,58.1769024171889
2002,5,31.875738585496862
2002,6,19.185854968666067
2002,7,25.726230975828113
2002,8,37.47681289167412
2002,9,60.72345568487018
2002,10,88.91074306177259
2002,11,116.72918531781556
2002,12,145.57484333034913
2003,1,166.3489704565801
2003,2,129.74592658907787
2003,3,106.12945389435987
2003,4,59.58504923903312
2003,5,31.825335720680393
2003,6,28.318263205013423
2003,7,25.431781557743957
2003,8,40.125693822739485
2003,9,64.46526410026857
2003,10,101.22685765443151
2003,11,124.20805729632946
2003,12,149.85756490599823
2004,1,167.7689346463742
2004,2,123.53903312444048
2004,3,103.98934646374217
2004,4,58.30098478066249
2004,5,30.232766338406442
2004,6,23.446911369740373
2004,7,28.86481647269472
2004,8,39.28119964189793
2004,9,64.52399283795882
2004,10,85.2128916741271
2004,11,109.15255147717099
2004,12,151.1512085944494
2005,1,167.23249776186213
2005,2,124.31853178155775
2005,3,101.51092211280215
2005,4,62.601880035810204
2005,5,34.02193375111907
2005,6,22.243777976723365
2005,7,28.225783348254254
2005,8,37.29498657117278
2005,9,61.22676812891675
2005,10,91.41119068934647
2005,11,119.83312444046554
2005,12,148.79095792300805
2006,1,165.9952551477171
2006,2,123.48012533572067
2006,3,104.19095792300803
2006,4,62.43939122649954
2006,5,32.666069829901524
2006,6,23.85165622202328
2006,7,28.736347358997314
2006,8,42.50564010743061
2006,9,64.15174574753803
2006,10,89.0297224709042
2006,11,125.2745747538048
2006,12,147.83052820053715
2007,1,164.5693822739481
2007,2,118.32345568487017
2007,3,100.2271262309758
2007,4,61.79507609668755
2007,5,30.342166517457475
2007,6,20.043867502238133
2007,7,24.29283795881826
2007,8,30.813607878245296
2007,9,62.812981199641904
2007,10,92.26982990152192
2007,11,126.29919427036705
2007,12,150.07511190689345
2008,1,166.11638316920323
2008,2,119.33786929274845
2008,3,102.85371530886303
2008,4,63.293822739480746
2008,5,33.86732318710832
2008,6,21.13249776186213
2008,7,29.088093106535354
2008,8,39.35684870188004
2008,9,67.0379588182632
2008,10,98.95792300805728
2008,11,131.0940017905103
2008,12,154.26445837063565
2009,1,174.49256938227393
2009,2,130.88424350940016
2009,3,113.62336615935536
2009,4,68.6796777081468
2009,5,34.08460161145926
2009,6,23.581378692927487
2009,7,26.34440465532676
2009,8,38.72551477170993
2009,9,62.17242614145031
2009,10,91.86347358997314
2009,11,109.1236347358997
2009,12,142.87323187108325
2010,1,170.4603401969561
2010,2,121.07278424350942
2010,3,108.76714413607877
2010,4,63.23079677708147
2010,5,32.05013428827216
2010,6,24.3189794091316
2010,7,26.821844225604295
2010,8,38.058818263205005
2010,9,64.28737690241718
2010,10,93.70895255147717
2010,11,120.5005371530886
2010,12,145.65174574753803
2011,1,159.69507609668756
2011,2,120.61002685765443
2011,3,100.06454789615039
2011,4,66.61163831692032
2011,5,32.80581915846016
2011,6,23.73679498657117
2011,7,26.50223813786929
2011,8,36.49570277529096
2011,9,67.3265890778872
2011,10,95.50474485228288
2011,11,122.19140555058192
2011,12,161.1154879140555
2012,1,166.29570277529098
2012,2,119.51217547000897
2012,3,108.22766338406444
2012,4,59.630080572963294
2012,5,34.499910474485226
2012,6,24.353804834377797
2012,7,26.038495971351832
2012,8,37.91083258728737
2012,9,63.91745747538047
2012,10,88.88836168307968
2012,11,125.35541629364369
2012,12,138.86714413607874
2013,1,162.05586392121754
2013,2,119.64726947179946
2013,3,97.64852282900628
2013,4,62.84198746642793
2013,5,34.821307072515665
2013,6,24.349149507609667
2013,7,26.88710832587287
2013,8,39.82748433303491
2013,9,57.24762757385855
2013,10,101.5730528200537
2013,11,126.88281110116384
2013,12,167.71844225604298
2014,1,172.91468218442253
2014,2,117.39310653536262
2014,3,102.98218442256041
2014,4,58.53446732318711
2014,5,31.055684870188003
2014,6,23.55523724261414
2014,7,27.769471799462845
2014,8,43.31083258728737
2014,9,58.79364368845121
2014,10,101.22658907788718
2014,11,123.01620411817368
2014,12,154.41504028648166
2015,1,178.57385854968663
2015,2,128.53777976723364
2015,3,108.94216651745747
2015,4,62.23983885407341
2015,5,33.20805729632945
2015,6,24.315219337511184
2015,7,23.59373321396598
2015,8,37.34762757385854
2015,9,56.26159355416294
2015,10,83.48406445837064
2015,11,115.89221128021484
2015,12,156.11566696508504
2016,1,154.1867502238138
2016,2,132.08012533572068
2016,3,112.16454789615041
2016,4,52.2538048343778
2016,5,29.194807520143236
2016,6,18.527752909579224
2016,7,23.613518352730523
2016,8,45.60796777081468
2016,9,71.4066248880931
2016,10,86.74538943598924
2016,11,129.16248880931064
2016,12,155.72094897045656
2017,1,181.51190689346464
2017,2,128.84789615040287
2017,3,107.48675022381377
2017,4,59.23410922112802
2017,5,31.94709042076991
2017,6,25.13760071620412
2017,7,24.94780662488809
2017,8,37.41414503133392
2017,9,62.36410026857655
2017,10,88.10940017905104
2017,11,121.62596239928381
2017,12,152.5493285586392
2018,1,155.55926589077885
2018,2,126.19033124440465
2018,3,107.47170993733215
2018,4,60.733124440465524
2018,5,30.988809310653536
2018,6,20.280393912264994
2018,7,19.40017905102954
2018,8,36.27233661593554
2018,9,62.43715308863026
2018,10,78.87815577439571
2018,11,110.96535362578334
2018,12,145.2758281110116
2019,1,156.72479856759173
2019,2,131.34127126230973
2019,3,115.96660698299016
2019,4,65.24476275738586
2019,5,37.34109221128021
2019,6,24.80608773500447
2019,7,25.76078782452999
2019,8,40.32068039391226
2019,9,63.52569382273947
2019,10,88.39355416293643
2019,11,129.08997314234557
2019,12,164.1326768128917
2020,1,174.1993733213966
2020,2,134.80367054610565
2020,3,116.07000895255149
2020,4,73.6759176365264
2020,5,39.26275738585497
2020,6,23.39355416293644
2020,7,24.52891674127126
2020,8,37.92793196060877
2020,9,62.56875559534466
2020,10,100.39077887197853
2020,11,127.37761862130708
2020,12,154.16893464637417
2021,1,164.6553267681289
2021,2,117.66714413607882
2021,3,102.07582811101162
2021,4,62.260519247985684
2021,5,34.577976723366156
2021,6,24.482542524619518
2021,7,29.209758281110112
2021,8,40.04789615040286
2021,9,61.66374216651746
2021,10,96.67869292748432
2021,11,125.08325872873769
2021,12,158.56517457475377
2022,1,159.7101163831692
2022,2,133.27860340196958
2022,3,114.47108325872871
2022,4,62.4787824529991
2022,5,34.01521933751119
2022,6,20.399552372426143
2022,7,20.146732318710832
2022,8,37.5170993733214
2022,9,61.740017905102945
2022,10,91.44941808415399
2022,11,128.76508504923902
