Yr,Mon,Aportante 21
1989,1,10.37133320652963
1989,2,8.858411372933716
1989,3,22.67846632526532
1989,4,3.2626554421157774
1989,5,57.97291952824456
1989,6,421.46057762533195
1989,7,284.5017897122721
1989,8,323.6115914672815
1989,9,50.562934346243786
1989,10,51.56669947030718
1989,11,20.823648414598736
1989,12,62.05470484937629
1990,1,11.099350289407683
1990,2,26.109138889893842
1990,3,140.63117514361957
1990,4,160.644773164472
1990,5,192.2256001098396
1990,6,109.37438188362101
1990,7,149.3639972588478
1990,8,158.94318427055714
1990,9,244.55235509882758
1990,10,53.817635418408884
1990,11,57.385741653846765
1990,12,14.303915403487904
1991,1,30.217918778888837
1991,2,4.764391622211038
1991,3,6.8196704565441895
1991,4,192.95678644739803
1991,5,709.83933838731
1991,6,279.533953592558
1991,7,340.38843948451205
1991,8,72.52076362160395
1991,9,180.29699072594224
1991,10,121.36740756331761
1991,11,51.84577663874137
1991,12,121.54314391931369
1992,1,6.656590114945139
1992,2,19.174011076781607
1992,3,85.95630160088993
1992,4,180.76877018402163
1992,5,778.112619031194
1992,6,460.6082319020322
1992,7,149.0723430159591
1992,8,191.60775792688688
1992,9,95.7633939691681
1992,10,72.50956023266758
1992,11,41.25829467925277
1992,12,47.2750555580797
1993,1,14.369539224871327
1993,2,2.3517515762924006
1993,3,9.493521322388482
1993,4,127.80232618843444
1993,5,410.62719213428676
1993,6,652.2264164213938
1993,7,206.31542306094823
1993,8,233.00078002243112
1993,9,59.159338652961225
1993,10,123.7578837231959
1993,11,42.96287592897489
1993,12,62.25714100151313
1994,1,3.4552382751988593
1994,2,33.94693066615094
1994,3,14.595048033575338
1994,4,249.1440461327137
1994,5,162.72062441973696
1994,6,382.0879643425119
1994,7,486.225157402135
1994,8,52.14745712508839
1994,9,248.14840506508324
1994,10,93.01402848341417
1994,11,23.2523440034779
1994,12,75.30275678158702
1995,1,1.3211635941896298
1995,2,2.9675533363630198
1995,3,11.288754471709153
1995,4,215.53808038646397
1995,5,58.26508373173188
1995,6,474.82607283577727
1995,7,493.923677525306
1995,8,247.80293506730064
1995,9,63.80800031075133
1995,10,76.230256495461
1995,11,11.382704590454722
1995,12,2.853804117284108
1996,1,8.900793838995172
1996,2,20.298364606516166
1996,3,77.95872917826706
1996,4,81.20752279499484
1996,5,114.18201694274939
1996,6,209.15078110032522
1996,7,102.39436377393218
1996,8,224.9523725776675
1996,9,44.5602393443559
1996,10,58.84177161785495
1996,11,46.81010029888423
1996,12,24.22502299935118
1997,1,15.73848766017069
1997,2,32.51619514527051
1997,3,14.8436649680574
1997,4,367.35413860314156
1997,5,224.2125785875424
1997,6,616.1500053515643
1997,7,257.62164853267893
1997,8,219.7322354819799
1997,9,260.0307436430013
1997,10,264.82657132772624
1997,11,88.90344236009646
1997,12,33.38618981634959
1998,1,1.8934109198710543
1998,2,29.69271497175366
1998,3,18.668253983857046
1998,4,84.27949616499555
1998,5,142.1215199631198
1998,6,111.24360378289187
1998,7,101.96276581858619
1998,8,106.23083151357407
1998,9,115.97476769508951
1998,10,2.996965288210146
1998,11,14.735001039348763
1998,12,34.47040392567675
1999,1,14.069924433580898
1999,2,11.124926198651922
1999,3,30.85255181029684
1999,4,30.998860342227054
1999,5,214.25010784321873
1999,6,429.4810249442438
1999,7,152.85418396802467
1999,8,319.09129900857135
1999,9,354.18507162897856
1999,10,36.3398225655855
1999,11,31.240578716838847
1999,12,22.793465133740398
2000,1,8.058216010445799
2000,2,170.9673282749832
2000,3,12.140523234830816
2000,4,51.42719419510734
2000,5,92.68519221737235
2000,6,904.3629313664809
2000,7,144.0267372119868
2000,8,237.89718532001652
2000,9,357.625222002428
2000,10,50.361468174007975
2000,11,48.28616663732629
2000,12,48.54129105502003
2001,1,106.17349404890858
2001,2,5.023374857828543
2001,3,9.877974254777229
2001,4,78.00807912255544
2001,5,547.9160220404231
2001,6,249.83119773218203
2001,7,782.7409081653725
2001,8,318.2010487486746
2001,9,40.720822475753444
2001,10,39.39617814359065
2001,11,50.07085053620687
2001,12,1.1306711792906443
2002,1,14.864003883400413
2002,2,187.89886134374854
2002,3,195.60226810138028
2002,4,82.02588608609871
2002,5,321.3238400270879
2002,6,317.5980654601867
2002,7,241.75394367345658
2002,8,563.7082793252466
2002,9,152.79603349764508
2002,10,281.47252573753855
2002,11,91.1822468323376
2002,12,33.99082443439248
2003,1,33.96071931363228
2003,2,0.163292575405171
2003,3,4.955464022757439
2003,4,25.015868869842894
2003,5,157.78061729019436
2003,6,451.2311632267647
2003,7,179.90082061165091
2003,8,121.53497080210167
2003,9,149.8051774856407
2003,10,132.4294920059451
2003,11,92.37444240627735
2003,12,35.71783276588267
2004,1,5.674261098183421
2004,2,13.37315681902307
2004,3,73.62057407328373
2004,4,241.76859959817665
2004,5,44.49488637448662
2004,6,323.0078609654503
2004,7,369.94064600692553
2004,8,107.63315181616109
2004,9,192.8823881223467
2004,10,157.71660349377734
2004,11,104.66625541594316
2004,12,51.6172177795464
2005,1,7.367036946154943
2005,2,0.9174132129356448
2005,3,28.794361198830288
2005,4,16.168618283168694
2005,5,590.0692464132084
2005,6,456.6241891592051
2005,7,407.7064590859858
2005,8,463.59607215629
2005,9,67.23675477385196
2005,10,41.07799273301999
2005,11,93.55598825393557
2005,12,79.27968147397195
2006,1,32.36279823167014
2006,2,22.67173550712599
2006,3,9.624189720090245
2006,4,140.83751525733186
2006,5,203.24735495818612
2006,6,525.1674068753596
2006,7,524.60695221715
2006,8,314.92915300062947
2006,9,112.4362321480233
2006,10,180.33862686230765
2006,11,18.350662219456026
2006,12,110.8327362460272
2007,1,27.1431737980814
2007,2,107.87838315902087
2007,3,45.26610118285395
2007,4,91.40538941861007
2007,5,46.91406403837539
2007,6,170.39564765257816
2007,7,360.108946099596
2007,8,169.91835374527554
2007,9,94.4007551029288
2007,10,42.029435196900685
2007,11,11.48572356110553
2007,12,21.604640845963537
2008,1,17.550749706805895
2008,2,21.03038596741974
2008,3,27.268610747644146
2008,4,108.28277783957068
2008,5,670.472363982104
2008,6,197.3979142356645
2008,7,263.8453455301738
2008,8,388.19582581501027
2008,9,74.62506303142479
2008,10,42.067634739220324
2008,11,17.51732678950969
2008,12,24.14957154477558
2009,1,3.839562531744184
2009,2,21.659839578221266
2009,3,3.955448313791082
2009,4,61.44005740286447
2009,5,386.74025837181006
2009,6,316.5934334875021
2009,7,236.7119550654624
2009,8,295.5536630887593
2009,9,158.92225865393917
2009,10,139.3195943923293
2009,11,105.10395069339232
2009,12,12.796756350827149
2010,1,10.768389795274233
2010,2,51.21042096414332
2010,3,6.1209019235757705
2010,4,9.617419876462757
2010,5,98.93980700747224
2010,6,358.19368820684696
2010,7,281.03295718179623
2010,8,208.2482950428756
2010,9,27.567560441205117
2010,10,75.65814814609358
2010,11,42.34538726437719
2010,12,49.83788430491006
2011,1,46.3142441861806
2011,2,38.30669487594105
2011,3,71.2756574635522
2011,4,144.050553364418
2011,5,65.2771094327267
2011,6,335.71597006293536
2011,7,265.2177909145988
2011,8,425.20519997677826
2011,9,126.95980341994859
2011,10,37.27934758129492
2011,11,56.768066241124444
2011,12,4.6545076224748945
2012,1,23.90845961286481
2012,2,138.03932010790854
2012,3,7.84888107007407
2012,4,23.91209532455552
2012,5,313.9104261613674
2012,6,359.6097863207292
2012,7,101.26055239541647
2012,8,185.88721685617588
2012,9,31.42851844914893
2012,10,110.95336733589367
2012,11,87.59366868079731
2012,12,231.9316186830565
2013,1,14.063600815441783
2013,2,61.56072686712779
2013,3,11.105575279762254
2013,4,22.046514238529177
2013,5,353.8409594928066
2013,6,234.98324576788184
2013,7,242.63272472162973
2013,8,214.91046271576786
2013,9,172.88857389785323
2013,10,79.43207679258958
2013,11,26.123750462232387
2013,12,0.37976206808936275
2014,1,22.46759963864021
2014,2,19.511207615364345
2014,3,53.51895573803487
2014,4,45.22538107479054
2014,5,224.04651813876848
2014,6,370.12388426732525
2014,7,344.79052624514924
2014,8,283.4571050349093
2014,9,252.81313770039375
2014,10,47.58837350478068
2014,11,13.38167866443672
2014,12,50.75837198887996
2015,1,0.6025856769386906
2015,2,2.6401528915837376
2015,3,6.778918373940751
2015,4,30.827463032872167
2015,5,123.28732749752416
2015,6,229.50613686716088
2015,7,434.05326368148434
2015,8,498.8114836147831
2015,9,170.03155991259794
