,3,4,5,6
2000-01-01,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-02,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-03,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-04,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-05,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-06,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-07,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-08,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-09,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-10,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-11,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-12,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-13,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-14,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-15,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-16,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-17,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-18,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-19,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-20,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-21,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-22,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-23,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-24,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-25,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-26,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-27,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-28,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-29,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-30,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-01-31,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-01,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-02,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-03,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-04,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-05,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-06,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-07,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-08,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-09,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-10,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-11,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-12,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-13,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-14,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-15,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-16,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-17,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-18,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-19,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-20,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-21,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-22,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-23,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-24,0.0,0.08549604008009712,0.23739584594532998,0.046513150161030595
2000-02-25,0.0,0.08549604008009712,0.23053738001996474,0.046513150161030595
2000-02-26,0.0,0.0,0.15124419075408707,0.046513150161030595
2000-02-27,0.0,0.0,0.00698622941044651,0.046513150161030595
2000-02-28,0.0,0.0014976428109676305,0.10186644703083314,0.046513150161030595
2000-02-29,0.0,0.0,0.0,0.046513150161030595
2000-03-01,0.0,0.0,0.0050618751439760416,0.046513150161030595
2000-03-02,0.0,0.0,0.0050618751439760416,0.046513150161030595
2000-03-03,0.0,0.0,0.0017983738172634744,0.046513150161030595
2000-03-04,0.0,0.0,0.0017983738172634744,0.046513150161030595
2000-03-05,0.0,0.0,0.0,0.046513150161030595
2000-03-06,0.0,0.0,0.0,0.046513150161030595
2000-03-07,0.0,0.0,0.0,0.046513150161030595
2000-03-08,0.0,0.0,0.0012787862499680054,0.046513150161030595
2000-03-09,0.0,0.0,0.0,0.046513150161030595
2000-03-10,0.0,0.0,0.014783685786685095,0.046513150161030595
2000-03-11,0.0,0.0,0.008000477543393923,0.046513150161030595
2000-03-12,0.0,0.0,0.0037103074048478344,0.046513150161030595
2000-03-13,0.0,0.0,0.0037103074048478344,0.046513150161030595
2000-03-14,0.0,0.0,0.0,0.046513150161030595
2000-03-15,0.0,0.0,0.0011800924859436722,0.046513150161030595
2000-03-16,0.0,0.0,0.0011800924859436722,0.046513150161030595
