,min,max,mean,area,AreaBelowMElev
0,2042.0,2499.0,2329.9655945309873,16051532.221292537,7300782.70018204
1,2500.0,2999.0,2779.600421323862,51727472.75612525,40307206.45204394
2,3000.0,3499.0,3285.558571340921,117423736.78429134,122194374.62462588
3,3500.0,3999.0,3769.355402734767,292518623.31681615,324453428.3333903
4,4000.0,4499.0,4192.8011475028525,162318031.68563384,567072066.2708917
5,4500.0,4999.0,4666.192080342602,29786403.404226247,657681223.4655977
6,5000.0,5494.0,5177.596210672693,5180535.7865950875,672614637.2695699
7,5504.0,5538.0,5516.5,16164.045019338766,674947038.8836026
