date,0,1,2,3,4,5,6,7
1979-01-01,0.0,2.9645647321428575e-05,5.09562998772253e-05,0.0001855435968445787,0.000286860821131598,0.0017618467325498574,0.0013834635416666667,
1979-01-02,0.0,0.0,0.0,9.178835179590465e-06,4.589773138105568e-05,0.0,0.0,
1979-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979-01-06,0.0,0.0002554757254464286,0.000793119820441989,0.0009943464931604564,0.001878452921637744,0.004493300391737891,0.0035807291666666665,
1979-01-07,0.0,0.00011683872767857142,0.0007719879431399632,0.0014090331539526686,0.002614581921095445,0.0076782574341168084,0.005452473958333333,
1979-01-08,0.0,0.0007472446986607143,0.002078267677639656,0.0026819409040365894,0.004831089287328272,0.011756310096153846,0.008951822916666666,
1979-01-09,0.0,0.00017787388392857145,0.000901177150475752,0.0012347991933115137,0.0024975427060737526,0.00612160011574074,0.004964192708333333,
1979-01-10,0.0,3.6621093750000005e-05,0.0004643018147636587,0.0005984272721550854,0.0014704927015545914,0.002332203748219373,0.001708984375,
1979-01-11,0.0,0.004051281156994048,0.009018965335328423,0.011972233367950653,0.019942740814804773,0.05163539440883191,0.0400390625,
1979-01-12,0.0,0.014701915922619048,0.04946807617786986,0.061652105100285334,0.12473414621746205,0.2033447961182336,0.15462239583333334,
1979-01-13,0.0,0.003904506138392857,0.033762894941298346,0.03807208729334508,0.09517565414859003,0.06775284900284899,0.049479166666666664,
1979-01-14,0.0,0.0004507882254464286,0.005456520488029466,0.006246279293596843,0.014921352471981201,0.009965945512820512,0.007161458333333333,
1979-01-15,0.0,9.009951636904762e-05,0.0008511200794198895,0.0009750053761748908,0.0021490730070498915,0.0012652187945156696,0.001220703125,
1979-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979-01-18,0.0,0.010102771577380954,0.02265232336748005,0.028390465026015443,0.04854002847071584,0.12583397324608261,0.097900390625,
1979-01-19,0.0,0.02071533203125,0.046601634438305714,0.058447052544897606,0.10002316070137385,0.25858248197115385,0.20109049479166666,
1979-01-20,0.0,0.006647600446428572,0.015424771715776551,0.019156310973690836,0.033340994723879254,0.08402471732549859,0.06461588541666667,
1979-01-21,0.0,0.0008588518415178572,0.0025625023979435235,0.0032588962581822753,0.006137938923535792,0.015769675925925927,0.01171875,
1979-01-22,0.0,2.7901785714285717e-05,0.00031038381484039287,0.0004039507017875125,0.0009206025736623283,0.0021033653846153845,0.0013020833333333333,
1979-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979-01-27,0.0,0.0,0.0,0.0,0.0,6.677350427350428e-05,0.0,
1979-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979-01-30,0.0,0.0018920898437500002,0.0042049438401626765,0.005918873520896273,0.009783454503344181,0.02654177239138177,0.019775390625,
1979-01-31,0.0,0.10285586402529763,0.22776521854857273,0.28705815382154243,0.48745791531091837,1.2621778178418803,0.9886067708333334,
1979-02-01,0.0,0.6296747116815476,1.4033820595457336,1.7606819513941336,3.0034636899516447,7.829293536324785,6.09765625,
1979-02-02,0.0,0.24929286411830362,0.5717181445192603,0.7183005648917422,1.242478774064534,3.188037665820869,2.4857584635416665,
1979-02-03,0.0,0.06836722237723215,0.1607975500211019,0.20245953444947964,0.3536552600212401,0.9132549579326923,0.7079264322916666,
1979-02-04,0.0,0.018113781156994052,0.04725597327731738,0.05925134797750922,0.10869306562951916,0.2627940816417379,0.19938151041666666,
1979-02-05,0.0,0.004130626860119048,0.011378841505524862,0.01457361360250923,0.027082839050072312,0.06822374131944445,0.050862630208333336,
1979-02-06,0.0021158854166666665,0.06705583844866071,0.14831025912177714,0.18433854691171533,0.3164588558613521,0.7858295495014245,0.619140625,
1979-02-07,0.294921875,1.151699393136161,2.084349312030003,2.5213348091589034,4.015970468693511,10.214738720842236,8.059000651041666,
1979-02-08,0.8772786458333334,1.7317888532366075,2.5731686006081183,2.954142129673338,4.34511033814624,10.283403445512821,8.017578125,
1979-02-09,0.6033528645833334,0.9209176199776787,1.1434737569060773,1.2567063684069737,1.6369466498892808,3.9648590522613962,2.9256184895833335,
1979-02-10,0.18221028645833334,0.2643266950334822,0.3004644217119399,0.32748723486278947,0.4078558910091288,1.1626727764423077,0.7820638020833334,
1979-02-11,0.034993489583333336,0.04843488420758929,0.05068518238758442,0.054652341783106746,0.06322024132321041,0.2212971309650997,0.13199869791666666,
1979-02-12,0.00732421875,0.00986735026041667,0.016130366597605892,0.01752157681898288,0.03174128225551337,0.05684998775819088,0.032633463541666664,
1979-02-13,0.0,0.0007463727678571429,0.0017947108559699203,0.001984841153700906,0.004123734634851771,0.009008163060897436,0.004801432291666667,
1979-02-14,0.039225260416666664,0.04921758742559523,0.07845591620626151,0.08042987107670357,0.13939193979347433,0.10403381521545585,0.093505859375,
1979-02-15,5.090413411458333,5.945829554966519,7.025536000326121,6.990381891993956,8.669629012167842,6.655826405582266,6.768473307291667,
1979-02-16,2.53515625,2.5893371582031257,3.1257177344709177,3.15803454585746,3.6391661582610273,2.8895601017183052,2.7539876302083335,
