date,baseflow
1994-12-01,3.1463064574450073
1995-01-01,1.7180907528592115
1995-02-01,1.3917496803196627
1995-03-01,1.1963618181087554
1995-04-01,1.080251885542225
1995-05-01,1.071538846194926
1995-06-01,1.1289769285556872
1995-07-01,0.9322536164449957
1995-08-01,0.7371928251151871
1995-09-01,0.4011398501151575
1995-10-01,0.11577538901367035
1995-11-01,0.05717805928361131
1995-12-01,0.524704727232006
1996-01-01,0.644075238774633
1996-02-01,0.5603397213312178
1996-03-01,0.5164165270207377
1996-04-01,0.5422340995460218
1996-05-01,0.5832417815666702
1996-06-01,0.5883109197766601
1996-07-01,0.5095011112901204
1996-08-01,0.3442508124796006
1996-09-01,0.0701758509184458
1996-10-01,0.00438964038469325
1996-11-01,0.0019469070822009105
1996-12-01,0.030054375968404656
1997-01-01,0.5541105635438726
1997-02-01,0.4782133128119881
1997-03-01,0.43373999939987584
1997-04-01,0.4200497577683393
1997-05-01,0.43514048744413003
1997-06-01,0.505610372168519
1997-07-01,0.5306184020554383
1997-08-01,0.49054723094457126
1997-09-01,0.4373458369151706
1997-10-01,0.4046544807458474
1997-11-01,1.4206066637592585
1997-12-01,4.514130695611129
1998-01-01,7.400406747124179
1998-02-01,2.741466685135947
1998-03-01,1.9959622537515997
1998-04-01,1.7502302632505007
1998-05-01,1.99075720692349
1998-06-01,1.5924425831076405
1998-07-01,1.137517607227494
1998-08-01,0.7675324480251788
1998-09-01,0.2235842384444453
1998-10-01,0.012286677944941538
1998-11-01,0.0012982848389703205
1998-12-01,0.020182662412446813
1999-01-01,1.1226905218529737
1999-02-01,1.077507621180871
1999-03-01,0.8067948439094152
1999-04-01,0.8190245475284996
1999-05-01,0.8805764172313957
1999-06-01,0.961692988649645
1999-07-01,0.8960205016401801
1999-08-01,0.7371341948586975
1999-09-01,0.39093787852124245
1999-10-01,0.10335881104467148
1999-11-01,0.026046959087109297
1999-12-01,0.10584955134699925
2000-01-01,0.9569914406603175
2000-02-01,0.7061393558100804
2000-03-01,0.6488417097966703
2000-04-01,0.6296703065950737
2000-05-01,0.7118954042633163
2000-06-01,0.7662319921004723
2000-07-01,0.6743454109226832
2000-08-01,0.566452999946705
2000-09-01,0.2687837535805926
2000-10-01,0.04378697872766679
2000-11-01,0.009313737477156803
2000-12-01,0.0598437934429441
2001-01-01,0.9994036780074111
2001-02-01,0.7863677248872136
2001-03-01,0.7042416233326776
2001-04-01,0.6866833963374575
2001-05-01,0.8056772622009589
2001-06-01,0.7721191912190761
2001-07-01,0.6344211991589077
2001-08-01,0.36472167397064936
2001-09-01,0.11728269117867285
2001-10-01,0.02161270060478948
2001-11-01,0.0036911398260996986
2001-12-01,0.03446313479769536
2002-01-01,1.2335748409569192
2002-02-01,0.9387356363987465
2002-03-01,0.802842596737321
2002-04-01,0.8601859037489135
2002-05-01,0.9733483613268846
2002-06-01,1.007129979346928
2002-07-01,0.971524300375961
2002-08-01,0.8656017585803965
2002-09-01,0.7182677610802557
2002-10-01,0.5598114734640092
2002-11-01,0.47408037854708596
2002-12-01,2.1863517331144067
2003-01-01,7.3022738181362
2003-02-01,2.381798609287671
2003-03-01,1.770206758102404
2003-04-01,1.5921859606237376
2003-05-01,1.6912341048458757
2003-06-01,1.686575148207794
2003-07-01,1.4112491520376125
2003-08-01,1.051122163972309
2003-09-01,0.5665376454609827
2003-10-01,0.09119689865965343
2003-11-01,0.09284230615886456
2003-12-01,1.7761847420291585
2004-01-01,1.2699170817103322
2004-02-01,1.019075510400853
2004-03-01,0.9042470786891953
2004-04-01,0.8375438042384076
2004-05-01,1.001058064223912
2004-06-01,0.9906928641541413
2004-07-01,0.8003165075319885
2004-08-01,0.5186441314320689
2004-09-01,0.21867923041909876
2004-10-01,0.052327983549460555
2004-11-01,0.03420195340845922
2004-12-01,1.040755812784937
2005-01-01,1.518953240174028
2005-02-01,1.0821032663508845
2005-03-01,0.9482203082447427
2005-04-01,0.9627425776784548
2005-05-01,1.065566541115004
2005-06-01,1.0928594626992094
2005-07-01,0.9567425690349296
2005-08-01,0.7693632621993629
2005-09-01,0.4946542266928589
2005-10-01,0.14647150345211912
2005-11-01,0.031248413469038283
2005-12-01,0.10537104135281083
2006-01-01,0.7883134973391748
2006-02-01,0.609479320163473
2006-03-01,0.5744992352381928
2006-04-01,0.5564029758761535
2006-05-01,0.5548013492163761
2006-06-01,0.62996733330678
2006-07-01,0.570122647747695
2006-08-01,0.4936211753869202
2006-09-01,0.3512556700478342
2006-10-01,0.14317115336289987
2006-11-01,0.12044840847178051
2006-12-01,1.801669871791205
2007-01-01,1.3164972856679924
2007-02-01,1.1030582879050144
2007-03-01,0.961161249059046
2007-04-01,0.9153094723194498
2007-05-01,1.024839463194951
2007-06-01,0.9265707790711986
2007-07-01,0.6560854626377477
2007-08-01,0.2731488490803713
2007-09-01,0.06337239576351905
2007-10-01,0.004420117422266889
2007-11-01,0.00035241626488421995
2007-12-01,0.0018509241087466544
2008-01-01,0.24107316816007085
2008-02-01,0.8880074952767814
2008-03-01,0.5606756558178461
2008-04-01,0.5513874413757947
2008-05-01,0.6191340120791722
2008-06-01,0.674433202825071
2008-07-01,0.6569014515346794
2008-08-01,0.562445000312124
2008-09-01,0.3979992559636969
2008-10-01,0.162518620001606
2008-11-01,0.027519509491362726
2008-12-01,0.1715306237752401
2009-01-01,2.0543714956619397
2009-02-01,1.2415328238989787
2009-03-01,1.0459883329531294
2009-04-01,0.922427523118472
2009-05-01,0.9497182959498217
2009-06-01,1.0279914534106638
2009-07-01,0.8478581249102034
2009-08-01,0.6790012211726548
2009-09-01,0.3942952664876032
2009-10-01,0.06694699962123352
2009-11-01,0.011081890684625506
2009-12-01,0.087184160257614
2010-01-01,1.0506405363679505
2010-02-01,0.741935199408772
2010-03-01,0.6680210940803022
2010-04-01,0.6445068311339242
2010-05-01,0.7732343172099831
2010-06-01,0.8204523170599032
2010-07-01,0.7829030911310042
2010-08-01,0.6683611342197083
2010-09-01,0.5492751022069342
2010-10-01,0.18674131909037328
2010-11-01,0.04388684297589762
2010-12-01,0.0891666053978213
2011-01-01,0.745652158143173
2011-02-01,0.6008749846883177
2011-03-01,0.5580444312049337
2011-04-01,0.552378361777528
2011-05-01,0.6499570660110976
2011-06-01,0.7096615454463518
2011-07-01,0.6742644489847294
2011-08-01,0.5753514075983901
2011-09-01,0.43479050932276664
2011-10-01,0.1882628279651044
2011-11-01,0.09514635437156471
2011-12-01,0.5859844727339691
2012-01-01,0.7315964750438297
2012-02-01,0.649436300408297
2012-03-01,0.5946317832662373
2012-04-01,0.5780817818073558
2012-05-01,0.6900018381583095
2012-06-01,0.7062777968869227
2012-07-01,0.6007965552090866
2012-08-01,0.42791112357306815
2012-09-01,0.12257372649159493
2012-10-01,0.018008423093660575
2012-11-01,0.008703118752013683
2012-12-01,0.10083387295694024
2013-01-01,0.7834552438737319
2013-02-01,0.585875039820678
2013-03-01,0.5497719629342157
2013-04-01,0.5587902019281898
2013-05-01,0.6072132684242604
2013-06-01,0.6440708645277482
2013-07-01,0.5166416856235401
2013-08-01,0.2046646805887065
2013-09-01,0.020744844267275298
2013-10-01,0.00032968334099589547
2013-11-01,8.038248214048416e-05
2013-12-01,0.0011863622591537504
2014-01-01,0.23459135924454697
2014-02-01,0.6077795031723099
2014-03-01,0.4491066135940969
2014-04-01,0.44009378485284856
2014-05-01,0.48270363072148825
2014-06-01,0.47225317120805244
2014-07-01,0.3511131233182141
2014-08-01,0.09788437391993199
2014-09-01,0.007210993952675437
2014-10-01,0.0006772188222853304
2014-11-01,0.000794915725746137
2014-12-01,0.02527524505091527
2015-01-01,0.3628508392745289
2015-02-01,0.30429367875242974
2015-03-01,0.27465232377934967
2015-04-01,0.26522248350175914
2015-05-01,0.2667406541354467
2015-06-01,0.2901422226686634
2015-07-01,0.21262504250714184
2015-08-01,0.03850938031457751
2015-09-01,0.004757491405437131
2015-10-01,0.0003230353370785311
2015-11-01,3.74641541975914e-05
2015-12-01,7.386062059014029e-05
2016-01-01,0.008770884805382462
2016-02-01,0.2719262662613886
2016-03-01,0.28608096465973176
2016-04-01,0.2661141583809723
2016-05-01,0.2989285306512812
2016-06-01,0.3096931301580952
2016-07-01,0.290650632942544
2016-08-01,0.2692967491395848
2016-09-01,0.19734574058297483
2016-10-01,0.08188287040539423
2016-11-01,0.07562319840896947
2016-12-01,1.3644267529366516
2017-01-01,1.2382916604397565
2017-02-01,1.0322238058657263
2017-03-01,0.9242598721161244
2017-04-01,0.8747668034391155
2017-05-01,0.9593851513415075
2017-06-01,1.0412702856115175
2017-07-01,0.9926497640762477
2017-08-01,0.8776247214782985
2017-09-01,0.7179147516825423
2017-10-01,0.4639887607605431
2017-11-01,0.1662967990070996
2017-12-01,0.3895675497581408
2018-01-01,3.264318726959346
2018-02-01,1.6874975771122536
2018-03-01,1.4008680665449447
2018-04-01,1.1946382113538334
2018-05-01,1.2296166847144718
2018-06-01,1.2667816675880772
2018-07-01,0.9712573945748204
2018-08-01,0.7337077014656757
2018-09-01,0.2495809440537755
2018-10-01,0.02187252223635916
2018-11-01,0.0027718887856220675
2018-12-01,0.014617846967959203
2019-01-01,0.8508811132134043
2019-02-01,0.8832214552555229
2019-03-01,0.7137298252726509
2019-04-01,0.6766217076085468
2019-05-01,0.7186038874198175
2019-06-01,0.8118224651445871
2019-07-01,0.8052165081957696
2019-08-01,0.6892972774451778
2019-09-01,0.4890748747914131
2019-10-01,0.17114442382002437
2019-11-01,0.18872206633211874
2019-12-01,1.078083640428531
2020-01-01,0.8513722567232662
2020-02-01,0.7536605600361668
2020-03-01,0.6865778004828371
2020-04-01,0.6408314277449279
2020-05-01,0.6754230104797898
2020-06-01,0.7870277757197641
2020-07-01,0.8032490947329052
2020-08-01,0.7347427096715364
2020-09-01,0.5945098031710927
2020-10-01,0.26097524325905397
2020-11-01,0.11130918701791614
2020-12-01,0.9844366167325802
2021-01-01,1.0067989179248116
2021-02-01,0.8732542349110872
2021-03-01,0.7817804445051025
2021-04-01,0.7417138778646404
2021-05-01,0.8395005506781672
2021-06-01,0.8501545277835021
2021-07-01,0.7175468544971864
2021-08-01,0.5605456946406662
2021-09-01,0.17609185052897658
2021-10-01,0.0179896502841137
2021-11-01,0.008900947904433298
2021-12-01,0.18994654849514347
2022-01-01,0.53840805323361
2022-02-01,0.4176525169931722
2022-03-01,0.39852240054287336
2022-04-01,0.4068556861935235
2022-05-01,0.43914910100809834
2022-06-01,0.47515137836327875
2022-07-01,0.43720605286779346
2022-08-01,0.3876907292504939
2022-09-01,0.23295740536546816
2022-10-01,0.02083888098264985
2022-11-01,0.007431967163824549
2022-12-01,0.20887130556538125
2023-01-01,0.46078504699394784
