date,baseflow
1982-01-01,0.5450619350452257
1982-02-01,0.4363112507857636
1982-03-01,0.41580881030185424
1982-04-01,0.41515505224552385
1982-05-01,0.42987968815353383
1982-06-01,0.5045427489639565
1982-07-01,0.5344973614069204
1982-08-01,0.5080222321372219
1982-09-01,0.47669122837845634
1982-10-01,0.41838796602860384
1982-11-01,0.30990019702926475
1982-12-01,3.9182732406936793
1983-01-01,2.6607997402527417
1983-02-01,1.8431837769622919
1983-03-01,1.478048659919864
1983-04-01,1.2687791635909207
1983-05-01,1.465673531777156
1983-06-01,1.441898348841164
1983-07-01,1.1239030323929455
1983-08-01,0.8672660444082682
1983-09-01,0.5964884975864493
1983-10-01,0.23895071834161286
1983-11-01,0.06549216443723083
1983-12-01,1.1239689530609098
1984-01-01,1.6804358543345188
1984-02-01,1.194579657838517
1984-03-01,1.0264519487307666
1984-04-01,0.976599731362171
1984-05-01,1.1769033261774098
1984-06-01,1.079668882847784
1984-07-01,0.7895527138074954
1984-08-01,0.4171305619021837
1984-09-01,0.13815988759031228
1984-10-01,0.020843917122155275
1984-11-01,0.004097234330983079
1984-12-01,0.07348417249705363
1985-01-01,2.511320213026238
1985-02-01,1.6398129141867914
1985-03-01,1.1569216896668877
1985-04-01,1.0786638036995555
1985-05-01,1.1617059646411576
1985-06-01,1.1554713582304998
1985-07-01,0.9199592967578951
1985-08-01,0.6941949758737564
1985-09-01,0.3244601080085375
1985-10-01,0.0699206481462511
1985-11-01,0.03225105368684922
1985-12-01,0.46402659415903713
1986-01-01,0.726129587332025
1986-02-01,0.6074465615914448
1986-03-01,0.5707677724220162
1986-04-01,0.5602614837049202
1986-05-01,0.5738586382931032
1986-06-01,0.6582411221990014
1986-07-01,0.6700785249395835
1986-08-01,0.5918266247837778
1986-09-01,0.39067998980797825
1986-10-01,0.07994152975619784
1986-11-01,0.019286007750527467
1986-12-01,0.2304451487566439
1987-01-01,1.3161146541773403
1987-02-01,0.9051312137481204
1987-03-01,0.7982090414276399
1987-04-01,0.7784365246146763
1987-05-01,0.8509500267871317
1987-06-01,0.9137283739235613
1987-07-01,0.7833913184762765
1987-08-01,0.5718195102036816
1987-09-01,0.3101164344706575
1987-10-01,0.07829922068186335
1987-11-01,0.010247704536947564
1987-12-01,0.12004474030696598
1988-01-01,4.641554502633198
1988-02-01,2.2140764772814236
1988-03-01,1.489383484715745
1988-04-01,1.3451877407612756
1988-05-01,1.5897506562265562
1988-06-01,1.3098006973933707
1988-07-01,0.7737641382712468
1988-08-01,0.20466187953587678
1988-09-01,0.02593589542388308
1988-10-01,0.0012700100632345723
1988-11-01,0.0004611968782013143
1988-12-01,0.00838141195902864
1989-01-01,0.5611029123008393
1989-02-01,0.6423643326839114
1989-03-01,0.48675832736009284
1989-04-01,0.4850256267761211
1989-05-01,0.539367087677789
1989-06-01,0.5605089739891866
1989-07-01,0.427275476433664
1989-08-01,0.06506414054250342
1989-09-01,0.003341729169741292
1989-10-01,0.00021589486025118396
1989-11-01,0.0001533722093836551
1989-12-01,0.005119453440431965
1990-01-01,0.3090721022122267
1990-02-01,0.38276739926999426
1990-03-01,0.3155740748710656
1990-04-01,0.3172974705877607
1990-05-01,0.3564592587936488
1990-06-01,0.35532464054469415
1990-07-01,0.3000851928022996
1990-08-01,0.12953619415416284
1990-09-01,0.01481424801510478
1990-10-01,0.0005148204850799476
1990-11-01,5.791088761546506e-05
1990-12-01,0.0004855037080989111
1991-01-01,0.06928192176726355
1991-02-01,0.3658452414906321
1991-03-01,0.2727463416258047
1991-04-01,0.2646366605691952
1991-05-01,0.28000085741645364
1991-06-01,0.30453520241046306
1991-07-01,0.2844153358613255
1991-08-01,0.22862912644363576
1991-09-01,0.10808063788907418
1991-10-01,0.020601321485855806
1991-11-01,0.00574840071567273
1991-12-01,0.04916542223710962
1992-01-01,0.7066546727895684
1992-02-01,0.6158944985551784
1992-03-01,0.5526042877920645
1992-04-01,0.5722005685002785
1992-05-01,0.6663301790652555
1992-06-01,0.6259962845471989
1992-07-01,0.536637672733491
1992-08-01,0.3608379950370022
1992-09-01,0.08272964210551237
1992-10-01,0.006193893419539354
1992-11-01,0.0014907893230586833
1992-12-01,0.01635188212889993
1993-01-01,0.5860866919769592
1993-02-01,0.5764077114798738
1993-03-01,0.5045081386947459
1993-04-01,0.48655277612709824
1993-05-01,0.5178005924538809
1993-06-01,0.5854956314593096
1993-07-01,0.579584757688707
1993-08-01,0.5045168104473419
1993-09-01,0.24551876515076287
1993-10-01,0.01516155458436863
1993-11-01,0.0034992778994535896
1993-12-01,0.03311471563960389
1994-01-01,0.6842515452930797
1994-02-01,0.5860136727504539
1994-03-01,0.530253037328805
1994-04-01,0.5196892311022339
1994-05-01,0.5381330128680872
1994-06-01,0.6203936416996214
1994-07-01,0.6252563077825357
1994-08-01,0.5450759019387874
1994-09-01,0.4423126023998236
1994-10-01,0.26794397491990196
1994-11-01,1.019271430616584
