date,0,1,2,3,4,5,6,7
1979-01-01,281.93353335062665,280.7596206483387,280.2290852852875,280.1291790751252,279.4460978545922,278.23129309955823,278.47975730895996,
1979-01-02,281.64404487609863,280.4524093082974,279.96505517766406,279.8849697945381,279.2867698738391,278.2235067372988,278.4274107615153,
1979-01-03,283.123099009196,281.95177826654344,281.48836440759027,281.4001750978058,280.8144394136044,279.5416325517529,279.7360547383626,
1979-01-04,283.4333101908366,282.32373522803897,281.94058630084464,281.86639967857883,281.39564580634635,280.0527450365898,280.2356376647949,
1979-01-05,282.90384610493976,281.9046113695417,281.5657068431707,281.4988344281501,281.0739139700315,279.85491016855264,280.01785977681476,
1979-01-06,282.56197293599445,281.5372522444952,281.1311020508656,281.04248258098335,280.51669005768423,279.30078906958596,279.49792671203613,
1979-01-07,282.5607376098633,281.5629287719727,281.17662857177436,281.10442796382534,280.6097021923493,279.42519226508944,279.6137161254883,
1979-01-08,281.8186715443929,280.76764876956037,280.3504248127899,280.27222417976753,279.7569736955137,278.5734708900126,278.75389289855957,
1979-01-09,281.5750261942546,280.48357954479405,280.11696562699706,280.0486940010637,279.6103224323353,278.3088197083215,278.4614194234212,
1979-01-10,281.375155766805,280.2642252422514,279.84413282208243,279.76588337306964,279.2555431012908,278.0037643182651,278.18407503763837,
1979-01-11,280.57448323567706,279.46714274088544,279.06096482906264,278.98614391315374,278.4951170551027,277.20060795188965,277.38283284505206,
1979-01-12,279.70823605855304,278.475468027024,277.92981817972594,277.82369695409267,277.1155752470247,275.70429294401424,276.00633176167804,
1979-01-13,280.52576001485187,279.26359541756767,278.67911779521944,278.5811083090309,277.8493012437248,276.8107868911874,277.04122225443524,
1979-01-14,281.5231456756592,280.30120004926414,279.77932427689075,279.6968359542237,279.05567445706737,278.02711174359007,278.2378266652425,
1979-01-15,281.9968719482422,280.8611611502512,280.35974075195617,280.2739232867786,279.64944712872625,278.6603348778184,278.8479461669922,
1979-01-16,282.2835807800293,281.2371992928641,280.8249785772784,280.7573850400578,280.2516228957876,279.2824275459659,279.4357617696126,
1979-01-17,282.63785616556805,281.67521869114466,281.38892370005044,281.33214776601585,280.999625085319,280.0751975784954,280.1648743947347,
1979-01-18,283.80236498514813,282.918391654605,282.4978174651013,282.4094653550552,281.7861263677855,280.5510316017347,280.79642422993976,
1979-01-19,283.1603666941325,282.15221704755515,281.75917110946585,281.6789048269476,281.1327968095406,279.86912223076894,280.1033191680908,
1979-01-20,283.1449909210205,282.03608676365445,281.6381337017717,281.55490983256794,281.04490809326836,279.81490027598846,280.0354531606038,
1979-01-21,283.8276246388753,282.78418679010304,282.42300074432734,282.33594795744386,281.870192313315,280.6088934189234,280.8184286753337,
1979-01-22,283.321922938029,282.197666985648,281.766631456004,281.6763210424683,281.12447990064425,279.91032827545774,280.111962000529,
1979-01-23,281.8034973144531,280.73324904668897,280.328636754869,280.25539636627946,279.7507225141436,278.6321474602419,278.79625447591144,
1979-01-24,282.0736090342204,281.066237731207,280.71463449078885,280.6544175322482,280.2240986924023,279.16103780914915,279.318400700887,
1979-01-25,283.1047871907552,282.1286269414993,281.78863527264014,281.72944880316186,281.32013051990833,280.2714719419126,280.3953145345052,
1979-01-26,283.1966959635417,282.2187840053014,281.8968103454478,281.8453130245048,281.4733327119487,280.3916572070869,280.5048828125,
1979-01-27,283.8755588531494,282.76462716602146,282.34349774875255,282.2680237178796,281.75595077740826,280.52335574484283,280.7045790354411,
1979-01-28,283.8267631530762,282.77215354556137,282.4236959734894,282.34673785555077,281.9103893492417,280.58778634573997,280.76491419474286,
1979-01-29,282.7303530375163,281.84083306448804,281.6165832065234,281.56384675460356,281.311244081951,280.19926718904765,280.2899233500163,
1979-01-30,282.1013291676839,281.2096162886847,280.9082737320255,280.837924298443,280.4622196754682,279.43872803364724,279.5571397145589,
1979-01-31,280.71520042419434,279.5475011008126,279.06353798989795,278.96649939328,278.36170156951925,277.0743862325989,277.299835840861,
1979-02-01,280.2041498819987,278.9275487263998,278.42227162079547,278.331523758247,277.7147388416878,276.4357878638808,276.6414057413737,
1979-02-02,281.07018725077313,279.84440977913994,279.3239057118209,279.23466288031005,278.5948316845787,277.4182935263696,277.61144701639813,
1979-02-03,280.89551035563153,279.7047801426479,279.20854389806556,279.1266499801385,278.5138087572607,277.34847955078817,277.55436452229816,
1979-02-04,280.13006655375165,278.89940597897487,278.34354137774255,278.26187093900563,277.57228307524025,276.5030883886875,276.72804832458496,
1979-02-05,279.97887484232587,278.73182022458036,278.1565438733648,278.0735945206995,277.3625493370272,276.3962857553422,276.5952485402425,
1979-02-06,279.1992295583089,277.8976420629593,277.31680867246064,277.22550635067313,276.50083078893306,275.3620699640693,275.57870546976727,
1979-02-07,278.7607485453288,277.4633564903623,276.92125384598296,276.82495244856284,276.1537768211558,274.86078221030385,275.0760154724121,
1979-02-08,278.26854006449383,277.09928231012265,276.61852231971176,276.529458206986,275.93410853967237,274.6945522395294,274.89191246032715,
1979-02-09,278.1459166208903,276.88627829778767,276.3206186464332,276.2272867488957,275.51455060554775,274.2742288649252,274.5458189646403,
1979-02-10,280.29946517944336,279.0700619288853,278.4786567547484,278.39728378009056,277.6695475905854,276.7043358892457,276.9372418721517,
1979-02-11,280.4775740305583,279.22091044471375,278.64265625604173,278.55596997010383,277.8329914104051,276.76907237234957,276.9793643951416,
1979-02-12,279.83950932820636,278.6247777666364,278.06361948133906,277.98582135418513,277.2951415800479,276.3561519285892,276.56826909383136,
