date,0,1,2,3,4,5,6
2000-01-01,286.37432861328125,286.37432861328125,285.76588403236417,283.8966131765751,282.4198226731569,281.18254283558235,280.82550048828125
2000-01-02,286.95355224609375,286.95355224609375,286.327694817507,284.4081932171865,282.9012645159581,281.6409164891099,281.28346761067706
2000-01-03,285.6039110819499,285.6039110819499,284.977736522242,283.0574965305635,281.51937933567785,280.1936475580389,279.8946825663249
2000-01-04,285.8869457244873,285.8869457244873,285.2506087063924,283.2982561213081,281.7414608330279,280.4200881842411,280.0856761932373
2000-01-05,285.7141742706299,285.7141742706299,285.15370877583825,283.43678544386023,282.099390535905,281.0018455389774,280.6638813018799
2000-01-06,285.86846987406415,285.86846987406415,285.309154608815,283.5966590706448,282.2517813798377,281.1310645710338,280.8220017751058
2000-01-07,285.58720143636066,285.58720143636066,284.96614292315195,283.0623381188072,281.5582262970681,280.29399742357657,279.95536549886066
2000-01-08,285.7686233520508,285.7686233520508,285.07411374750825,282.9508021755289,281.29665746697054,279.93032989501955,279.5428746541341
2000-01-09,286.6746425628662,286.6746425628662,286.0003806897455,283.93208537284914,282.3149155461511,280.98089811151675,280.5703945159912
2000-01-10,287.8722858428955,287.8722858428955,287.21262039105915,285.18661462861814,283.5842499531722,282.24849507880936,281.8580443064372
2000-01-11,287.59097989400226,287.59097989400226,286.95436517643356,284.9924590171048,283.41032466346286,282.06554081078735,281.69758796691895
2000-01-12,286.9016749064128,286.9016749064128,286.26833721042914,284.3222160575706,282.7683207128297,281.452770949855,281.1020329793294
2000-01-13,286.6359570821126,286.6359570821126,286.0681153523554,284.3191239641797,282.9193183412643,281.7378462126761,281.400198618571
2000-01-14,286.1613121032715,286.1613121032715,285.57083744691414,283.75187859422954,282.28839854881954,281.0465504732999,280.7050946553548
2000-01-15,285.4779243469238,285.4779243469238,284.88558801342947,283.05587751064746,281.5754563186212,280.32308296434803,279.9551378885905
2000-01-16,283.9985186258952,283.9985186258952,283.3723558117844,281.44503458488686,279.9081186726625,278.62360925385445,278.24111302693683
2000-01-17,285.1446641286214,285.1446641286214,284.535008912234,282.65394116984277,281.16605408575697,279.9537720535741,279.5184434254964
2000-01-18,288.27036158243817,288.27036158243817,287.6754118535937,285.84370662968104,284.4273559905454,283.2861678383567,282.8525555928548
2000-01-19,291.00732803344727,291.00732803344727,290.47821237623083,288.8530574784403,287.5879915912638,286.5478816408099,286.2088254292806
2000-01-20,290.7817217508952,290.7817217508952,290.3116377866555,288.86777632948485,287.7455710641892,286.80326901060164,286.5226885477702
2000-01-21,289.30749320983887,289.30749320983887,288.7807065367289,287.15868753246514,285.86035838196955,284.750874039621,284.45544242858887
2000-01-22,288.6480344136556,288.6480344136556,288.1000167348541,286.41857308407845,285.0746132738112,283.91704150113185,283.64892959594727
2000-01-23,288.6274007161458,288.6274007161458,287.99934937781893,286.07537758601495,284.5300283505935,283.19956905480586,282.9105224609375
2000-01-24,288.5508556365967,288.5508556365967,287.9260519558622,286.0097329164526,284.48030236052807,283.19355324253894,282.85692660013837
2000-01-25,288.95536677042645,288.95536677042645,288.40219193553605,286.70258320426706,285.35101021660705,284.2114000031442,283.89856338500977
2000-01-26,288.78836758931476,288.78836758931476,288.2063606694802,286.4181076082894,284.9979071161236,283.81144368720777,283.46895027160645
2000-01-27,288.1606731414795,288.1606731414795,287.5760184284748,285.7794467992203,284.3578618022515,283.16354660265375,282.8231894175212
