date,0,1,2,3,4,5,6
2000-06-01,0.024268922771928672,0.011832011840392278,0.010158184263958108,0.01021717679769971,0.023529723350493355,0.04075926647859555,0.057842686227098795
2000-06-02,0.0,0.00021328364416528956,0.00035214324353462917,0.0007418625107206292,0.006205831876220873,0.01227279299893612,0.021475828784326776
2000-06-03,0.0,0.003704752512833204,0.0037602399242061876,0.007467425883231498,0.013541548333432065,0.019743467406607835,0.018029236844198243
2000-06-04,0.0,0.0,0.0,0.0012249714483120986,0.005586791270309153,0.013007366224679344,0.019141696029444932
2000-06-05,0.0002636576731068375,8.079831917790208e-05,6.125380284300209e-05,1.3607330819001295e-05,3.006529226682537e-05,6.739671988532083e-05,0.00026126723780719026
2000-06-06,7.474989494463749e-05,0.0012381554962860584,0.0014183036394567001,0.0029592268202141333,0.007693072166160833,0.015325629401636282,0.027559540899941854
2000-06-07,0.0,0.005056722731927528,0.005983084599787918,0.007020377042374273,0.005999099871803175,0.003160856922146514,0.00034263351124446664
2000-06-08,0.0,0.0,0.0,0.0,0.0008443966639929,0.0032491825351660835,0.024268585602166468
2000-06-09,0.045770072368516886,0.05854945628944579,0.06186260009471281,0.06889194587352629,0.08860921460717307,0.11504187811164136,0.06703498903471532
2000-06-10,6.005848020625417e-05,0.0006873017552206084,0.0009650410875569875,0.0006412148687866898,0.0005705019602859708,0.0004684434010855292,0.00013327449576333613
2000-06-11,0.015178546513197937,0.021481817539390765,0.022022381112993112,0.02462577256198067,0.02879981343126659,0.031059416320667044,0.034628913569318714
2000-06-12,0.4530404585336025,0.4674333355496562,0.4735992871551588,0.46669205753268744,0.4428782373032536,0.40517875521514773,0.36578405515081863
2000-06-13,0.46342002489836887,0.4183387278634683,0.418946498268104,0.3903035463627651,0.3950353898692051,0.4205766634231567,0.4679148513455907
2000-06-14,0.6447411703047692,0.640287837344932,0.6378152435903671,0.6428322925866197,0.6843547712191596,0.7365377726341565,0.9695373715938466
2000-06-15,0.1594495239163128,0.24060843626804884,0.25364277010499564,0.2814541097057331,0.2760171782952041,0.2556996430444776,0.19600651117043863
2000-06-16,0.17632604056658843,0.06453229234521325,0.057987749471912375,0.01579240936792028,0.012220513998961638,0.013180762365079817,0.0073789030815263335
2000-06-17,0.0008463713384116979,0.0018006241625111894,0.001869094420441671,0.00266046764975995,0.004688264029746605,0.007395631511242343,0.018508390575952022
2000-06-18,4.454586208642709e-05,0.00018073562762676874,0.0002862148682930979,0.00010367960349498541,0.005134544501115004,0.007258190152281175,9.396847518572916e-06
2000-06-19,0.03686169975480879,0.05165531587550423,0.0545019480910121,0.05787590170767625,0.05562287286123627,0.03904032422762169,0.031990611336009285
2000-06-20,0.010713279465562655,0.027074236701884438,0.03586071249081805,0.024277792955410268,0.047482726171981106,0.07689367909736185,0.1674812452247464
2000-06-21,0.0,0.0010260517939910082,0.0016678694742637563,0.0009032345827062312,0.04258966155208649,0.07661024609771461,0.1854231389743178
2000-06-22,0.0006793244586636604,0.010487528159833871,0.016722802082170727,0.006766431124538213,0.005461862217368931,0.002194395133279373,0.00020815811611683748
2000-06-23,0.3911683349579107,0.3620756881778644,0.34778537990472985,0.35105894015194905,0.499518511088926,0.5392783346937601,0.2933239964049677
2000-06-24,0.10595232727913147,0.11255642693752739,0.11433889934589925,0.10799121893478118,0.21303980627133823,0.24353083978510104,0.048146463843924125
2000-06-25,0.2220165694452589,0.22052221360397475,0.21918567646623985,0.2023140514213427,0.15316708911501759,0.09076404845101121,0.04288984903622701
2000-06-26,0.3088364479359977,0.2908005985765128,0.2878923478538464,0.27111012631200637,0.20652280008965718,0.12672091532317195,0.0738170702277807
2000-06-27,1.4292538865750732,1.608447542829268,1.653850321224387,1.5873954737270062,1.225836145322723,0.7672216997250395,0.548094552737902
2000-06-28,1.3522897427125524,1.3398663314492099,1.3290606736102528,1.3915684226931273,1.352933543740175,1.3082658027940794,1.1643368527086155
2000-06-29,0.4003113672066925,0.631036021915861,0.6623829119386513,0.7894878058918108,0.8160981390673476,0.8412919561599748,0.8120510778668333
2000-06-30,0.008653033420462933,0.01438109805617044,0.01526187827131261,0.016340691777970182,0.022740852850548995,0.02252837380790765,0.023046812318541374
2000-07-01,0.0,2.4070939792679165e-05,3.974246992400208e-05,0.00034961937207948594,0.012448750163651344,0.018967487306729165,0.002818130135297596
2000-07-02,0.0012592217729737354,0.007820651512007823,0.008836598519613314,0.01063611721531245,0.007526501234516492,0.0031874151238077976,0.0007340717693520584
2000-07-03,0.008837707107886663,0.05491616056784667,0.057179777097851235,0.0831334156093966,0.06448655054016451,0.03716225222905807,0.07326414920878309
2000-07-04,0.008082793584132242,0.009373072271848021,0.009039229004060194,0.01251362573848864,0.012588481710295538,0.014541937492101685,0.03088286087289883
2000-07-05,0.021755724349835262,0.03107264272189385,0.026915032251782888,0.02067058783528294,0.015423381782059946,0.009544026702981984,0.0031875461328452746
2000-07-06,0.0,0.0002085919819677729,0.00033420422717576876,0.00018105996270127708,0.000502015737556352,0.0007337799915562293,0.000420367764165325
2000-07-07,0.01683763237087987,0.03411660792589434,0.02954852335241341,0.02444597736265437,0.03626717467628759,0.039750219668856106,0.011799347337930347
2000-07-08,0.9944620164460503,0.8987586988174194,0.8869502935562967,0.865286756565323,0.8261659201656385,0.8147869336406902,0.8657038699509289
2000-07-09,2.57021506500314,2.5809154183887837,2.7119351443016364,2.699767136245845,2.338684909939689,2.094448261913997,2.4523223626698987
2000-07-10,0.031660213911285005,0.011800824514182899,0.008728696059853344,0.00328101766295334,0.0012369713889105042,0.00041686323505321464,0.0
