,min,max,mean,area,AreaBelowMElev
0,1431.0,1499.0,1474.7180722891567,748391.8864777874,350016.4926909503
1,1500.0,1999.0,1795.0698363431152,25538195.512148704,12360428.348530957
2,2000.0,2499.0,2248.325167239197,39809080.27255898,46091985.52316068
3,2500.0,2999.0,2754.279273473674,37735547.19895911,84876510.15364537
4,3000.0,3499.0,3279.674578250509,57022361.77050062,130494251.01371276
5,3500.0,3999.0,3710.337661271405,76728636.83714917,201859603.7850108
6,4000.0,4429.0,4103.77459484136,7863086.522205727,242289498.2970784
