Yr,Mon,EST. PALPAL B
2009,4,66.80556006493507
2009,5,30.391112012987016
2009,6,21.68360389610389
2009,7,25.204180194805197
2009,8,36.97849025974026
2009,9,62.87889610389608
2009,10,89.60998376623377
2009,11,107.91452922077923
2009,12,144.01120129870125
2010,1,173.77483766233763
2010,2,123.22865259740257
2010,3,109.02333603896109
2010,4,60.946387987012976
2010,5,28.938474025974024
2010,6,22.57564935064935
2010,7,25.486485389610387
2010,8,37.22215909090909
2010,9,63.33847402597403
2010,10,92.37252435064937
2010,11,121.5124188311688
2010,12,146.56517857142856
2011,1,161.6213068181818
2011,2,123.81517857142852
2011,3,100.21724837662337
2011,4,64.82861201298702
2011,5,29.58672889610389
2011,6,22.143465909090907
2011,7,24.766233766233768
2011,8,35.34350649350649
2011,9,65.72849025974025
2011,10,95.2723214285714
2011,11,122.6585633116883
2011,12,164.7790584415584
2012,1,168.48185876623376
2012,2,122.86785714285712
2012,3,109.60535714285712
2012,4,57.41026785714285
2012,5,31.19719967532467
2012,6,22.465259740259732
2012,7,24.865909090909092
2012,8,36.86254058441558
2012,9,63.19951298701298
2012,10,88.27353896103894
2012,11,126.63051948051947
2012,12,139.53843344155845
2013,1,164.6179383116883
2013,2,123.12589285714284
2013,3,99.49650974025973
2013,4,60.72812499999999
2013,5,31.520413961038955
2013,6,22.336850649350644
2013,7,25.39557629870129
2013,8,38.605641233766235
2013,9,56.89882305194805
2013,10,101.26769480519481
2013,11,127.77487824675323
2013,12,171.96156655844152
2014,1,176.16960227272727
2014,2,121.93177759740257
2014,3,103.75470779220775
2014,4,56.89403409090909
2014,5,28.169683441558444
2014,6,21.91793831168831
2014,7,26.093790584415583
2014,8,41.85665584415583
2014,9,57.374594155844164
2014,10,100.95982142857144
2014,11,124.231737012987
2014,12,156.67045454545453
2015,1,183.2739853896104
2015,2,134.26574675324676
2015,3,111.32589285714289
2015,4,60.09273538961038
2015,5,30.338555194805192
2015,6,22.373092532467528
2015,7,22.431899350649353
2015,8,36.04208603896103
2015,9,55.521874999999994
2015,10,83.6724025974026
2015,11,116.29021915584413
2015,12,159.57723214285713
2016,1,156.45450487012985
2016,2,137.04245129870128
2016,3,113.4252029220779
2016,4,51.87536525974026
2016,5,27.052069805194805
2016,6,18.058238636363633
2016,7,22.08307629870129
2016,8,42.79375
2016,9,70.52771915584412
2016,10,86.39902597402596
2016,11,130.44772727272724
2016,12,156.6385957792208
2017,1,185.81091720779216
2017,2,132.89768668831167
2017,3,108.3316964285714
2017,4,57.72873376623376
2017,5,29.93721590909091
2017,6,23.00280032467532
2017,7,23.738676948051946
2017,8,36.065381493506486
2017,9,61.75308441558443
2017,10,86.90539772727274
2017,11,122.57386363636365
2017,12,155.31517857142853
2018,1,158.4012175324675
2018,2,130.77836850649348
2018,3,107.69642857142858
2018,4,59.414123376623365
2018,5,29.65036525974025
2018,6,19.12808441558442
2018,7,19.288352272727266
2018,8,35.33498376623376
2018,9,61.710186688311694
2018,10,78.93510551948053
2018,11,111.53754058441558
2018,12,147.5778814935065
2019,1,160.626461038961
2019,2,133.7585633116883
2019,3,117.65267857142858
2019,4,65.21034902597404
2019,5,31.860105519480506
2019,6,23.17378246753246
2019,7,24.02613636363636
2019,8,37.33368506493506
2019,9,62.4260551948052
2019,10,86.19991883116882
2019,11,130.6722808441558
2019,12,171.8353896103896
2020,1,177.43173701298693
2020,2,138.8810470779221
2020,3,117.77609577922077
2020,4,71.84655032467532
2020,5,34.3804788961039
2020,6,21.954180194805197
2020,7,23.90012175324675
2020,8,37.21059253246753
2020,9,60.369642857142836
2020,10,100.41112012987013
2020,11,127.31692370129872
2020,12,156.1402191558442
2021,1,168.6155032467532
2021,2,118.1551542207792
2021,3,101.84005681818181
2021,4,58.88818993506494
2021,5,31.054707792207786
2021,6,20.85604707792208
2021,7,25.57532467532467
2021,8,36.484618506493504
2021,9,60.786282467532445
2021,10,96.2374594155844
2021,11,124.9418831168831
2021,12,157.76241883116884
2022,1,158.62374188311685
2022,2,135.4713068181818
2022,3,116.09565746753248
2022,4,61.02435064935062
2022,5,31.137256493506495
2022,6,17.951095779220775
2022,7,19.993790584415585
2022,8,36.36927759740259
2022,9,60.41883116883116
2022,10,90.99228896103897
2022,11,127.71931818181821
