,min,max,mean,area,AreaBelowMElev
0,1157.0,1499.0,1378.2539598171575,8483056.078803983,3461359.6142777763
1,1500.0,1999.0,1771.477183136233,26957160.133896105,21245475.376937762
2,2000.0,2499.0,2271.193892745538,42923936.107934155,56110560.21731299
3,2500.0,2999.0,2782.5134395111945,102255450.71114948,126472265.51774004
4,3000.0,3499.0,3282.58997138268,207953291.1392178,277161719.06768155
5,3500.0,3999.0,3668.0541459130063,164879137.09828228,481279064.02624923
6,4000.0,4281.0,4067.5841730883226,6017668.730716091,556944164.3159394
