fecha,q (m3/s)
2000-01-01,0.11322715994155161
2000-02-01,0.002278798483751843
2000-03-01,0.0
2000-04-01,0.036193473639403825
2000-05-01,0.000782551868042178
2000-06-01,0.018096736819701913
2000-07-01,0.003912759340210908
2000-08-01,0.011252556171503099
2000-09-01,0.10205555741157009
2000-10-01,0.608177724204645
2000-11-01,1.409398401466615
2000-12-01,2.6899276004798933
2001-01-01,0.05723422455577477
2001-02-01,5.975149731356355e-05
2001-03-01,0.07140111182205564
2001-04-01,0.0
2001-05-01,0.0
2001-06-01,0.0
2001-07-01,0.000782551868042178
2001-08-01,0.031113182891470206
2001-09-01,0.0467336377655168
2001-10-01,0.6170556402248478
2001-11-01,0.636202075929613
2001-12-01,1.037555838835238
2002-01-01,0.025203567060393037
2002-02-01,0.0
2002-03-01,0.0
2002-04-01,0.03608193751108517
2002-05-01,0.8831232753591897
2002-06-01,0.004851821581861529
2002-07-01,0.043067337289493884
2002-08-01,0.1901601039342503
2002-09-01,0.6132256334959698
2002-10-01,1.3529782107505857
2002-11-01,3.42697542662278
2002-12-01,2.731025065825694
2003-01-01,0.7498196123202799
2003-02-01,0.0023601841438858373
2003-03-01,0.0
2003-04-01,0.0
2003-05-01,0.28698065919408994
2003-06-01,0.18768741992821816
2003-07-01,0.00685407498216256
2003-08-01,0.0
2003-09-01,0.13950381249455882
2003-10-01,0.33814336063574435
2003-11-01,0.8603339257859517
2003-12-01,0.055696105366864264
2004-01-01,0.0021857483210833356
2004-02-01,0.09510377975860558
2004-03-01,0.05933901923533648
2004-04-01,0.03608193751108517
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.000782551868042178
2004-08-01,0.007825518680421821
2004-09-01,0.07029564487283284
2004-10-01,0.122779689641101
2004-11-01,0.7980409981199827
2004-12-01,0.7211080541272841
2005-01-01,0.025257536154740773
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.019853430840720738
2005-05-01,0.03027666192908029
2005-06-01,0.0433317858517978
2005-07-01,0.03216558023125108
2005-08-01,0.09474274512745179
2005-09-01,0.0806963888385475
2005-10-01,0.46945016718378774
2005-11-01,2.995051769708786
2005-12-01,0.40260944383411573
2006-01-01,0.02657977896626032
2006-02-01,0.5755264221242644
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0008086369303102507
2006-07-01,0.013114489926500017
2006-08-01,0.0034270374910812767
2006-09-01,0.0035412720741173197
2006-10-01,0.06978203899162355
2006-11-01,0.05769206237282473
2006-12-01,0.08276160618225425
2007-01-01,5.396909434773482e-05
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,0.005158545934737833
2007-10-01,0.030762383778209917
2007-11-01,0.08722125234518888
2007-12-01,0.08276160618225425
2008-01-01,0.0021857483210833356
2008-02-01,0.12319934587473595
2008-03-01,0.0
2008-04-01,0.0
2008-05-01,0.019995549455836446
2008-06-01,0.0
2008-07-01,0.000782551868042178
2008-08-01,0.11805739388567406
2008-09-01,0.17355021566382856
2008-10-01,0.8012521592336731
2008-11-01,3.080544212065035
2008-12-01,0.13584021047325323
2009-01-01,0.04784360213926859
2009-02-01,0.04179617237083916
2009-03-01,0.0
2009-04-01,0.0
2009-05-01,0.0
2009-06-01,0.0
2009-07-01,0.0
2009-08-01,0.027524238117345716
2009-09-01,0.01143245315266222
2009-10-01,0.05812471461251242
2009-11-01,0.12779251902109992
2009-12-01,0.05297066610230358
2010-01-01,0.004317527547818936
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.05162143874361016
2010-06-01,0.024175455813068653
2010-07-01,0.001565103736084362
2010-08-01,0.002347655604126546
2010-09-01,0.14416044585186266
2010-10-01,0.41394295364714045
2010-11-01,0.9261681255260387
2010-12-01,0.8667706397718256
2011-01-01,0.04751978757318215
2011-02-01,0.3249585181398267
2011-03-01,0.0
2011-04-01,5.5768064159325976e-05
2011-05-01,0.0
2011-06-01,0.0008086369303102507
2011-07-01,0.003130207472168724
2011-08-01,0.007825518680421821
2011-09-01,0.23023845288178538
2011-10-01,0.3632659740546158
2011-11-01,1.0408551494696965
2011-12-01,0.18937755206620807
2012-01-01,0.004263558453471196
2012-02-01,0.0
2012-03-01,0.0
2012-04-01,0.03608193751108517
2012-05-01,0.0034270374910812767
2012-06-01,0.0
2012-07-01,0.0
2012-08-01,0.0
2012-09-01,0.0
2012-10-01,0.0
2012-11-01,0.04717978227879143
2012-12-01,0.025203567060393037
2013-01-01,0.045657853818185254
2013-02-01,0.06333658715237958
2013-03-01,0.0
2013-04-01,0.0
2013-05-01,0.5376671024393269
2013-06-01,0.057134381731231455
2013-07-01,0.0034270374910812767
2013-08-01,0.0034270374910812767
2013-09-01,0.02032745938607503
2013-10-01,0.17143282819558567
2013-11-01,0.4018089022679577
2013-12-01,0.14873882402236238
2014-01-01,0.057261209102948636
2014-02-01,0.0
2014-03-01,0.0
2014-04-01,0.0
2014-05-01,0.0
2014-06-01,0.0008086369303102507
2014-07-01,0.0
2014-08-01,0.000782551868042178
2014-09-01,0.023394702914838063
2014-10-01,0.05601991993295069
2014-11-01,0.017065027632754345
2014-12-01,0.059635849254249064
2015-01-01,0.0021857483210833356
2015-02-01,0.13076615187073837
2015-03-01,0.057261209102948636
2015-04-01,0.0
2015-05-01,0.0
2015-06-01,0.0
2015-07-01,0.0
2015-08-01,0.14077838260607117
2015-09-01,0.272092385033361
2015-10-01,0.22405269518462895
