Transmission Link,Transmission Link from AC_01 to Veg_Riparia AC01,Transmission Link from AC_02 to Agua Potable_AC02,Transmission Link from AC_02 to Veg_Riparia AC02,Transmission Link from AC_03 to Agua Potable_AC03,Transmission Link from AC_03 to Veg_Riparia AC_03,Transmission Link from Withdrawal Node 1 to ZR_Gavino_ANU,Transmission Link from Withdrawal Node 10 to ZR_Cunlagua_FRU,Transmission Link from Withdrawal Node 11 to ZR_Los Guindos_ANU,Transmission Link from Withdrawal Node 12 to ZR_Huanque_FRU,Transmission Link from Withdrawal Node 13 to ZR_Chanar Chalinga_ANU,Transmission Link from Withdrawal Node 14 to ZR_Arboleda Grande_FRU,Transmission Link from Withdrawal Node 15 to ZR_Chalinga_FRU,Transmission Link from Withdrawal Node 16 to ZR_Tebal_FRU,Transmission Link from Withdrawal Node 17 to ZR_Chilcas_FRU,Transmission Link from Withdrawal Node 2 to ZR_Destiladera_ANU,Transmission Link from Withdrawal Node 20 to ZR_Batuco Chalinga_ANU,Transmission Link from Withdrawal Node 21 to ZR_Molino de Zapallar_ANU,Transmission Link from Withdrawal Node 22 to ZR_Toma Ranque_ANU,Transmission Link from Withdrawal Node 23 to ZR_Palquial_ANU,Transmission Link from Withdrawal Node 24 to ZR_Valentino_ANU,Transmission Link from Withdrawal Node 25 to ZR_Maravillal_ANU,Transmission Link from Withdrawal Node 26 to ZR_Alameda_ANU,Transmission Link from Withdrawal Node 27 to ZR_Cunlagua_ANU,Transmission Link from Withdrawal Node 29 to ZR_Huanque_ANU,Transmission Link from Withdrawal Node 3 to ZR_Batuco Chalinga_FRU,Transmission Link from Withdrawal Node 31 to ZR_Arboleda Grande_ANU,Transmission Link from Withdrawal Node 32 to ZR_Chalinga_ANU,Transmission Link from Withdrawal Node 33 to ZR_Tebal_ANU,Transmission Link from Withdrawal Node 34 to ZR_Chilcas_ANU,Transmission Link from Withdrawal Node 4 to ZR_Toma Ranque_FRU,Transmission Link from Withdrawal Node 5 to ZR_Molino de Zapallar_FRU,Transmission Link from Withdrawal Node 6 to ZR_Palquial_FRU,Transmission Link from Withdrawal Node 7 to ZR_Valentino_FRU,Transmission Link from Withdrawal Node 8 to ZR_Maravillal_FRU,Transmission Link from Withdrawal Node 9 to ZR_Alameda_FRU
ago-13,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00145524,0,0.000613426,0,0,0,0,0,0.00966589,0.00325295,0.000922164,0.00942006,2.97645E-05,0.00087844,0.000650736,0.00466873,0.00402498,0.00610769,0.0046865,0.00313446,0.0105044,0.00475229,0,0,0,0,0,0
sept-13,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00387177,0,0.00196391,0,0,0,0,0,0.0230938,0.0081684,0.00229178,0.0264036,0.000163082,0.00223834,0.0021653,0.0141741,0.0111674,0.00575027,0.0141239,0.00940545,0.0337656,0.0152577,0,0,0,0,0,0
oct-13,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.0068351,0,0.00369917,0,0,0,0,0,0.0383901,0.0139295,0.00411276,0.0463308,0.000403413,0.0037134,0.00432057,0.0258539,0.0206884,0.00597196,0.0188602,0.0171068,0.0602101,0.0289245,0,0,0,0,0,0
nov-13,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.00809219,0,0.00642683,0,0,0,0,0,0.0635719,0.025914,0.00765012,0.0783096,0.000709549,0.00511421,0.00796699,0.0456631,0.0273516,0.00645153,0.0221957,0.0284764,0.0708587,0.0346808,0,0,0,0,0,0
dic-13,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.00585703,0,0.00766855,0,0,0,0,0,0.0426382,0.0226114,0.00580623,0.0902361,0.000933858,0.00601579,0.00970308,0.0330504,0.0197968,0.00963657,0.016065,0.0206109,0.0512867,0.0251016,0,0,0,0,0,0
ene-14,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.00561533,0,0.00701466,0,0,0,0,0,0.0362734,0.0216783,0.00556662,0.0865124,0.000933858,0.00610983,0.0090526,0.0316865,0.0189798,0.0138441,0.015402,0.0197603,0.0491702,0.0240657,0,0,0,0,0,0
feb-14,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00545417,0,0.00413812,0,0,0,0,0,0.0330342,0.0189762,0.00568269,0.0678764,0.000811117,0.00546962,0.00542769,0.0325714,0.0195099,0.018483,0.0158322,0.0203122,0.0505435,0.0247378,0,0,0,0,0,0
mar-14,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.0021767,0,0.00211965,0,0,0,0,0,0.0264682,0.0117993,0.00332007,0.0456469,0.000557911,0.0042388,0.00316919,0.0198982,0.0117307,0.0219877,0.0148914,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-14,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00153398,0,0.00120827,0,0,0,0,0,0.0239622,0.00720861,0.00189108,0.027278,0.000308997,0.00267199,0.00185607,0.0119669,0.00735966,0.0234218,0.0112897,0.0071477,0.0217514,0.00945804,0,0,0,0,0,0
may-14,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.000627367,0,0.00046252,0,0,0,0,0,0.00788039,0.00135891,0.000404281,0.00883248,0.000110502,0.0012183,0.000698478,0.00408702,0.00296965,0.0184588,0.00263649,0.00265608,0.00804699,0.00344982,0,0,0,0,0,0
jun-14,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645153,0,0,0,0,0,0,0,0,0,0
jul-14,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0.00136173,0,0.000599887,0,0,0,0,0,0.00660497,0.00243706,0.000676033,0.00785804,0.00004862,0.000747852,0.00073745,0.00440704,0.00385511,0.00990802,0.00407797,0.00263323,0.0109187,0.0043017,0,0,0,0,0,0
ago-14,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00159667,0,0.000691879,0,0,0,0,0,0.0107659,0.0036628,0.00104492,0.0108588,4.63772E-05,0.000980131,0.000801715,0.00525348,0.00448107,0.00651486,0.00527721,0.00373331,0.0119669,0.00578741,0,0,0,0,0,0
sept-14,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00306798,0,0.00151803,0,0,0,0,0,0.0193048,0.00661551,0.00182667,0.0209525,0.00010586,0.00185305,0.00159325,0.0108508,0.00857531,0.00434777,0.0107667,0.00713645,0.0246979,0.0113358,0,0,0,0,0,0
oct-14,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00530765,0,0.00369917,0,0,0,0,0,0.0383901,0.0139295,0.00411276,0.0463308,0.000403413,0.0037134,0.00432057,0.0258539,0.0179399,0.00597196,0.0145581,0.0171068,0.0464761,0.0227471,0,0,0,0,0,0
nov-14,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.00459826,0,0.0065079,0,0,0,0,0,0.034308,0.0177519,0.00455838,0.070843,0.000720993,0.00518427,0.008071,0.0259473,0.0155421,0.00673203,0.0126124,0.0161813,0.0402644,0.0197068,0,0,0,0,0,0
dic-14,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.00388553,0,0.00766855,0,0,0,0,0,0.0250422,0.0150003,0.00385182,0.0598622,0.000933858,0.00542888,0.00717658,0.0219255,0.0131331,0.00963657,0.0106574,0.0136732,0.0340233,0.0166523,0,0,0,0,0,0
ene-15,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.00378362,0,0.00701466,0,0,0,0,0,0.0199252,0.0146069,0.0037508,0.0582922,0.000933858,0.0052865,0.00698836,0.0213504,0.0127886,0.0138441,0.0103779,0.0133146,0.033131,0.0162155,0,0,0,0,0,0
feb-15,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00381621,0,0.00370383,0,0,0,0,0,0.0184323,0.0147327,0.00378311,0.0587943,0.00069463,0.0050568,0.00481479,0.0215343,0.0128988,0.0156279,0.0104673,0.0134293,0.0334164,0.0163552,0,0,0,0,0,0
mar-15,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.00196455,0,0.00200197,0,0,0,0,0,0.0144808,0.0107064,0.00299271,0.0442082,0.000519148,0.00413711,0.00301821,0.019021,0.0110465,0.0210376,0.0109155,0.0121612,0.0345194,0.0165995,0,0,0,0,0,0
abr-15,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00153398,0,0.00120827,0,0,0,0,0,0.0100512,0.00720861,0.00189108,0.027278,0.000308997,0.00267199,0.00185607,0.0119669,0.00735966,0.0234218,0.0102869,0.0071477,0.0217514,0.00945804,0,0,0,0,0,0
may-15,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.000910227,0,0.000619426,0,0,0,0,0,0.00934708,0.00190538,0.000567957,0.0107508,0.000132653,0.00135389,0.000899784,0.00525652,0.00388184,0.0190017,0.00381791,0.00325494,0.0109721,0.00448494,0,0,0,0,0,0
jun-15,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0.000737186,0,0.000444416,0,0,0,0,0,0.0067,0.00157221,0.000432139,0.00717034,6.17994E-05,0.00085198,0.000530439,0.00349081,0.00266395,0.0180923,0.00288693,0.00228861,0.00756349,0.00327892,0,0,0,0,0,0
jul-15,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583623,0,0,0,0,0,0,0,0,0,0
ago-15,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sept-15,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00299491,0,0.0014775,0,0,0,0,0,0.0189259,0.00675668,0.00186895,0.0204569,0.000100138,0.00181802,0.00154125,0.0105486,0.00833966,0.00420752,0.0104615,0.00693018,0.0239422,0.0109792,0,0,0,0,0,0
oct-15,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00428937,0,0.00228701,0,0,0,0,0,0.0233565,0.00832814,0.00243508,0.0266685,0.000176372,0.00232362,0.00225719,0.0153284,0.0113385,0.000407179,0.0130464,0.00912205,0.0333747,0.0151229,0,0,0,0,0,0
nov-15,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0130555,0,0.0065079,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0374952,0.00673203,0.0384,0.0303206,0.114169,0.052796,0,0,0,0,0,0
dic-15,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-16,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0126784,0,0.00674007,0,0,0,0,0,0.0746973,0.0291594,0.00850453,0.0898835,0.000895095,0.00587255,0.00870032,0.0493334,0.0380084,0.012894,0.0384,0.0315046,0.115968,0.0537824,0,0,0,0,0,0
feb-16,0.00697586,0.00827634,0.0078931,0.0131121,0.0078931,0,0,0.00519051,0,0.00395349,0,0,0,0,0,0.0591609,0.0181758,0.00544299,0.0650231,0.000777228,0.00524478,0.00518673,0.0311901,0.0206981,0.0177006,0.0300636,0.020165,0.065308,0.0315506,0,0,0,0,0,0
mar-16,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.00210598,0,0.00208042,0,0,0,0,0,0.0443276,0.0116627,0.00327915,0.0451674,0.000552374,0.0042049,0.00311886,0.0196058,0.0117307,0.0218519,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-16,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,1.17326E-05,0,0.000138493,0,0,0,0,0,0.0117844,0.00211896,0.000345722,0.0117334,8.70838E-05,0.00137577,0.000397383,0.0020551,0.00156627,0.0194948,0.00274632,0.00134049,0.0018096,0.00122455,0,0,0,0,0,0
may-16,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94342E-05,0,0,0,0.0137084,0,0,0,0,0,0,0,0,0,0
jun-16,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645153,0,0,0,0,0,0,0,0,0,0
jul-16,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447897,0,0,0,0,0,0,0,0,0,0
ago-16,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00018563,0,0.000342702,0,0,0,0,0,0.0101616,0.00305174,0.000651915,0.0119392,5.95595E-05,0.000990954,0.00085295,0.00269893,0.00267539,0.00787213,0.00324703,0.00140515,0.00525547,0.00177632,0,0,0,0,0,0
sept-16,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.000317855,0,0.000633612,0,0,0,0,0,0.0165264,0.00509526,0.00105721,0.0201372,9.88066E-05,0.00168152,0.00141527,0.00477794,0.00466943,0.00589052,0.00590413,0.00253382,0.00941022,0.00324483,0,0,0,0,0,0
oct-16,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.000459572,0,0.000970925,0,0,0,0,0,0.0226406,0.00724016,0.00157635,0.0287515,0.000181028,0.00233127,0.00223189,0.00698919,0.00669741,0.00366461,0.00799714,0.00350982,0.0132838,0.00464849,0,0,0,0,0,0
nov-16,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.00102251,0,0.00199311,0,0,0,0,0,0.0436921,0.0158123,0.00345103,0.0585906,0.000401925,0.00376304,0.00510535,0.0148021,0.0148714,0.00589052,0.0185643,0.00766677,0.0300916,0.0105271,0,0,0,0,0,0
dic-16,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.00117763,0,0.00234966,0,0,0,0,0,0.0539438,0.0196264,0.00421992,0.0716144,0.00052717,0.00436648,0.0061447,0.0176196,0.0178354,0.00882221,0.0230695,0.00941875,0.0365897,0.0128815,0,0,0,0,0,0
ene-17,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.00133005,0,0.00349689,0,0,0,0,0,0.0469736,0.0147003,0.00382627,0.0678912,0.000906796,0.00575101,0.00619439,0.020788,0.0131259,0.0138441,0.0186514,0.0074786,0.0258367,0.00950372,0,0,0,0,0,0
feb-17,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00112126,0,0.00288411,0,0,0,0,0,0.0388658,0.0121884,0.00315253,0.0550529,0.000709199,0.00457872,0.00486199,0.0173002,0.0106457,0.0165295,0.0155218,0.00642508,0.0205024,0.00805764,0,0,0,0,0,0
mar-17,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.000943909,0,0.00246751,0,0,0,0,0,0.0316391,0.00990918,0.00246458,0.0413382,0.000518454,0.00380252,0.00318693,0.0143325,0.00717064,0.0218519,0.0123526,0.00425585,0.0123113,0.00506197,0,0,0,0,0,0
abr-17,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.000592275,0,0.00153285,0,0,0,0,0,0.0178356,0.00557709,0.00131576,0.0221825,0.000273012,0.00231706,0.001522,0.00860571,0.00381071,0.0225803,0.00710635,0.00224993,0.00555596,0.00265428,0,0,0,0,0,0
may-17,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00366461,0,0,0,0,0,0,0,0,0,0
jun-17,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119213,0,0,0,0,0,0,0,0,0,0
jul-17,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0.000107939,0,0.000288439,0,0,0,0,0,0.00227121,0.000554198,9.12167E-05,0.00249168,4.72673E-05,0.000525057,0.000177147,0.00106001,0.000277289,0.00882221,0.000136422,0,0,0,0,0,0,0,0,0
ago-17,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,9.61299E-05,0,0.000219495,0,0,0,0,0,0.00258958,0.000769962,0.000188541,0.00190051,1.75915E-05,0.000430795,0,0.000786893,0,0.00380034,8.49245E-05,5.18945E-05,0,0,0,0,0,0,0,0
sept-17,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.000458585,0,0.00117872,0,0,0,0,0,0.0119627,0.00349288,0.000843588,0.016439,0.000242902,0.00193825,0.00137811,0.00605332,0.00308845,0.00434777,0.0043165,0.00152526,0.00454268,0.00191978,0,0,0,0,0,0
oct-17,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00081466,0,0.00213514,0,0,0,0,0,0.0218349,0.00614471,0.00159901,0.0327846,0.000501281,0.00347505,0.00320836,0.0111654,0.00707771,0.00529333,0.00833944,0.00350697,0.0126172,0.00456997,0,0,0,0,0,0
nov-17,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.00114646,0,0.00300754,0,0,0,0,0,0.0371314,0.0110736,0.00296838,0.0547838,0.000758971,0.00502778,0.0051865,0.0171168,0.0111303,0.00659178,0.0143955,0.00613434,0.0214831,0.00782946,0,0,0,0,0,0
dic-17,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.00133005,0,0.00343956,0,0,0,0,0,0.0465988,0.0145689,0.00380407,0.0682938,0.000914737,0.00573757,0.00632127,0.0206744,0.0133881,0.00963657,0.0184146,0.00758733,0.0268583,0.00968754,0,0,0,0,0,0
ene-18,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.00132253,0,0.00347679,0,0,0,0,0,0.0467465,0.0146323,0.00380885,0.0675482,0.000902076,0.00571988,0.00616078,0.0206718,0.0130479,0.0137084,0.0185469,0.00743357,0.0256784,0.00944578,0,0,0,0,0,0
feb-18,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00117122,0,0.00301763,0,0,0,0,0,0.0408771,0.012791,0.00330676,0.0573312,0.000751008,0.00478547,0.00508526,0.0180724,0.0109046,0.0177317,0.0158687,0.00642508,0.0210281,0.00805764,0,0,0,0,0,0
mar-18,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.000943909,0,0.00246751,0,0,0,0,0,0.0316391,0.00990918,0.00246458,0.0413382,0.000518454,0.00380252,0.00318693,0.0143325,0.00717064,0.0218519,0.0123526,0.00425585,0.0123113,0.00506197,0,0,0,0,0,0
abr-18,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00060782,0,0.00157439,0,0,0,0,0,0.0190089,0.00592862,0.00140573,0.0236001,0.0002974,0.00244571,0.00166093,0.00884595,0.00389123,0.0232816,0.00721429,0.00229645,0.00588307,0.00271416,0,0,0,0,0,0
may-18,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.000265636,0,0.000709842,0,0,0,0,0,0.00471398,0.00100523,0.000245083,0.00625666,0.000115265,0.00106495,0.000547111,0.00298236,0.00145453,0.0180516,0.00136195,0.000611399,0.00143564,0.000672948,0,0,0,0,0,0
jun-18,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126225,0,0,0,0,0,0,0,0,0,0
jul-18,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70827E-05,0,0,0,0.00678632,0,0,0,0,0,0,0,0,0,0
ago-18,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.000269134,0,0.000681802,0,0,0,0,0,0.00803947,0.00226681,0.000571627,0.00978883,0.000130878,0.00114663,0.000689045,0.00346057,0.00167577,0.00705777,0.00238281,0.000907314,0.00204199,0.00103823,0,0,0,0,0,0
sept-18,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.000489676,0,0.0012618,0,0,0,0,0,0.0129013,0.00377411,0.000915562,0.0178566,0.000262412,0.00206689,0.00151703,0.00653381,0.00341054,0.00490877,0.00474823,0.00171135,0.00519689,0.00215928,0,0,0,0,0,0
oct-18,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00081466,0,0.00213514,0,0,0,0,0,0.0216078,0.00607667,0.0015816,0.0327846,0.000496561,0.00347505,0.00320836,0.0111654,0.00707771,0.0051576,0.00833944,0.00350697,0.0126172,0.00456997,0,0,0,0,0,0
nov-18,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.00114646,0,0.00300754,0,0,0,0,0,0.0371314,0.0110736,0.00296838,0.0547838,0.000758971,0.00502778,0.0051865,0.0171168,0.0111303,0.00659178,0.0143955,0.00608782,0.0214831,0.00776959,0,0,0,0,0,0
dic-18,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.00132253,0,0.00341946,0,0,0,0,0,0.0355157,0.0145009,0.00378666,0.0679508,0.000910017,0.00570644,0.00628765,0.0205581,0.0133881,0.00950084,0.0138344,0.00758733,0.0268583,0.00968754,0,0,0,0,0,0
ene-19,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.00132253,0,0.00347679,0,0,0,0,0,0.0214389,0.0146323,0.00380885,0.0606708,0.000902076,0.00550222,0.00616078,0.0206718,0.0130479,0.0137084,0.0108014,0.00743357,0.0256784,0.00944578,0,0,0,0,0,0
feb-19,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00118788,0,0.00306214,0,0,0,0,0,0.0115714,0.01287,0.00330481,0.0513609,0.000766686,0.0046579,0.00515969,0.0183298,0.0109908,0.0181825,0.00914392,0.00642508,0.0212033,0.00805764,0,0,0,0,0,0
mar-19,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.000936387,0,0.00244741,0,0,0,0,0,0.00236718,0.00990918,0.00246458,0.0409952,0.000518454,0.00377139,0.00315332,0.0142162,0.00709272,0.0218519,0.00744299,0.00425585,0.012153,0.00506197,0,0,0,0,0,0
abr-19,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.000600047,0,0.00155362,0,0,0,0,0,1.85396E-06,0.00585831,0.00138774,0.0232457,0.000287645,0.00241355,0.00162619,0.00872583,0.00381071,0.0201724,0.00619993,0.00224993,0.00571951,0.00265428,0,0,0,0,0,0
may-19,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.000137764,0,0.000368137,0,0,0,0,0,0,0,0,0,1.14182E-05,0.000473606,0,0.00100616,0.000441533,0.0150656,4.11162E-06,0.000161178,0,9.35172E-05,0,0,0,0,0,0
jun-19,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120615,0,0,0,0,0,0,0,0,0,0
jul-19,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0.000168115,0,0.000449242,0,0,0,0,0,0.00408783,0.00109851,0.000230521,0.00523545,8.50296E-05,0.000774045,0.00044603,0.00198998,0.000978598,0.00990802,0.00107647,0.000361349,0.00108139,0.000420745,0,0,0,0,0,0
ago-19,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.000314265,0,0.000802404,0,0,0,0,0,0.00635982,0.00267504,0.000676105,0.0118467,0.0001592,0.00133337,0.000890707,0.00415806,0.00206538,0.00787213,0.00290506,0.00113242,0.00299165,0.00132794,0,0,0,0,0,0
sept-19,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.000481903,0,0.00124103,0,0,0,0,0,0.0121974,0.00349288,0.000843588,0.0171478,0.00024778,0.00200257,0.00144757,0.00641368,0.00333002,0.00448802,0.0046403,0.00171135,0.00519689,0.00215928,0,0,0,0,0,0
oct-19,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.000822182,0,0.00215524,0,0,0,0,0,0.0188712,0.00607667,0.0015816,0.0331276,0.000501281,0.00350618,0.00324197,0.0112817,0.00715563,0.00529333,0.00742621,0.003552,0.0127755,0.00462791,0,0,0,0,0,0
nov-19,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.00114646,0,0.00300754,0,0,0,0,0,0.0133324,0.00861818,0.002213,0.0343929,0.000758971,0.00311908,0.00412319,0.0125969,0.0075454,0.00659178,0.00612306,0.00613434,0.0195476,0.00782946,0,0,0,0,0,0
dic-19,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.00133005,0,0.00343956,0,0,0,0,0,0.0109781,0.00891687,0.0022897,0.0355849,0.000914737,0.00322718,0.00426609,0.0130335,0.00780691,0.00963657,0.00633528,0.00758733,0.020225,0.00968754,0,0,0,0,0,0
ene-20,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.00133005,0,0.00349689,0,0,0,0,0,0.00936337,0.0100384,0.00257769,0.0400605,0.000906796,0.00363307,0.00480265,0.0146728,0.00878881,0.0138441,0.00713209,0.0074786,0.0227688,0.00950372,0,0,0,0,0,0
feb-20,0.00697586,0.00827634,0.0078931,0.0131121,0.0078931,0,0,0.00115496,0,0.00297803,0,0,0,0,0,0.00438178,0.00955172,0.00245272,0.0381184,0.000745294,0.00345694,0.00456982,0.0139614,0.00836273,0.0177006,0.00678632,0.00620353,0.0206414,0.00777979,0,0,0,0,0,0
mar-20,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.000943909,0,0.00246751,0,0,0,0,0,3.18662E-06,0.00788206,0.00202398,0.0314552,0.000523174,0.00285266,0.00318693,0.011521,0.00690091,0.0182191,0.00560006,0.00425585,0.0123113,0.00506197,0,0,0,0,0,0
abr-20,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00060782,0,0.00157439,0,0,0,0,0,1.90089E-06,0.00585831,0.00138774,0.0236001,0.0002974,0.00244571,0.00166093,0.00884595,0.00389123,0.0169563,0.00521157,0.00229645,0.00588307,0.00271416,0,0,0,0,0,0
may-20,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.00028068,0,0.000750043,0,0,0,0,0,4.13451E-06,0.00100523,0.000245083,0.0069426,0.000124705,0.0011272,0.000614331,0.00321485,0.00176623,0.013871,0.00177975,0.000791487,0.00206874,0.00090472,0,0,0,0,0,0
jun-20,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350626,0,0,0,0,0,0,0,0,0,0
jul-20,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70827E-05,0,0,0,0.00705777,0,0,0,0,0,0,0,0,0,0
ago-20,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00021648,0,0.0005411,0,0,0,0,0,0.00644991,0.00185858,0.000467149,0.00738804,9.78363E-05,0.00092877,0.000453773,0.00264684,0.00113031,0.00610769,0.00165167,0.000637182,0.000934055,0.000690571,0,0,0,0,0,0
sept-20,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.000551857,0,0.00142796,0,0,0,0,0,0.0145439,0.00419594,0.00102352,0.0206918,0.000296556,0.00232418,0.00179488,0.00749478,0.0040547,0.00589052,0.00561168,0.00208354,0.00666886,0.00263828,0,0,0,0,0,0
