Transmission Link,Transmission Link from AC_01 to Veg_Riparia AC01,Transmission Link from AC_02 to Agua Potable_AC02,Transmission Link from AC_02 to Veg_Riparia AC02,Transmission Link from AC_03 to Agua Potable_AC03,Transmission Link from AC_03 to Veg_Riparia AC_03,Transmission Link from Withdrawal Node 1 to ZR_Gavino_ANU,Transmission Link from Withdrawal Node 10 to ZR_Cunlagua_FRU,Transmission Link from Withdrawal Node 11 to ZR_Los Guindos_ANU,Transmission Link from Withdrawal Node 12 to ZR_Huanque_FRU,Transmission Link from Withdrawal Node 13 to ZR_Chanar Chalinga_ANU,Transmission Link from Withdrawal Node 14 to ZR_Arboleda Grande_FRU,Transmission Link from Withdrawal Node 15 to ZR_Chalinga_FRU,Transmission Link from Withdrawal Node 16 to ZR_Tebal_FRU,Transmission Link from Withdrawal Node 17 to ZR_Chilcas_FRU,Transmission Link from Withdrawal Node 2 to ZR_Destiladera_ANU,Transmission Link from Withdrawal Node 20 to ZR_Batuco Chalinga_ANU,Transmission Link from Withdrawal Node 21 to ZR_Molino de Zapallar_ANU,Transmission Link from Withdrawal Node 22 to ZR_Toma Ranque_ANU,Transmission Link from Withdrawal Node 23 to ZR_Palquial_ANU,Transmission Link from Withdrawal Node 24 to ZR_Valentino_ANU,Transmission Link from Withdrawal Node 25 to ZR_Maravillal_ANU,Transmission Link from Withdrawal Node 26 to ZR_Alameda_ANU,Transmission Link from Withdrawal Node 27 to ZR_Cunlagua_ANU,Transmission Link from Withdrawal Node 29 to ZR_Huanque_ANU,Transmission Link from Withdrawal Node 3 to ZR_Batuco Chalinga_FRU,Transmission Link from Withdrawal Node 31 to ZR_Arboleda Grande_ANU,Transmission Link from Withdrawal Node 32 to ZR_Chalinga_ANU,Transmission Link from Withdrawal Node 33 to ZR_Tebal_ANU,Transmission Link from Withdrawal Node 34 to ZR_Chilcas_ANU,Transmission Link from Withdrawal Node 4 to ZR_Toma Ranque_FRU,Transmission Link from Withdrawal Node 5 to ZR_Molino de Zapallar_FRU,Transmission Link from Withdrawal Node 6 to ZR_Palquial_FRU,Transmission Link from Withdrawal Node 7 to ZR_Valentino_FRU,Transmission Link from Withdrawal Node 8 to ZR_Maravillal_FRU,Transmission Link from Withdrawal Node 9 to ZR_Alameda_FRU
sept-96,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00401791,0,0.00204498,0,0,0,0,0,0.0242305,0.00845074,0.00237635,0.0273947,0.000180248,0.0023084,0.0022693,0.0147784,0.0116387,0.00617102,0.0143213,0.009818,0.0352769,0.0159708,0,0,0,0,0,0
oct-96,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00626335,0,0.00365994,0,0,0,0,0,0.0376568,0.0136562,0.00403092,0.0453716,0.000392338,0.00364561,0.00421992,0.0255615,0.0202323,0.00570051,0.0171795,0.0167076,0.0548446,0.0268429,0,0,0,0,0,0
nov-96,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.00595506,0,0.0065079,0,0,0,0,0,0.0464176,0.0229899,0.00590341,0.0793007,0.000720993,0.00518427,0.008071,0.0336036,0.0201281,0.00673203,0.0163339,0.0209559,0.0521451,0.0255217,0,0,0,0,0,0
dic-96,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.0047648,0,0.00766855,0,0,0,0,0,0.0328898,0.0183948,0.00472347,0.0734087,0.000933858,0.00601579,0.00880061,0.0268871,0.016105,0.00963657,0.0130692,0.0167673,0.0417226,0.0204206,0,0,0,0,0,0
ene-97,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.00546835,0,0.00701466,0,0,0,0,0,0.0349616,0.0211109,0.00542092,0.0842479,0.000933858,0.00610983,0.0090526,0.0308571,0.018483,0.0138441,0.0149989,0.0192431,0.0478832,0.0234358,0,0,0,0,0,0
feb-97,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00539926,0,0.00413812,0,0,0,0,0,0.0297061,0.0189762,0.00535243,0.0678764,0.000811117,0.00546962,0.00542769,0.0304673,0.0182495,0.018483,0.0148094,0.019,0.0472783,0.0231397,0,0,0,0,0,0
mar-97,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.00203527,0,0.00204119,0,0,0,0,0,0.0200555,0.0111162,0.00311547,0.0446878,0.000535761,0.004171,0.00306854,0.0193134,0.0112746,0.0214448,0.0127538,0.0121612,0.0352507,0.0165995,0,0,0,0,0,0
abr-97,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00153398,0,0.00120827,0,0,0,0,0,0.00965361,0.00720861,0.00189108,0.027278,0.000308997,0.00267199,0.00185607,0.0119669,0.00735966,0.0234218,0.0101647,0.0071477,0.0217514,0.00945804,0,0,0,0,0,0
may-97,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135726,0,0,0,0,0,0,0,0,0,0
jun-97,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jul-97,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0.000230289,0,0,0,0,0,0,0,0.00147153,0.000524415,0.000103166,0.000184949,0,0.000205501,0,0,0,0.00800785,0,0,0,0,0,0,0,0,0,0
ago-97,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sept-97,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00299491,0,0.0014775,0,0,0,0,0,0.0189259,0.00661551,0.00182667,0.0204569,0.000100138,0.00181802,0.00154125,0.0105486,0.00833966,0.00420752,0.0104615,0.00693018,0.0239422,0.0109792,0,0,0,0,0,0
oct-97,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00400651,0,0.0021301,0,0,0,0,0,0.0215231,0.00764505,0.00223048,0.0247502,0.000148684,0.00218804,0.00205589,0.0141589,0.0104263,0,0.0118649,0.00812396,0.0297184,0.0133977,0,0,0,0,0,0
nov-97,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0129824,0,0.00646737,0,0,0,0,0,0.0639508,0.0261964,0.00773469,0.0788052,0.000715271,0.00514924,0.00801899,0.0460559,0.0372596,0.00659178,0.0384,0.029908,0.113413,0.0520829,0,0,0,0,0,0
dic-97,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-98,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-98,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00506272,0,0.00392097,0,0,0,0,0,0.0584321,0.0176149,0.00527496,0.0652216,0.00076207,0.00528198,0.0051491,0.0310092,0.0209323,0.0172809,0.0304833,0.0208852,0.0660212,0.0326774,0,0,0,0,0,0
mar-98,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.0021767,0,0.00211965,0,0,0,0,0,0.0446943,0.0116627,0.00327915,0.0456469,0.000557911,0.0042388,0.00316919,0.0198982,0.0117307,0.0219877,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-98,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.000584044,0,0.00068133,0,0,0,0,0,0.0197687,0.00438517,0.00104542,0.0188535,0.000194554,0.00207654,0.000972006,0.00803928,0.00500318,0.0206168,0.00823772,0.00570379,0.011928,0.00696224,0,0,0,0,0,0
may-98,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.000768797,0,0.000540973,0,0,0,0,0,0.00824706,0.00149553,0.0004452,0.00931205,0.00011604,0.0012522,0.000748805,0.00467177,0.00342575,0.0185945,0.0032272,0.0028557,0.00950953,0.00379486,0,0,0,0,0,0
jun-98,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0.00101656,0,0,0.000232581,0,0.000361604,0,0,0,0.0159886,0,1.96081E-05,0,0,0,0,0,0,0,0
jul-98,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0.00157387,0,0.000717567,0,0,0,0,0,0.00770499,0.0027103,0.000757871,0.00929675,6.52327E-05,0.000849543,0.000888429,0.00528416,0.00453925,0.0103152,0.00496403,0.0034317,0.0131125,0.00568186,0,0,0,0,0,0
ago-98,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00237453,0,0.00112337,0,0,0,0,0,0.0147993,0.00502898,0.00145411,0.016134,0.000107291,0.001353,0.0013553,0.00846962,0.00676154,0.00800785,0.00823076,0.00552988,0.0200109,0.00889278,0,0,0,0,0,0
sept-98,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00365255,0,0.00184231,0,0,0,0,0,0.022336,0.00788606,0.00220722,0.0249169,0.000151637,0.00213326,0.00200929,0.0132677,0.0104605,0.00546977,0.0132083,0.00878664,0.0314987,0.0141881,0,0,0,0,0,0
oct-98,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.0068351,0,0.00369917,0,0,0,0,0,0.0383901,0.0139295,0.00411276,0.0463308,0.000403413,0.0037134,0.00432057,0.0258539,0.0206884,0.00597196,0.0251559,0.0171068,0.0626255,0.0289245,0,0,0,0,0,0
nov-98,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0130555,0,0.0065079,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0374952,0.00673203,0.0384,0.0303206,0.114169,0.052796,0,0,0,0,0,0
dic-98,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-99,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.011848,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0324973,0.0331015,0.103746,0.0507771,0,0,0,0,0,0
feb-99,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00545417,0,0.00413812,0,0,0,0,0,0.0616797,0.0189762,0.00568269,0.0678764,0.000811117,0.00546962,0.00542769,0.0326277,0.0214373,0.018483,0.025157,0.0208852,0.0676404,0.0326774,0,0,0,0,0,0
mar-99,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.00203527,0,0.00204119,0,0,0,0,0,0.0428609,0.0109796,0.00307455,0.0446878,0.000530223,0.004171,0.00306854,0.0193134,0.0112746,0.021309,0.0182018,0.0121612,0.0345194,0.0165995,0,0,0,0,0,0
abr-99,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00116862,0,0.0010056,0,0,0,0,0,0.0246944,0.00622041,0.0015951,0.0243046,0.000268942,0.00246183,0.00154405,0.0104563,0.00641707,0.0224401,0.0100689,0.00673515,0.0179731,0.00874495,0,0,0,0,0,0
may-99,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.000344507,0,0.000305613,0,0,0,0,0,0.00604702,0.000539205,0.000158766,0.00643464,8.28145E-05,0.00104882,0.000446847,0.00291751,0.00205747,0.0177801,0.00145507,0.0018576,0.00512192,0.00206966,0,0,0,0,0,0
jun-99,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136043,0,0,0,0,0,0,0,0,0,0
jul-99,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0.00143244,0,0.000639114,0,0,0,0,0,0.00697164,0.00257368,0.000716952,0.00833761,5.41575E-05,0.000781749,0.000787776,0.00469941,0.00408316,0.0100437,0.00437332,0.00283285,0.0109187,0.00464674,0,0,0,0,0,0
ago-99,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sept-99,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0,0,0,0,0,0,0,0,0.0026334,0.000686302,5.07815E-05,0,0,0.000311867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oct-99,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00605724,0,0.00326767,0,0,0,0,0,0.0336234,0.0121534,0.00358081,0.0400964,0.000331424,0.00327274,0.00366633,0.0226378,0.0177238,0.00420752,0.0213163,0.0145118,0.053119,0.024439,0,0,0,0,0,0
nov-99,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0129824,0,0.00646737,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0788052,0.000720993,0.00514924,0.00801899,0.0460559,0.0372596,0.00673203,0.0384,0.029908,0.113413,0.0520829,0,0,0,0,0,0
dic-99,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.0116559,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.039397,0.00963657,0.0319705,0.0357288,0.102064,0.049954,0,0,0,0,0,0
ene-00,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.00631692,0,0.00701466,0,0,0,0,0,0.0425352,0.0243868,0.00626213,0.0932404,0.000933858,0.00610983,0.0090526,0.0356455,0.0213512,0.0138441,0.0173264,0.0222292,0.0553137,0.0270725,0,0,0,0,0,0
feb-00,0.00697586,0.00827634,0.0078931,0.0131121,0.0078931,0,0,0.0052661,0,0.00399543,0,0,0,0,0,0.0591609,0.0181758,0.00544299,0.0655358,0.000777228,0.00528101,0.00524053,0.0315026,0.0206981,0.0177006,0.027425,0.020165,0.065308,0.0315506,0,0,0,0,0,0
mar-00,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.0021767,0,0.00211965,0,0,0,0,0,0.0446943,0.0117993,0.00332007,0.0456469,0.000557911,0.0042388,0.00316919,0.0198982,0.0117307,0.0219877,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-00,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00109555,0,0.000965069,0,0,0,0,0,0.0239366,0.00593806,0.00151054,0.0238091,0.000257497,0.0024268,0.00149204,0.0101541,0.00641707,0.0221596,0.0100689,0.00652888,0.0172175,0.00838841,0,0,0,0,0,0
may-00,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0.00128026,0,0,0.000200246,0.000010826,0.000608155,0,0,0,0.0160157,0,0,0,0,0,0,0,0,0,0
jun-00,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jul-00,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00610769,0,0,0,0,0,0,0,0,0,0
ago-00,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00237453,0,0.00112337,0,0,0,0,0,0.0147993,0.00502898,0.00145411,0.016134,0.000107291,0.001353,0.0013553,0.00846962,0.00676154,0.00800785,0.00823076,0.00552988,0.0200109,0.00889278,0,0,0,0,0,0
sept-00,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66791E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oct-00,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.0068351,0,0.00369917,0,0,0,0,0,0.0383901,0.0139295,0.00411276,0.0458512,0.000403413,0.0036795,0.00427025,0.0258539,0.0204604,0.00597196,0.0248606,0.0169072,0.0618942,0.0285795,0,0,0,0,0,0
nov-00,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0130555,0,0.0065079,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0374952,0.00673203,0.0384,0.0303206,0.114169,0.052796,0,0,0,0,0,0
dic-00,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-01,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-01,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00545417,0,0.00413812,0,0,0,0,0,0.0616797,0.0189762,0.00568269,0.0678764,0.000811117,0.00546962,0.00542769,0.0326277,0.0214373,0.018483,0.0311373,0.0208852,0.0676404,0.0326774,0,0,0,0,0,0
mar-01,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.00189384,0,0.00196274,0,0,0,0,0,0.0413942,0.0104331,0.00291087,0.0437287,0.000508073,0.00410321,0.00296788,0.0187287,0.0110465,0.0207661,0.0179065,0.0121612,0.0337881,0.0165995,0,0,0,0,0,0
abr-01,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00124169,0,0.00104614,0,0,0,0,0,0.0250733,0.00650275,0.00167967,0.0248002,0.000274664,0.00249686,0.00159605,0.0107584,0.00665272,0.0225803,0.0103741,0.00673515,0.0187288,0.00874495,0,0,0,0,0,0
may-01,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235289,0,0,0,0.0145227,0,0,0,0,0,0,0,0,0,0
jun-01,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0.000737186,0,0.000444416,0,0,0,0,0,0.0067,0.00157221,0.000432139,0.00717034,6.17994E-05,0.00085198,0.000530439,0.00349081,0.00266395,0.0180923,0.00288693,0.00228861,0.00756349,0.00327892,0,0,0,0,0,0
jul-01,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ago-01,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108581,0,0,0,0,0,0,0,0,0,0
sept-01,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00314105,0,0.00155857,0,0,0,0,0,0.0196837,0.00675668,0.00186895,0.021448,0.000111582,0.00188808,0.00164526,0.0111529,0.00881096,0.00448802,0.0110719,0.00734273,0.0254535,0.0116923,0,0,0,0,0,0
oct-01,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00598652,0,0.00322845,0,0,0,0,0,0.0332567,0.0120168,0.00353989,0.0396168,0.000325887,0.00323884,0.003616,0.0223454,0.0174958,0.00407179,0.0210209,0.0143121,0.053119,0.024094,0,0,0,0,0,0
nov-01,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0130555,0,0.0065079,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0374952,0.00673203,0.0384,0.0303206,0.114169,0.052796,0,0,0,0,0,0
dic-01,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-02,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-02,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00545417,0,0.00413812,0,0,0,0,0,0.0616797,0.0189762,0.00568269,0.0678764,0.000811117,0.00546962,0.00542769,0.0326277,0.0214373,0.018483,0.0311373,0.0208852,0.0676404,0.0326774,0,0,0,0,0,0
mar-02,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.00210598,0,0.00208042,0,0,0,0,0,0.0443276,0.0116627,0.00327915,0.0451674,0.000552374,0.0042049,0.00311886,0.0196058,0.0117307,0.0218519,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-02,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.000657116,0,0.000721864,0,0,0,0,0,0.0205265,0.00466752,0.00112999,0.0203402,0.000205998,0.00218162,0.00112802,0.0083414,0.00523883,0.0208973,0.00854292,0.00611633,0.0134393,0.00767533,0,0,0,0,0,0
may-02,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285025,0,0,0,0,0,0,0,0,0,0
jun-02,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jul-02,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ago-02,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sept-02,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00336027,0,0.00168017,0,0,0,0,0,0.0204415,0.0071802,0.0019958,0.0229347,0.000123027,0.00199316,0.00180127,0.0120593,0.0095179,0.00476852,0.0119875,0.00796154,0.0284761,0.0127619,0,0,0,0,0,0
oct-02,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.0068351,0,0.00369917,0,0,0,0,0,0.0383901,0.0139295,0.00411276,0.0463308,0.000403413,0.0037134,0.00432057,0.0258539,0.0206884,0.00597196,0.0251559,0.0171068,0.0626255,0.0289245,0,0,0,0,0,0
nov-02,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0130555,0,0.0065079,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0374952,0.00673203,0.0384,0.0303206,0.114169,0.052796,0,0,0,0,0,0
dic-02,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-03,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-03,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00545417,0,0.00413812,0,0,0,0,0,0.0616797,0.0189762,0.00568269,0.0678764,0.000811117,0.00546962,0.00542769,0.0326277,0.0214373,0.018483,0.0311373,0.0208852,0.0676404,0.0326774,0,0,0,0,0,0
mar-03,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.0021767,0,0.00211965,0,0,0,0,0,0.0446943,0.0117993,0.00332007,0.0456469,0.000557911,0.0042388,0.00316919,0.0198982,0.0117307,0.0219877,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-03,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00146091,0,0.00116774,0,0,0,0,0,0.0269678,0.00706744,0.0018488,0.0267824,0.000303275,0.00263697,0.00180407,0.0116647,0.00712402,0.0232816,0.0109845,0.00694142,0.0209957,0.00910149,0,0,0,0,0,0
may-03,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990802,0,0,0,0,0,0,0,0,0,0
jun-03,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138848,0,0,0,0,0,0,0,0,0,0
jul-03,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0.000159574,0,0,0,0,0,0,0,0.000738187,0.000387797,6.22465E-05,0,0,0.000171604,0,0,0,0.0077364,0,0,0,0,0,0,0,0,0,0
ago-03,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00195024,0,0.000888012,0,0,0,0,0,0.0125993,0.00434589,0.00124952,0.0132566,7.40651E-05,0.00114962,0.00105335,0.00671537,0.00539326,0.0071935,0.00645863,0.00453179,0.0156233,0.00716757,0,0,0,0,0,0
sept-03,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00401791,0,0.00204498,0,0,0,0,0,0.0238516,0.00845074,0.00237635,0.0268991,0.000174526,0.00227337,0.0022173,0.0147784,0.0116387,0.00603077,0.0147343,0.009818,0.0352769,0.0159708,0,0,0,0,0,0
oct-03,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.0068351,0,0.00369917,0,0,0,0,0,0.0383901,0.0139295,0.00411276,0.0463308,0.000403413,0.0037134,0.00432057,0.0258539,0.0206884,0.00597196,0.0251559,0.0171068,0.0626255,0.0289245,0,0,0,0,0,0
nov-03,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0129824,0,0.00646737,0,0,0,0,0,0.0635719,0.0260552,0.0076924,0.0788052,0.000709549,0.00514924,0.00801899,0.0460559,0.0372596,0.00645153,0.0384,0.029908,0.113413,0.0520829,0,0,0,0,0,0
dic-03,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-04,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-04,0.00697586,0.00827634,0.0078931,0.0131121,0.0078931,0,0,0.00473696,0,0.0037019,0,0,0,0,0,0.0548493,0.0162773,0.00487436,0.0619473,0.000712114,0.00502737,0.00486395,0.0293148,0.0199668,0.0161046,0.0291165,0.020165,0.0629629,0.0315506,0,0,0,0,0,0
