,0,1,2,3,4,5,6,7
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07,0.0,0.0,0.0,0.00016436174858954684,2.6006276276295537e-05,0.0,0.0,0.0
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.013033402425747182,0.13452356267484075,0.5229413200520567
2021-01-21,0.0,0.0,0.002282355294714821,0.0032414402417273672,0.005501091988936644,0.015188061332754318,0.0,0.0
2021-01-22,0.0,0.0,0.0,0.0,0.016561422907315018,0.07531482380384388,0.19949431254572544,0.25470000000000004
2021-01-23,0.0,0.0,0.0,0.0,0.005713311410454909,0.13760234394528437,0.5321215358041781,0.5590371880468511
2021-01-24,0.0,0.0,0.0,0.0004507027366118963,0.002897295500111587,0.01714632540972943,0.13452356267484075,0.5229413200520567
2021-01-25,0.0,0.0016403275760258863,0.003871788705425096,0.004345030516465581,0.02222816698317688,0.083721349785461,0.3266236415914164,0.25470000000000004
2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-27,0.0,0.0,0.0,0.0,0.0,0.013624765377075765,0.30471895431537516,0.6617851220442484
2021-01-28,0.0,0.0,0.0,0.0,0.0001271097546570222,0.037443318772275636,0.08787956741822188,0.11018424838979955
2021-01-29,0.0,0.0,0.0,8.316555267624976e-05,1.3334236506471989e-05,0.0,0.0,0.0
2021-01-30,0.0,0.0,0.0,0.0,0.0001563378497483614,0.02165261927611759,0.2806727181946816,0.6617851220442484
2021-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0037382983506575158,0.08349168040601945,0.3654938506141048
2021-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-03,0.0,0.0,0.0,0.0,0.0,3.743429685328707e-05,0.060735548865896896,0.3862549570377412
2021-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-10,0.0,0.0,0.0,0.00022943677980375764,0.0009469655336835753,3.024492482968443e-05,0.0,0.0
2021-02-11,0.0,0.0,0.0,0.0006453864413033611,0.042812511248103,0.2324923585217789,0.20575659881588634,0.41200000000000014
2021-02-12,0.025000088319581008,0.009000191594053051,0.004779058296160744,0.006830683464077555,0.015407927753772104,0.025367641186811285,0.0432877244244181,0.0
2021-02-13,0.0,0.0,0.0016545612587576923,0.018766515431364154,0.14120552086345262,0.5263934897682446,0.7232299900756057,0.7508000000000001
2021-02-14,0.0,0.0,0.0,0.0009289886568593891,0.015271827694187565,0.1938314866748848,0.5457741633822889,0.8021739669986987
2021-02-15,0.0,0.0,0.0,2.6189101784821637e-06,0.007286350718195044,0.1688324998992897,0.6567686508146923,0.8718000000000001
2021-02-16,0.0,0.0,0.0,0.0,0.0022312449601282628,0.05340637537165462,0.27821548900647214,0.7174739669986987
2021-02-17,0.0,0.0,0.0,0.0,0.0009647811510977138,0.0426339996367118,0.3976407701983175,0.6938863630143157
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.009311295531952733,0.10236097979201046,0.5088000000000001
2021-02-19,0.0,0.0,0.0,0.0,0.00017430681295372668,0.014797123103726028,0.25358389451761026,0.648052066002603
2021-02-20,0.0,0.0,0.0,0.0,2.3814169437869624e-08,0.005855466860957244,0.030483742091992866,0.16472112458547356
2021-02-21,0.0,0.0,0.0,0.0,0.0,0.004380151849198694,0.1489205689345619,0.5270520660026029
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0023436329441493546,0.031214328643753536,0.29100000000000004
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0013121622790943537,0.03269873516552453,0.2426
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-02,0.0,0.0,0.0003658296591464338,0.0017481574468779636,0.006326389668202553,0.007140262729590716,0.0,0.0
2021-03-03,0.0,0.0,0.0,0.0,0.002205959356266271,0.11488173678378445,0.4860689757092833,0.6903
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-15,0.0,0.0,0.0020463564387842824,0.0008843691826342327,0.0003607102904670869,0.0,0.0,0.0
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-20,0.0,0.0,2.8371188894025364e-05,0.028922510659210185,0.1135283267902809,0.2819789718145751,0.3346199451735555,0.15559509158417212
2021-03-21,0.0,0.0,0.0,0.0028218899548518813,0.02098570764068905,0.10288806072697584,0.12687867283861387,0.0
2021-03-22,0.0,0.0,0.0,0.0010291488394373542,0.014132068463817263,0.0794126060697379,0.11880769039849798,0.0
2021-03-23,0.0,0.0,0.0,0.0030403031590961983,0.011681696890007672,0.046732586894351086,0.09225050532023887,0.0
2021-03-24,0.0,0.0,0.0,0.0,0.005924008948775631,0.034117320216608,0.04208516718825811,0.0
2021-03-25,0.0,0.0,0.0,0.0003536668041435615,0.004041245811361586,0.02851386135468751,0.07149041450817994,0.0
2021-03-26,0.0,0.0,0.0,0.0,0.0023419905218242795,0.0074605320842308235,0.0,0.0
2021-03-27,0.0,0.0,0.0,0.0,0.0023737545047612806,0.014966894449451406,0.055515971156225696,0.0
