Branch,NOZR_CL050FRU,NOZR_CL13ANU,NOZR_CL13FRU,ZR_Aguas Claras de Chillepin_ANU,ZR_Aguas Claras de Salamanca_ANU,ZR_Araya_ANU,ZR_Barraco Chico_ANU,ZR_Barraco Grande_ANU,ZR_Batuco_ANU,ZR_Breas_ANU,ZR_Buzeta_ANU,ZR_Camisas o Batito_ANU,ZR_Carachas_ANU,ZR_Cuyuntagua Norte_ANU,ZR_Cuyuntagua Sur_ANU,ZR_Dona Juana_ANU,ZR_El Boldo_ANU,ZR_El Jote_ANU,ZR_El Pardo_ANU,ZR_El Pavo_ANU,ZR_El Pavo_FRU,ZR_El Quene_ANU,ZR_El Sauco_ANU,ZR_Higueral_ANU,ZR_Las Viudas_ANU,ZR_Los Loros_ANU,ZR_Los Rulos_ANU,ZR_Matriz de Mincha_ANU,ZR_Millahue Dos_ANU,ZR_Millahue Uno_ANU,ZR_Mincha Sur Arriba_ANU,ZR_Molino de Choap_ANU,ZR_Molino de Los Ranchos_ANU,ZR_Molino de Peralillo_ANU,ZR_Molino de Quelen_ANU,ZR_Molino de Quelen_FRU,ZR_Molino de Tranquilla_ANU,ZR_Pangue o Inquilino_ANU,ZR_Panguesillo Dos_ANU,ZR_Panguesillo Uno_ANU,ZR_Pintacura Alto_ANU,ZR_Pintacura Bajo_ANU,ZR_Poblacion_ANU,ZR_Rodadero_ANU,ZR_Salinero_ANU,ZR_San Antonio_ANU,ZR_San Francisco_ANU,ZR_San Pedro_ANU,ZR_Silvano_ANU,ZR_Tahuincano_ANU,Sum
Apr 1996,0.0026912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17E-05,0,0,0,0,0.00319188,0,0,0,0,0,0.000114783,0.00145318,0,0,0.00090227,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19E-05,0.00135367,8.54E-05,6.92E-06,0,0,0.0099329
may-96,0.000326707,0,2.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000768255
jun-96,0.00396497,0,0.000415352,0.00113965,7.06E-05,0.00335912,0.000410192,0.000824865,0.001863,0,0.00701337,0.000343982,0.0019578,0.00013715,1.74E-05,0.000213256,0,0.00178469,0.00428287,0.00161945,0.00404304,0.00133266,0.00394304,0.00317086,0.00228235,0.000603377,3.49E-05,0.000408729,0,0,0.00032016,0.000405433,0.00364702,0.00266584,0.000450325,0,0.00043315,0.00287657,0.00151412,0.00507912,0,0.00156372,0.00209088,0.00433029,0,0.000225612,0.00014749,9.73E-05,0,0.00357377,0.0746576
jul-96,0.0100931,0.000563651,0.00180409,0.0035926,0.000466166,0.00876639,0.00148872,0.016212,0.0029208,0.0275159,0.219004,0.00215367,0.0315514,0.00122506,0.000126873,0.00195195,0.0599889,0.0118516,0.0207857,0.00511728,0.00803117,0.00688326,0.015359,0.0196847,0.0232288,0.00318453,0.000435557,0.00553308,0.00304659,0.0405413,0.00493958,0.00311092,0.0103288,0.020969,0.00616866,0.00655309,0.0164865,0.00646595,0.00706537,0.0224104,0.0663853,0.0139067,0.0136216,0.00898175,0.000808839,0.0033816,0.00127986,0.000998425,0.0376919,0.0261333,0.830796
Aug 1996,0.000556096,0,0.000101636,0,0,0.000131156,0.000194431,0,0,0,0,0.00018519,0,0,0,0,0,0,0,0,0.00514819,0.000306104,0,0,0,0.000605723,0,0,0,0,0,0,0.000676102,0.000696143,0,0,0,0,0,0.000456516,0,0,0,0,0,0,0,0,0,0,0.00905728
sept-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oct-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411855
nov-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec 1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan 1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feb-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mar-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102964
Apr 1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
may-97,0.0119491,0,0.00151818,0.00532759,0.000341805,0.0142873,0.00206939,0.0286973,0.00917199,0.0265767,0.158117,0.00135384,0.0245637,0.00086272,0.00011149,0.00128187,0.0265636,0.00761526,0.0193593,0.00803537,0.0123556,0.00726716,0.0219895,0.0174403,0.0129487,0.00240508,0.000290742,0.00369343,0,0.0166227,0.00325042,0.00202818,0.0166479,0.0127578,0.00241423,0.00334241,0.000342379,0.0135562,0.00703266,0.0256837,0.0353648,0.00932842,0.00962582,0.0221703,0.000449445,0.00258825,0.00085264,0.000638816,0.0287976,0.0195571,0.659246
jun-97,0.0503499,0.0199012,0.024829,0.0313145,0.00249876,0.0800461,0.0118614,0.197644,0.0450439,0.245032,1.26488,0.00962106,0.178263,0.00627283,0.000693417,0.0105161,0.333449,0.0555028,0.127232,0.0452417,0.0476653,0.0431138,0.128536,0.122825,0.108976,0.0154505,0.00231813,0.0294132,0.0401389,0.26072,0.0263696,0.014424,0.0915764,0.0989171,0.0283061,0.0299104,0.103146,0.0789648,0.0456625,0.151822,0.322968,0.0579229,0.0706201,0.11227,0.0046364,0.0188899,0.006901,0.00538962,0.480999,0.137375,5.42641
jul-97,0.00487352,0,0.000547523,0.000743676,7.00E-05,0.00195455,0.000330926,0,0,0,0.0367053,0.00069099,0.00375408,0.000177224,2.14E-05,0.000290197,0.00676396,0.00273135,0.00415368,0.000998729,0.00391262,0.00146435,0.00276168,0.00349843,0.00511444,0.000985318,6.13E-05,0.000778258,0,0,0.000714586,0.00079848,0.0021468,0.00578208,0.00157369,0.00161358,0.00155086,0.000184402,0.00169688,0.00519722,0.011514,0.00444869,0.00244001,0.000317025,4.16E-05,0.000503558,0.000190586,0.000144829,0,0.0047978,0.12904
Aug 1997,0.0283024,0.0114171,0.0142569,0.0178379,0.00133329,0.0463799,0.00692069,0.110202,0.0259187,0.135265,0.706197,0.0054811,0.0968357,0.00355175,0.000406878,0.00597613,0.184655,0.0290842,0.069435,0.025696,0.031095,0.0255249,0.0730805,0.066502,0.0578161,0.00932928,0.00140337,0.0178277,0.0251344,0.160009,0.0151017,0.0079627,0.0518137,0.0568877,0.015803,0.0158394,0.0713367,0.0454052,0.026061,0.0886741,0.177822,0.0314005,0.0381286,0.0640823,0.00280708,0.0115351,0.00391504,0.00305837,0.256371,0.0725958,3.04948
sept-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297908
oct-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00885488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00885488
nov-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212792
Dec 1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan 1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feb-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159594
mar-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr 1998,0.00306551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17E-05,0,0,0,0,0.00340467,0,0,0,0,0,0.000102307,0.00129469,0,0,0.000756742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114857,8.54E-05,6.92E-06,0,0,0.00995646
may-98,0.00106886,0,9.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260395
jun-98,0.00314565,0,0.000290435,0.000550871,2.82E-05,0.00187724,0.000239278,0,0.00106704,0,0,0.000135508,0,6.50E-05,1.02E-05,0.000154044,0,0.000528121,0.00163881,0.000768284,0.00319188,0.000686555,0.00208343,0.000597653,0,0.000376125,3.49E-05,0.000408729,0,0,0.00032016,0.000166481,0.00195607,0.00109653,0,0,0.00096534,0.00143414,0.000820686,0.00285575,0,0.000912172,0.000895601,0.00234062,0,0.000225612,0.000108677,6.69E-05,0,0.00129308,0.0333358
jul-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug 1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sept-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127675
oct-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nov-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec 1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan 1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feb-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mar-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123556
Apr 1999,0.00108527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236202
may-99,0.00208318,0,0.000180874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94E-06,0,0,0,0,0.00433127
jun-99,0.00705426,0,0.000848831,0.00290598,0.000225877,0.00780474,0.00109384,0.012346,0.00444988,0.0123199,0.0920862,0.000917285,0.0128531,0.000534165,6.47E-05,0.000864585,0.0181204,0.00524024,0.012215,0.00417295,0.00659654,0.00413243,0.0113814,0.0108905,0.00914568,0.00158814,0.000184652,0.00231066,0,0.00639273,0.00206649,0.00136124,0.00829713,0.00894309,0.00234958,0.00200764,0.00681942,0.00720386,0.00428784,0.0139726,0.0167865,0.00514726,0.00647356,0.0107967,0.000211884,0.00145622,0.000574436,0.000431891,0.00357918,0.0126966,0.364204
jul-99,0.00063412,0,5.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110158
Aug 1999,0.010998,0.00289231,0.00416666,0.00658462,0.000404285,0.0169815,0.00267543,0.0368018,0.00897243,0.0403758,0.223987,0.00200093,0.0306972,0.000932157,0.000121999,0.00150659,0.0498181,0.00901973,0.0227375,0.0094277,0.0148268,0.00885131,0.0268903,0.0210558,0.0179645,0.00353801,0.000340861,0.00433011,0.00279271,0.0326036,0.00355336,0.00248991,0.0194947,0.0184142,0.0049282,0.00414919,0.0151993,0.0160913,0.00883706,0.032014,0.0406438,0.00775544,0.0119096,0.0217214,0.000678559,0.00280172,0.000985269,0.000762485,0.0616998,0.0225676,0.910993
sept-99,0.00095985,0,0.000386404,0.0024121,0.000204762,0.0030899,0.000852601,0.0047776,3.95E-05,0.0106026,0.127607,0.00148795,0.0156671,0.000854303,8.24E-05,0.00137423,0.0268987,0.00607523,0.0100364,0.00228502,0.0123419,0.00354747,0.00818201,0.00730167,0.0118545,0.00239154,0.00028646,0.00363903,0.000524691,0.0309285,0.00334131,0.00194882,0.00236068,0.0116049,0.00374766,0.00131858,0.00697752,0.00233457,0.00373763,0.0165612,0.037448,0.006863,0.00653558,0.000597584,0.00062088,0.00235457,0.000852339,0.000682845,0.0126242,0.0123092,0.431512
oct-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247113
nov-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec 1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan 2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feb-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mar-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr 2000,0.0013701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307244
may-00,0.00541749,0,0.00056562,0.000341974,5.49E-05,0.00173916,0.000139723,0,0.00127656,0,0,9.29E-05,0.000600474,0.000268945,3.41E-05,0.000365039,0,0.0012311,0.00272733,0.000827915,0.00514819,0.00143141,0.000993953,0.00125401,0.000268613,0.000499093,9.76E-05,0.00123932,0,0,0.000997097,0.000409469,0.00232939,0.00263321,0,0,0,0.000644126,0.000993103,0.00273278,0,0.00270782,0.00152877,0.00243402,3.94E-06,0.000901125,0.00025166,0.000167866,0,0.00337156,0.0487213
jun-00,0.038321,0.0137387,0.0175931,0.0214525,0.00176466,0.0552247,0.00821523,0.133318,0.0311146,0.167897,0.906355,0.00685879,0.125768,0.00464868,0.000511704,0.00785158,0.236284,0.0394816,0.0895538,0.0309847,0.0334083,0.0306226,0.0888649,0.0861569,0.0771551,0.0111327,0.00175669,0.0222809,0.028858,0.19639,0.0199664,0.0105211,0.0628302,0.0711925,0.0205508,0.0215736,0.0754719,0.0544435,0.0320251,0.106613,0.234138,0.0426115,0.049902,0.0774509,0.00353666,0.0144802,0.0051544,0.00402092,0.322753,0.0970823,3.83988
jul-00,0.0087449,0,0.00109379,0.00288037,0.000247576,0.00733232,0.00110279,0.0115664,0.00234308,0.0161291,0.0896308,0.00134667,0.016215,0.000351864,3.89E-05,0.000519404,0.0245056,0.00637944,0.0124697,0.00408764,0.00700153,0.00396539,0.0111599,0.0115916,0.0123602,0.0017917,9.75E-05,0.0012384,0,0.00145108,0.00113709,0.00133805,0.00828331,0.0108444,0.00264585,0.00276613,0.00824615,0.00507005,0.00460481,0.0152382,0.0224883,0.00634029,0.00745246,0.00753763,9.11E-05,0.000702044,0.000340831,0.000262566,0.0143314,0.0136263,0.39099
Aug 2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sept-00,0.0028108,0.000254421,0.000884769,0.00329527,0.000303583,0.00531271,0.00119443,0.0105382,0.0010345,0.0197542,0.182296,0.00185278,0.0226005,0.00114304,0.000111463,0.00184793,0.0415651,0.00827422,0.0146635,0.00356177,0.0136187,0.00505504,0.0119012,0.0118048,0.0162221,0.0030733,0.000411224,0.00522397,0.00341049,0.047385,0.00465106,0.00258603,0.0048971,0.0157897,0.00501383,0.00267969,0.0080419,0.00449822,0.00535563,0.0217491,0.0506781,0.00914343,0.00932456,0.00308468,0.000876632,0.00348263,0.00116285,0.000926169,0.0313991,0.0176308,0.644376
oct-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205927
nov-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec 2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan 2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feb-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mar-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185335
Apr 2001,0.00109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237264
may-01,0.00810661,0,0.000954698,0.00205133,0.000177863,0.00604137,0.000801322,0.00732749,0.00377999,0.00380316,0.0522663,0.000546843,0.00922724,0.000548369,6.58E-05,0.000823453,0.00527357,0.00366316,0.00912424,0.00329904,0.00761931,0.00372403,0.00819242,0.00747952,0.00509911,0.00123217,0.000218298,0.00277314,0,0.00648819,0.00226459,0.00102612,0.0072386,0.00668305,0.000423081,0.00120195,0.000342379,0.0051808,0.00345366,0.0106222,0.0134163,0.00554522,0.00499893,0.00869188,0.000276193,0.00189355,0.00055215,0.000403341,0,0.00999294,0.244915
jun-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212792
jul-01,0.0296551,0.00973536,0.0127842,0.0131365,0.00162743,0.031353,0.00534806,0.0784632,0.0146676,0.122406,0.76002,0.00654171,0.114944,0.00422887,0.000439888,0.00676529,0.21789,0.0386042,0.0726007,0.0189144,0.0218283,0.0237652,0.05735,0.0701114,0.0763643,0.00970887,0.001486,0.0188773,0.0246266,0.163603,0.0170512,0.00997117,0.0369203,0.0660235,0.0198004,0.021207,0.0540831,0.0281024,0.0242893,0.0776361,0.22917,0.0419655,0.0463954,0.0383455,0.00296211,0.0118172,0.004435,0.00347091,0.232363,0.09014,3.08399
Aug 2001,0.00635322,0.00060846,0.00146213,0.00359324,0.000213018,0.00945262,0.00157276,0.0172902,0.00454329,0.016337,0.141659,0.00129481,0.0172778,0.000722589,9.03E-05,0.00116278,0.0285281,0.00537164,0.0125025,0.00510323,0.0105023,0.00530817,0.0148929,0.011095,0.0107187,0.0024384,0.000292565,0.00371659,0.00177718,0.0268125,0.00299002,0.0017191,0.0104945,0.0123394,0.00339654,0.00250269,0.0136542,0.00841388,0.00481069,0.0183869,0.0260114,0.00523331,0.00651159,0.0106498,0.000579558,0.00240475,0.000759901,0.000585879,0.0123832,0.0130034,0.519524
sept-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234071
oct-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329484
nov-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec 2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan 2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feb-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mar-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411855
Apr 2002,0.0026159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24E-05,0,0,0,0,0.00297908,0,0,0,0,0,0.000114783,0.00145318,0,0,0.000756742,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64E-05,0.00125112,4.66E-05,0,0,0,0.00926621
may-02,0.0290259,0.00805856,0.0111516,0.0158686,0.00114786,0.0408176,0.00598385,0.0974523,0.0228445,0.111345,0.493312,0.00422876,0.0791999,0.00257419,0.000301409,0.00397505,0.125917,0.0231196,0.0596599,0.023274,0.0275943,0.0212313,0.0645804,0.056661,0.0437431,0.00673021,0.000942738,0.011976,0.0104092,0.0976986,0.0104329,0.00572809,0.0469214,0.0411067,0.00976619,0.0112456,0.0399991,0.0390314,0.0226908,0.0758888,0.130475,0.0257223,0.0323747,0.0563479,0.00190971,0.00814585,0.00261802,0.00202223,0.202704,0.0622282,2.32818
jun-02,0.0371846,0.0132986,0.0170411,0.0213053,0.00176466,0.0544838,0.00815826,0.132358,0.0307166,0.166589,0.918508,0.00691091,0.126758,0.0045404,0.000504435,0.00761473,0.236284,0.0397958,0.0895538,0.0307719,0.0331955,0.0306226,0.088245,0.0861569,0.077779,0.0112085,0.00166935,0.0211715,0.0267593,0.184422,0.0189477,0.0106007,0.0619848,0.0711925,0.020709,0.0217438,0.067489,0.0537222,0.0320251,0.105872,0.230358,0.0419599,0.049902,0.0764561,0.00330649,0.0136598,0.00499915,0.00389926,0.320071,0.0978425,3.81211
jul-02,0.0226353,0.00637468,0.00877971,0.00986024,0.00117658,0.0234656,0.00396972,0.0570934,0.0106236,0.0882453,0.524796,0.0047764,0.081395,0.00283175,0.000299207,0.00453053,0.152246,0.02766,0.0527702,0.0141781,0.017092,0.0173042,0.0423532,0.0508123,0.0546271,0.00699651,0.000990961,0.0125886,0.0144713,0.105692,0.0112771,0.006965,0.0279201,0.047293,0.0138269,0.0147856,0.0401775,0.0207739,0.0178024,0.0568368,0.156008,0.0293548,0.0336715,0.0282367,0.00194735,0.00784753,0.00297012,0.00232297,0.162281,0.0643902,2.16732
Aug 2002,0.00899875,0.00192443,0.00301603,0.00516015,0.000335975,0.0137548,0.00217923,0.0275105,0.00704671,0.0302542,0.188704,0.00169831,0.024946,0.000897229,0.000111447,0.00144929,0.0427214,0.00749969,0.0182597,0.00736843,0.0127675,0.00739237,0.0214915,0.016698,0.0149454,0.00302486,0.000352935,0.00448349,0.00304659,0.0340514,0.00369419,0.00210451,0.0154037,0.0163893,0.00416237,0.00332594,0.0182894,0.0129506,0.00727125,0.0262763,0.0369857,0.00712491,0.00998175,0.0169077,0.000703309,0.00290097,0.000947707,0.000733051,0.0409349,0.0181534,0.757331
sept-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212792
oct-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nov-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec 2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan 2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
