Yr,Mon,RIO LARQUI D
2009,8,38.67075471698113
2009,9,62.801886792452834
2009,10,91.83207547169813
2009,11,110.15566037735852
2009,12,144.50754716981132
2010,1,174.67830188679247
2010,2,122.9547169811321
2010,3,109.26320754716981
2010,4,62.30471698113209
2010,5,30.85188679245283
2010,6,23.791509433962265
2010,7,26.544339622641516
2010,8,38.15849056603773
2010,9,64.64716981132077
2010,10,93.76698113207549
2010,11,122.11981132075474
2010,12,146.9367924528302
2011,1,163.49339622641511
2011,2,122.07264150943398
2011,3,100.6632075471698
2011,4,65.81603773584906
2011,5,31.54528301886793
2011,6,22.881132075471704
2011,7,26.000943396226422
2011,8,36.42169811320755
2011,9,67.60849056603773
2011,10,95.62169811320757
2011,11,123.71320754716986
2011,12,162.42547169811323
2012,1,170.011320754717
2012,2,121.83490566037736
2012,3,109.21037735849058
2012,4,58.886792452830186
2012,5,33.49528301886792
2012,6,23.624528301886798
2012,7,25.7311320754717
2012,8,37.802830188679245
2012,9,64.27641509433964
2012,10,88.97264150943397
2012,11,127.13113207547173
2012,12,140.5179245283019
2013,1,165.2047169811321
2013,2,121.75377358490564
2013,3,98.56037735849058
2013,4,61.99716981132076
2013,5,33.70188679245283
2013,6,23.574528301886794
2013,7,26.1
2013,8,39.71509433962265
2013,9,57.58301886792452
2013,10,101.89056603773584
2013,11,128.50849056603772
2013,12,169.3424528301887
2014,1,176.96509433962265
2014,2,119.50849056603775
2014,3,103.79339622641513
2014,4,57.834905660377366
2014,5,29.95094339622641
2014,6,22.749056603773585
2014,7,27.13867924528301
2014,8,43.57169811320755
2014,9,59.20283018867926
2014,10,101.98396226415095
2014,11,125.00849056603775
2014,12,156.05283018867928
2015,1,182.7311320754717
2015,2,130.6622641509434
2015,3,109.94622641509437
2015,4,61.6679245283019
2015,5,32.0632075471698
2015,6,23.62358490566038
2015,7,22.918867924528303
2015,8,37.488679245283016
2015,9,56.53396226415096
2015,10,83.79150943396228
2015,11,116.64528301886793
2015,12,158.00754716981135
2016,1,157.2735849056604
2016,2,134.82075471698116
2016,3,112.97924528301888
2016,4,52.09905660377359
2016,5,28.418867924528303
2016,6,18.341509433962266
2016,7,22.98018867924528
2016,8,45.13679245283018
2016,9,71.57735849056603
2016,10,86.92452830188682
2016,11,130.6566037735849
2016,12,156.961320754717
2017,1,185.96320754716987
2017,2,130.8358490566038
2017,3,108.2160377358491
2017,4,58.819811320754724
2017,5,31.499056603773592
2017,6,24.528301886792452
2017,7,24.461320754716986
2017,8,37.77358490566039
2017,9,62.86226415094341
2017,10,88.48207547169812
2017,11,123.54433962264154
2017,12,154.39811320754717
2018,1,158.0915094339623
2018,2,127.1679245283019
2018,3,108.49905660377358
2018,4,60.37358490566038
2018,5,30.297169811320757
2018,6,19.844339622641513
2018,7,19.566981132075473
2018,8,36.06792452830189
2018,9,62.34622641509434
2018,10,79.39811320754718
2018,11,112.18113207547172
2018,12,146.18867924528303
2019,1,160.12924528301886
2019,2,133.57075471698116
2019,3,117.24245283018864
2019,4,64.85754716981131
2019,5,35.79056603773585
2019,6,24.19245283018868
2019,7,24.86320754716981
2019,8,40.47264150943397
2019,9,63.47169811320755
2019,10,87.64339622641509
2019,11,131.15
2019,12,167.45377358490566
2020,1,177.23301886792456
2020,2,136.90377358490568
2020,3,116.52358490566037
2020,4,73.2811320754717
2020,5,37.91132075471699
2020,6,22.661320754716986
2020,7,24.13962264150944
2020,8,38.038679245283014
2020,9,62.524528301886804
2020,10,100.80000000000003
2020,11,128.24999999999997
2020,12,155.64150943396228
2021,1,168.4235849056604
2021,2,119.04905660377361
2021,3,102.93207547169811
2021,4,61.354716981132086
2021,5,34.026415094339626
2021,6,23.41792452830189
2021,7,28.242452830188682
2021,8,39.561320754716995
2021,9,61.72641509433962
2021,10,97.40566037735849
2021,11,126.90849056603777
2021,12,159.42169811320755
2022,1,163.67735849056604
2022,2,136.3358490566038
2022,3,115.87169811320756
2022,4,62.19811320754717
2022,5,33.088679245283025
2022,6,20.044339622641512
2022,7,20.57075471698113
2022,8,37.544339622641516
2022,9,61.85754716981131
2022,10,92.08113207547171
2022,11,129.45849056603774
