Yr,Mon,RIO LARQUI B
1990,9,58.62943425076452
1990,10,93.04434250764527
1990,11,125.66636085626908
1990,12,151.61437308868503
1991,1,165.27270642201836
1991,2,132.87530581039755
1991,3,100.78241590214066
1991,4,52.55840978593272
1991,5,31.73004587155963
1991,6,19.64227828746177
1991,7,23.20481651376146
1991,8,38.66414373088685
1991,9,59.68111620795108
1991,10,94.95252293577981
1991,11,118.8945718654434
1991,12,127.6801987767584
1992,1,168.9659021406728
1992,2,125.74747706422016
1992,3,101.41865443425075
1992,4,51.73218654434251
1992,5,30.959021406727828
1992,6,18.60963302752293
1992,7,21.373853211009173
1992,8,36.27048929663608
1992,9,62.818119266055035
1992,10,92.64304281345568
1992,11,122.37285932721711
1992,12,141.95665137614677
1993,1,167.5816513761468
1993,2,140.10198776758406
1993,3,103.43983180428137
1993,4,59.7282110091743
1993,5,30.56697247706422
1993,6,24.20963302752293
1993,7,23.337232415902147
1993,8,42.201146788990826
1993,9,63.07882262996941
1993,10,92.84617737003059
1993,11,123.69235474006116
1993,12,158.73249235474006
1994,1,171.49663608562693
1994,2,123.68493883792048
1994,3,104.98172782874617
1994,4,57.53929663608562
1994,5,30.260856269113148
1994,6,23.619954128440366
1994,7,24.869495412844042
1994,8,37.0999235474006
1994,9,60.104281345565745
1994,10,85.96246177370031
1994,11,119.43103975535169
1994,12,150.91009174311924
1995,1,162.64999999999998
1995,2,124.52301223241591
1995,3,102.04143730886848
1995,4,60.30665137614679
1995,5,30.36032110091743
1995,6,22.21620795107033
1995,7,22.486391437308868
1995,8,36.03188073394495
1995,9,62.45695718654434
1995,10,91.59051987767585
1995,11,129.97866972477058
1995,12,164.9585626911315
1996,1,171.02989296636085
1996,2,129.88929663608562
1996,3,105.4980886850153
1996,4,54.56368501529052
1996,5,30.13264525993884
1996,6,17.95022935779816
1996,7,25.168425076452603
1996,8,40.408256880733944
1996,9,67.44564220183487
1996,10,94.28998470948012
1996,11,134.14304281345565
1996,12,151.78486238532108
1997,1,163.53929663608562
1997,2,133.04235474006117
1997,3,102.95764525993883
1997,4,64.77522935779817
1997,5,32.74564220183486
1997,6,23.28318042813455
1997,7,24.867278287461772
1997,8,38.36529051987768
1997,9,61.69785932721712
1997,10,84.45657492354741
1997,11,114.55351681957184
1997,12,149.787996941896
1998,1,171.90550458715597
1998,2,119.48899082568803
1998,3,102.02370030581041
1998,4,55.1426605504587
1998,5,32.70902140672783
1998,6,20.301911314984707
1998,7,23.26651376146789
1998,8,38.003516819571864
1998,9,60.58463302752293
1998,10,108.27844036697248
1998,11,131.97951070336393
1998,12,166.60313455657493
1999,1,172.60152905198777
1999,2,130.08310397553515
1999,3,96.78012232415904
1999,4,58.22461773700306
1999,5,31.94885321100917
1999,6,21.41796636085627
1999,7,22.868272171253825
1999,8,41.06498470948012
1999,9,60.00405198776758
1999,10,94.23501529051988
1999,11,128.03402140672782
1999,12,158.3454128440367
2000,1,171.3076452599388
2000,2,115.51406727828747
2000,3,101.03195718654433
2000,4,55.68325688073394
2000,5,26.960703363914366
2000,6,27.122935779816512
2000,7,22.55229357798165
2000,8,37.978363914373084
2000,9,57.99954128440367
2000,10,94.07782874617737
2000,11,123.92469418960246
2000,12,162.94449541284405
2001,1,161.36865443425074
2001,2,134.78853211009172
2001,3,102.77217125382265
2001,4,55.91697247706421
2001,5,29.362003058103973
2001,6,20.49518348623853
2001,7,31.473776758409787
2001,8,40.11796636085626
2001,9,59.6506880733945
2001,10,96.49380733944952
2001,11,122.21483180428132
2001,12,175.65986238532108
2002,1,167.44762996941895
2002,2,124.66116207951069
2002,3,92.29434250764524
2002,4,54.01368501529052
2002,5,28.884174311926603
2002,6,18.44151376146789
2002,7,24.160091743119267
2002,8,36.804051987767586
2002,9,60.008715596330276
2002,10,86.16284403669724
2002,11,118.7189602446483
2002,12,149.06506116207953
2003,1,172.6158256880734
2003,2,134.42721712538224
2003,3,106.15787461773698
2003,4,56.263149847094795
2003,5,28.88318042813455
2003,6,27.104281345565752
2003,7,23.964831804281346
2003,8,39.564143730886855
2003,9,63.917737003058086
2003,10,100.80596330275228
2003,11,127.23310397553517
2003,12,155.2724006116208
2004,1,172.57530581039754
2004,2,127.26628440366972
2004,3,105.73662079510703
2004,4,54.07714067278288
2004,5,27.243807339449543
2004,6,21.709174311926603
2004,7,27.24136085626911
2004,8,39.002981651376146
2004,9,65.26766055045871
2004,10,83.54304281345567
2004,11,111.86009174311926
2004,12,155.0865443425076
2005,1,174.0079510703364
2005,2,127.19564220183489
2005,3,102.1971712538226
2005,4,59.8349388379205
2005,5,28.567354740061166
2005,6,20.71949541284404
2005,7,26.588608562691135
2005,8,36.51704892966361
2005,9,60.60366972477064
2005,10,91.44571865443424
2005,11,121.57584097859326
2005,12,152.04204892966362
2006,1,167.7521406727829
2006,2,126.77996941896025
2006,3,104.65389908256883
2006,4,59.84059633027523
2006,5,29.368654434250768
2006,6,22.822629969418962
2006,7,26.9085626911315
2006,8,41.694877675840985
2006,9,63.887308868501535
2006,10,87.90703363914372
2006,11,129.73371559633026
2006,12,150.46444954128438
2007,1,168.66758409785933
2007,2,121.42706422018347
2007,3,102.56987767584094
2007,4,58.416055045871545
2007,5,27.66865443425076
2007,6,18.48914373088685
2007,7,22.762920489296636
2007,8,34.10145259938838
2007,9,62.21865443425076
2007,10,91.56788990825686
2007,11,130.5324923547401
2007,12,154.7306574923547
2008,1,172.72515290519877
2008,2,123.50833333333333
2008,3,104.20688073394497
2008,4,60.28195718654433
2008,5,30.661162079510703
2008,6,19.59434250764526
2008,7,27.873929663608564
2008,8,38.03952599388379
2008,9,66.90137614678899
2008,10,99.98119266055045
2008,11,134.77561162079508
2008,12,160.13318042813455
2009,1,183.20175840978592
2009,2,135.96597859327218
2009,3,116.6142201834862
2009,4,66.52737003058104
2009,5,30.36131498470948
2009,6,22.433715596330273
2009,7,25.48425076452599
2009,8,37.64288990825688
2009,9,63.059327217125364
2009,10,89.85030581039756
2009,11,110.56666666666663
2009,12,146.86383792048932
2010,1,178.0137614678899
2010,2,123.57194189602444
2010,3,109.09617737003057
2010,4,60.092125382263
2010,5,28.81995412844037
2010,6,23.25099388379205
2010,7,25.455810397553513
2010,8,37.29059633027523
2010,9,63.70741590214067
2010,10,92.63929663608563
2010,11,125.26704892966362
2010,12,149.04969418960246
2011,1,165.06009174311924
2011,2,123.69464831804278
2011,3,100.527752293578
2011,4,64.21957186544343
2011,5,29.519954128440368
2011,6,22.60603975535168
2011,7,24.570642201834865
2011,8,35.717048929663605
2011,9,66.23058103975534
2011,10,95.48570336391437
2011,11,125.59808868501526
2011,12,166.5721712538226
2012,1,170.45756880733944
2012,2,124.17454128440363
2012,3,110.43792048929663
2012,4,56.77928134556576
2012,5,31.24663608562691
2012,6,23.15045871559633
2012,7,25.290290519877676
2012,8,37.41972477064221
2012,9,63.831651376146795
2012,10,88.45397553516818
2012,11,129.34151376146784
2012,12,141.6980122324159
2013,1,166.31444954128443
2013,2,124.45955657492352
2013,3,100.86192660550459
2013,4,60.085244648318046
2013,5,31.763379204892967
2013,6,23.073241590214067
2013,7,25.561773700305803
2013,8,38.893807339449545
2013,9,57.39770642201835
2013,10,101.36834862385321
2013,11,130.85993883792048
2013,12,174.24250764525993
2014,1,179.11659021406726
2014,2,123.49480122324161
2014,3,104.23348623853211
2014,4,56.77331804281346
2014,5,28.038837920489296
2014,6,22.357568807339447
2014,7,26.39281345565749
2014,8,42.64288990825688
2014,9,57.87912844036697
2014,10,102.40252293577986
2014,11,128.1886850152905
2014,12,158.60275229357796
2015,1,186.47178899082564
2015,2,135.53654434250765
2015,3,112.11391437308869
2015,4,60.01873088685014
2015,5,30.502522935779815
2015,6,22.93272171253823
2015,7,22.446636085626906
2015,8,36.80321100917431
2015,9,55.75726299694188
2015,10,83.95221712538228
2015,11,117.70252293577981
2015,12,162.47859327217128
2016,1,157.47094801223238
2016,2,138.74159021406726
2016,3,112.91750764525992
2016,4,51.3479357798165
2016,5,27.08493883792049
2016,6,18.84120795107034
2016,7,22.371330275229358
2016,8,42.81941896024464
2016,9,71.26857798165138
2016,10,86.92675840978593
2016,11,133.96116207951073
2016,12,158.60168195718654
2017,1,191.27148318042808
2017,2,133.6888379204893
2017,3,108.45626911314983
2017,4,57.93188073394495
2017,5,30.120412844036704
2017,6,23.656269113149847
2017,7,24.25313455657492
2017,8,36.26200305810397
2017,9,62.36597859327216
2017,10,87.5834097859327
2017,11,126.07844036697247
2017,12,159.2558868501529
2018,1,163.57171253822628
2018,2,133.57874617737002
2018,3,110.25114678899081
2018,4,59.506116207951074
2018,5,29.86261467889908
2018,6,19.688685015290517
2018,7,20.039449541284405
2018,8,36.119571865443426
2018,9,62.645259938837924
2018,10,79.88524464831804
2018,11,115.04816513761466
2018,12,150.70496941896025
2019,1,164.80435779816514
2019,2,133.60160550458716
2019,3,116.92232415902139
2019,4,64.83493883792049
2019,5,30.185474006116205
2019,6,23.53669724770642
2019,7,24.2815749235474
2019,8,39.79740061162079
2019,9,63.84243119266054
2019,10,87.57874617737002
2019,11,137.5353975535168
2019,12,175.36766055045868
2020,1,181.8737003058104
2020,2,141.4750764525994
2020,3,118.37377675840979
2020,4,72.48287461773701
2020,5,35.96452599388379
2020,6,22.22538226299694
2020,7,24.636391437308866
2020,8,38.91880733944955
2020,9,61.1275993883792
2020,10,102.5802752293578
2020,11,131.07790519877676
2020,12,159.56659021406725
2021,1,172.07866972477063
2021,2,118.20129969418959
2021,3,103.63776758409784
2021,4,59.69816513761469
2021,5,30.962614678899083
2021,6,21.125152905198778
2021,7,26.51666666666667
2021,8,36.58899082568808
2021,9,61.41200305810398
2021,10,98.92966360856269
2021,11,128.7139143730887
2021,12,158.6309633027523
2022,1,160.76995412844036
2022,2,136.03853211009172
2022,3,119.48050458715596
2022,4,61.45795107033639
2022,5,31.625840978593285
2022,6,18.273853211009172
2022,7,21.62400611620795
2022,8,37.439220183486235
2022,9,60.99633027522935
2022,10,93.12477064220184
2022,11,129.88929663608562
