Sources and Destinations,Decrease in Storage for AC_01,Decrease in Storage for AC_02,Decrease in Storage for AC_03,Increase in Storage for AC_01,Increase in Storage for AC_02,Increase in Storage for AC_03,Inflow from Below CA_Alameda Diverted Inflow,Inflow from Below CA_Arboleda Grande Diverted Inflow,Inflow from Below CA_Batuco Chalinga Diverted Inflow,Inflow from Below CA_Chalinga Diverted Inflow,Inflow from Below CA_Chanar Chalinga Diverted Inflow,Inflow from Below CA_Chilcas Diverted Inflow,Inflow from Below CA_Cunlagua Diverted Inflow,Inflow from Below CA_Destiladera Diverted Inflow,Inflow from Below CA_Gabino Diverted Inflow,Inflow from Below CA_Huanque Diverted Inflow,Inflow from Below CA_Los Guindos Diverted Inflow,Inflow from Below CA_Maravillal Diverted Inflow,Inflow from Below CA_Molino de Zapallar Diverted Inflow,Inflow from Below CA_Palquial Diverted Inflow,Inflow from Below CA_Tebal Diverted Inflow,Inflow from Below CA_Toma Ranque Diverted Inflow,Inflow from Below CA_Valentino Diverted Inflow,Inflow from Below CL_09 Inflow,Inflow from Below ZR_Alameda Runoff,Inflow from Runoff/Infiltration from ZR_Alameda_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Arboleda Grande_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Batuco Chalinga_FRU to AC_01,Inflow from Runoff/Infiltration from ZR_Chalinga_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Chanar Chalinga_ANU to AC_03,Inflow from Runoff/Infiltration from ZR_Chilcas_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Cunlagua_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Destiladera_ANU to AC_01,Inflow from Runoff/Infiltration from ZR_Gavino_ANU to AC_01,Inflow from Runoff/Infiltration from ZR_Huanque_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Los Guindos_ANU to AC_03,Inflow from Runoff/Infiltration from ZR_Maravillal_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Molino de Zapallar_FRU to AC_01,Inflow from Runoff/Infiltration from ZR_Palquial_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Tebal_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Toma Ranque_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Valentino_FRU to AC_02,Natural Recharge,Outflow to Agua Potable_AC02,Outflow to Agua Potable_AC03,Outflow to Below CA_Alameda Diverted Inflow,Outflow to Below CA_Arboleda Grande Diverted Inflow,Outflow to Below CA_Batuco Chalinga Diverted Inflow,Outflow to Below CA_Chalinga Diverted Inflow,Outflow to Below CA_Chanar Chalinga Diverted Inflow,Outflow to Below CA_Chilcas Diverted Inflow,Outflow to Below CA_Cunlagua Diverted Inflow,Outflow to Below CA_Destiladera Diverted Inflow,Outflow to Below CA_Gabino Diverted Inflow,Outflow to Below CA_Huanque Diverted Inflow,Outflow to Below CA_Los Guindos Diverted Inflow,Outflow to Below CA_Maravillal Diverted Inflow,Outflow to Below CA_Molino de Zapallar Diverted Inflow,Outflow to Below CA_Palquial Diverted Inflow,Outflow to Below CA_Tebal Diverted Inflow,Outflow to Below CA_Toma Ranque Diverted Inflow,Outflow to Below CA_Valentino Diverted Inflow,Outflow to Below CL_09 Inflow,Outflow to Below ZR_Alameda Runoff,Outflow to Veg_Riparia AC_03,Outflow to Veg_Riparia AC01,Outflow to Veg_Riparia AC02,Overflow
ago-12,0,0,0,0,0,0,0.00408356,0.0514901,0.113928,0.0321739,0.00645933,0.0276828,0.055827,0.02069,0.0115301,0.0427607,0.00645933,0.00902501,0.00880711,0.0663436,0.0495569,0.00045983,0.00520454,0.0037521,0.00285317,0,0,0.000137423,0,0.000305631,0,0,0,0,0,0.000344914,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.472476
sept-12,0,0,0,0,0,0,0.00405496,0.0511294,0.11313,0.0319485,0.00641408,0.0274889,0.055436,0.0205451,0.0114493,0.0424612,0.00641408,0.00896179,0.00874542,0.0658788,0.0492097,0.000456608,0.00516808,0.00372632,0.0031958,0,0,0.00069424,0,0.000787863,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.470837
oct-12,0,0,0,0,0,0,0.00393324,0.0495946,0.109734,0.0309895,0.00622154,0.0266638,0.0537719,0.0199284,0.0111056,0.0411866,0.00622154,0.00869278,0.0084829,0.0639013,0.0477326,0.000442902,0.00501295,0.00361275,0.00315899,0,0,0.000473346,0,0.00124382,0,0,0,0,0,0.00271172,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.458795
nov-12,0,0,0,0,0,0,0.00375965,0.0474058,0.104891,0.0296218,0.00594696,0.025487,0.0513987,0.0190489,0.0106155,0.0393689,0.00594696,0.00830914,0.00810852,0.0610811,0.0456259,0.000423355,0.00479171,0.0034541,0.00355366,0,0,0.000757353,0,0.00250728,0,0,0,0,0,0.0026938,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.438012
dic-12,0,0,0,0,0,0,0.00377217,0.0475637,0.10524,0.0297205,0.00596678,0.0255719,0.05157,0.0191123,0.0106508,0.0395001,0.00596678,0.00833682,0.00813553,0.0612846,0.045778,0.000424766,0.00480767,0.00346141,0.00330379,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00270277,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.44274
ene-13,0,0,0,0,0,0,0.00345624,0.0435801,0.0964263,0.0272313,0.00546704,0.0234302,0.0472509,0.0175116,0.0097588,0.0361918,0.00546704,0.00763859,0.00745416,0.0561518,0.0419439,0.00038919,0.00440502,0.00317432,0.00339648,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00247641,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.404224
feb-13,0,0,0,0,0,0,0.00329596,0.0415592,0.0919546,0.0259685,0.00521351,0.0223436,0.0450597,0.0166995,0.00930625,0.0345135,0.00521351,0.00728436,0.00710848,0.0535479,0.0399988,0.000371142,0.00420074,0.00302327,0.00295802,0,0,0.00207934,0,0.00159428,0,0,0,0,0,0.00236157,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.379928
mar-13,0,0,0,0,0,0,0.00327866,0.041341,0.0914719,0.0258322,0.00518614,0.0222263,0.0448231,0.0166119,0.0092574,0.0343323,0.00518614,0.00724612,0.00707116,0.0532668,0.0397888,0.000369194,0.00417869,0.00300072,0.00230019,0,0,0.00247361,0,0.00081663,0,0,0,0,0,0.00098598,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.381301
abr-13,0,0,0,0,0,0,0.00322749,0.0406958,0.0900443,0.025429,0.00510521,0.0218795,0.0441236,0.0163526,0.00911292,0.0337965,0.00510521,0.00713303,0.00696081,0.0524354,0.0391679,0.000363432,0.00411347,0.00295816,0.00242767,0,0,0.00263496,0,0.000465509,0,0,0,0,0,0.000694848,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.363685
may-13,0,0,0,0,0,0,0.0034484,0.0434812,0.0962074,0.0271695,0.00545463,0.023377,0.0471436,0.0174719,0.00973665,0.0361097,0.00545463,0.00762125,0.00743723,0.0560244,0.0418487,0.000388307,0.00439501,0.00315803,0.00212225,0,0,0.00125208,0,0.000589588,0,0,0,0,0,0.000926888,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.391952
jun-13,0,0,0,0,0,0,0,0.0655216,0.144974,0.0409416,0,0.0352267,0.0710405,0.0263283,0.0146721,0.0544135,0.00821956,0.0114844,0,0.0482872,0.0630616,0,0.00662283,0.00476141,0.00355816,0,0,0.0017356,0,8.92374E-05,0,0,0,0,0,0.000150012,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.55099
jul-13,0,0,0,0,0,0,0.00023519,0.0710153,0.15713,0.0443744,0.000218035,0.0381802,0.0769968,0.0285358,0.0159023,0.0589757,0.00890872,0.0124473,0.000764221,0.0690114,0.068349,4.26699E-05,0.00717812,0.00518212,0.00365346,0,0,0.00109938,0,0.000216004,0,0,0,0,0,0.000584791,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.620992
ago-13,0,0,0,0,0,0,0.00350656,0.0442146,0.0978301,0.0276278,0.00554663,0.0237713,0.0479388,0.0177666,0.00990087,0.0367187,0.00554663,0.00774979,0.00756268,0.0569693,0.0425546,0.000394856,0.00446914,0.00324646,0.00368717,0,0,0.000687115,0,0.000236333,0,0,0,0,0,0.000659181,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.401186
sept-13,0,0,0,0,0,0,0.0042009,0.0529696,0.117202,0.0330984,0.00664494,0.0284783,0.0574312,0.0212846,0.0118614,0.0439895,0.00664494,0.00928435,0.00906018,0.06825,0.0509809,0.000473043,0.00535409,0.00385171,0.0025438,0,0,0.000646906,0,0.00075663,0,0,0,0,0,0.0017538,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.488482
oct-13,0,0,0,0,0,0,0.00434704,0.0548123,0.121279,0.0342499,0.0068761,0.029469,0.0594292,0.022025,0.012274,0.0455198,0.0068761,0.00960733,0.00937537,0.0706242,0.0527544,0.000489499,0.00554035,0.00399323,0.00327091,0,0,0.000671845,0,0.00142517,0,0,0,0,0,0.0030961,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.511984
nov-13,0,0,0,0,0,0,0.00511585,0.0645063,0.142728,0.0403072,0.00809219,0.0346808,0.0699396,0.0259203,0.0144448,0.0535703,0.00809219,0.0113065,0.0110335,0.0831147,0.0620844,0.000576071,0.0065202,0.00470039,0.00371422,0,0,0.000725797,0,0.00247605,0,0,0,0,0,0.00366552,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.610529
dic-13,0,0,0,0,0,0,0.00370279,0.0466889,0.103305,0.0291739,0.00585703,0.0251016,0.0506215,0.0187608,0.0104549,0.0387736,0.00585703,0.00818348,0.0079859,0.0601574,0.044936,0.000416953,0.00471925,0.00341639,0.00458474,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00265306,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.435219
ene-14,0,0,0,0,0,0,0.00354999,0.0447622,0.0990417,0.02797,0.00561533,0.0240657,0.0485325,0.0179866,0.0100235,0.0371735,0.00561533,0.00784578,0.00765634,0.0576749,0.0430816,0.000399747,0.0045245,0.00325909,0.00332674,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00254358,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.416071
feb-14,0,0,0,0,0,0,0.00364913,0.0460123,0.101808,0.0287511,0.00577215,0.0247378,0.0498879,0.0184889,0.0103034,0.0382117,0.00577215,0.00806489,0.00787017,0.0592856,0.0442848,0.000410911,0.00465086,0.00334763,0.00299104,0,0,0.00207934,0,0.00159428,0,0,0,0,0,0.00247058,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.424717
mar-14,0,0,0,0,0,0,0.00343229,0.0432781,0.095758,0.0270426,0.00542915,0.0232678,0.0469234,0.0173903,0.00969117,0.035941,0.00542915,0.00758565,0.0074025,0.0557627,0.0416532,0.000386493,0.00437449,0.00314572,0.00258435,0,0,0.00247361,0,0.00081663,0,0,0,0,0,0.00098598,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.40101
abr-14,0,0,0,0,0,0,0.00335637,0.0423208,0.0936399,0.0264445,0.00530906,0.0227531,0.0458855,0.0170056,0.00947681,0.035146,0.00530906,0.00741786,0.00723876,0.0545293,0.0407319,0.000377944,0.00427773,0.00307819,0.00255523,0,0,0.00263496,0,0.000465509,0,0,0,0,0,0.000694848,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.380107
may-14,0,0,0,0,0,0,0.00319359,0.0402683,0.0890984,0.0251619,0.00505158,0.0216496,0.04366,0.0161808,0.00901719,0.0334414,0.00505158,0.00705809,0.00688768,0.0518846,0.0387564,0.000359614,0.00407026,0.00292671,0.00218166,0,0,0.00207661,0,0.000178194,0,0,0,0,0,0.000284179,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.359572
jun-14,0,0,0,0,0,0,0.00382494,0.0482291,0.106713,0.0301363,0.00605024,0,0.0522914,0.0193797,0.0107998,0.0400526,0.00605024,0.00845344,0.00824933,0.0621419,0.0464183,0,0.00487492,0.00350343,0.00239137,0,0,0.000725797,0,0.000976286,0,0,0,0,0,0.00145229,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.412615
jul-14,0,0,0,0,0,0,0.00316096,0.0398569,0.0881882,0.0249048,0.00499997,0.0214284,0.043214,0.0160155,0.00892507,0.0330998,0.00499997,0.00698599,0.00681732,0.0513545,0.0383605,0.00035594,0.00402868,0.00290324,0.00271001,0,0,0.00111465,0,0.000231117,0,0,0,0,0,0.000616822,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.356264
ago-14,0,0,0,0,0,0,0.00304739,0.0384249,0.0850197,0.02401,0.00482033,0.0206585,0.0416614,0.0154401,0.0086044,0.0319106,0.00482033,0.00673499,0.00657238,0.0495094,0.0369822,0.000343152,0.00388393,0.00279177,0.00227781,0,0,0.000732922,0,0.000266558,0,0,0,0,0,0.000723244,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.341837
sept-14,0,0,0,0,0,0,0.00320615,0.0404268,0.089449,0.0252609,0.00507146,0.0217348,0.0438319,0.0162445,0.00905267,0.033573,0.00507146,0.00708587,0.00691479,0.0520888,0.0389089,0.000361029,0.00408628,0.00293539,0.00227114,0,0,0.000489124,0,0.000584848,0,0,0,0,0,0.0013897,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.36176
oct-14,0,0,0,0,0,0,0.00335548,0.0423095,0.0936149,0.0264374,0.00530765,0.0227471,0.0458733,0.0170011,0.00947428,0.0351366,0.00530765,0.00741588,0.00723683,0.0545147,0.040721,0.000377843,0.00427659,0.00307275,0.00258036,0,0,0.000671845,0,0.00142517,0,0,0,0,0,0.00240421,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.385241
nov-14,0,0,0,0,0,0,0.002907,0.0366547,0.081103,0.022904,0.00459826,0.0197068,0.0397421,0.0147288,0.00820801,0.0304405,0.00459826,0.00642473,0.0062696,0.0472287,0.0352785,0.000327343,0.00370501,0.00266609,0.00305455,0,0,0.000757353,0,0.00250728,0,0,0,0,0,0.00208288,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.329108
dic-14,0,0,0,0,0,0,0.00245641,0.0309732,0.0685319,0.0193538,0.00388553,0.0166523,0.033582,0.0124458,0.00693576,0.0257222,0.00388553,0.00542888,0.0052978,0.0399081,0.0298103,0.000276605,0.00313072,0.00224633,0.00252178,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00176003,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.274674
ene-15,0,0,0,0,0,0,0.00239199,0.0301608,0.0667345,0.0188462,0.00378362,0.0162155,0.0327013,0.0121194,0.00675385,0.0250476,0.00378362,0.0052865,0.00515886,0.0388615,0.0290285,0.00026935,0.00304861,0.00218239,0.00213103,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00171387,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.267641
feb-15,0,0,0,0,0,0,0.0024126,0.0304207,0.0673094,0.0190086,0.00381621,0.0163552,0.032983,0.0122238,0.00681203,0.0252633,0.00381621,0.00533204,0.0052033,0.0391962,0.0292785,0.00027167,0.00307488,0.00220034,0.00201473,0,0,0.00175814,0,0.00142696,0,0,0,0,0,0.00172863,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.266179
mar-15,0,0,0,0,0,0,0.00251588,0.031723,0.070191,0.0198224,0.00397959,0.0170554,0.0343951,0.0127471,0.00710367,0.0263449,0.00397959,0.00556031,0.00542606,0.0408743,0.030532,0.000283301,0.00320652,0.00229182,0.00166723,0,0,0.00236673,0,0.000771292,0,0,0,0,0,0.000889885,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.283983
abr-15,0,0,0,0,0,0,0.00237101,0.0298963,0.0661492,0.0186809,0.00375043,0.0160733,0.0324145,0.0120131,0.00669462,0.0248279,0.00375043,0.00524013,0.00511361,0.0385206,0.0287739,0.000266988,0.00302188,0.00216404,0.00183988,0,0,0.00263496,0,0.000465509,0,0,0,0,0,0.000694848,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.254816
may-15,0,0,0,0,0,0,0.00211405,0.0266563,0.0589803,0.0166564,0.00334398,0.0143314,0.0289016,0.0107112,0.00596909,0.0221372,0.00334398,0.00467223,0.00455943,0.034346,0.0256555,0.000238053,0.00269438,0.0019259,0.0015288,0,0,0.00213769,0,0.000238645,0,0,0,0,0,0.000412306,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.222688
jun-15,0,0,0,0,0,0,0.00180514,0.0227612,0.050362,0.0142225,0.00285535,0.0122372,0.0246784,0.00914606,0.00509687,0.0189024,0.00285535,0.00398952,0.00389319,0.0293272,0.0219067,0.000203268,0.00230067,0.00164081,0.00142382,0,0,0.00203539,0,0.000171219,0,0,0,0,0,0.000333923,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.182049
jul-15,0,0,0,0,0,0,0.00215329,0.027151,0.0600749,0.0169655,0.00340604,0,0.0294379,0.01091,0.00607987,0.022548,0.00340604,0.00475894,0.00464404,0.0349834,0.024727,0.000242471,0.00274438,0.00195409,0.000997671,0,0,0.000656576,0,0.000267648,0,0,0,0,0,0.000309677,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.21041
ago-15,0,0,0,0,0,0,0,0,0.1992,0.0188798,0.0115671,0,0.0999726,0.00334059,0.02016,0.0765741,0.0115671,0.01578,0,0.116,0.0392936,0.000804,0.0091,0.0066862,0.00254184,0,0,0.00614331,0,0.00135006,0,0,0,0,0,0.00187824,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.59344
sept-15,0,0,0,0,0,0,0.000527542,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.0131091,0.116,0.10741,0.000134212,0.0091,0.00874621,0.0067209,0,0,0.000473346,0,0.000569232,0,0,0,0,0,0.0013566,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.970198
oct-15,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.014698,0.0130555,0,0,4.58076E-05,0,0.00088111,0,0,0,0,0,0.00194296,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.994785
nov-15,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0224191,0.0217685,0,0,0.000757353,0,0.00250728,0,0,0,0,0,0.00591376,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-1.01676
dic-15,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.01499,0.014405,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00634159,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-1.00579
ene-16,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0099261,0.00944518,0,0,0.00145058,0,0.00259673,0,0,0,0,0,0.00574294,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.996507
feb-16,0,0,0,0,0,0,0.00714,0.10657,0.1992,0.0665908,0.013369,0.0572956,0.115546,0.036176,0.02016,0.0885026,0.013369,0.01578,0.015399,0.116,0.102569,0.000804,0.0091,0.00784603,0.00704714,0,0,0.00199132,0,0.00152315,0,0,0,0,0,0.00235115,0,0,0,0,0,0,0,-0.00827634,-0.0131121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078931,-0.00697586,-0.0078931,-0.960179
mar-16,0,0,0,0,0,0,0.00714,0.0984081,0.1992,0.061491,0.0123451,0.0529076,0.106697,0.036176,0.02016,0.0817246,0.0123451,0.01578,0.015399,0.116,0.0947134,0.000804,0.0091,0.00722031,0.0057243,0,0,0.00245834,0,0.000801517,0,0,0,0,0,0.000953948,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.917805
abr-16,0,0,0,0,0,0,0.00714,0.100316,0.1992,0.0626833,0.0125845,0.0539335,0.108766,0.036176,0.02016,0.0833092,0.0125845,0.01578,0.015399,0.116,0.0965499,0.000804,0.0091,0.00737157,0.00587981,0,0,0.00219317,0,5.33568E-05,0,0,0,0,0,5.31454E-06,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.915447
may-16,0,0,0,0,0,0,0.00633844,0.0799221,0.176837,0.0499398,0.0100261,0.0429689,0.0866539,0.0321148,0.0178968,0.0663726,0.0100261,0.0140085,0.0136703,0.102977,0.0769214,0.00071374,0.00807841,0.00585464,0.00501675,0,0,0.00154219,0,9.59194E-05,0,0,0,0,0,4.08353E-05,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.75915
jun-16,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0217301,0.0195283,0,0,0.000725797,0,0.000303934,0,0,0,0,0,0.000115269,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-1.00249
jul-16,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0137624,0.0122193,0,0,0.000503884,0,0.000138875,0,0,0,0,0,4.52613E-05,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.988844
