Yr,Mon,Aportante 20
1989,1,19.317741627847
1989,2,19.34381301516578
1989,3,15.562451688704982
1989,4,12.691962793138316
1989,5,9.328587099300933
1989,6,7.908575057983398
1989,7,5.770804218579428
1989,8,5.801974479101091
1989,9,8.464330885145387
1989,10,11.856786859163662
1989,11,15.230323939853236
1989,12,16.254239264867692
1990,1,18.52794116850822
1990,2,18.290743991306897
1990,3,14.953159402006406
1990,4,11.265721999274376
1990,5,7.997234414213494
1990,6,7.081574588351771
1990,7,5.6112547105358885
1990,8,8.450748964535308
1990,9,8.447429805331751
1990,10,10.848304059428585
1990,11,13.553433799743686
1990,12,16.55333872559254
1991,1,17.310707326089187
1991,2,18.45096086774555
1991,3,16.445557038502045
1991,4,12.242354668511268
1991,5,9.455563666230944
1991,6,6.541812345716778
1991,7,5.240552008023883
1991,8,5.928189111525057
1991,9,8.70825691223149
1991,10,10.536743767030828
1991,11,13.770530022515175
1991,12,14.02269704675166
1992,1,19.17812559476465
1992,2,16.8947788676997
1992,3,16.414600934264456
1992,4,10.365877956814302
1992,5,7.062855410832299
1992,6,4.90748123592806
1992,7,4.028943695560599
1992,8,6.891593777236153
1992,9,8.417265129089401
1992,10,9.919757564093516
1992,11,14.335828611585839
1992,12,15.604384666360886
1993,1,18.56780668279174
1993,2,19.320044749123724
1993,3,17.10284988649431
1993,4,11.880381117926731
1993,5,6.3093436948714725
1993,6,7.0310855441624085
1993,7,3.951581799086739
1993,8,7.008629345637473
1993,9,7.7897432539198235
1993,10,10.916982453869252
1993,11,12.563803948296425
1993,12,15.892533279747113
1994,1,18.78727798872103
1994,2,17.273695745922282
1994,3,16.714167572349652
1994,4,11.69421340094675
1994,5,8.78252462981851
1994,6,7.14195984734431
1994,7,5.727613970028472
1994,8,6.163146755259561
1994,9,9.554453659057629
1994,10,10.689416893579676
1994,11,14.152784517076327
1994,12,16.47434536923646
1995,1,17.874456475370664
1995,2,17.455035622914693
1995,3,15.29494253589263
1995,4,12.08661666446261
1995,5,10.105645957044374
1995,6,6.837149662441732
1995,7,2.7997078105967717
1995,8,4.155414240847392
1995,9,8.410626093546568
1995,10,10.278842995756406
1995,11,14.561184883117676
1995,12,19.415372918241758
1996,1,17.646649768788336
1996,2,17.177355154629424
1996,3,16.04815313687891
1996,4,10.438351164923802
1996,5,8.730780086722405
1996,6,5.520671865675183
1996,7,7.2233745492915205
1996,8,6.845082116896151
1996,9,9.100425465901708
1996,10,11.122216058546542
1996,11,14.439548471238936
1996,12,16.77536054631713
1997,1,18.18099076055711
1997,2,17.432043511526956
1997,3,17.410683342718357
1997,4,13.930756590101453
1997,5,10.246093471075937
1997,6,6.182064183553109
1997,7,6.667088404009462
1997,8,7.570797549011957
1997,9,8.832351027594711
1997,10,8.95043570815875
1997,11,12.396044921875045
1997,12,15.892554937383181
1998,1,18.011404784007766
1998,2,17.851441138131293
1998,3,15.38568651342905
1998,4,11.535205607944079
1998,5,10.110732896866352
1998,6,6.794530974494137
1998,7,6.23929898251771
1998,8,6.088973658572002
1998,9,7.717470211452962
1998,10,13.094092941284202
1998,11,14.439864328172519
1998,12,17.48176993913546
1999,1,19.209126019221458
1999,2,18.59863129570374
1999,3,14.420498107582034
1999,4,12.343063735961948
1999,5,9.48823195426695
1999,6,6.693201446533237
1999,7,4.271132015925559
1999,8,6.983512373893518
1999,9,7.795000118679525
1999,10,11.768142113634383
1999,11,14.57973543802899
1999,12,16.699101158880467
2000,1,17.94187111803285
2000,2,15.993290815682258
2000,3,14.36556242665938
2000,4,12.338255161709299
2000,5,8.531394043789135
2000,6,6.207657708062072
2000,7,4.286524544992801
2000,8,6.47368017627349
2000,9,7.37325009240044
2000,10,11.347902142104317
2000,11,13.329833539327012
2000,12,16.847434185397276
2001,1,17.165404994513437
2001,2,18.210729966844838
2001,3,16.015762973088158
2001,4,11.294178136189828
2001,5,8.192770627749894
2001,6,5.925827450222471
2001,7,6.121410644695345
2001,8,7.3142654336909345
2001,9,8.118935818142404
2001,10,12.298367969964147
2001,11,12.805794164869496
2001,12,19.708406128421927
2002,1,19.193333193050933
2002,2,18.938945434207028
2002,3,13.673920731903422
2002,4,10.307730717129232
2002,5,8.142363792337449
2002,6,4.20308562384713
2002,7,5.575721605362446
2002,8,7.033511118735078
2002,9,7.654230795966271
2002,10,9.83720456195141
2002,11,12.333236334058995
2002,12,16.378491543185362
2003,1,18.455512516472936
2003,2,17.42657534735548
2003,3,17.462941024124007
2003,4,12.398053423563681
2003,5,8.932339009931013
2003,6,8.265688302781882
2003,7,4.81636329158664
2003,8,7.0324577085433475
2003,9,8.841269302368175
2003,10,11.69263610839846
2003,11,13.987573454115136
2003,12,14.741365605015915
2004,1,19.75891727324455
2004,2,18.8458715548461
2004,3,16.524327973396566
2004,4,11.029038217332698
2004,5,9.16311994983306
2004,6,6.668155034383176
2004,7,6.0347240694107995
2004,8,7.119888642013734
2004,9,8.766373316446959
2004,10,10.108490695748344
2004,11,13.051576190524656
2004,12,16.160073791011712
2005,1,17.87471626445813
2005,2,19.790992173694406
2005,3,15.22561500713391
2005,4,12.219441265530122
2005,5,6.724272295223784
2005,6,6.723060141669407
2005,7,6.441062074066508
2005,8,6.815644446752458
2005,9,7.762999682956263
2005,10,10.731759684572978
2005,11,14.390008184644898
2005,12,16.12790085987382
2006,1,18.491157950124432
2006,2,19.178631219409795
2006,3,14.884846295592581
2006,4,12.31666408114961
2006,5,9.65078073727193
2006,6,7.648029475741907
2006,7,6.564831936743985
2006,8,6.68581971609467
2006,9,8.411276478237596
2006,10,10.160729221631186
2006,11,13.654765510559116
2006,12,15.389733640609279
2007,1,18.328533242338438
2007,2,16.135059179578548
2007,3,15.339856740479831
2007,4,10.938290214538597
2007,5,7.765544776506317
2007,6,3.69374809265139
2007,7,3.2701383693244566
2007,8,3.277381064302233
2007,9,7.41548743777804
2007,10,10.249767988471604
2007,11,13.712091022067625
2007,12,16.84367201200098
2008,1,19.465663528442406
2008,2,19.753900058790236
2008,3,16.153558288082024
2008,4,11.752666388617683
2008,5,8.556125033799049
2008,6,5.5204329172770485
2008,7,6.434714684435164
2008,8,5.616745926231488
2008,9,8.843761973910887
2008,10,11.200893902522239
2008,11,15.892810482449022
2008,12,18.575034570181288
2009,1,19.934532542895226
2009,2,18.033964184352328
2009,3,17.540874694496097
2009,4,14.16562387678357
2009,5,9.790815443633733
2009,6,6.657841279771617
2009,7,4.606254708895108
2009,8,6.664334623275295
2009,9,7.081375906202538
2009,10,10.243911874422452
2009,11,10.461244413587792
2009,12,15.445923126384798
2010,1,18.274555050429512
2010,2,16.386632878439798
2010,3,16.61206492352227
2010,4,11.906436962551595
2010,5,9.074345648160602
2010,6,6.323765224880674
2010,7,2.854524189938786
2010,8,5.452750757689159
2010,9,7.816828473409032
2010,10,10.649171017062315
2010,11,13.508951547410788
2010,12,15.180669382567089
2011,1,18.03906431300669
2011,2,17.980194436936188
2011,3,14.662286643571747
2011,4,11.491715833875844
2011,5,9.270739942981379
2011,6,5.698779063754614
2011,7,3.801717622818501
2011,8,5.167331642232909
2011,9,8.303632079230454
2011,10,10.392127034997486
2011,11,13.728809229532885
2011,12,18.652065633958387
2012,1,19.036811939362565
