Runoff/Infiltration,Runoff/Infiltration from R_Cogt to Rio Cogoti,Runoff/Infiltration from R_Comb to Rio Combarbala,Runoff/Infiltration from R_ElIng_EmbR to Qda. El Ingenio,Runoff/Infiltration from R_ElIng_QIng to Qda. El Ingenio,Runoff/Infiltration from R_ElIng_RGrn to Qda. El Ingenio,Runoff/Infiltration from R_ElIng_RLim to Qda. El Ingenio,Runoff/Infiltration from R_Grn_RRap to Rio Grande,Runoff/Infiltration from R_GrnCy to Rio Grande,Runoff/Infiltration from R_GrnLR to Rio Grande,Runoff/Infiltration from R_GrnPSJ_CPMP to Rio Grande,Runoff/Infiltration from R_GrnPSJ_RGrn to Rio Grande,Runoff/Infiltration from R_GrnPSJ_RPon to Rio Grande,Runoff/Infiltration from R_GrnPSJ_RRap to Rio Grande,Runoff/Infiltration from R_GrnSJ to Rio Grande,Runoff/Infiltration from R_Guat_CCog to Rio Huatulame,Runoff/Infiltration from R_Guat_CPMS to Rio Huatulame,Runoff/Infiltration from R_Guat_EmbP to Rio Huatulame,Runoff/Infiltration from R_Guat_RGuat to Rio Huatulame,Runoff/Infiltration from R_GuatET to Rio Huatulame,Runoff/Infiltration from R_Hurt to Rio Hurtado,Runoff/Infiltration from R_HurtAEmb to Rio Hurtado,Runoff/Infiltration from R_Lim_EmbP to Rio Limari,Runoff/Infiltration from R_Lim_EmbR to Rio Limari,Runoff/Infiltration from R_Lim_RGrn to Rio Limari,Runoff/Infiltration from R_Lim_RGua to Rio Limari,Runoff/Infiltration from R_Lim_RLim to Rio Limari,Runoff/Infiltration from R_Most to Rio Mostazal,Runoff/Infiltration from R_Pama to Rio Pama,Runoff/Infiltration from R_Ponio to Rio Ponio,Runoff/Infiltration from R_Puni_EmbP to Estero Punitaqui,Runoff/Infiltration from R_Puni_EPun to Estero Punitaqui,Runoff/Infiltration from R_Puni_RGua to Estero Punitaqui,Runoff/Infiltration from R_Rapl to Rio Rapel
Feb 1 2005,0.00442257,0.00257848,0.0630983,0.00889821,0.00866835,0.00612735,0,0.0242044,0,0.00322289,0.00889145,0,0,0.110737,0.00786334,0.116761,0.00148874,0.00132252,0.00466693,0.123695,0.022898,0.14845,0.200209,0.017059,0.00635279,0.0620001,0.0396191,0,0,0.181076,0,0.0095969,0
Mar 1 2005,0.0033647,0.00198321,0.0638926,0.00539582,0.00616299,0.00351159,0,0.016349,0,0.00167627,0.00567957,0,0,0.0701877,0.00750902,0.079342,0.000570877,0.00104398,0.00324915,0.0789563,0.0155936,0.144927,0.162357,0.0127425,0.00627785,0.0381467,0.0496355,0.000732347,0,0.148309,0,0.00864189,0
Apr 1 2005,0.00194389,0.00107771,0.0643608,0.00297873,0.00369943,0.00200876,0.00756984,0.00779778,0,0.000760306,0.00296232,0.00173542,0.00342462,0.0367533,0.00527975,0.0442928,0.000332776,0.000522409,0.00158745,0.0411015,0.00895045,0.0854306,0.0933192,0.00755906,0.00506742,0.0229259,0.025028,0.000469974,8.19206E-05,0.151961,0,0.00560853,0.0239259
May 1 2005,0.00295082,0.00137073,0.0350273,0.000392392,0.00159608,0.0011561,0.00369669,0.00100117,0,0.000110694,0.000636512,0.000467472,0.00118624,0.00856623,0.00609003,0.0128702,0.000230148,0.00109401,0.00225806,0.0116299,0.000925142,0.0146649,0.0181918,0.0032069,0.00632344,0.00585992,0.00406465,0.00110499,0.000185833,0.0275231,0.00827228,0.00967798,0.0568496
Jun 1 2005,0.0602728,0.0433007,0.353567,0.0137374,0.0422634,0.0513671,0.0186935,0.0256526,0,0.00480058,0.00645646,0.0149542,0.0196075,0.0887697,0.0739792,0.105383,0.00331813,0.0207167,0.0830175,0.0109129,0.00306654,0.332549,0.3249,0.0743916,0.0658455,0.21285,0.0751176,0.02101,0,0.845871,0.0692317,0.11839,0.00600067
Jul 1 2005,0.0261816,0.0213632,0.0180065,0.00415077,0.00936772,0.011875,0.00341437,0.00929233,0,0.00138132,0.0019267,0.00508677,0.00622725,0.0208855,0.0157303,0.0201429,0.000454863,0.0070689,0.0319528,0.013235,0.00271617,0.0730502,0.0792183,0.0135013,0.00280316,0.0314274,0.0245887,0.0094409,0,0.246799,0.0180885,0.0422563,0.0137981
Aug 1 2005,0.00486944,0.0101234,0.0506698,0.00045521,0.00178753,0.00191045,0.00198516,0.00156702,0,0.00013455,0.000262654,0.00103167,0.00107996,0.00576755,0.00471743,0.00876199,0.000158536,0.00205603,0.0111056,0.00390863,0.000724804,0.0216323,0.0228277,0.00319265,0.0082752,0.0138932,0.00395633,0.00317932,0.000121216,0.0349275,0.00389231,0.0103881,0.0125928
Sep 1 2005,0.0194467,0.00997773,0.147612,0.0026283,0.00320554,0.00570927,0.00894229,0.00591577,0,0.00093313,0.00221167,0.0023571,0.0047199,0.0289074,0.0220034,0.0347632,0.000859873,0.00484134,0.0103559,0.0107243,0.00169451,0.0850401,0.0878319,0.00589838,0.0239093,0.0339621,0.0205853,0.00366468,4.44659E-05,0.158604,0.0216941,0.0261873,0.0246485
Oct 1 2005,0.0427577,0.0235956,0.108736,0.00589475,0.00604439,0.00816649,0.0194027,0.0132086,0,0.0021644,0.00514701,0.00560268,0.0114493,0.0648481,0.0467839,0.0724079,0.00188205,0.00637439,0.0224264,0.0173911,0.0030475,0.158972,0.173826,0.0112124,0.0425978,0.058522,0.0474434,0.0082085,0.000198771,0.145973,0,0.0585727,0.0861865
Nov 1 2005,0.0721315,0.0400694,0.159788,0.010525,0.009951,0.0646673,0.0318347,0.0237443,0,0.0036653,0.0086959,0.00920054,0.0193217,0.109539,0.0615237,0.113478,0.0033717,0.0101956,0.0370635,0.136348,0.0210192,0.153022,0.247586,0.0172311,0.0517154,0.299993,0.0804608,0.0136568,0.000340144,0.210742,0,0.0791745,0.148952
Dec 1 2005,0.0881542,0.0501983,0.1541,0.0127781,0.0107864,0.0769444,0.021626,0.0298424,0,0.00446871,0.0107574,0.00044483,0.0132285,0.134796,0.064413,0.121187,0.00380417,0.0124599,0.0450458,0.164199,0.0256644,0.145813,0.23743,0.0200907,0.0533132,0.351396,0.0989365,0.00116304,0,0.242941,0,0.0837887,0.101374
Jan 1 2006,0.0860239,0.0499732,0.154199,0.0121779,0.0108244,0.0346099,0.00120349,0.0290999,0,0.00418182,0.0104042,0,0.000722575,0.130295,0.0642517,0.119808,0.00299129,0.0121126,0.0432369,0.0759811,0.0124233,0.147645,0.241995,0.0200454,0.0528609,0.155502,0.0940025,0,0,0.235018,0,0.0822674,0.0056202
Feb 1 2006,0.0720289,0.0218121,0.163697,0.00889821,0.00925053,0.0166218,0.0333389,0.0242044,0,0.00322289,0.00889145,0.00848688,0.0194199,0.110737,0.0635314,0.116761,0.00148874,0.01069,0.0377231,0.0427489,0.00791355,0.15674,0.261346,0.0180116,0.051327,0.0683702,0.0807071,0.0158495,0.000335518,0.191187,0,0.0775376,0.136243
Mar 1 2006,0.0469275,0.0151935,0.147125,0.00539582,0.00635738,0.00808944,0,0.016349,0,0.00167627,0.00567957,0,0,0.0701877,0.0456928,0.079342,0.000570877,0.00685621,0.0226806,0.0234816,0.00510068,0.144927,0.162357,0.0125308,0.0382796,0.0381467,0.0496355,0,0,0.148309,0,0.0526944,0
Apr 1 2006,0.0250817,0.00874002,0.12511,0.00297873,0.00369842,0.0038159,0,0.00779778,0,0.000760306,0.00296232,0,0,0.0367533,0.0248199,0.0442928,0.000332776,0.00362162,0.0113459,0.0116418,0.00244702,0.0854306,0.0933192,0.00755699,0.0238692,0.0229259,0.025028,0,0,0.151961,0,0.026418,0
May 1 2006,0.00374381,0.00146245,0.0350273,0.000392392,0.00161072,0.00112664,0.000388179,0.00100117,0,0.000110694,0.000636512,0.000467472,0.000302309,0.00856623,0.00609003,0.0128702,0.000230148,0.000934821,0.00235898,0.00444096,0.00109817,0.0146649,0.0181918,0.0032452,0.00632344,0.00519993,0.00406465,0.000694338,0,0.0275231,0.00827228,0.00967798,0.000165079
Jun 1 2006,0.0602728,0.0433007,0.353567,0.0137374,0.0422634,0.0513671,0.0186935,0.0256526,0,0.00480058,0.00645646,0.0149542,0.0196075,0.0887697,0.0739792,0.105383,0.00331813,0.0207167,0.0830175,0.00311863,0.000711745,0.332549,0.3249,0.0743916,0.0658455,0.21285,0.0751176,0.02101,0.000110843,0.845871,0.0692317,0.11839,0.014911
Jul 1 2006,0.0261816,0.0213632,0.0180065,0.00415077,0.00936772,0.011875,0.00341437,0.00929233,0,0.00138132,0.0019267,0.00508677,0.00622725,0.0208855,0.0157303,0.0201429,0.000454863,0.0070689,0.0319528,0.0328755,0.0148905,0.0730502,0.0792183,0.0135013,0.00280316,0.0314274,0.0245887,0.0094409,0.000536726,0.246799,0.0180885,0.0422563,0.126468
Aug 1 2006,0.00486944,0.0101234,0.0506698,0.00045521,0.0017781,0.00204175,0.00162783,0.00156702,0,0.00013455,0.000262654,0.00103167,0.00107996,0.00576755,0.00471743,0.00876199,0.000158536,0.00205603,0.0111056,0.0060168,0.00112848,0.0216323,0.0228277,0.00317622,0.0082752,0.0137433,0.00395633,0.00317932,0,0.0349275,0.00218969,0.0103881,0.00376332
Sep 1 2006,0.0194467,0.00997773,0.0815522,0.0026283,0.00311372,0.00322005,0.00110802,0.00591577,0,0.00093313,0.00221167,0.00113469,0.000605009,0.0289074,0.0220034,0.0347632,0.000859873,0.00256231,0.00929647,0.00736167,0.00129086,0.0850401,0.0878319,0.00572626,0.0239093,0.0330025,0.0205853,0.00206391,4.53011E-05,0.154102,0.000228305,0.0261873,0.00385162
Oct 1 2006,0.0427577,0.0235956,0.164043,0.00589475,0.00597896,0.0132417,0.00630393,0.0132086,0,0.0021644,0.00514701,0.0048564,0.00371989,0.0648481,0.0467839,0.0724079,0.00188205,0.0070754,0.0246869,0.0279935,0.00454631,0.158972,0.173826,0.0115419,0.0425978,0.0602417,0.0474434,0.0082085,0.000170387,0.150262,0.0439144,0.0585727,0.0283023
Nov 1 2006,0.0721315,0.0400694,0.155831,0.010525,0.00905621,0.0205513,0.00426267,0.0237443,0,0.0036653,0.0086959,0.00112431,0.00258718,0.109539,0.0615237,0.113478,0.0033717,0.0101956,0.0370635,0.0429498,0.00667991,0.149208,0.241447,0.0168043,0.0517154,0.0944978,0.0804608,0.00338825,4.15655E-05,0.205522,0,0.0791745,0.0199446
Dec 1 2006,0.0881542,0.0159731,0.136241,0.0127781,0.00969907,0.0209443,0.00416651,0.0298424,0,0.00446871,0.0107574,0.000221852,0.00254863,0.134796,0.064413,0.121187,0.00380417,0.0124599,0.0450458,0.0446949,0.00706798,0.130072,0.211264,0.0179295,0.0533132,0.0964932,0.0989365,0.00112525,0,0.216807,0,0.0837887,0.019531
Jan 1 2007,0.0860239,0.00952988,0.121598,0.0121779,0.00954776,0.0175839,0,0.0290999,0,0.00418182,0.0104042,0,0,0.130295,0.0642517,0.119808,0.00299129,0.0121126,0.0432369,0.038603,0.00658141,0.132914,0.208843,0.0180453,0.0528609,0.0901898,0.0940025,0,0,0.211569,0,0.0822674,0
Feb 1 2007,0.0720289,0.0136735,0.117393,0.00889821,0.00863883,0.011413,0,0.0242044,0,0.00322289,0.00889145,0,0,0.110737,0.0618706,0.116761,0.00148874,0.01041,0.036735,0.0293528,0.00588479,0.14845,0.229383,0.017059,0.0499852,0.0620001,0.0807071,0,0,0.181076,0,0.0755106,0
Mar 1 2007,0.017335,0.0102175,0.116354,0.00539582,0.00635564,0.00639756,0,0.016349,0,0.00167627,0.00567957,0,0,0.0701877,0.0386697,0.079342,0.000570877,0.00516582,0.0167397,0.0185705,0.00381576,0.144927,0.162357,0.0125308,0.0323462,0.0381467,0.0496355,0,0,0.148309,0,0.0445268,0
Apr 1 2007,0.0026819,0.00145261,0.0905306,0.00297873,0.00369842,0.00271955,0,0.00779778,0,0.000760306,0.00296232,0,0,0.0367533,0.00744604,0.0442928,0.000332776,0.000713129,0.00224007,0.00842404,0.00174396,0.0854306,0.0933192,0.00755699,0.0071512,0.0229259,0.025028,0,0,0.151961,0,0.00791482,0
May 1 2007,0.00194744,0.00125467,0.0350273,0.000392392,0.00161072,0.00111753,0.000358469,0.00100117,0,0.000110694,0.000636512,0.000467472,0.000294371,0.00856623,0.00280564,0.0128702,0.000230148,0.000780991,0.00196182,0.00325646,0.00082496,0.0146649,0.0181918,0.0032452,0.00325484,0.00519887,0.00406465,0.000694338,0,0.0275231,0.00827228,0.00967798,0
Jun 1 2007,0.0602728,0.0433007,0.353567,0.0137374,0.0422634,0.0513671,0.0186935,0.0256526,0,0.00480058,0.00645646,0.0149542,0.0196075,0.0887697,0.0739792,0.105383,0.00331813,0.0207167,0.0830175,0.0381958,0.00203935,0.332549,0.3249,0.0743916,0.0658455,0.21285,0.0751176,0.02101,0.000241752,0.845871,0.0692317,0.11839,0.113859
Jul 1 2007,0.0261816,0.0213632,0.0180065,0.00415077,0.00936772,0.011875,0.00341437,0.00929233,0,0.00138132,0.0019267,0.00508677,0.00622725,0.0208855,0.0157303,0.0201429,0.000454863,0.0070689,0.0319528,0.00423459,0.000904501,0.0730502,0.0792183,0.0135013,0.00280316,0.0314274,0.0245887,0.0094409,0,0.246799,0.0180885,0.0422563,0.000920444
Aug 1 2007,0.00486944,0.0101234,0.0506698,0.00045521,0.00179,0.00202724,0.00198516,0.00156702,0,0.00013455,0.000262654,0.00103167,0.00107996,0.00576755,0.00471743,0.00876199,0.000158536,0.00205603,0.0111056,0.00513165,0.00087492,0.0216323,0.0228277,0.00319695,0.0082752,0.0139324,0.00395633,0.00317932,0,0.0349275,0.00389231,0.0103881,0.0139504
Sep 1 2007,0.00655803,0.00343526,0.0808596,0.0026283,0.00311372,0.00319613,0.00748845,0.00591577,0,0.00093313,0.00221167,0.0023571,0.00395628,0.0289074,0.0217062,0.0347632,0.000859873,0.00163645,0.00592128,0.00729786,0.00128072,0.0850401,0.0878319,0.00572626,0.0235338,0.0330025,0.0205853,0.00128324,9.60175E-05,0.154102,0.000228305,0.0257767,0.0136878
Oct 1 2007,0.0146659,0.00809331,0.107994,0.00589475,0.00585817,0.00811076,0.00405516,0.0132086,0,0.0021644,0.00514701,0.00455778,0.00239291,0.0648481,0.0352538,0.0724079,0.00188205,0.00431201,0.0152927,0.0176198,0.00313272,0.158972,0.173826,0.0113919,0.0320591,0.058522,0.0474434,0.00287297,0.000171872,0.145973,0,0.0440818,0.0180888
Nov 1 2007,0.0120099,0.00667155,0.0880076,0.010525,0.00862876,0.0115043,0.00686357,0.0237443,0,0.0036653,0.0086959,0.00492689,0.00416577,0.109539,0.0212316,0.113478,0.0033717,0.00351246,0.0127686,0.0242564,0.00390537,0.140066,0.196556,0.0157747,0.0178091,0.0887079,0.0804608,0.0023872,0.00018548,0.19293,0,0.0272652,0.032114
Dec 1 2007,0.00627658,0.00357412,0.0623326,0.0126951,0.00967484,0.00958727,0.00453782,0.0298424,0,0.00446871,0.0107574,0.000221852,0.00277576,0.134796,0.00968848,0.121187,0.00380417,0.00187438,0.00677638,0.164199,0.0256644,0.130072,0.173302,0.0179295,0.00801893,0.0964932,0.0989365,0.00116304,0,0.216807,0,0.0126028,0.0212716
Jan 1 2008,0.00452486,0.00262859,0.0622227,0.0121779,0.00955778,0.00898512,7.25915E-05,0.0290999,0,0.00418182,0.0104042,0,4.35839E-05,0.130295,0.00711022,0.119808,0.00299129,0.00134046,0.00478489,0.157051,0.0256785,0.132914,0.177738,0.0180453,0.0058497,0.0901898,0.0940025,0,0,0.211569,0,0.00910388,0.000338996
Feb 1 2008,0.00413793,0.00241253,0.0631241,0.00859137,0.00830986,0.00592535,0.0112759,0.0233698,0,0.00311176,0.00858485,0.00775011,0.0065682,0.106919,0.00754622,0.113736,0.0014374,0.00123741,0.00436656,0.119429,0.0221084,0.15025,0.202349,0.0166705,0.00606494,0.060588,0.0779241,0.000970209,0.000306391,0.176952,0,0.00916206,0.0498868
Mar 1 2008,0.00464582,0.00273832,0.0638926,0.00539582,0.00616299,0.00351159,0,0.016349,0,0.00167627,0.00567957,0,0,0.0701877,0.0103789,0.079342,0.000570877,0.00135501,0.00448628,0.0789563,0.0155936,0.144927,0.162357,0.0127425,0.00866649,0.0381467,0.0496355,0,0,0.148309,0,0.01193,0
Apr 1 2008,0.00157238,0.000863099,0.0643608,0.00297873,0.0039412,0.00200876,0,0.00779778,0,0.000760306,0.00296232,0,0,0.0367533,0.00420046,0.0442928,0.000332776,0.000413228,0.00125894,0.046033,0.00927483,0.0854306,0.0933192,0.00805307,0.00401718,0.0245726,0.025028,0,0,0.162876,0,0.00444614,0
May 1 2008,0.00244336,0.00131203,0.0350273,0.000392392,0.00161351,0.00115815,0.00369669,0.00100117,0,0.000110694,0.000636512,0.000467472,0.00118624,0.00856623,0.00609003,0.0128702,0.000230148,0.00109401,0.00210824,0.00996878,0.00315269,0.0146649,0.0181918,0.00325251,0.00632344,0.00585992,0.00406465,0.00093584,0,0.0275231,0.00827228,0.00967798,0.00969105
Jun 1 2008,0.0602728,0.0433007,0.353567,0.0137374,0.0422634,0.0513671,0.0186935,0.0256526,0,0.00480058,0.00645646,0.0149542,0.0196075,0.0887697,0.0739792,0.105383,0.00331813,0.0207167,0.0830175,0.0941619,0.0085019,0.332549,0.3249,0.0743916,0.0658455,0.21285,0.0751176,0.02101,0.000336959,0.845871,0.0692317,0.11839,0.14984
Jul 1 2008,0.0261816,0.0213632,0.0180065,0.00415077,0.00936772,0.011875,0.00341437,0.00929233,0,0.00138132,0.0019267,0.00508677,0.00622725,0.0208855,0.0157303,0.0201429,0.000454863,0.0070689,0.0319528,0.00987501,0.000818862,0.0730502,0.0792183,0.0135013,0.00280316,0.0314274,0.0245887,0.0094409,0.000156666,0.246799,0.0180885,0.0422563,0.00474763
Aug 1 2008,0.00486944,0.0101234,0.0506698,0.00045521,0.00191541,0.00398437,0.00198516,0.00156702,0,0.00013455,0.000262654,0.00103167,0.00107996,0.00576755,0.00471743,0.00876199,0.000158536,0.00205603,0.0111056,0.0474186,0.0186481,0.0216323,0.0228277,0.00341541,0.0082752,0.0247082,0.00395633,0.00317932,0.000697063,0.0349275,0.00389231,0.0103881,0.208457
Sep 1 2008,0.0194467,0.00997773,0.0806617,0.0026283,0.00311372,0.00322005,0.00894229,0.00591577,0,0.00093313,0.00221167,0.0023571,0.0047199,0.0289074,0.0220034,0.0347632,0.000859873,0.00256231,0.00929647,0.00677992,0.00120697,0.0850401,0.0878319,0.00572626,0.0239093,0.0330025,0.0205853,0.00366468,8.48107E-05,0.154102,0.000228305,0.0261873,0.0431941
Oct 1 2008,0.0427577,0.0235956,0.133768,0.00589475,0.00604439,0.0100465,0.0194027,0.0132086,0,0.0021644,0.00514701,0.00560268,0.0114493,0.0648481,0.0467839,0.0724079,0.00188205,0.00638917,0.0223506,0.021825,0.00400802,0.158972,0.173826,0.0112124,0.0425978,0.058522,0.0474434,0.0082085,0.000209779,0.145973,0,0.0585727,0.0908073
Nov 1 2008,0.0721315,0.0400694,0.159788,0.010525,0.009951,0.0484875,0.0318347,0.0237443,0,0.0036653,0.0086959,0.00920054,0.0193217,0.109539,0.0615237,0.113478,0.0033717,0.0101956,0.0370635,0.102234,0.0157602,0.152997,0.247655,0.0172311,0.0517154,0.224935,0.0804608,0.0136568,0.000340144,0.210742,0,0.0791745,0.148952
Dec 1 2008,0.0881542,0.0501983,0.150647,0.0127781,0.0105405,0.0234219,0.00625758,0.0298424,0,0.00446871,0.0107574,0.000221852,0.00382772,0.134796,0.064413,0.121187,0.00380417,0.0124599,0.0450458,0.0494566,0.00781225,0.142668,0.232485,0.0196663,0.0533132,0.10584,0.0989365,0.000561764,0,0.237809,0,0.0837887,0.0293332
Jan 1 2009,0.0860239,0.0441163,0.131789,0.0121779,0.00954776,0.0190576,0.00192176,0.0290999,0,0.00418182,0.0104042,0,0.00115383,0.130295,0.0642517,0.119808,0.00299129,0.0121126,0.0432369,0.0418383,0.00700767,0.132914,0.214176,0.0180453,0.0528609,0.0901898,0.0940025,0,0,0.211569,0,0.0822674,0.00897447
Feb 1 2009,0.0720289,0.0116074,0.122142,0.00889821,0.00863883,0.0118747,0.00222704,0.0242044,0,0.00322289,0.00889145,0,0.00129725,0.110737,0.0618706,0.116761,0.00148874,0.01041,0.036735,0.0305402,0.00605652,0.14845,0.232009,0.017059,0.0499852,0.0620001,0.0807071,0.00275465,0,0.181076,0,0.0755106,0.0100579
Mar 1 2009,0.0469275,0.0143831,0.123082,0.00539582,0.00635738,0.00676749,0,0.016349,0,0.00167627,0.00567957,0,0,0.0701877,0.0456928,0.079342,0.000570877,0.00685621,0.0226806,0.0196443,0.00399197,0.144927,0.162357,0.0125308,0.0382796,0.0381467,0.0496355,0,0,0.148309,0,0.0526944,0
Apr 1 2009,0.0250817,0.0136341,0.122291,0.00297873,0.00369943,0.00380413,0,0.00779778,0,0.000760306,0.00296232,0,0,0.0367533,0.0248199,0.0442928,0.000332776,0.00362162,0.0113459,0.046033,0.00943702,0.0854306,0.0933192,0.00755906,0.0238692,0.0229259,0.025028,0,0,0.151961,0,0.026418,0
May 1 2009,0.00374381,0.00146245,0.0350273,0.000392392,0.00160473,0.00115712,0.000417889,0.00100117,0,0.000110694,0.000636512,0.000467472,0.000310247,0.00856623,0.00609003,0.0128702,0.000230148,0.000934821,0.00235898,0.0190522,0.00479609,0.0146649,0.0181918,0.00322953,0.00632344,0.00519415,0.00406465,0.000694338,0,0.0275231,0.00827228,0.00967798,0.000330157
Jun 1 2009,0.0602728,0.0433007,0.353567,0.0137374,0.0422634,0.0513671,0.0186935,0.0256526,0,0.00480058,0.00645646,0.0149542,0.0196075,0.0887697,0.0739792,0.105383,0.00331813,0.0207167,0.0830175,0.0717755,0.0074248,0.332549,0.3249,0.0743916,0.0658455,0.21285,0.0751176,0.02101,0.000289356,0.845871,0.0692317,0.11839,0.100366
Jul 1 2009,0.0261816,0.0213632,0.0180065,0.00415077,0.00936772,0.011875,0.00341437,0.00929233,0,0.00138132,0.0019267,0.00508677,0.00622725,0.0208855,0.0157303,0.0201429,0.000454863,0.0070689,0.0319528,0.013235,0.0028502,0.0730502,0.0792183,0.0135013,0.00280316,0.0314274,0.0245887,0.0094409,0,0.246799,0.0180885,0.0422563,0.0031301
Aug 1 2009,0.00486944,0.0101234,0.0506698,0.00045521,0.00190654,0.00219591,0.00198516,0.00156702,0,0.00013455,0.000262654,0.00103167,0.00107996,0.00576755,0.00471743,0.00876199,0.000158536,0.00205603,0.0111056,0.0105303,0.00509755,0.0216323,0.0228277,0.00339996,0.0082752,0.0187663,0.00395633,0.00317932,0.000397623,0.0349275,0.00389231,0.0103881,0.0909386
Sep 1 2009,0.0194467,0.00997773,0.123701,0.0026283,0.00311454,0.00477098,0.00345156,0.00591577,0,0.00093313,0.00221167,0.000869709,0.00183594,0.0289074,0.0220034,0.0347632,0.000859873,0.00256231,0.00929647,0.0455831,0.00779978,0.0850401,0.0878319,0.00572778,0.0239093,0.0330025,0.0205853,0.000854545,0,0.154102,0.000228305,0.0261873,0.0100837
Oct 1 2009,0.0427577,0.0235956,0.120609,0.00589475,0.00612994,0.00905819,0.00596245,0.0132086,0,0.0021644,0.00514701,0.00560268,0.00351838,0.0648481,0.0467839,0.0724079,0.00188205,0.00638917,0.0223506,0.0807136,0.0136979,0.158972,0.173826,0.0112124,0.0425978,0.058522,0.0474434,0.0082085,0.000209779,0.145973,0,0.0585727,0.0279051
Nov 1 2009,0.0299346,0.0166288,0.118635,0.010525,0.0086943,0.0155007,0.0101298,0.0237443,0,0.0036653,0.0086959,0.00687833,0.00614818,0.109539,0.0528781,0.113478,0.0033717,0.00875477,0.0318257,0.136348,0.0210192,0.140066,0.212346,0.0157747,0.0443974,0.0887079,0.0804608,0.00573038,0.000254291,0.19293,0,0.0679708,0.0473964
Dec 1 2009,0.00647933,0.00368957,0.118432,0.0127781,0.00971639,0.0182127,0.00285715,0.0298424,0,0.00446871,0.0107574,0.000221852,0.0017477,0.134796,0.0100049,0.121187,0.00380417,0.00193493,0.00699528,0.164199,0.0256644,0.130072,0.202221,0.0179295,0.00828084,0.0964932,0.0538215,0.00116304,0,0.216807,0,0.0130144,0.0133932
Jan 1 2010,0.00525606,0.00305336,0.118185,0.0121779,0.00956781,0.017076,0.000145183,0.0290999,0,0.00418182,0.0104042,0,8.71678E-05,0.130295,0.00825645,0.119808,0.00299129,0.00155708,0.00555812,0.157051,0.0256785,0.132914,0.207013,0.0180453,0.00679272,0.0901898,0.0325719,0,0,0.211569,0,0.0105715,0.000677992
Feb 1 2010,0.00406243,0.00236851,0.119768,0.00889821,0.00856103,0.0116439,0,0.0242044,0,0.00322289,0.00889145,0,0,0.110737,0.00723055,0.116761,0.00148874,0.00121483,0.00428689,0.123695,0.022898,0.148498,0.230709,0.0170645,0.00583032,0.0620198,0.0360277,0,0,0.181134,0,0.00880762,0
Mar 1 2010,0.00223375,0.0013166,0.121351,0.00539582,0.00644589,0.00667229,0,0.016349,0,0.00167627,0.00567957,0,0,0.0701877,0.00497909,0.079342,0.000570877,0.000654518,0.00215704,0.0789563,0.0155936,0.144927,0.162357,0.0125308,0.00416864,0.0381467,0.0217155,0,0,0.148309,0,0.00573842,0
Apr 1 2010,0.00120587,0.000651201,0.122291,0.00297873,0.0039412,0.00380413,0,0.00779778,0,0.000760306,0.00296232,0,0,0.0367533,0.00311347,0.0442928,0.000332776,0.000305429,0.000934832,0.046033,0.00943702,0.0854306,0.0933192,0.00805307,0.00298364,0.0245726,0.0161789,0,0,0.162876,0,0.00330224,0
May 1 2010,0.0027868,0.00135176,0.0350273,0.000392392,0.00162868,0.00117569,0.00369669,0.00100117,0,0.000110694,0.000636512,0.000467472,0.00118624,0.00856623,0.00609003,0.0128702,0.000230148,0.00109401,0.00220964,0.0224621,0.00182186,0.0146649,0.0181918,0.0032922,0.00632344,0.00585992,0.00406465,0.00105031,0.000266452,0.0275231,0.00827228,0.00967798,0.0786124
Jun 1 2010,0.0602728,0.0433007,0.353567,0.0137374,0.0422634,0.0513671,0.0186935,0.0256526,0,0.00480058,0.00645646,0.0149542,0.0196075,0.0887697,0.0739792,0.105383,0.00331813,0.0207167,0.0830175,0.0941619,0.015503,0.332549,0.3249,0.0743916,0.0658455,0.21285,0.0751176,0.02101,0.000455968,0.845871,0.0692317,0.11839,0.16783
Jul 1 2010,0.0261816,0.0213632,0.0180065,0.00415077,0.00936772,0.011875,0.00341437,0.00929233,0,0.00138132,0.0019267,0.00508677,0.00622725,0.0208855,0.0157303,0.0201429,0.000454863,0.0070689,0.0319528,0.013907,0.00218004,0.0730502,0.0792183,0.0135013,0.00280316,0.0314274,0.0245887,0.0094409,0,0.246799,0.0180885,0.0422563,0.00962099
Aug 1 2010,0.00486944,0.0101234,0.0506698,0.00045521,0.00181178,0.00231983,0.00198516,0.00156702,0,0.00013455,0.000262654,0.00103167,0.00107996,0.00576755,0.00471743,0.00876199,0.000158536,0.00205603,0.0111056,0.0249182,0.00458979,0.0216323,0.0228277,0.00323489,0.0082752,0.0142798,0.00377371,0.00317932,0,0.0349275,0.00218969,0.0103881,0.01219
Sep 1 2010,0.00872632,0.00453591,0.124987,0.0026283,0.00343467,0.00494944,0.00894229,0.00591577,0,0.00093313,0.00221167,0.0023571,0.0047199,0.0289074,0.0220034,0.0347632,0.000859873,0.00484134,0.00773762,0.0338332,0.0054043,0.0850401,0.0878319,0.00632792,0.0239093,0.036334,0.0205853,0.00168387,6.01555E-05,0.169732,0.0216941,0.0261873,0.0334797
