Runoff/Infiltration,Runoff/Infiltration from R_Cogt to Rio Cogoti,Runoff/Infiltration from R_Comb to Rio Combarbala,Runoff/Infiltration from R_ElIng_EmbR to Qda. El Ingenio,Runoff/Infiltration from R_ElIng_QIng to Qda. El Ingenio,Runoff/Infiltration from R_ElIng_RGrn to Qda. El Ingenio,Runoff/Infiltration from R_ElIng_RLim to Qda. El Ingenio,Runoff/Infiltration from R_Grn_RRap to Rio Grande,Runoff/Infiltration from R_GrnCy to Rio Grande,Runoff/Infiltration from R_GrnLR to Rio Grande,Runoff/Infiltration from R_GrnPSJ_CPMP to Rio Grande,Runoff/Infiltration from R_GrnPSJ_RGrn to Rio Grande,Runoff/Infiltration from R_GrnPSJ_RPon to Rio Grande,Runoff/Infiltration from R_GrnPSJ_RRap to Rio Grande,Runoff/Infiltration from R_GrnSJ to Rio Grande,Runoff/Infiltration from R_Guat_CCog to Rio Huatulame,Runoff/Infiltration from R_Guat_CPMS to Rio Huatulame,Runoff/Infiltration from R_Guat_EmbP to Rio Huatulame,Runoff/Infiltration from R_Guat_RGuat to Rio Huatulame,Runoff/Infiltration from R_GuatET to Rio Huatulame,Runoff/Infiltration from R_Hurt to Rio Hurtado,Runoff/Infiltration from R_HurtAEmb to Rio Hurtado,Runoff/Infiltration from R_Lim_EmbP to Rio Limari,Runoff/Infiltration from R_Lim_EmbR to Rio Limari,Runoff/Infiltration from R_Lim_RGrn to Rio Limari,Runoff/Infiltration from R_Lim_RGua to Rio Limari,Runoff/Infiltration from R_Lim_RLim to Rio Limari,Runoff/Infiltration from R_Most to Rio Mostazal,Runoff/Infiltration from R_Pama to Rio Pama,Runoff/Infiltration from R_Ponio to Rio Ponio,Runoff/Infiltration from R_Puni_EmbP to Estero Punitaqui,Runoff/Infiltration from R_Puni_EPun to Estero Punitaqui,Runoff/Infiltration from R_Puni_RGua to Estero Punitaqui,Runoff/Infiltration from R_Rapl to Rio Rapel
Oct 1 2010,0.0126606,0.00698667,0.120609,0.00589475,0.00631448,0.00905819,0.0194027,0.0132086,0,0.0021644,0.00514701,0.00560268,0.0114493,0.0648481,0.0304317,0.0724079,0.00188205,0.0036763,0.0132017,0.0807136,0.0136979,0.130815,0.173826,0.0119856,0.0276758,0.0625574,0.0474434,0.00244942,0.000209779,0.156004,0,0.0380547,0.0908073
Nov 1 2010,0.0170663,0.00948042,0.118635,0.010525,0.00894507,0.0155007,0.0318347,0.0237443,0,0.0036653,0.0086959,0.00920054,0.0193217,0.109539,0.0301368,0.113478,0.0033717,0.00499127,0.0181445,0.136348,0.020857,0.111607,0.221188,0.0166976,0.0253138,0.0938978,0.071578,0.00329265,0.000335594,0.204217,0,0.0387546,0.148952
Dec 1 2010,0.00607382,0.00345866,0.118432,0.0127781,0.0100523,0.0182127,0.0308384,0.0220953,0,0.00446871,0.0107574,0.00233226,0.0188637,0.106354,0.00938135,0.109478,0.00380417,0.00181384,0.00655748,0.164199,0.0256644,0.103093,0.209802,0.0189024,0.00776473,0.101729,0.0472026,0.00118366,8.69048E-05,0.228571,0,0.0122033,0.144559
Jan 1 2011,0.00439582,0.00255363,0.118185,0.0121779,0.00991871,0.017076,0.00221977,0.0155626,0,0.00404131,0.0100546,0,0.00133275,0.0696817,0.00691321,0.0719358,0.00299129,0.00130224,0.00464844,0.157051,0.0256785,0.105425,0.215092,0.0190486,0.00568762,0.0952039,0.0433916,0,0,0.223331,0,0.00885163,0.0103661
Feb 1 2011,0.00869388,0.00506878,0.119883,0.00889821,0.0089581,0.0116439,0.0307418,0.0223189,0,0.00322289,0.00889145,0.00848688,0.0179071,0.102111,0.015491,0.108621,0.00148874,0.00259981,0.00917424,0.123695,0.022898,0.11855,0.241069,0.0181259,0.012474,0.0658775,0.0694404,0.00191304,0.000335518,0.1924,0,0.018844,0.12846
Mar 1 2011,0.00249654,0.0014715,0.121351,0.00539582,0.00658474,0.00667229,0,0.016349,0,0.00167627,0.00567957,0,0,0.0701877,0.00556778,0.079342,0.000570877,0.000804624,0.00241081,0.0789563,0.0155936,0.132977,0.162357,0.0134136,0.00465862,0.040834,0.0437835,0,0,0.158717,0,0.00641291,0
Apr 1 2011,0.0012308,0.000696025,0.122291,0.00297873,0.00467765,0.00380413,0,0.00468411,0,0.000760306,0.00296232,0,0,0.0367533,0.00303407,0.0442928,0.000332776,0.000328233,0.00095688,0.0452111,0.00943702,0.0854306,0.0933192,0.00926847,0.00290726,0.028731,0.0150433,0,0,0.19044,0,0.00321771,0
May 1 2011,0.00179455,0.00123699,0.0350273,0.000392392,0.00169282,0.00116924,0.000358469,0.000831607,0,0.000110694,0.000636512,0.000467472,0.000294371,0.00856623,0.00187606,0.0128702,0.000230148,0.000771631,0.00191668,0.0204497,0.00510179,0.0146649,0.0181918,0.00346002,0.00239239,0.00526974,0.00306972,0.000694338,0,0.0275231,0.00827228,0.00967798,0
Jun 1 2011,0.0602728,0.0433007,0.353567,0.0137374,0.0422634,0.0513671,0.0186935,0.0256526,0,0.00480058,0.00645646,0.0149542,0.0196075,0.0887697,0.0739792,0.105383,0.00331813,0.0207167,0.0830175,0.292841,0.0478157,0.332549,0.3249,0.0743916,0.0658455,0.21285,0.0751176,0.02101,0.00131283,0.845871,0.0692317,0.11839,0.550129
Jul 1 2011,0.0261816,0.0213632,0.0180065,0.00415077,0.00936772,0.011875,0.00341437,0.00929233,0,0.00138132,0.0019267,0.00508677,0.00622725,0.0208855,0.0157303,0.0201429,0.000454863,0.0070689,0.0319528,0.00449904,0.00498825,0.0730502,0.0792183,0.0135013,0.00280316,0.0314274,0.0245887,0.0094409,0.000214251,0.246799,0.0180885,0.0422563,0.0176546
Aug 1 2011,0.00486944,0.0101234,0.0506698,0.00045521,0.00189396,0.00219222,0.00198516,0.00156702,0,0.00013455,0.000262654,0.00103167,0.00107996,0.00576755,0.00471743,0.00876199,0.000158536,0.00205603,0.0111056,0.0256033,0.00445578,0.0216323,0.0228277,0.00337806,0.0082752,0.0155848,0.00395633,0.00317932,0,0.0349275,0.00389231,0.0103881,0.0183613
Sep 1 2011,0.0194467,0.00997773,0.123701,0.0026283,0.00328517,0.00477098,0.00894229,0.00591577,0,0.00093313,0.00221167,0.0023571,0.0047199,0.0289074,0.0220034,0.0347632,0.000859873,0.00264787,0.0092066,0.0455831,0.00779978,0.0850401,0.0878319,0.00604765,0.0239093,0.035311,0.0205853,0.00366468,9.60175E-05,0.164933,0.000228305,0.0261873,0.0476097
Oct 1 2011,0.0427577,0.0235956,0.121895,0.00589475,0.00646714,0.00915479,0.0194027,0.0132086,0,0.0021644,0.00514701,0.00560268,0.0114493,0.0648481,0.0467839,0.0724079,0.00188205,0.00647048,0.0225601,0.0719626,0.0113436,0.134365,0.173826,0.0123216,0.0425978,0.0643112,0.0474434,0.0082085,0.000189966,0.160372,0.0247282,0.0585727,0.0852624
Nov 1 2011,0.0721315,0.0400694,0.118635,0.010525,0.00894507,0.0155007,0.0318347,0.0237443,0,0.0036653,0.0086959,0.00920054,0.0193217,0.109539,0.0615237,0.113478,0.0033717,0.0101956,0.0370635,0.136348,0.0210192,0.111607,0.221246,0.0166976,0.0517154,0.0938978,0.0804608,0.0136568,0.000340144,0.204217,0,0.0791745,0.148952
Dec 1 2011,0.0881542,0.0501983,0.118432,0.0127781,0.0100523,0.0182127,0.00939615,0.0298424,0,0.00446871,0.0107574,0.000481993,0.00574756,0.134796,0.064413,0.121187,0.00380417,0.0124599,0.0450458,0.164199,0.0256644,0.103093,0.209802,0.0189024,0.0533132,0.101729,0.0675637,0.00116304,0,0.228571,0,0.0837887,0.0440455
Jan 1 2012,0.0860239,0.0127981,0.118185,0.0121779,0.00957784,0.017076,0.000141362,0.00848843,0,0.00121984,0.00303491,0,8.48739E-05,0.0372253,0.0388017,0.0384294,0.00087256,0.00743371,0.0259894,0.157051,0.0256785,0.102467,0.209697,0.0183733,0.0319229,0.091829,0.0268565,0,0,0.215415,0,0.0496815,0.00066015
Feb 1 2012,0.0695451,0.0101691,0.0954419,0.00859137,0.00453312,0.00943133,0,0.00408971,0,0.000544558,0.00150235,0,0,0.0183686,0.0217477,0.0195398,0.000291936,0.00363943,0.012608,0.119429,0.0221084,0.0684953,0.152909,0.00902898,0.01757,0.0366737,0.0133874,0,0,0.0958395,0,0.0265423,0
Mar 1 2012,0.0469275,0.00966985,0.098149,0.00539582,0.00306501,0.00560875,0,0.00288724,0,0.000721298,0.00100301,0,0,0.0122548,0.0183091,0.0138532,0.000245648,0.00238818,0.0080028,0.0789563,0.0155936,0.0709736,0.156861,0.00626541,0.0153386,0.0216733,0.00876563,0,0,0.0742286,0,0.0211147,0
Apr 1 2012,0.0250817,0.0136341,0.117646,0.00297873,0.00241571,0.00351422,0.00305248,0.0019122,0,0.00018407,0.000717177,0.000420146,0.00138095,0.0088195,0.0128344,0.011108,8.05649E-05,0.00165015,0.00526505,0.0419234,0.00878826,0.0845507,0.0933192,0.00493602,0.0123427,0.0152241,0.0061545,0.00434353,0,0.101498,0,0.0136607,0.0116012
May 1 2012,0.00374381,0.00146245,0.0350273,0.000392392,0.0014223,0.00113077,0.000663916,0.000974128,0,0.000107,0.000590621,0.000467472,0.000375978,0.00371272,0.00552611,0.00535403,0.000230148,0.000581434,0.00206328,0.00495648,0.00122783,0.0146649,0.0181918,0.00275219,0.00579843,0.0050363,0.00272701,0.000694338,0,0.0275231,0.00827228,0.00967798,0.00168223
Jun 1 2012,0.0602728,0.0433007,0.353567,0.0137374,0.0422634,0.0513671,0.0186935,0.0256526,0,0.00480058,0.00645646,0.0149542,0.0196075,0.0887697,0.0739792,0.105383,0.00331813,0.0207167,0.0830175,0.00204705,0.000500618,0.332549,0.3249,0.0743916,0.0658455,0.21285,0.0751176,0.02101,0,0.845871,0.0692317,0.11839,0.000324881
Jul 1 2012,0.0261816,0.0213632,0.0180065,0.00415077,0.00936772,0.011875,0.00341437,0.00929233,0,0.00138132,0.0019267,0.00508677,0.00622725,0.0208855,0.0157303,0.0201429,0.000454863,0.0070689,0.0319528,0.00200301,0.000424909,0.0730502,0.0792183,0.0135013,0.00268291,0.0314274,0.0245887,0.0094409,0,0.246799,0.0180885,0.0422563,0
Aug 1 2012,0.00486944,0.0101234,0.0506698,0.00045521,0.00166773,0.00194069,0.00106665,0.00156702,0,0.00013455,0.000256313,0.00103167,0.00107996,0.0039361,0.00450201,0.00545388,0.000152198,0.00205603,0.0111056,0.0044976,0.000765828,0.0216323,0.0228277,0.00298396,0.00765465,0.0137629,0.00333851,0.00317932,0,0.0349275,0.00389231,0.0103881,0.00725455
Sep 1 2012,0.00460118,0.00244193,0.0616651,0.0026283,0.00200463,0.00253933,7.19709E-05,0.0014197,0,0.000215087,0.000509791,4.28176E-05,6.08301E-05,0.00682337,0.0114014,0.00821258,0.000198201,0.00114986,0.00418961,0.00543058,0.000961331,0.0818931,0.0878319,0.00364709,0.0124,0.021288,0.00492779,0.000921672,0,0.09973,0.000228305,0.0135984,0
Oct 1 2012,0.00625973,0.0034544,0.0471947,0.00589475,0.00288882,0.00354451,0,0.00227453,0,0.00037271,0.000886316,0,0,0.0109788,0.0113342,0.0122587,0.000324089,0.00180365,0.00652728,0.00770008,0.00146908,0.0604326,0.0760318,0.00552303,0.0102874,0.0288268,0.00816976,0.00127314,0,0.0719412,0.00288956,0.0141453,0
Nov 1 2012,0.006362,0.00353412,0.0431247,0.00798744,0.0025134,0.00570365,0.00280782,0.00209425,0,0.000335008,0.000794805,0.000811488,0.00170418,0.00952985,0.00833631,0.00987255,0.000308173,0.00186065,0.00676392,0.0118623,0.0018539,0.030942,0.0492855,0.00464119,0.00700909,0.0260994,0.00709665,0.00120453,0,0.0567633,0,0.0107307,0.0129588
Dec 1 2012,0.00594159,0.00338336,0.0344808,0.0065718,0.00241351,0.00536302,0.00115302,0.00208002,0,0.000339175,0.000816486,0,0.000705295,0.009247,0.0068979,0.00951839,0.000288737,0.00177435,0.00641472,0.011264,0.00178881,0.0243975,0.0391172,0.00447912,0.005708,0.0241057,0.00678704,0,0,0.0541624,0,0.00897087,0.00540492
Jan 1 2013,0.00633136,0.00367802,0.0501766,0.00943909,0.00326502,0.0072396,0.00184917,0.00293327,0,0.000421527,0.00104874,0,0.00111024,0.0127298,0.00748633,0.0131416,0.000301522,0.00187563,0.00669521,0.0158935,0.00271679,0.0347469,0.0580367,0.00628307,0.00615913,0.0325275,0.00918404,0,0,0.0736647,0,0.00958544,0.00863548
Feb 1 2013,0.00540216,0.00314961,0.0651029,0.00889821,0.00347968,0.00640149,0.00417736,0.00313931,0,0.000418009,0.00115322,0.000245271,0.00243331,0.0139972,0.00722399,0.0148896,0.000193089,0.00161546,0.00570065,0.0162782,0.00304773,0.044954,0.0774096,0.00688022,0.00583625,0.0260345,0.0102014,0,0,0.0730312,0,0.00881659,0.0188661
Mar 1 2013,0.00230883,0.00136086,0.0430886,0.00539582,0.0013763,0.00239637,0,0.00129648,0,0.000132928,0.00045039,0,0,0.00535532,0.00387018,0.00605381,5.29203E-05,0.000665336,0.00222954,0.0068771,0.0013738,0.027142,0.0508656,0.00273798,0.00324228,0.00951483,0.00378719,0,0,0.0323985,0,0.00446322,0
Apr 1 2013,0.0159712,0.00759767,0,0.00297873,0.010116,0.0147162,0,0.00779778,0,0.000760306,0.00296232,0,0,0.0367533,0,0,0.000332776,0.00438519,0.0139916,0.046033,0.00943702,0,0,0.0206701,0,0.0640745,0.0228783,0,0,0,0,0,0
May 1 2013,0.00374381,0.00146245,0.0104579,0.000392392,0.0023769,0.00124814,0.00369669,0.00100117,0,0.000110694,0.000636512,0.000467472,0.00118624,0.00856623,0.00143725,0.00239322,0.000230148,0.00109401,0.00249219,0.0305862,0.00755477,0.00817041,0.00779039,0.00524998,0.00199171,0.00585992,0.00406465,0.0013693,0.000473757,0.0195321,0.00827228,0.00967798,0.165663
Jun 1 2013,0.0602728,0.0433007,0.353567,0.0137374,0.0422634,0.0513671,0.0186935,0.0256526,0,0.00480058,0.00645646,0.0149542,0.0196075,0.0887697,0.0739792,0.105383,0.00331813,0.0207167,0.0830175,0.0109129,0.00269252,0.332549,0.3249,0.0743916,0.0658455,0.21285,0.0751176,0.02101,0,0.845871,0.0692317,0.11839,0.00880618
Jul 1 2013,0.0261816,0.0213632,0.0180065,0.00415077,0.00936772,0.011875,0.00341437,0.00929233,0,0.00138132,0.0019267,0.00508677,0.00622725,0.0208855,0.0157303,0.0201429,0.000454863,0.0070689,0.0319528,0.013907,0.0028502,0.0730502,0.0792183,0.0135013,0.00255532,0.0314274,0.0245887,0.0094409,0,0.246799,0.0180885,0.0422563,0.00344093
Aug 1 2013,0.00486944,0.0101234,0.0143598,0.00045521,0.00246801,0.00398437,0.00198516,0.00156702,0,0.00013455,0.000262654,0.00103167,0.00107996,0.00576755,0.00257183,0.00412098,0.000158536,0.00205603,0.0111056,0.029029,0.0055279,0.0112953,0.0108353,0.00437807,0.00260289,0.0247082,0.00395633,0.00317932,4.73624E-05,0.0273951,0.00218969,0.0103881,0.00391657
Sep 1 2013,0.0194467,0.00997773,0.122596,0.0026283,0.00827973,0.00827576,0.0024368,0.00591577,0,0.00093313,0.00221167,0.0023571,0.00130294,0.0289074,0.0180164,0.0347632,0.000859873,0.00484134,0.0175366,0.0455831,0.00779978,0.0655322,0.0878319,0.0154108,0.0195525,0.0912763,0.0205853,0.000112943,9.60175E-05,0.147903,0.000228305,0.0214219,0.0126927
Oct 1 2013,0.0427577,0.0235956,0.118451,0.00589475,0.016776,0.0160246,0.01637,0.0132086,0,0.0021644,0.00514701,0.00560268,0.00965981,0.0648481,0.0279153,0.0724079,0.00188205,0.01232,0.0445853,0.0807136,0.0136979,0.0743962,0.173826,0.0326228,0.0253968,0.170271,0.0474434,0.00353704,0.000209779,0.160254,0,0.0349211,0.0766141
Nov 1 2013,0.0369386,0.0205195,0.141053,0.010525,0.0267497,0.0217347,0.0286417,0.0237443,0,0.0036653,0.0086959,0.00891257,0.0173838,0.109539,0.03457,0.113478,0.0033717,0.0108032,0.0392721,0.136348,0.0210192,0.101305,0.151228,0.0500769,0.0290662,0.281603,0.0804608,0.00342649,0.000329497,0.160242,0,0.0444993,0.134012
Dec 1 2013,0.00594159,0.00338336,0.150096,0.0127781,0.0273936,0.023091,0.0079109,0.023853,0,0.00358257,0.00859838,0.00044483,0.00483904,0.107742,0.00631951,0.110904,0.0030498,0.00177435,0.00641472,0.0883717,0.0138126,0.11403,0.139426,0.0516535,0.00519189,0.277989,0.0522484,0.00112525,0,0.160197,0,0.00815974,0.0370833
Jan 1 2014,0.00483455,0.00280849,0.0571956,0.0106812,0.00284728,0.00862743,0.00296097,0.00253169,0,0.000363818,0.000905167,0,0.00177776,0.0111011,0.00503268,0.0114602,0.000260243,0.00143221,0.00511238,0.0189403,0.00321752,0.0303013,0.0412618,0.0054792,0.00414047,0.038763,0.00800901,0,0,0.0642398,0,0.0064438,0.0138275
Feb 1 2014,0.00410564,0.00239371,0.0524224,0.00889821,0.00235019,0.00710849,0,0.00212031,0,0.000282325,0.000778891,0,0,0.00929085,0.00418888,0.00988324,0.000130413,0.00122775,0.00433249,0.0182821,0.00343012,0.0298389,0.0440767,0.00456686,0.0033842,0.0292393,0.00677133,0,0,0.0484756,0,0.00511237,0
Mar 1 2014,0.00414839,0.00244512,0.0430904,0.00539582,0.00160366,0.00426776,0,0.00151065,0,0.000154887,0.000524792,0,0,0.00630987,0.00403925,0.00713285,5.59459E-05,0.00119544,0.00400593,0.0123883,0.00252617,0.0319728,0.0466691,0.003226,0.00338391,0.0171398,0.00446223,0,0,0.0323625,0,0.00465819,0
Apr 1 2014,0.0175619,0.00953735,0,0.00297873,0.010116,0.0147162,0,0.00779778,0,0.000760306,0.00296232,0,0,0.0367533,0,0,0.000332776,0.00482606,0.0153983,0.046033,0.00943702,0,0,0.0206701,0,0.0640745,0.025028,0,0,0,0,0,0
May 1 2014,0.00374381,0.00146245,0.0104579,0.000392392,0.0023769,0.00124814,0.000358469,0.00100117,0,0.000110694,0.000636512,0.000467472,0.000294371,0.00856623,0.00143725,0.00239322,0.000230148,0.00109401,0.00249219,0.0204497,0.00510179,0.00817041,0.00779039,0.00524998,0.00199171,0.00585992,0.00406465,0.000694338,0,0.0195321,0.00827228,0.00967798,0
Jun 1 2014,0.0602728,0.0433007,0.353567,0.0137374,0.0422634,0.0513671,0.0186935,0.0256526,0,0.00480058,0.00645646,0.0149542,0.0196075,0.0887697,0.0739792,0.105383,0.00331813,0.0207167,0.0830175,0.11375,0.0176572,0.332549,0.3249,0.0743916,0.0658455,0.21285,0.0751176,0.02101,0.000527373,0.845871,0.0692317,0.11839,0.212807
Jul 1 2014,0.0261816,0.0213632,0.0180065,0.00415077,0.00936772,0.011875,0.00341437,0.00929233,0,0.00138132,0.0019267,0.00508677,0.00622725,0.0208855,0.0157303,0.0201429,0.000454863,0.0070689,0.0319528,0.016595,0.00352037,0.0730502,0.0792183,0.0135013,0.00255532,0.0314274,0.0245887,0.0094409,0,0.246799,0.0180885,0.0422563,0.000827488
Aug 1 2014,0.00486944,0.0101234,0.0143598,0.00045521,0.00246801,0.00398437,0.00198516,0.00156702,0,0.00013455,0.000262654,0.00103167,0.00107996,0.00576755,0.00257183,0.00412098,0.000158536,0.00205603,0.0111056,0.0283438,0.00537625,0.0112953,0.0108353,0.00437807,0.00260289,0.0247082,0.00395633,0.00317932,4.52473E-05,0.0273951,0.00218969,0.0103881,0.00430945
Sep 1 2014,0.0194467,0.00997773,0.00165765,0.0026283,0.00827973,0.018573,0.00894229,0.00591577,0,0.00093313,0.00221167,0.0023571,0.0047199,0.0289074,0.000251229,0.000384553,0.000859873,0.00484134,0.0175366,0.0322666,0.00480543,0.00115871,0.00101204,0.0154108,0.000295617,0.0912763,0.0205853,0.00366468,6.01555E-05,0.00277844,0.0216941,0.00035855,0.035246
Oct 1 2014,0.0427577,0.0235956,0,0.00589475,0.016776,0.0371542,0.00581887,0.0132086,0,0.0021644,0.00514701,0.00560268,0.00343366,0.0648481,0,0,0.00188205,0.01232,0.0445853,0.0807136,0.0136979,0,0,0.0326228,0,0.170271,0.0474434,0.00613914,0.000209779,0,0,0,0.0272331
Nov 1 2014,0.0537524,0.0266461,0,0.010525,0.0284966,0.0646673,0.00199285,0.0237443,0,0.0036653,0.0086959,0.00158433,0.00120954,0.109539,0,0,0.0033717,0.0210958,0.0766884,0.136348,0.0210192,0,0,0.0533471,0,0.299993,0.0443661,0.00124004,5.85727E-05,0,0,0,0.00932437
Dec 1 2014,0.0437509,0.0308719,0,0.0127781,0.0346272,0.0769444,0.00332617,0.0298424,0,0.00446871,0.0107574,0.00044483,0.0020346,0.134796,0,0,0.00380417,0.0263256,0.0951739,0.164067,0.0256644,0,0,0.0652933,0,0.351396,0.0398714,0.00112525,0,0,0,0,0.0155918
Jan 1 2015,0.0409732,0.0139225,0,0.0121779,0.0334188,0.0715376,7.25915E-05,0.0246418,0,0.00418182,0.0104042,0,4.35839E-05,0.110334,0,0,0.00299129,0.0254841,0.0909675,0.157051,0.0256785,0,0,0.0643098,0,0.321418,0.0284264,0,0,0,0,0,0.000338996
Feb 1 2015,0.0665186,0.00936066,0,0.00889821,0.0268287,0.0480953,0.0146858,0.0242044,0,0.00322289,0.00889145,0.00848688,0.00855445,0.110737,0,0,0.00148874,0.0215395,0.0760086,0.123695,0.022898,0,0,0.0544321,0,0.19783,0.0363666,0.00551722,0.000335518,0,0,0,0.0640714
Mar 1 2015,0.0469275,0.0177603,0,0.00539582,0.0173557,0.0272005,0.00368891,0.016349,0,0.00167627,0.00567957,0.00025894,0.00191237,0.0701877,0,0,0.000570877,0.0135231,0.045316,0.0789563,0.0155936,0,0,0.0358844,0,0.10924,0.0301983,0.0024884,0,0,0,0,0.0159631
Apr 1 2015,0.0250817,0.00589297,0,0.00297873,0.010116,0.0147162,0,0.00779778,0,0.000760306,0.00296232,0,0,0.0367533,0,0,0.000332776,0.00691017,0.0220479,0.046033,0.00943702,0,0,0.0206701,0,0.0640745,0.025028,0,0,0,0,0,0
May 1 2015,0.00374381,0.00146245,0.0104579,0.000392392,0.0023769,0.00124814,0.000358469,0.00100117,0,0.000110694,0.000636512,0.000467472,0.000294371,0.00856623,0.00143725,0.00239322,0.000230148,0.00109401,0.00249219,0.0204497,0.00510179,0.00817041,0.00779039,0.00524998,0.00199171,0.00585992,0.00406465,0.000694338,0,0.0195321,0.00827228,0.00967798,0
Jun 1 2015,0.0602728,0.0433007,0.353567,0.0137374,0.0422634,0.0513671,0.0186935,0.0256526,0,0.00480058,0.00645646,0.0149542,0.0196075,0.0887697,0.0739792,0.105383,0.00331813,0.0207167,0.0830175,0.0134409,0.00344056,0.332549,0.3249,0.0743916,0.0658455,0.21285,0.0751176,0.02101,0,0.845871,0.0692317,0.11839,0
Jul 1 2015,0.0261816,0.0213632,0.0180065,0.00415077,0.00936772,0.011875,0.00341437,0.00929233,0,0.00138132,0.0019267,0.00508677,0.00622725,0.0208855,0.0157303,0.0201429,0.000454863,0.0070689,0.0319528,0.0139193,0.00915764,0.0730502,0.0792183,0.0135013,0.00255532,0.0314274,0.0245887,0.0094409,0.000306387,0.246799,0.0180885,0.0422563,0.0394173
Aug 1 2015,0.00486944,0.0101234,0.0143598,0.00045521,0.00246801,0.00398437,0.00198516,0.00156702,0,0.00013455,0.000262654,0.00103167,0.00107996,0.00576755,0.00257183,0.00412098,0.000158536,0.00205603,0.0111056,0.0447106,0.0254233,0.0112953,0.0108353,0.00437807,0.00260289,0.0247082,0.00395633,0.00317932,0.000996504,0.0273951,0.00389231,0.0103881,0.308566
Sep 1 2015,0.0194467,0.00997773,0.123701,0.0026283,0.00526528,0.00471395,0.00894229,0.00591577,0,0.00093313,0.00221167,0.0023571,0.0047199,0.0289074,0.0220034,0.0347632,0.000859873,0.00484134,0.0175366,0.0432331,0.00705119,0.0850401,0.0878319,0.009583,0.0239093,0.0566398,0.0205853,0.00366468,8.25693E-05,0.191915,0.000228305,0.0261873,0.042311
Oct 1 2015,0.0427577,0.0235956,0.121895,0.00589475,0.00981563,0.00915479,0.0194027,0.0132086,0,0.0021644,0.00514701,0.00560268,0.0114493,0.0648481,0.0467839,0.0724079,0.00188205,0.01232,0.0445853,0.0719626,0.0113436,0.0986425,0.173826,0.0190876,0.0425978,0.0996253,0.0474434,0.0082085,0.000174556,0.230267,0.0439144,0.0585727,0.0760208
Nov 1 2015,0.0721315,0.0400694,0.118635,0.010525,0.0120626,0.0155007,0.0318347,0.0237443,0,0.0036653,0.0086959,0.00920054,0.0193217,0.109539,0.0585484,0.113478,0.0033717,0.0154126,0.0560286,0.136348,0.0210192,0.105877,0.171334,0.0225818,0.0492181,0.126987,0.0804608,0.0136568,0.000340144,0.276183,0,0.0753513,0.148952
Dec 1 2015,0.0881542,0.0501983,0.118432,0.0127781,0.0127878,0.0182127,0.0390855,0.0298424,0,0.00446871,0.0107574,0.0112615,0.0239083,0.134796,0.0614255,0.121187,0.00380417,0.0173749,0.0628148,0.164199,0.0256644,0.112197,0.157605,0.0241128,0.0508405,0.12977,0.0989365,0.0171793,0.000419627,0.291577,0,0.0799025,0.183218
Jan 1 2016,0.0860239,0.0499732,0.118185,0.0121779,0.0128161,0.017076,0.00793921,0.0290999,0,0.00418182,0.0104042,0.00519767,0.0047667,0.130295,0.061124,0.119808,0.00299129,0.0173903,0.0620763,0.153869,0.0256785,0.111152,0.162812,0.0246628,0.050275,0.123264,0.0940025,0.00340087,0.000198685,0.289155,0,0.0782429,0.0361162
Feb 1 2016,0.0695451,0.0150347,0.119962,0.00859137,0.0124492,0.0112563,0,0.0233698,0,0.00311176,0.00858485,0,0,0.106919,0.0583606,0.113736,0.0014374,0.0152648,0.0538665,0.119429,0.0221084,0.104106,0.194218,0.025258,0.0471494,0.0917988,0.0779241,0,0,0.268105,0,0.0712268,0
Mar 1 2016,0.0469275,0.00775027,0.121425,0.00539582,0.0103526,0.00667229,0.000526666,0.016349,0,0.00167627,0.00567957,0,0.000273029,0.0701877,0.0456928,0.079342,0.000570877,0.0104209,0.0349205,0.0789563,0.0155936,0.0938837,0.162357,0.021405,0.0382796,0.0651618,0.0496355,0,0,0.219446,0,0.0526944,0.00225742
Apr 1 2016,0.014338,0.00890252,0.118606,0.00333257,0.00391966,0.00317083,0.012124,0.00678487,0,0.00100541,0.00360732,0.00131868,0.00587326,0.0353977,0.0211164,0.0391816,0.0017729,0.00600256,0.0101578,0.0363814,0.00754695,0.073789,0.0688987,0.00962798,0.0200761,0.0273031,0.0238593,0.00450578,0,0.159593,0.00877515,0.020447,0.0421439
May 1 2016,0.00214016,0.000958495,0.0303109,0.000439003,0.00139834,0.00102703,0.00350623,0.000871121,0,0.000146379,0.000775104,0.000355213,0.00120478,0.00825027,0.00518132,0.011385,0.00122614,0.00102704,0.00168352,0.0112979,0.0031192,0.0126665,0.0134313,0.0035573,0.00531859,0.00503427,0.00387485,0.00099247,0,0.0223782,0.00489571,0.00749056,0.0107447
Jun 1 2016,0.0344551,0.0283795,0.305959,0.0153693,0.0325046,0.0431663,0.0177304,0.0223203,0,0.00634815,0.00786226,0.011363,0.0199139,0.0854955,0.0629406,0.0932226,0.0176778,0.0194485,0.0562877,0.145272,0.0180102,0.287232,0.239877,0.0698611,0.0553821,0.18286,0.0716099,0.0152281,0.000106585,0.687754,0.0409728,0.0916314,0.270348
Jul 1 2016,0.0149668,0.0140015,0.0155819,0.00464382,0.00720468,0.0099791,0.00323846,0.00808528,0,0.00182662,0.00234622,0.00386523,0.00632457,0.0201151,0.0133832,0.0178184,0.00242334,0.00663617,0.0216648,0.0045772,0.00406096,0.0630956,0.0584878,0.012679,0.00235771,0.0269993,0.0234405,0.00684276,4.45665E-05,0.200665,0.0107051,0.0327056,0.0338233
