Yr,Mon,Aportante 21
1989,1,19.16546714840939
1989,2,19.2164687401322
1989,3,15.415465398517881
1989,4,12.56144171478934
1989,5,9.225474818663372
1989,6,7.794032677271048
1989,7,5.638732270006926
1989,8,5.669749593321285
1989,9,8.322907221530897
1989,10,11.718935899605526
1989,11,15.080253672856145
1989,12,16.08227738027483
1990,1,18.37660091015107
1990,2,18.165381061829407
1990,3,14.809553142657421
1990,4,11.145442576391304
1990,5,7.874191688672624
1990,6,6.976029183445917
1990,7,5.5183139397458945
1990,8,8.331266474914003
1990,9,8.316595719450277
1990,10,10.729978083340256
1990,11,13.412888517345607
1990,12,16.412063276705737
1991,1,17.173522058328842
1991,2,18.320914638536863
1991,3,16.327098872502006
1991,4,12.124311626256599
1991,5,9.34890122693156
1991,6,6.456706148920148
1991,7,5.138257170831707
1991,8,5.80351920523168
1991,9,8.571938150330709
1991,10,10.420896796373086
1991,11,13.628507908099891
1991,12,13.86598205328238
1992,1,19.031473632426184
1992,2,16.753313361321034
1992,3,16.293576624192553
1992,4,10.239030276062692
1992,5,6.9103372988666365
1992,6,4.798228131229337
1992,7,3.9102146291584177
1992,8,6.787398487769849
1992,9,8.288339715362952
1992,10,9.778680696464278
1992,11,14.191496611837863
1992,12,15.423258997705148
1993,1,18.405414043695146
1993,2,19.200203860556883
1993,3,16.95895494334701
1993,4,11.757040224109517
1993,5,6.177194684915548
1993,6,6.906518346861731
1993,7,3.858514173403819
1993,8,6.898075899249193
1993,9,7.657271238210853
1993,10,10.794599492327507
1993,11,12.409891835421206
1993,12,15.743423059273653
1994,1,18.64040017725074
1994,2,17.13280363507721
1994,3,16.601678106894838
1994,4,11.572983317221372
1994,5,8.667429304040297
1994,6,7.015704492001532
1994,7,5.606963111276741
1994,8,6.039736506197187
1994,9,9.404382779521313
1994,10,10.550180607457321
1994,11,13.998624325824096
1994,12,16.333027240198817
1995,1,17.716919296217043
1995,2,17.32551180214017
1995,3,15.163329398942153
1995,4,11.963536712345729
1995,5,10.00406541959967
1995,6,6.711584026240985
1995,7,2.6757747296860543
1995,8,4.007163551190331
1995,9,8.294215468266543
1995,10,10.145931078103388
1995,11,14.42019612233696
1995,12,19.291282157884723
1996,1,17.500418087380126
1996,2,17.037368613594253
1996,3,15.928911908666123
1996,4,10.31270651116597
1996,5,8.612381198709784
1996,6,5.419126954300907
1996,7,7.125223243414382
1996,8,6.725689729815599
1996,9,8.980648937703904
1996,10,10.987899845373363
1996,11,14.28349063353727
1996,12,16.608928705163237
1997,1,18.023131701932243
1997,2,17.298775544877117
1997,3,17.29982224357576
1997,4,13.815781144172945
1997,5,10.148834298908241
1997,6,6.049727539007847
1997,7,6.558148504436531
1997,8,7.454830836819724
1997,9,8.70095585580367
1997,10,8.809323866517047
1997,11,12.252477371051782
1997,12,15.738200393369823
1998,1,17.86803800772759
1998,2,17.718675234863497
1998,3,15.246412289394868
1998,4,11.424816243024736
1998,5,10.009333750062922
1998,6,6.680489650849438
1998,7,6.137841743286629
1998,8,5.94349006536396
1998,9,7.58653138136782
1998,10,12.970889572397596
1998,11,14.289465740162882
1998,12,17.336061089575594
1999,1,19.07426444856486
1999,2,18.465562841822702
1999,3,14.28322985063943
1999,4,12.232556150976507
1999,5,9.387788368619454
1999,6,6.5651366503862505
1999,7,4.2017038588138576
1999,8,6.8438409873441515
1999,9,7.653009243763506
1999,10,11.628819281650522
1999,11,14.425807399134555
1999,12,16.535257987433624
2000,1,17.780851949902853
2000,2,15.835176493779443
2000,3,14.210687421917157
2000,4,12.21722231560716
2000,5,8.41940310620788
2000,6,6.064123846894972
2000,7,4.1604598276572915
2000,8,6.337009441443229
2000,9,7.208160364157891
2000,10,11.193966693461391
2000,11,13.150826920403404
2000,12,16.684592811936454
2001,1,16.989948672566925
2001,2,18.077872182696638
2001,3,15.877704540574257
2001,4,11.168663953282135
2001,5,8.060596128259363
2001,6,5.803183013478531
2001,7,5.984256201488392
2001,8,7.180083188769174
2001,9,7.967286425081227
2001,10,12.16151703005238
2001,11,12.628124719025038
2001,12,19.555459436607805
2002,1,19.032559435788528
2002,2,18.80559739993282
2002,3,13.54650625479627
2002,4,10.177827078296332
2002,5,8.021736644780617
2002,6,4.115026988094428
2002,7,5.469330066465261
2002,8,6.896734276307484
2002,9,7.514463438355392
2002,10,9.674490043383457
2002,11,12.201105502685778
2002,12,16.199546711683865
2003,1,18.28033420828706
2003,2,17.26804670152211
2003,3,17.34050649073322
2003,4,12.265197345774709
2003,5,8.817051623473787
2003,6,8.133265290209067
2003,7,4.70422475181681
2003,8,6.904457564921302
2003,9,8.697804045591795
2003,10,11.555762050071621
2003,11,13.842572561558029
2003,12,14.564114345612722
2004,1,19.59898289228289
2004,2,18.712309705163534
2004,3,16.383446723125587
2004,4,10.89298100967136
2004,5,9.067384814719901
2004,6,6.547524626537097
2004,7,5.912532575768125
2004,8,6.992641328830814
2004,9,8.621599675934021
2004,10,9.959111353212336
2004,11,12.91075649056387
2004,12,15.994626557227434
2005,1,17.71853951511389
2005,2,19.66103126244616
2005,3,15.076180536069728
2005,4,12.080312173768164
2005,5,6.571102125397431
2005,6,6.589656453833356
2005,7,6.323462253323157
2005,8,6.678473405709042
2005,9,7.607777961266095
2005,10,10.570604177072084
2005,11,14.22725468092068
2005,12,15.968710417653256
2006,1,18.329868474372233
2006,2,19.02886866585635
2006,3,14.719924264776239
2006,4,12.19448762435644
2006,5,9.544771541393061
2006,6,7.5073359588568565
2006,7,6.449200145180271
2006,8,6.563292709043651
2006,9,8.270250352565597
2006,10,10.015435317982565
2006,11,13.494710242021881
2006,12,15.229179211900089
2007,1,18.175266449392723
2007,2,15.976560723177329
2007,3,15.198056681405092
2007,4,10.803502800644083
2007,5,7.656404517336227
2007,6,3.569185183125171
2007,7,3.1272268479870604
2007,8,3.0918219949734294
2007,9,7.296891272623498
2007,10,10.093193483832295
2007,11,13.547109713263865
2007,12,16.678024418619486
2008,1,19.308080705238524
2008,2,19.604671568511662
2008,3,16.000239923287324
2008,4,11.612258927540097
2008,5,8.435282707148247
2008,6,5.388716162404762
2008,7,6.2987167547611875
2008,8,5.482656154970016
2008,9,8.705075747992453
2008,10,11.045436787944368
2008,11,15.730047790636775
2008,12,18.425018582061284
2009,1,19.789505982969615
2009,2,17.890554537384958
2009,3,17.4140915279541
2009,4,14.041481781689527
2009,5,9.669794690240963
2009,6,6.550689797076757
2009,7,4.490842838664491
2009,8,6.519915069939998
2009,9,6.9309846686633705
2009,10,10.072925705501177
2009,11,10.2973797637502
2009,12,15.26058575672863
2010,1,18.128894216039328
2010,2,16.23561352570124
2010,3,16.46864598261334
2010,4,11.77166179944112
2010,5,8.97631704771726
2010,6,6.194273824931088
2010,7,2.7063641956024185
2010,8,5.290264459372452
2010,9,7.657501513983675
2010,10,10.478867137775296
2010,11,13.352255443860145
2010,12,15.013310433691117
2011,1,17.875333176955905
2011,2,17.841617724276546
2011,3,14.520299858836893
2011,4,11.364235400128166
2011,5,9.168146937512859
2011,6,5.584716301237847
2011,7,3.6802593978791833
2011,8,5.039841882081873
2011,9,8.184290453866424
2011,10,10.230571401082045
2011,11,13.581637498042085
2011,12,18.511178455888682
2012,1,18.884434909006814
2012,2,17.12193989398355
2012,3,16.376439240687546
2012,4,12.415708181593175
2012,5,9.774494506169106
2012,6,7.446280533438539
2012,7,4.371928973798333
2012,8,5.91064615967457
2012,9,9.660705176049248
2012,10,10.118008034633704
2012,11,14.131745225639747
2012,12,13.387848531145437
2013,1,19.661017936523933
2013,2,17.352096355602328
2013,3,15.094225166921547
2013,4,12.529867473725403
2013,5,8.112786073317523
2013,6,6.5182654226979935
2013,7,5.952501235072759
2013,8,5.789050157740803
2013,9,7.301777471863659
2013,10,11.175493692483485
2013,11,13.70460995568169
2013,12,18.38421120274785
2014,1,18.71769643327741
2014,2,17.09927688633792
2014,3,15.170816002990307
2014,4,10.676424425733558
2014,5,8.994732660855277
2014,6,5.17056808676773
2014,7,5.233042843938108
2014,8,7.651496444871555
2014,9,8.11090141077625
2014,10,11.862723834738802
2014,11,13.522791994429838
2014,12,16.3678732810813
2015,1,19.523715937439476
2015,2,18.762395064182556
2015,3,17.55730682317477
2015,4,13.467879293981866
2015,5,9.030801713793323
2015,6,6.380813153584825
2015,7,5.821826067741597
2015,8,6.985478133176116
2015,9,7.750899569877163
2015,10,9.301266832249155
2015,11,12.863898937676595
2015,12,16.953484709809516
2016,1,19.19221257114839
2016,2,18.880877813835014
2016,3,17.73198497268089
2016,4,11.270621262143607
2016,5,10.038374847163368
2016,6,6.4774996159325156
2016,7,6.329728553843495
2016,8,7.795417646976432
2016,9,10.858339630318369
2016,10,11.33538449023115
2016,11,15.157282096425263
2016,12,16.730018623264698
2017,1,20.10152884545198
2017,2,19.10425169105355
2017,3,15.37529115309701
2017,4,11.643173915767363
2017,5,8.032861503444963
2017,6,5.22181384520718
2017,7,4.775702424170163
2017,8,5.254004076806552
2017,9,7.875987694853109
2017,10,9.308992648116487
2017,11,13.431393941243527
2017,12,17.607879572778074
2018,1,18.77408124200599
2018,2,19.16340412646764
2018,3,15.026358058557662
2018,4,11.971994094438458
2018,5,8.932529310794791
2018,6,4.849556047856595
2018,7,5.365150420830332
2018,8,6.394614665507447
2018,9,8.959226520770812
2018,10,10.076509747884018
2018,11,13.402165209178918
2018,12,16.601084054132514
2019,1,18.130414558143343
2019,2,19.50638087751679
2019,3,15.924577502893442
2019,4,12.920545366758972
2019,5,8.887722418550595
2019,6,5.800317666522119
2019,7,5.545488361116497
2019,8,7.2253879611955085
2019,9,8.099374543466865
2019,10,10.157499391686088
2019,11,14.862916031020575
2019,12,17.563047249880412
2020,1,19.709022531499556
2020,2,18.73948743096713
2020,3,17.545085146424697
2020,4,13.716290170402942
2020,5,10.009436106475107
2020,6,5.798063637791586
2020,7,5.158501010382736
2020,8,5.763867199540869
2020,9,8.34195245517202
2020,10,11.01434791292371
2020,11,14.965396594659467
2020,12,16.7204939751918
2021,1,18.36846705928599
2021,2,17.643946728362152
2021,3,16.50764606342193
2021,4,12.920408110806648
2021,5,8.503404513043904
2021,6,7.248681102602291
2021,7,5.89528494208713
2021,8,6.731404553855725
2021,9,7.936299315832002
2021,10,11.055025190286642
2021,11,14.698954067435352
2021,12,18.065212284422955
2022,1,17.913884205839736
2022,2,18.057788693007637
2022,3,15.434639744092124
2022,4,10.74487692925237
2022,5,8.038117830777367
2022,6,5.8464347832519366
2022,7,4.298745845962742
2022,8,6.105857953916143
2022,9,7.995385831743988
2022,10,10.447257561208971
2022,11,16.0432346480722
2022,12,18.373226078706978
2023,1,18.977635378247157
2023,2,19.907733829486574
2023,3,17.612967939638168
2023,4,13.409508610113562
2023,5,9.21254090697164
2023,6,7.756355777863575
2023,7,6.5165476310431245
2023,8,7.253957272336777
2023,9,7.433966458228326
