Transmission Link,Transmission Link from Acuifero_1 to Agua Potable_1,Transmission Link from Acuifero_1 to Veg Riparia AC_1,Transmission Link from Acuifero_2 to Veg Riparia AC_2,Transmission Link from Acuifero_3 to Agua Potable_AC 3,Transmission Link from Acuifero_3 to Veg Riparia AC_3,Transmission Link from Acuifero_4 to Veg Riparia AC_4,Transmission Link from Acuifero_4 to ZR_Camarote_ANU,Transmission Link from Acuifero_4 to ZR_Camarote_FRU,Transmission Link from Acuifero_4 to ZR_Cocinera_ANU,Transmission Link from Acuifero_4 to ZR_Cocinera_FRU,Transmission Link from Acuifero_4 to ZR_El Silo_ANU,Transmission Link from Acuifero_4 to ZR_El Silo_FRU,Transmission Link from Acuifero_4 to ZR_Escorial_ANU,Transmission Link from Acuifero_4 to ZR_Escorial_FRU,Transmission Link from Acuifero_4 to ZR_Higuera_ANU,Transmission Link from Acuifero_4 to ZR_Higuera_FRU,Transmission Link from Acuifero_4 to ZR_Pelados_ANU,Transmission Link from Acuifero_4 to ZR_Pelados_FRU,Transmission Link from Acuifero_4 to ZR_Plantacion_ANU,Transmission Link from Acuifero_4 to ZR_Plantacion_FRU,Transmission Link from Acuifero_4 to ZR_San Isidro_ANU,Transmission Link from Acuifero_4 to ZR_San Isidro_FRU,Transmission Link from Acuifero_4 to ZR_San Patricio_ANU,Transmission Link from Acuifero_4 to ZR_San Patricio_FRU,Transmission Link from Acuifero_4 to ZR_Santa Olga_ANU,Transmission Link from Acuifero_4 to ZR_Santa Olga_FRU,Transmission Link from Acuifero_4 to ZR_Turbina_ANU,Transmission Link from Acuifero_4 to ZR_Turbina_FRU,Transmission Link from Acuifero_5 to Agua Potable_AC 5,Transmission Link from Acuifero_5 to Veg Riparia AC_5,Transmission Link from Acuifero_5 to ZR_Cocinera_ANU,Transmission Link from Acuifero_5 to ZR_Cocinera_FRU,Transmission Link from Acuifero_5 to ZR_Higuera_ANU,Transmission Link from Acuifero_5 to ZR_Higuera_FRU,Transmission Link from Acuifero_5 to ZR_Hospital_ANU,Transmission Link from Acuifero_5 to ZR_Hospital_FRU,Transmission Link from Acuifero_5 to ZR_Molino Carcamo_ANU,Transmission Link from Acuifero_5 to ZR_Molino Carcamo_FRU,Transmission Link from Acuifero_5 to ZR_Potrero Nuevo_ANU,Transmission Link from Acuifero_5 to ZR_Potrero Nuevo_FRU,Transmission Link from Acuifero_6 to Agua Potable_AC 6,Transmission Link from Acuifero_6 to Veg Riparia AC_6,Transmission Link from Acuifero_6 to ZR_Bellavista Alto_ANU,Transmission Link from Acuifero_6 to ZR_Bellavista Alto_FRU,Transmission Link from Acuifero_6 to ZR_Bellavista Bajo_ANU,Transmission Link from Acuifero_6 to ZR_Bellavista Bajo_FRU,Transmission Link from Acuifero_6 to ZR_Cuz Cuz_ANU,Transmission Link from Acuifero_6 to ZR_Cuz Cuz_FRU,Transmission Link from Acuifero_6 to ZR_Inquilino_ANU,Transmission Link from Acuifero_6 to ZR_Inquilino_FRU,Transmission Link from Acuifero_6 to ZR_Molino El Peral_ANU,Transmission Link from Acuifero_6 to ZR_Molino El Peral_FRU,Transmission Link from Acuifero_6 to ZR_Poblacion Los Guindos_ANU,Transmission Link from Acuifero_6 to ZR_Poblacion Los Guindos_FRU,Transmission Link from Acuifero_6 to ZR_Zepedino_ANU,Transmission Link from Acuifero_6 to ZR_Zepedino_FRU,Transmission Link from Acuifero_7 to Veg Riparia AC_7,Transmission Link from Acuifero_7 to ZR_El Maiten_ANU,Transmission Link from Acuifero_7 to ZR_El Maiten_FRU,Transmission Link from Withdrawal Node 1 to ZR_Las Bellacas_ANU,Transmission Link from Withdrawal Node 10 to ZR_El Durazno_FRU,Transmission Link from Withdrawal Node 11 to ZR_El Durazno_ANU,Transmission Link from Withdrawal Node 12 to ZR_Los Perales_FRU,Transmission Link from Withdrawal Node 13 to ZR_Los Peralez_ANU,Transmission Link from Withdrawal Node 14 to ZR_Mala Ladera_FRU,Transmission Link from Withdrawal Node 15 to ZR_Mala Ladera_ANU,Transmission Link from Withdrawal Node 16 to ZR_El Macal_FRU,Transmission Link from Withdrawal Node 17 to ZR_El Macal_ANU,Transmission Link from Withdrawal Node 18 to ZR_Pichicaven_FRU,Transmission Link from Withdrawal Node 19 to ZR_Pichicaven_ANU,Transmission Link from Withdrawal Node 2 to ZR_Las Bellacas_FRU,Transmission Link from Withdrawal Node 20 to ZR_Calderon_ANU,Transmission Link from Withdrawal Node 21 to ZR_Calderon_FRU,Transmission Link from Withdrawal Node 22 to ZR_Las Peras_ANU,Transmission Link from Withdrawal Node 23 to ZR_Las Peras_FRU,Transmission Link from Withdrawal Node 24 to ZR_Rodado_ANU,Transmission Link from Withdrawal Node 25 to ZR_Rodado_FRU,Transmission Link from Withdrawal Node 26 to ZR_El Bato o El Cato_ANU,Transmission Link from Withdrawal Node 27 to ZR_El Bato o El Cato_FRU,Transmission Link from Withdrawal Node 28 to ZR_El Aguita_FRU,Transmission Link from Withdrawal Node 29 to ZR_El Aguita_ANU,Transmission Link from Withdrawal Node 3 to ZR_Las Juntas_ANU,Transmission Link from Withdrawal Node 30 to ZR_Alcantarilla_ANU,Transmission Link from Withdrawal Node 31 to ZR_Alcantarilla_FRU,Transmission Link from Withdrawal Node 32 to ZR_El Bajo_FRU,Transmission Link from Withdrawal Node 33 to ZR_El Bajo_ANU,Transmission Link from Withdrawal Node 34 to ZR_Los Sauces_FRU,Transmission Link from Withdrawal Node 35 to ZR_Los Sauces_ANU,Transmission Link from Withdrawal Node 36 to ZR_Santa Margot_FRU,Transmission Link from Withdrawal Node 37 to ZR_Santa Margot_ANU,Transmission Link from Withdrawal Node 38 to ZR_La Montana_FRU,Transmission Link from Withdrawal Node 39 to ZR_La Montana_ANU,Transmission Link from Withdrawal Node 4 to ZR_Las Juntas_FRU,Transmission Link from Withdrawal Node 40 to ZR_El Peumo_FRU,Transmission Link from Withdrawal Node 41 to ZR_El Peumo_ANU,Transmission Link from Withdrawal Node 42 to ZR_San Jorge_ANU,Transmission Link from Withdrawal Node 43 to ZR_San Jorge_FRU,Transmission Link from Withdrawal Node 44 to ZR_Turbina_FRU,Transmission Link from Withdrawal Node 45 to ZR_Turbina_ANU,Transmission Link from Withdrawal Node 46 to ZR_Santa Isabel_FRU,Transmission Link from Withdrawal Node 47 to ZR_Santa Isabel_ANU,Transmission Link from Withdrawal Node 48 to ZR_San Javier_FRU,Transmission Link from Withdrawal Node 49 to ZR_San Javier_ANU,Transmission Link from Withdrawal Node 5 to ZR_Las Salinas_ANU,Transmission Link from Withdrawal Node 50 to ZR_Camarote_FRU,Transmission Link from Withdrawal Node 51 to ZR_Camarote_ANU,Transmission Link from Withdrawal Node 52 to ZR_Escorial_FRU,Transmission Link from Withdrawal Node 53 to ZR_Escorial_ANU,Transmission Link from Withdrawal Node 54 to ZR_Cocinera_FRU,Transmission Link from Withdrawal Node 55 to ZR_Cocinera_ANU,Transmission Link from Withdrawal Node 56 to ZR_Santa Olga_FRU,Transmission Link from Withdrawal Node 57 to ZR_Santa Olga_ANU,Transmission Link from Withdrawal Node 58 to ZR_Pelados_FRU,Transmission Link from Withdrawal Node 59 to ZR_Pelados_ANU,Transmission Link from Withdrawal Node 6 to ZR_Las Salinas_FRU,Transmission Link from Withdrawal Node 60 to ZR_San Isidro_FRU,Transmission Link from Withdrawal Node 61 to ZR_San Isidro_ANU,Transmission Link from Withdrawal Node 62 to ZR_Higuera_FRU,Transmission Link from Withdrawal Node 63 to ZR_Higuera_ANU,Transmission Link from Withdrawal Node 64 to ZR_Molino Carcamo_FRU,Transmission Link from Withdrawal Node 65 to ZR_Molino Carcamo_ANU,Transmission Link from Withdrawal Node 66 to ZR_El Silo_FRU,Transmission Link from Withdrawal Node 67 to ZR_El Silo_ANU,Transmission Link from Withdrawal Node 68 to ZR_San Patricio_FRU,Transmission Link from Withdrawal Node 69 to ZR_San Patricio_ANU,Transmission Link from Withdrawal Node 7 to ZR_Vega de Cesped_ANU,Transmission Link from Withdrawal Node 70 to ZR_Hospital_FRU,Transmission Link from Withdrawal Node 71 to ZR_Hospital_ANU,Transmission Link from Withdrawal Node 72 to ZR_Potrero Nuevo_FRU,Transmission Link from Withdrawal Node 73 to ZR_Potrero Nuevo_ANU,Transmission Link from Withdrawal Node 74 to ZR_Poblacion Los Guindos_FRU,Transmission Link from Withdrawal Node 75 to ZR_Poblacion Los Guindos_ANU,Transmission Link from Withdrawal Node 76 to ZR_Bellavista Alto_FRU,Transmission Link from Withdrawal Node 77 to ZR_Bellavista Alto_ANU,Transmission Link from Withdrawal Node 78 to ZR_Bellavista Bajo_FRU,Transmission Link from Withdrawal Node 79 to ZR_Bellavista Bajo_ANU,Transmission Link from Withdrawal Node 8 to ZR_Los Gonzalez_FRU,Transmission Link from Withdrawal Node 80 to ZR_Cuz Cuz_FRU,Transmission Link from Withdrawal Node 81 to ZR_Cuz Cuz_ANU,Transmission Link from Withdrawal Node 82 to ZR_Zepedino_FRU,Transmission Link from Withdrawal Node 83 to ZR_Zepedino_ANU,Transmission Link from Withdrawal Node 84 to ZR_Molino El Peral_FRU,Transmission Link from Withdrawal Node 85 to ZR_Molino El Peral_ANU,Transmission Link from Withdrawal Node 86 to ZR_Inquilino_FRU,Transmission Link from Withdrawal Node 87 to ZR_Inquilino_ANU,Transmission Link from Withdrawal Node 88 to ZR_El Maiten_FRU,Transmission Link from Withdrawal Node 89 to ZR_El Maiten_ANU,Transmission Link from Withdrawal Node 9 to ZR_Los Gonzalez_ANU,Transmission Link from Withdrawal Node 90 to ZR_Plantacion_FRU,Transmission Link from Withdrawal Node 91 to ZR_Plantacion_ANU,Transmission Link from Withdrawal Node 92 to ZR_Vega de Cesped_FRU,Sum
abr-89,0.000518574,0.0111539,0.00304205,0.000518574,0.0152099,0.01014,0,0,0.0618775,0,0,0,0.00605491,0,0,0,0.00445811,0,0.00056075,0,0,0,0,0,0,0,0,0,0.029406,0.00912616,0,0,0,0,0,0,0,0,0,0,0.031649,0.0294059,0,0,0,0,0.00160511,0,0,0,0,0,0,0,0,0,0.00154321,0,0,0.00389982,0,0,0,0.000527315,0,0.00256382,0,0.000806481,0,0.000105209,0,0,0,0,0,0.00087502,0,0,0,0,0.00012716,0.000362569,0.0008375,4.37545E-05,0,0,0,0.000123967,0,0.00258982,0,0.000277571,0,0,0,0.00172211,0,0,0.00891311,0,0.00457088,0,0,0.000855049,0,0.00130122,0,7.36564E-05,0,0.000736806,0,0.0037729,0,0,0,0,0.0024781,0,0.00683013,0,0.0556565,0,0.00488444,0,0.000976706,0.000143545,0,0.0113907,0,0.00303481,0,0.00131477,0,0.0104984,0,0.00614149,0,0,0.022719,0,0.00111614,0,0.00227495,0,0.014127,0,0,0,0,0.00388403,0,0.398826
may-89,0.000501846,0.00785021,0.00294392,0.000501846,0.0117757,0.00686903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284574,0.00686903,0,0,0,0,0,0,0,0,0,0,0.030628,0.0215883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000981183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07766E-06,0,0,0.000029605,0,0,0,0,0,0,0,2.03106E-05,0,0,0,0.000526794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119548
jun-89,0.000518574,0.0060841,0.00202816,0.000518574,0.00912616,0.00709799,0,0,0.0212269,0,0,0,0.00170347,0,0,0,0.000785381,0,0,0,0,0,0,0,0,0,0,0,0.029406,0.00506983,0,0,0,0,0,0,0,0,0,0,0.031649,0.0172377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101389,0,0,0.000571438,0,0,0,0.000487299,0,0.00079264,0,0.000768364,0,2.52502E-05,0,0,0,0,0,0.000127521,0,0,0,0,0.00011821,5.31271E-05,0.000797917,3.47676E-05,0,0,0,3.89675E-05,0,0.000587209,0,0.000251371,0,0,0,0.00155957,0,0,0.00227942,0,0.00086258,0,0,0.000144374,0,0.000414046,0,5.46508E-05,0,0.000668441,0,0.00119392,0,0,0,0,0.000662479,0,0.00189252,0,0.0172178,0,0.000944666,0,0.000152129,5.26743E-05,0,0.00358421,0,0.00114201,0,0.000664114,0,0.00411366,0,0.00260369,0,0,0.0112102,0,0.000444012,0,0.000741729,0,0.0029872,0,0,0,0,0.000711359,0,0.194421
jul-89,0.000501846,0.00588784,0.00196274,0.000501846,0.00883177,0.00785021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284574,0.00490629,0,0,0,0,0,0,0,0,0,0,0.030628,0.0166816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000981183,0,0,0,0,0,0,0.000248805,0,0,0,0.000380526,0,0,0,0,0,0,0,0,0,0,0,0,4.36081E-05,0,0.000395161,5.23579E-05,0,0,0,0,0,0,0,0.000174432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108486
ago-89,0.000501846,0.00686903,0.00196274,0.000501846,0.00981295,0.0117757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284574,0.00588784,0,0,0,0,0,0,0,0,0,0,0.030628,0.0176632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000981183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53742E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115117
sept-89,0.000518574,0.01014,0.00304205,0.000518574,0.014196,0.017238,0,0,0.054455,0,0,0,0.00655136,0,0,0,0.00365291,0,0,0,0,0,0,0,0,0,0,0,0.029406,0.00811188,0,0,0,0,0,0,0,0,0,0,0.031649,0.0273781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154321,0,0,0.00271884,0,0,0,0.00114481,0,0.00406963,0,0.00211415,0,6.51189E-05,0,0,0,0,0,0.000621006,0,0,0,0,0.000355556,0.000252773,0.0024,0.000107298,0,0,0,0.000188685,0,0.00296528,0,0.000590545,0,0,0,0.00366388,0,0,0.00857894,0,0.00362192,0,0,0.000574855,0,0.00207689,0,0.000190552,0,0.00156427,0,0.00563578,0,0,0,0,0.00189762,0,0.00859222,0,0.0613582,0,0.00494572,0,0.000822272,0.000247662,0,0.0158333,0,0.00329336,0,0.0037987,0,0.0100602,0,0.00638779,0,0,0.0250591,0,0.00252523,0,0.00359451,0,0.0143976,0,0,0,0,0.00340037,0,0.418115
oct-89,0.000501846,0.0137381,0.0039251,0.000501846,0.0196259,0.0206071,0,0,0.091247,0,0,0,0.0126,0,0,0,0.00679297,0,0,0,0,0,0,0,0,0,0,0,0.0284574,0.0117757,0,0,0,0,0,0,0,0,0,0,0.030628,0.0382702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149343,0,0,0.00430077,0,0,0,0.00182542,0,0.00715937,0,0.00279182,0,0.000162797,0,0,0,0,0,0.00102663,0,0,0,0,0.00042951,0.000405443,0.00289919,0.000126327,0,0,0,0.000444367,0,0.00513478,0,0.001022,0,0,0,0.00634073,0,0,0.0160463,0,0.00661483,0,0,0.00103715,0,0.00402243,0,0.000377399,0,0.00270247,0,0.0106767,0,0,0,0,0.00366827,0,0.0163126,0,0.114382,0,0.00946962,0,0.00143881,0.000600672,0,0.0314372,0,0.0065142,0,0.0068351,0,0.0177551,0,0.0108206,0,0,0.042195,0,0.00480248,0,0.00733089,0,0.0249871,0,0,0,0,0.00608777,0,0.660348
nov-89,0.000518574,0.0172377,0.00506983,0.000518574,0.024336,0.0273781,0,0,0.120178,0,0,0,0.0223089,0,0,0,0.0126198,0,0,0,0,0,0,0,0,0,0,0,0.029406,0.0152099,0.0168536,0,0,0,0,0,0,0,0,0,0.031649,0.0476582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154321,0,0,0.0086212,0,0,0,0.00198121,0,0.013828,0,0.00311157,0,0.000288384,0,0,0,0,0,0.00197467,0,0,0,0,0.000478704,0.00080152,0.00323125,0.000140795,0,0,0,0.00073218,0,0.00981975,0,0.001022,0,0,0,0.00634073,0,0,0.0278606,0,0.0122931,0,0,0.00197157,0,0.00739009,0,0.000444349,0,0.00269591,0,0.0197194,0,0,0,0,0.00624087,0,0.0293123,0,0.195776,0,0.0173512,0,0.00270849,0.000989723,0,0.0583938,0,0.0113892,0,0.0130555,0,0.0273943,0,0.0170276,0,0,0.0670091,0,0.00903738,0,0.0130559,0,0.0463659,0,0,0,0,0.0113374,0,1.02368
dic-89,0.000501846,0.0215883,0.00686903,0.000501846,0.0314012,0.0274761,0.00311177,0,0.0932433,0,0,0,0.0274831,0,0,0,0.0158565,0,0.00400235,0,0,0,0,0,0.00542488,0,0,0,0.0284574,0.0186443,0.0736702,0,0,0,0.0232452,0,0,0,0,0,0.030628,0.0608401,0,0,0,0,0.0168516,0,0,0,0,0,0,0,0.00120882,0,0.00149343,0,0,0.0114201,0,0,0,0.00145572,0,0.016487,0,0.00268832,0,0.000372108,0,0,0,0,0,0.00259344,0,0,0,0,0.000489546,0.00106212,0.00330444,0.000143984,0,0,0,0.000909243,0,0.0120439,0,0.000750927,0,0,0,0.00465893,0,0,0.0346384,0,0.0155361,0,0,0.00258873,0,0.00581017,0,0.00033152,0,0.00198036,0,0.0181586,0,0,0,0,0.00785844,0,0.0350408,0,0.235714,0,0.0215349,0,0.00343753,0.00124663,0,0.0457821,0,0.0136067,0,0.0150397,0,0.0329296,0,0.0199173,0,0,0.0614629,0,0.00925801,0,0.0154589,0,0.0562158,0,0,0,0,0.0105077,0,1.21493
ene-90,0.000501846,0.0225728,0.00686903,0.000501846,0.0323828,0.023551,0.00433617,0,0.0849905,0,0.00451313,0,0.0266144,0,0,0,0.015726,0,0.00736518,0,0,0,0,0,0.00950158,0,0,0,0.0284574,0.0196259,0.0849244,0,0.00561417,0,0.0319261,0,0.0334115,0,0.00284622,0,0.030628,0.0628024,0.00475127,0,0.00278181,0,0.0347931,0,0.0120797,0,0,0,0,0,0.00305507,0,0.00149343,0,0,0.0114741,0,0,0,0.000978715,0,0.0152411,0,0.00180742,0,0.000377424,0,0,0,0,0,0.00261127,0,0,0,0,0.000404122,0.00107708,0.00240043,0.000118859,0,0,0,0.000873693,0,0.00954398,0,0.000504867,0,0,0,0.00313231,0,0,0.0338108,0,0.0153511,0,0,0.00262529,0,0.00390632,0,0.000213147,0,0.0013324,0,0.0122085,0,0,0,0,0.00797308,0,0.0269195,0,0.19101,0,0.0159519,0,0.00333048,0.000907693,0,0.0307804,0,0.0100865,0,0.0131734,0,0.0283674,0,0.0166932,0,0,0.041323,0,0.00622438,0,0.0142666,0,0.0411501,0,0,0,0,0.00706457,0,1.17383
