Rio Illapel Nodes and Reaches,  0 \ Headflow,  1 \ CA_Las Bellacas Outflow,  2 \ Reach,  3 \ ZR_Las Bellacas_ANU Runoff,  4 \ Reach,  5 \ CA_Las Juntas Outflow,  6 \ Reach,  7 \ ZR_Las Juntas_ANU Runoff,  8 \ Reach,  9 \ CA_Vega de Cesped Outflow, 10 \ Reach, 11 \ ZR_Vega de Cesped_ANU Runoff, 12 \ Reach, 13 \ CA_Las Salinas Outflow, 14 \ Reach, 15 \ ZR_Las Salinas_ANU Runoff, 16 \ Reach, 17 \ CA_Los Gonzalez Outflow, 18 \ Reach, 19 \ ZR_Los Gonzalez_FRU Runoff, 20 \ Reach, 21 \ CA_El Durazno Outflow, 22 \ Reach, 23 \ Rio Illapel en Las  Burras (gauge), 23 \ ZR_El Durazno_FRU Runoff, 24 \ Reach, 25 \ CA_Los Perales Outflow, 26 \ Reach, 27 \ ZR_Los Perales_FRU Runoff, 28 \ Reach, 29 \ CA_Pichicaven Outflow, 30 \ Reach, 31 \ ZR_Pichicaven_ANU Runoff, 32 \ Reach, 33 \ CA_Calderon Outflow, 34 \ Reach, 35 \ ZR_Calderon_ANU Runoff, 36 \ Reach, 37 \ CA_Mala Ladera Outflow, 38 \ Reach, 39 \ ZR_Mala Ladera_FRU Runoff, 40 \ Reach, 41 \ CA_El Macal Outflow, 42 \ Reach, 43 \ ZR_El Macal_FRU Runoff, 44 \ Reach, 45 \ CA_El Aguita Outflow, 46 \ Reach, 47 \ ZR_El Aguita_FRU Runoff, 48 \ Reach, 49 \ CA_Las Peras Outflow, 50 \ Reach, 51 \ ZR_Las Peras_FRU Runoff, 52 \ Reach, 53 \ CA_Alcantarilla Outflow, 54 \ Reach, 55 \ ZR_Alcantarilla_FRU Runoff, 56 \ Reach, 57 \ CA_Rodado Outflow, 58 \ Reach, 59 \ ZR_Rodado_FRU Runoff, 60 \ Reach, 61 \ CA_El Bajo Outflow, 62 \ Reach, 63 \ ZR_El Bajo_FRU Runoff, 64 \ Reach, 65 \ CA_El Bato o El Cato Outflow, 66 \ Reach, 67 \ ZR_El Bato o El Cato_FRU Runoff, 68 \ Reach, 69 \ CA_Los Sauces Outflow, 70 \ Reach, 71 \ ZR_Los Sauces_FRU Runoff, 72 \ Reach, 73 \ CA_Santa Margot Outflow, 74 \ Reach, 75 \ ZR_Santa Margot_FRU Runoff, 76 \ Reach, 77 \ CA_La Montana Outflow, 78 \ Reach, 79 \ ZR_La Montana_FRU Runoff, 80 \ Reach, 81 \ Embalse El Bato, 82 \ Reach, 83 \ Estero Caren Inflow, 84 \ Reach, 85 \ CA_Turbina Outflow, 86 \ Reach, 87 \ CA_San Jorge Outflow, 88 \ Reach, 89 \ ZR_San Jorge_FRU Runoff, 90 \ Reach, 91 \ CA_Santa Isabel Outflow, 92 \ Reach, 93 \ ZR_Santa Isabel_FRU Runoff, 94 \ Reach, 95 \ CA_El Peumo Outflow, 96 \ Reach, 97 \ ZR_El Peumo_FRU Runoff, 98 \ Reach, 99 \ ZR_Turbina_FRU Runoff,100 \ Reach,101 \ CA_San Javier Outflow,102 \ Reach,103 \ Rio Illapel en Huintil (gauge),103 \ ZR_San Javier_FRU Runoff,104 \ Reach,105 \ CA_Camarote Outflow,106 \ Reach,107 \ ZR_Camarote_FRU Runoff,108 \ Reach,109 \ CA_Escorial Outflow,110 \ Reach,111 \ CA_Plantacion Outflow,112 \ Reach,113 \ ZR_Plantacion_FRU Runoff,114 \ Reach,115 \ CA_Santa Olga Outflow,116 \ Reach,117 \ ZR_Santa Olga_FRU Runoff,118 \ Reach,119 \ ZR_Santa Olga_ANU Runoff,120 \ Reach,121 \ ZR_Escorial_FRU Runoff,122 \ Reach,123 \ ZR_Pelados_FRU Runoff,124 \ Reach,125 \ CA_San Isidro Outflow,126 \ Reach,127 \ ZR_San Isidro_FRU Runoff,128 \ Reach,129 \ CA_El Silo Outflow,130 \ Reach,131 \ ZR_El Silo_FRU Runoff,132 \ Reach,133 \ CA_Higuera Outflow,134 \ Reach,135 \ ZR_Higuera_FRU Runoff,136 \ Reach,137 \ CA_San Patricio Outflow,138 \ Reach,139 \ ZR_San Patricio_FRU Runoff,140 \ Reach,141 \ CA_Molino Carcamo Outflow,142 \ Reach,143 \ CL_1 Inflow,144 \ Reach,145 \ CA_Potrero Nuevo Outflow,146 \ Reach,147 \ ZR_Potrero Nuevo_FRU Runoff,148 \ Reach,149 \ Agua Potable_AC 5 Return,150 \ Reach,151 \ CA_Hospital Outflow,152 \ Reach,153 \ ZR_Molino Carcamo_ANU Runoff,154 \ Reach,155 \ CA_Poblacion Los Guindos Outflow,156 \ Reach,157 \ ZR_Hospital_ANU Runoff,158 \ Reach,159 \ ZR_Cocinera_ANU Runoff,160 \ Reach,161 \ CA_Bellavista Alto Outflow,162 \ Reach,163 \ ZR_Poblacion Los Guindos_FRU Runoff,164 \ Reach,165 \ CL_2 Inflow,166 \ Reach,167 \ CA_Cuz Cuz Outflow,168 \ Reach,169 \ ZR_Bellavista Alto_FRU Runoff,170 \ Reach,171 \ Agua Potable_AC 6 Return,172 \ Reach,173 \ CA_Zepedino Outflow,174 \ Reach,175 \ ZR_Zepedino_FRU Runoff,176 \ Reach,177 \ CA_Del Medio o Bellavista Bajo Outflow,178 \ Reach,179 \ ZR_Bellavista Bajo_FRU Runoff,180 \ Reach,181 \ CA_Molino El Peral Outflow,182 \ Reach,183 \ CA_Inquilino o Del Bajo Outflow,184 \ Reach,185 \ ZR_Molino El Peral_FRU Runoff,186 \ Reach,187 \ CA_Las Juntas_El Maiten Outflow,188 \ Reach,189 \ ZR_El Maiten_FRU Runoff,190 \ Reach,191 \ ZR_Inquilino_FRU Runoff,192 \ Reach,193 \ Rio Illapel en el Peral (gauge),193 \ ZR_Cuz Cuz_ANU Runoff,194 \ Reach
dic-95,0.389337,0.368542,0.368542,0.369089,0.369089,0.367026,0.367026,0.367029,0.367029,0.366652,0.366652,0.366663,0.366663,0.361202,0.361202,0.361333,0.361333,0.36095,0.36095,0.36095,0.36095,0.360568,0.360568,0.378,0.360568,0.360568,0.360121,0.360121,0.360154,0.360154,0.359909,0.359909,0.359918,0.359918,0.358485,0.358485,0.358485,0.358485,0.343471,0.343471,0.344531,0.344531,0.343862,0.343862,0.343922,0.343922,0.342967,0.342967,0.343028,0.343028,0.343028,0.343028,0.343028,0.343028,0.342359,0.342359,0.34243,0.34243,0.340882,0.340882,0.340919,0.340919,0.340154,0.340154,0.340154,0.340154,0.340154,0.340154,0.340154,0.340154,0.339199,0.339199,0.339229,0.339229,0.334118,0.334118,0.334295,0.334295,0.334104,0.334104,0.334121,0.334121,0.334121,0.334121,0.401221,0.401221,0.364151,0.364151,0.362871,0.362871,0.362996,0.362996,0.350404,0.350404,0.350651,0.350651,0.350269,0.350269,0.350269,0.350269,0.351978,0.351978,0.351404,0.351404,0.302,0.351404,0.351404,0.349664,0.349664,0.350179,0.350179,0.334536,0.334536,0.328996,0.328996,0.329524,0.329524,0.325283,0.325283,0.325283,0.325283,0.326718,0.326718,0.327939,0.327939,0.328582,0.328582,0.322753,0.322753,0.323035,0.323035,0.314645,0.314645,0.315664,0.315664,0.298991,0.298991,0.301243,0.301243,0.299164,0.299164,0.299316,0.299316,0.225184,0.225184,0.225184,0.225184,0.207359,0.207359,0.208234,0.208234,0.222462,0.222462,0.209491,0.209491,0.223871,0.223871,0.196516,0.196516,0.200739,0.200739,0.20783,0.20783,0.182426,0.182426,0.184697,0.184697,0.184697,0.184697,0.138865,0.138865,0.140381,0.140381,0.155695,0.155695,0.153338,0.153338,0.154355,0.154355,0.145712,0.145712,0.147272,0.147272,0.126059,0.126059,0.110476,0.110476,0.111607,0.111607,0.110624,0.110624,0.110624,0.110624,0.11511,0.11511,0.045,0.120691,0.120691
ene-96,0.429506,0.406566,0.406566,0.407116,0.407116,0.404839,0.404839,0.404843,0.404843,0.404427,0.404427,0.404439,0.404439,0.398415,0.398415,0.398547,0.398547,0.398126,0.398126,0.398126,0.398126,0.397704,0.397704,0.417,0.397704,0.397704,0.397211,0.397211,0.397247,0.397247,0.396977,0.396977,0.396987,0.396987,0.395406,0.395406,0.395406,0.395406,0.378843,0.378843,0.380012,0.380012,0.379274,0.379274,0.37934,0.37934,0.378287,0.378287,0.378338,0.378338,0.378338,0.378338,0.378338,0.378338,0.377599,0.377599,0.377681,0.377681,0.375974,0.375974,0.376014,0.376014,0.37517,0.37517,0.37517,0.37517,0.37517,0.37517,0.37517,0.37517,0.374117,0.374117,0.37415,0.37415,0.368511,0.368511,0.368707,0.368707,0.368496,0.368496,0.368515,0.368515,0.368515,0.368515,0.441114,0.441114,0.40022,0.40022,0.398808,0.398808,0.398946,0.398946,0.385055,0.385055,0.385327,0.385327,0.384905,0.384905,0.384905,0.384905,0.386678,0.386678,0.386045,0.386045,0.38,0.386045,0.386045,0.384125,0.384125,0.384631,0.384631,0.367374,0.367374,0.361262,0.361262,0.36182,0.36182,0.357141,0.357141,0.357141,0.357141,0.358545,0.358545,0.359796,0.359796,0.360473,0.360473,0.354043,0.354043,0.354347,0.354347,0.345091,0.345091,0.346119,0.346119,0.327727,0.327727,0.329948,0.329948,0.327654,0.327654,0.327811,0.327811,0.24603,0.24603,0.24603,0.24603,0.226367,0.226367,0.22725,0.22725,0.241479,0.241479,0.227169,0.227169,0.241714,0.241714,0.211536,0.211536,0.215612,0.215612,0.22325,0.22325,0.195225,0.195225,0.197214,0.197214,0.197214,0.197214,0.146654,0.146654,0.148179,0.148179,0.163493,0.163493,0.160893,0.160893,0.161794,0.161794,0.15226,0.15226,0.153785,0.153785,0.130383,0.130383,0.113192,0.113192,0.114236,0.114236,0.113152,0.113152,0.113152,0.113152,0.1174,0.1174,0.018,0.122824,0.122824
feb-96,0.39758,0.376345,0.376345,0.376827,0.376827,0.374719,0.374719,0.374722,0.374722,0.374337,0.374337,0.374348,0.374348,0.368772,0.368772,0.368886,0.368886,0.368495,0.368495,0.368495,0.368495,0.368105,0.368105,0.386,0.368105,0.368105,0.367649,0.367649,0.367682,0.367682,0.367432,0.367432,0.367441,0.367441,0.365978,0.365978,0.365978,0.365978,0.350646,0.350646,0.351396,0.351396,0.350712,0.350712,0.350773,0.350773,0.349799,0.349799,0.349845,0.349845,0.349845,0.349845,0.349845,0.349845,0.349162,0.349162,0.349238,0.349238,0.347657,0.347657,0.347694,0.347694,0.346913,0.346913,0.346913,0.346913,0.346913,0.346913,0.346913,0.346913,0.345938,0.345938,0.345969,0.345969,0.34075,0.34075,0.340931,0.340931,0.340735,0.340735,0.340753,0.340753,0.340753,0.340753,0.406752,0.406752,0.368898,0.368898,0.367591,0.367591,0.367719,0.367719,0.35486,0.35486,0.355113,0.355113,0.354722,0.354722,0.354722,0.354722,0.356411,0.356411,0.355825,0.355825,0.333,0.355825,0.355825,0.354048,0.354048,0.354421,0.354421,0.338447,0.338447,0.332789,0.332789,0.333364,0.333364,0.329033,0.329033,0.329033,0.329033,0.330038,0.330038,0.331162,0.331162,0.331822,0.331822,0.32587,0.32587,0.326183,0.326183,0.317615,0.317615,0.318527,0.318527,0.301502,0.301502,0.303202,0.303202,0.301079,0.301079,0.301226,0.301226,0.225525,0.225525,0.225525,0.225525,0.207323,0.207323,0.208034,0.208034,0.223244,0.223244,0.209998,0.209998,0.222379,0.222379,0.194445,0.194445,0.197416,0.197416,0.205185,0.205185,0.179243,0.179243,0.180038,0.180038,0.180038,0.180038,0.133237,0.133237,0.13449,0.13449,0.150861,0.150861,0.148454,0.148454,0.14887,0.14887,0.140044,0.140044,0.14116,0.14116,0.119497,0.119497,0.103585,0.103585,0.104233,0.104233,0.10323,0.10323,0.10323,0.10323,0.106197,0.106197,0.007,0.110149,0.110149
mar-96,0.3708,0.350995,0.350995,0.351368,0.351368,0.349403,0.349403,0.349403,0.349403,0.349044,0.349044,0.349054,0.349054,0.343854,0.343854,0.34394,0.34394,0.343576,0.343576,0.343576,0.343576,0.343212,0.343212,0.36,0.343212,0.343212,0.342786,0.342786,0.342817,0.342817,0.342584,0.342584,0.342593,0.342593,0.341228,0.341228,0.341228,0.341228,0.326929,0.326929,0.327375,0.327375,0.326738,0.326738,0.326795,0.326795,0.325886,0.325886,0.325913,0.325913,0.325913,0.325913,0.325913,0.325913,0.325276,0.325276,0.32535,0.32535,0.323876,0.323876,0.32391,0.32391,0.323182,0.323182,0.323182,0.323182,0.323182,0.323182,0.323182,0.323182,0.322273,0.322273,0.322289,0.322289,0.317421,0.317421,0.31759,0.31759,0.317408,0.317408,0.317424,0.317424,0.317424,0.317424,0.371324,0.371324,0.336019,0.336019,0.334801,0.334801,0.334919,0.334919,0.322927,0.322927,0.323162,0.323162,0.322798,0.322798,0.322798,0.322798,0.323931,0.323931,0.323385,0.323385,0.381,0.323385,0.323385,0.321727,0.321727,0.32193,0.32193,0.307032,0.307032,0.301755,0.301755,0.302166,0.302166,0.298126,0.298126,0.298126,0.298126,0.298707,0.298707,0.299414,0.299414,0.299879,0.299879,0.294328,0.294328,0.29455,0.29455,0.286559,0.286559,0.287145,0.287145,0.271267,0.271267,0.272318,0.272318,0.270337,0.270337,0.270442,0.270442,0.19984,0.19984,0.19984,0.19984,0.182864,0.182864,0.183323,0.183323,0.197552,0.197552,0.185198,0.185198,0.19331,0.19331,0.167258,0.167258,0.168995,0.168995,0.174648,0.174648,0.150454,0.150454,0.150783,0.150783,0.150783,0.150783,0.107133,0.107133,0.107979,0.107979,0.123293,0.123293,0.121048,0.121048,0.121251,0.121251,0.11302,0.11302,0.11381,0.11381,0.0936063,0.0936063,0.0787655,0.0787655,0.0791219,0.0791219,0.0781865,0.0781865,0.0781865,0.0781865,0.0802685,0.0802685,0.009,0.0830644,0.0830644
abr-96,0.434657,0.411442,0.411442,0.411614,0.411614,0.40931,0.40931,0.409331,0.409331,0.40891,0.40891,0.408914,0.408914,0.402818,0.402818,0.402857,0.402857,0.402431,0.402431,0.402431,0.402431,0.402004,0.402004,0.422,0.402004,0.402004,0.401505,0.401505,0.401541,0.401541,0.401268,0.401268,0.401273,0.401273,0.399674,0.399674,0.399674,0.399674,0.382912,0.382912,0.383094,0.383094,0.382347,0.382347,0.382414,0.382414,0.381348,0.381348,0.381362,0.381362,0.381362,0.381362,0.381362,0.381362,0.380615,0.380615,0.380705,0.380705,0.378977,0.378977,0.379014,0.379014,0.378161,0.378161,0.378161,0.378161,0.378161,0.378161,0.378161,0.378161,0.377095,0.377095,0.377099,0.377099,0.371393,0.371393,0.371549,0.371549,0.371335,0.371335,0.371354,0.371354,0.371354,0.371354,0.403254,0.403254,0.361869,0.361869,0.360441,0.360441,0.36058,0.36058,0.346522,0.346522,0.346753,0.346753,0.346326,0.346326,0.346326,0.346326,0.346807,0.346807,0.346166,0.346166,0.365,0.346166,0.346166,0.344223,0.344223,0.344302,0.344302,0.326838,0.326838,0.320653,0.320653,0.320842,0.320842,0.316107,0.316107,0.316107,0.316107,0.31635,0.31635,0.31665,0.31665,0.316857,0.316857,0.31035,0.31035,0.310452,0.310452,0.301085,0.301085,0.301334,0.301334,0.282721,0.282721,0.283179,0.283179,0.280858,0.280858,0.280906,0.280906,0.198145,0.198145,0.273544,0.273544,0.253645,0.253645,0.253846,0.253846,0.268549,0.268549,0.254068,0.254068,0.257682,0.257682,0.227143,0.227143,0.227828,0.227828,0.230794,0.230794,0.202433,0.202433,0.202565,0.202565,0.705663,0.705663,0.654497,0.654497,0.654899,0.654899,0.670723,0.670723,0.668092,0.668092,0.668158,0.668158,0.65851,0.65851,0.65887,0.65887,0.635187,0.635187,0.61779,0.61779,0.617879,0.617879,0.616783,0.616783,0.616783,0.616783,0.617616,0.617616,0.006,0.618916,0.618916
may-96,0.512937,0.485541,0.485541,0.485573,0.485573,0.482854,0.482854,0.482908,0.482908,0.482411,0.482411,0.482415,0.482415,0.475221,0.475221,0.475232,0.475232,0.474728,0.474728,0.474728,0.474728,0.474225,0.474225,0.498,0.474225,0.474225,0.473636,0.473636,0.473679,0.473679,0.473356,0.473356,0.473359,0.473359,0.471472,0.471472,0.471472,0.471472,0.451691,0.451691,0.451776,0.451776,0.450895,0.450895,0.450973,0.450973,0.449716,0.449716,0.449728,0.449728,0.449728,0.449728,0.449728,0.449728,0.448846,0.448846,0.44893,0.44893,0.446891,0.446891,0.446898,0.446898,0.445891,0.445891,0.445891,0.445891,0.445891,0.445891,0.445891,0.445891,0.444633,0.444633,0.444636,0.444636,0.437903,0.437903,0.437955,0.437955,0.437703,0.437703,0.437725,0.437725,0.437725,0.437725,0.460825,0.460825,0.411987,0.411987,0.410301,0.410301,0.410465,0.410465,0.393876,0.393876,0.39395,0.39395,0.393446,0.393446,0.393446,0.393446,0.393652,0.393652,0.392897,0.392897,0.36,0.392897,0.392897,0.390604,0.390604,0.390645,0.390645,0.370036,0.370036,0.362736,0.362736,0.362779,0.362779,0.357191,0.357191,0.357191,0.357191,0.35732,0.35732,0.357453,0.357453,0.35751,0.35751,0.349831,0.349831,0.349875,0.349875,0.338822,0.338822,0.338911,0.338911,0.316946,0.316946,0.317192,0.317192,0.314452,0.314452,0.314464,0.314464,0.216798,0.216798,0.232198,0.232198,0.208715,0.208715,0.20886,0.20886,0.223089,0.223089,0.205999,0.205999,0.207924,0.207924,0.171885,0.171885,0.172273,0.172273,0.173945,0.173945,0.140476,0.140476,0.140614,0.140614,0.159964,0.159964,0.0995821,0.0995821,0.0998556,0.0998556,0.11517,0.11517,0.112064,0.112064,0.112134,0.112134,0.100748,0.100748,0.101029,0.101029,0.0730813,0.0730813,0.0525516,0.0525516,0.0526381,0.0526381,0.0513443,0.0513443,0.0513443,0.0513443,0.051683,0.051683,0.002,0.0527761,0.0527761
jun-96,0.55311,0.523568,0.523568,0.523605,0.523605,0.520673,0.520673,0.520716,0.520716,0.52018,0.52018,0.520188,0.520188,0.512431,0.512431,0.51244,0.51244,0.511897,0.511897,0.511897,0.511897,0.511353,0.511353,0.537,0.511353,0.511353,0.510719,0.510719,0.510757,0.510757,0.510409,0.510409,0.510411,0.510411,0.508376,0.508376,0.508376,0.508376,0.487046,0.487046,0.487091,0.487091,0.48614,0.48614,0.486199,0.486199,0.484842,0.484842,0.484852,0.484852,0.484852,0.484852,0.484852,0.484852,0.483901,0.483901,0.483963,0.483963,0.481764,0.481764,0.481771,0.481771,0.480684,0.480684,0.480684,0.480684,0.480684,0.480684,0.480685,0.480685,0.479329,0.479329,0.479334,0.479334,0.472073,0.472073,0.472102,0.472102,0.47183,0.47183,0.471854,0.471854,0.471854,0.471854,0.483954,0.483954,0.431291,0.431291,0.429473,0.429473,0.42959,0.42959,0.411701,0.411701,0.41174,0.41174,0.411197,0.411197,0.411197,0.411197,0.411232,0.411232,0.410417,0.410417,0.443,0.410417,0.410417,0.407944,0.407944,0.407972,0.407972,0.385749,0.385749,0.377878,0.377878,0.37793,0.37793,0.371904,0.371904,0.371904,0.371904,0.371972,0.371972,0.372005,0.372005,0.372073,0.372073,0.363793,0.363793,0.363794,0.363794,0.351875,0.351875,0.351992,0.351992,0.328307,0.328307,0.32842,0.32842,0.325466,0.325466,0.325483,0.325483,0.220169,0.220169,0.245169,0.245169,0.219846,0.219846,0.219851,0.219851,0.234554,0.234554,0.216126,0.216126,0.216165,0.216165,0.177304,0.177304,0.177527,0.177527,0.177888,0.177888,0.141798,0.141798,0.141805,0.141805,0.238555,0.238555,0.173445,0.173445,0.173499,0.173499,0.189323,0.189323,0.185975,0.185975,0.186016,0.186016,0.173738,0.173738,0.173794,0.173794,0.143657,0.143657,0.12152,0.12152,0.121597,0.121597,0.120202,0.120202,0.120202,0.120202,0.120459,0.120459,0.043,0.120728,0.120728
jul-96,1.04957,0.99351,0.99351,0.993761,0.993761,0.988197,0.988197,0.988243,0.988243,0.987226,0.987226,0.987265,0.987265,0.972544,0.972544,0.972617,0.972617,0.971586,0.971586,0.971586,0.971586,0.970555,0.970555,1.019,0.970555,0.970555,0.969351,0.969351,0.969379,0.969379,0.968719,0.968719,0.968732,0.968732,0.96487,0.96487,0.96487,0.96487,0.924394,0.924394,0.924636,0.924636,0.922832,0.922832,0.922875,0.922875,0.920301,0.920301,0.920306,0.920306,0.920306,0.920306,0.920306,0.920306,0.918502,0.918502,0.918547,0.918547,0.914375,0.914375,0.914454,0.914454,0.912393,0.912393,0.912393,0.912393,0.912393,0.912393,0.9124,0.9124,0.909827,0.909827,0.90986,0.90986,0.896082,0.896082,0.896355,0.896355,0.89584,0.89584,0.895859,0.895859,0.895859,0.895859,0.973959,0.973959,0.874026,0.874026,0.870578,0.870578,0.870709,0.870709,0.836764,0.836764,0.83733,0.83733,0.836299,0.836299,0.836299,0.836299,0.837504,0.837504,0.835958,0.835958,0.548,0.835958,0.835958,0.831267,0.831267,0.831569,0.831569,0.7894,0.7894,0.774464,0.774464,0.775145,0.775145,0.763711,0.763711,0.763711,0.763711,0.764528,0.764528,0.765685,0.765685,0.766453,0.766453,0.75074,0.75074,0.751158,0.751158,0.728541,0.728541,0.729549,0.729549,0.684604,0.684604,0.685936,0.685936,0.68033,0.68033,0.680491,0.680491,0.480648,0.480648,0.588048,0.588048,0.539997,0.539997,0.540668,0.540668,0.554896,0.554896,0.519928,0.519928,0.530532,0.530532,0.456789,0.456789,0.459876,0.459876,0.467949,0.467949,0.399466,0.399466,0.399682,0.399682,1.16078,1.16078,1.03723,1.03723,1.03929,1.03929,1.0546,1.0546,1.04825,1.04825,1.04865,1.04865,1.02535,1.02535,1.02628,1.02628,0.969096,0.969096,0.927089,0.927089,0.92789,0.92789,0.925243,0.925243,0.925243,0.925243,0.927975,0.927975,0.347,0.931591,0.931591
ago-96,1.31222,1.24213,1.24213,1.24217,1.24217,1.23521,1.23521,1.23525,1.23525,1.23398,1.23398,1.23399,1.23399,1.21558,1.21558,1.21558,1.21558,1.2143,1.2143,1.2143,1.2143,1.21301,1.21301,1.274,1.21301,1.21301,1.2115,1.2115,1.21159,1.21159,1.21077,1.21077,1.21077,1.21077,1.20594,1.20594,1.20594,1.20594,1.15534,1.15534,1.15541,1.15541,1.15315,1.15315,1.15329,1.15329,1.15007,1.15007,1.1501,1.1501,1.1501,1.1501,1.1501,1.1501,1.14784,1.14784,1.14799,1.14799,1.14277,1.14277,1.14278,1.14278,1.1402,1.1402,1.1402,1.1402,1.1402,1.1402,1.1402,1.1402,1.13698,1.13698,1.13699,1.13699,1.11976,1.11976,1.11981,1.11981,1.11917,1.11917,1.11922,1.11922,1.11922,1.11922,1.27542,1.27542,1.15048,1.15048,1.14617,1.14617,1.14635,1.14635,1.10391,1.10391,1.10394,1.10394,1.10265,1.10265,1.10265,1.10265,1.10272,1.10272,1.10079,1.10079,0.777,1.10079,1.10079,1.09492,1.09492,1.09494,1.09494,1.04221,1.04221,1.02354,1.02354,1.02356,1.02356,1.00927,1.00927,1.00927,1.00927,1.00931,1.00931,1.00934,1.00934,1.00936,1.00936,0.989714,0.989714,0.989719,0.989719,0.961442,0.961442,0.96146,0.96146,0.905269,0.905269,0.905334,0.905334,0.898325,0.898325,0.898332,0.898332,0.64848,0.64848,0.697479,0.697479,0.637404,0.637404,0.637434,0.637434,0.651663,0.651663,0.607943,0.607943,0.608682,0.608682,0.516486,0.516486,0.516578,0.516578,0.517348,0.517348,0.431728,0.431728,0.431894,0.431894,0.722144,0.722144,0.567674,0.567674,0.567786,0.567786,0.5831,0.5831,0.575156,0.575156,0.575188,0.575188,0.546059,0.546059,0.546196,0.546196,0.474699,0.474699,0.422179,0.422179,0.422185,0.422185,0.418875,0.418875,0.418875,0.418875,0.419088,0.419088,0.108,0.419588,0.419588
sept-96,0.842539,0.797539,0.797539,0.797676,0.797676,0.79321,0.79321,0.793258,0.793258,0.792442,0.792442,0.792454,0.792454,0.780637,0.780637,0.780668,0.780668,0.779841,0.779841,0.779841,0.779841,0.779013,0.779013,0.818,0.779013,0.779013,0.778047,0.778047,0.778117,0.778117,0.777587,0.777587,0.777591,0.777591,0.774491,0.774491,0.774491,0.774491,0.741999,0.741999,0.742365,0.742365,0.740917,0.740917,0.741047,0.741047,0.738981,0.738981,0.739027,0.739027,0.739027,0.739027,0.739027,0.739027,0.737579,0.737579,0.73775,0.73775,0.7344,0.7344,0.734431,0.734431,0.732777,0.732777,0.732777,0.732777,0.732777,0.732777,0.732777,0.732777,0.730711,0.730711,0.73072,0.73072,0.71966,0.71966,0.719879,0.719879,0.719465,0.719465,0.719501,0.719501,0.719501,0.719501,0.751401,0.751401,0.671181,0.671181,0.668412,0.668412,0.668682,0.668682,0.641433,0.641433,0.641656,0.641656,0.640829,0.640829,0.640829,0.640829,0.641408,0.641408,0.640167,0.640167,0.633,0.640167,0.640167,0.636401,0.636401,0.636565,0.636565,0.602714,0.602714,0.590724,0.590724,0.590894,0.590894,0.581716,0.581716,0.581716,0.581716,0.582187,0.582187,0.582594,0.582594,0.582799,0.582799,0.570186,0.570186,0.57028,0.57028,0.552124,0.552124,0.552448,0.552448,0.516369,0.516369,0.517131,0.517131,0.512631,0.512631,0.512681,0.512681,0.352258,0.352258,0.352258,0.352258,0.313685,0.313685,0.313981,0.313981,0.328684,0.328684,0.300613,0.300613,0.305792,0.305792,0.246595,0.246595,0.247944,0.247944,0.251169,0.251169,0.196194,0.196194,0.196801,0.196801,0.196801,0.196801,0.0976199,0.0976199,0.0981238,0.0981238,0.113948,0.113948,0.108848,0.108848,0.109114,0.109114,0.090411,0.090411,0.0909517,0.0909517,0.0450452,0.0450452,0.0113237,0.0113237,0.0116124,0.0116124,0.00948711,0.00948711,0.00948711,0.00948711,0.0107339,0.0107339,0.175,0.012664,0.012664
oct-96,1.06296,1.00619,1.00619,1.00639,1.00639,1.00075,1.00075,1.00081,1.00081,0.999782,0.999782,0.999808,0.999808,0.9849,0.9849,0.984951,0.984951,0.983907,0.983907,0.983907,0.983907,0.982863,0.982863,1.032,0.982863,0.982863,0.981644,0.981644,0.981732,0.981732,0.981064,0.981064,0.981072,0.981072,0.977161,0.977161,0.977161,0.977161,0.936169,0.936169,0.93677,0.93677,0.934943,0.934943,0.935106,0.935106,0.9325,0.9325,0.932553,0.932553,0.932553,0.932553,0.932553,0.932553,0.930726,0.930726,0.930943,0.930943,0.926717,0.926717,0.926765,0.926765,0.924677,0.924677,0.924677,0.924677,0.924677,0.924677,0.924677,0.924677,0.922071,0.922071,0.92209,0.92209,0.908137,0.908137,0.908489,0.908489,0.907967,0.907967,0.908013,0.908013,0.908013,0.908013,1.01911,1.01911,0.917906,0.917906,0.914413,0.914413,0.914753,0.914753,0.880375,0.880375,0.880748,0.880748,0.879704,0.879704,0.879704,0.879704,0.880698,0.880698,0.879132,0.879132,0.918,0.879132,0.879132,0.87438,0.87438,0.874672,0.874672,0.831964,0.831964,0.816838,0.816838,0.817115,0.817115,0.805535,0.805535,0.805535,0.805535,0.806349,0.806349,0.807062,0.807062,0.807406,0.807406,0.791493,0.791493,0.791657,0.791657,0.768752,0.768752,0.769311,0.769311,0.723793,0.723793,0.725105,0.725105,0.719428,0.719428,0.719507,0.719507,0.517115,0.517115,0.517115,0.517115,0.468451,0.468451,0.468972,0.468972,0.483201,0.483201,0.447786,0.447786,0.456506,0.456506,0.381822,0.381822,0.384224,0.384224,0.389157,0.389157,0.3198,0.3198,0.320811,0.320811,0.320811,0.320811,0.195683,0.195683,0.196474,0.196474,0.211788,0.211788,0.205353,0.205353,0.205806,0.205806,0.18221,0.18221,0.183032,0.183032,0.125116,0.125116,0.0825721,0.0825721,0.0830916,0.0830916,0.0804103,0.0804103,0.0804103,0.0804103,0.0823411,0.0823411,0.104,0.0852547,0.0852547
