Nodes and Reaches,Afluente Embalse Paloma  0 \ Headflow,CL_02  0 \ Headflow,CL_10  0 \ Headflow,CL_Cogoti  0 \ Headflow,CL_Guatulame  0 \ Headflow,CL_Pama  0 \ Headflow,Quebrada Seca  0 \ Headflow,Rio Cogoti  0 \ Headflow,Rio Combarbala  0 \ Headflow,Rio Grande  0 \ Headflow,Rio Guatulame  0 \ Headflow,Rio Hurtado  0 \ Headflow,Rio Limari  0 \ Headflow,Rio Mostazal  0 \ Headflow,Rio Pama  0 \ Headflow,Rio Ponio  0 \ Headflow,Rio Rapel  0 \ Headflow,Rio Tascadero  0 \ Headflow,Río Turbio  0 \ Headflow
Jan-19,0,1.78891,0,0.0899996,0,0,0,0.290656,0.00990741,1.38,0,0.355049,0,0.05,0.022,0,0.104,0.2,0
Feb-19,0,3.04373,0,0.01,0,0,0,0.193714,0.00988542,1.26,0,0.744515,0,0.02,0.022,0,0.104,0.17,0
Mar-19,0,1.62156,0,0,0,0,0,0.174329,0.0695423,1.08,0,1.63159,0,0.0859999,0.022,0,0.104,0.14,0
Apr-19,0,0.0515799,0,0.151,0,0,0,0.106295,0.0694821,1.22,0,0.719734,0,0.07,0.022,0,0.104,0.23,0
May-19,0,0.12355,0,0.150999,0.023149,0,0,0,0.0694331,1.31,0,0.313499,0,0.16,0.022,0.1207,0.104,0.25,0
Jun-19,0,0.15554,0,0,0,0,0,0.0619762,0.0395927,1.42,0,0.280879,0,0.25,0.012,0,0.052,0.29,0
Jul-19,0,0.03146,0,0.02,0,0,0,0.0616891,0.0395718,1.31,0,0.180489,0,0.19,0.012,0.25578,0.0519997,0.26,0
Aug-19,0,0.433598,0,0.02,0.0719963,0,0,0.0607735,0.039508,0.939998,0,0.120662,0,0.0429999,0.012,0.11248,0.0519997,0.23,0
Sep-19,0,0.17822,0,0.02,0.0719996,0,0,0.0609521,0.0394717,0.9,0,0.110947,0,0.06,0.012,0,0.052,0.19,0
Oct-19,0,0.256747,0,0.01,0.0511783,0,0,0.0968581,0.0394467,0.779999,0,0.608785,0,0.04,0.012,0,0.0519997,0.09,0
Nov-19,0,0.232779,0,0.00174,0.0101462,0,0,0.0680317,0.0394822,0.65,0,0.710066,0,0.02,0.012,0,0.052,0.12,0
Dec-19,0,0.135945,0,0,0.077696,0,0,0.124494,0.0690828,0.579999,0,0.535387,0,0.02,0.022,0,0.104,0.13,0
Jan-20,0,0.10809,0,0,0,0,0,0.0287926,0.0207293,0.559999,0,0.479402,0,0.02,0.015,0,0.028,0.23,0
Feb-20,0,0.452989,0,0,0,0,0,0.0193019,0.0395167,0.509998,0,0.443834,0,0.02,0.012,0,0.0519999,0.2,0
Mar-20,0,0.53386,0,0,0,0,0,0.0192957,0.0395295,0.519997,0,2.418,0,0.02,0.012,0.915379,0.0519997,0.2,0
Apr-20,0,0.238749,0,0,0,0,0,0.0185483,0.039522,0.6,0,0.79924,0,0.02,0.012,0.434695,0.052,0.2,0
May-20,0,0,0,0,0,0,0,0.0480754,0.0395167,0.679999,0,0.967242,0,0.04,0.012,0.021602,0.0519997,0.205,0
Jun-20,0,0,0,0,0,0,0,0.117115,0.0394973,0.93,0,0.52875,0,0.04,0.021,0,0.33,0.21,0
Jul-20,0,0,0,0,0,0,0,0.0617775,0.039474,1.15,0,0.498103,0,0.1,0.211,0,0.18,0.25,0
Aug-20,0,0,0,0,0.0204134,0,0,0.223392,0.0394611,1.06,0,0.307776,0,0.07,0.0609999,0,0.03,0.27,0
Sep-20,0,0,0,0.0425999,0.0461327,0,0,0.190664,0.0394562,1.02,0,0.143844,0,0.08,0.021,0,0,0.22,0
Oct-20,0,0,0,0.0619997,0.0719993,0,0,0.180285,0.0197295,0.879999,0,0.162413,0,0.03,0.011,0,0,0.2,0
Nov-20,0,0,0,0,0.0291689,0,0,0.0756913,0.0197495,0.689996,0,0.604082,0,0.02,0.001,0,0.052,0.19,0
Dec-20,0,0.0700239,0,0,0.023819,0,0,0.0189143,0.019758,0.529999,0,0.617914,0,0.02,0.001,0,0.0519997,0.14,0
Jan-21,0,0.566529,0,0,0,0,0,0.0191526,0.00986054,0.539998,0,0.120221,0,0.0429999,0.001,0,0,0.13,0
Feb-21,0,0.549219,0,0,0,0,0,0.00962166,0.00984329,0.519998,0,0.385247,0,0.0429998,0.001,0,0,0.13,0
Mar-21,0,0.0828356,0,0,0,0,0,0.00959268,0.00983947,0.519997,0,0.977976,0,0.0429999,0.001,0,0,0.14,0
Apr-21,0,0,0,0,0,0,0,0.0190985,0.00984054,0.63,0,0.320103,0,0.0429996,0.001,0,0,0.12,0
May-21,0,0.256,0,0,0,0,0,0.0181,0.0395796,0.75,0,0.125863,0,0.0429999,0.012,0,0,0.0409999,0
Jun-21,0,0,0,0,0,0,0,0.0287253,0.247357,0.9,0,0.151646,0,0.216,0.021,0,0.98,0.41,0
Jul-21,0,0.584032,0,0,0,0,0,0.0486229,0.246374,0.929999,0,0.0524713,0,0.216,0.211,0,1.27,0.4,0
Aug-21,0,1.10245,0,0,0,0,0,0.0677613,0.323526,0.719997,0,0.0418231,0,0.216,0.0609999,0,0.829999,0.429999,0
Sep-21,0,0,0,0,0,0,0,0.0873852,0.126501,0.431667,0,0.0240197,0,0.173,0.021,0,0.08,0.36,0
Oct-21,0,0,0,0,0,0,0,0.116505,0.126716,0.386664,0,0.088212,0,0.173,0.011,0,0.07,0.14,0
Nov-21,0,0,0,0,0,0,0,0.0287353,0.136686,0.35,0,0.100055,0,0.13,0.001,0,0.01,0.1,0
Dec-21,0,0,0,0,0,0,0,0.00964245,0.10996,0.28,0,0.0616338,0,0.173,0.001,0,0.208,0.07,0
Jan-22,0,0,0,0,0,0,0,0.00451157,0.099965,0.26,0,0,0,0.173,0.001,0,0.208,0.06,0
Feb-22,0,0,0,0,0,0,0,0.00154414,0.0599632,0.27,0,0,0,0.173,0.001,0,0.208,0.06,0
Mar-22,0,0,0,0,0,0,0,0.00178297,0.0599627,0.29,0,0,0,0.173,0.001,0,0.208,0.06,0
Apr-22,0,0,0,0,0,0,0,0.00137426,0.829902,0.32,0,0,0,0.527998,0.001,0,1.225,0.07,0
