Yr,Mon,EST. SAN VICENTE B
1989,1,24.881701756305354
1989,2,13.08717377798685
1989,3,25.882230396412627
1989,4,6.457146042973882
1989,5,69.4127629439777
1989,6,476.2852581659224
1989,7,280.32358104076195
1989,8,315.5663663334625
1989,9,50.83696652034275
1989,10,64.150638240063
1989,11,26.12626949030222
1989,12,86.29317758770954
1990,1,17.308469013757744
1990,2,36.933020738338534
1990,3,146.30565573038268
1990,4,152.8824526445361
1990,5,183.85586792436243
1990,6,145.5876127480361
1990,7,151.82483354751702
1990,8,202.99523244828578
1990,9,274.4874588498251
1990,10,62.29834153237014
1990,11,63.28073146256748
1990,12,18.90498190896421
1991,1,34.95259011707953
1991,2,8.599029111020474
1991,3,12.051103043212406
1991,4,233.97259325959013
1991,5,683.3053660775879
1991,6,246.64200861044614
1991,7,343.072245945944
1991,8,86.85717281305496
1991,9,182.59282929874826
1991,10,125.21724930173772
1991,11,53.63970102736749
1991,12,133.86402971457207
1992,1,9.381686393198093
1992,2,28.151413210588785
1992,3,84.2807027487937
1992,4,205.7553941747015
1992,5,824.7887895086576
1992,6,426.7518521265214
1992,7,153.74467484157896
1992,8,175.86129317835056
1992,9,107.14211532724248
1992,10,101.35204049703151
1992,11,38.11821007154594
1992,12,86.72961579826942
1993,1,22.179964310277324
1993,2,1.6900264219656589
1993,3,34.641440619126215
1993,4,149.20833020150752
1993,5,414.0334041505061
1993,6,629.5746147665053
1993,7,236.7438765717559
1993,8,279.3689278457898
1993,9,82.06739291512048
1993,10,123.29661571279665
1993,11,51.038523195376264
1993,12,64.93290365390251
1994,1,3.1284061256604425
1994,2,41.647504382223396
1994,3,18.185789366556243
1994,4,276.33138322817234
1994,5,159.59391332780862
1994,6,405.85679896803305
1994,7,476.61576825324215
1994,8,55.35978039919147
1994,9,284.1917937680199
1994,10,107.78224101838197
1994,11,29.79978002546735
1994,12,80.15531732266896
1995,1,2.7100497985995746
1995,2,4.679071713909525
1995,3,24.710490095860738
1995,4,220.4086453336693
1995,5,76.2141597586502
1995,6,493.7273422800717
1995,7,479.9125934051863
1995,8,304.1054733951737
1995,9,70.96215203594355
1995,10,89.90063677079705
1995,11,17.574157759885196
1995,12,3.0775312510100234
1996,1,8.609137274434408
1996,2,23.383818114397062
1996,3,105.7754019456292
1996,4,92.66918788576893
