Yr,Mon,EST. CHACAY B
1994,3,103.67077922077922
1994,4,59.89761904761905
1994,5,32.648701298701305
1994,6,24.30000000000001
1994,7,26.177705627705627
1994,8,37.554112554112564
1994,9,61.51580086580088
1994,10,87.3361471861472
1994,11,118.94264069264071
1994,12,148.99653679653682
1995,1,160.84285714285718
1995,2,122.50670995670997
1995,3,101.64805194805196
1995,4,64.77229437229437
1995,5,32.56341991341992
1995,6,24.00606060606061
1995,7,24.18593073593074
1995,8,36.618181818181824
1995,9,62.9861471861472
1995,10,92.54523809523812
1995,11,128.1344155844156
1995,12,160.29480519480524
1996,1,167.96471861471863
1996,2,126.2287878787879
1996,3,103.76233766233769
1996,4,57.64545454545456
1996,5,32.11320346320347
1996,6,18.34632034632035
1996,7,25.83116883116884
1996,8,41.91493506493509
1996,9,67.56082251082253
1996,10,95.06753246753249
1996,11,131.2896103896104
1996,12,147.5272727272728
1997,1,161.6402597402598
1997,2,128.00757575757575
1997,3,101.88484848484848
1997,4,67.19740259740261
1997,5,35.24805194805196
1997,6,23.83982683982685
1997,7,26.38419913419914
1997,8,38.970129870129874
1997,9,62.43961038961041
1997,10,86.36839826839828
1997,11,113.90952380952382
1997,12,147.54567099567106
1998,1,167.4019480519481
1998,2,117.2253246753247
1998,3,100.3818181818182
1998,4,57.444155844155844
1998,5,34.306926406926415
1998,6,20.922510822510827
1998,7,24.614285714285717
1998,8,38.12121212121213
1998,9,61.40714285714287
1998,10,107.01753246753249
1998,11,129.85367965367968
1998,12,160.4158008658009
1999,1,168.46255411255413
1999,2,128.09458874458878
1999,3,97.27012987012989
1999,4,60.266017316017326
1999,5,33.91103896103896
1999,6,22.609307359307365
1999,7,23.63571428571429
1999,8,41.45021645021646
1999,9,60.84285714285715
1999,10,93.22900432900434
1999,11,125.74458874458878
1999,12,153.34978354978358
2000,1,167.58203463203463
2000,2,116.51774891774895
2000,3,101.3136363636364
2000,4,58.727056277056285
2000,5,29.650216450216462
2000,6,27.91212121212122
2000,7,23.63571428571429
2000,8,39.3896103896104
2000,9,59.81969696969698
2000,10,94.48896103896105
2000,11,122.13419913419915
2000,12,158.6322510822511
2001,1,160.99264069264072
2001,2,130.42510822510823
2001,3,101.55194805194806
2001,4,59.182900432900446
2001,5,32.517965367965374
2001,6,21.268831168831174
2001,7,32.374891774891786
2001,8,40.47337662337663
2001,9,59.93484848484849
2001,10,96.01450216450218
2001,11,121.00519480519483
2001,12,167.97510822510827
2002,1,164.04632034632039
2002,2,122.70974025974029
2002,3,94.68333333333334
2002,4,57.75800865800866
2002,5,31.420562770562782
2002,6,19.53116883116884
2002,7,25.40670995670996
2002,8,37.471428571428575
2002,9,61.32532467532468
2002,10,89.30259740259743
2002,11,118.39783549783552
2002,12,147.0175324675325
2003,1,168.20497835497838
2003,2,130.63116883116888
2003,3,106.274025974026
2003,4,59.18701298701299
2003,5,31.318614718614725
2003,6,27.863852813852816
2003,7,25.193722943722946
2003,8,40.04740259740261
2003,9,65.00995670995671
2003,10,101.75108225108228
2003,11,125.8948051948052
2003,12,151.58181818181825
2004,1,169.2558441558442
2004,2,124.18506493506496
2004,3,104.38246753246756
2004,4,57.77251082251084
2004,5,29.684848484848487
2004,6,23.03766233766234
2004,7,28.413636363636364
2004,8,39.28982683982685
2004,9,65.1469696969697
2004,10,85.5632034632035
2004,11,110.55129870129872
2004,12,152.50259740259742
2005,1,169.1179653679654
2005,2,124.87380952380954
2005,3,101.75779220779222
2005,4,62.18549783549784
2005,5,33.37337662337663
2005,6,21.844588744588748
2005,7,27.971212121212126
2005,8,37.21515151515151
2005,9,61.62424242424244
2005,10,91.78939393939396
2005,11,121.6106060606061
2005,12,150.04264069264067
2006,1,167.61709956709961
2006,2,124.25216450216452
2006,3,104.51255411255411
2006,4,62.059740259740266
2006,5,32.066883116883126
2006,6,23.47619047619048
2006,7,28.550649350649355
2006,8,42.60432900432901
2006,9,64.73354978354978
2006,10,89.4484848484849
2006,11,126.83679653679656
2006,12,149.38441558441565
2007,1,166.2805194805195
2007,2,119.02445887445886
2007,3,100.41904761904765
2007,4,61.35367965367966
2007,5,29.837229437229446
2007,6,19.968398268398275
2007,7,24.169480519480526
2007,8,32.769047619047626
2007,9,63.32207792207793
2007,10,92.74675324675324
2007,11,127.96471861471865
2007,12,151.35865800865804
2008,1,167.92316017316023
2008,2,119.83593073593075
2008,3,103.04004329004331
2008,4,62.81233766233767
2008,5,33.310173160173164
2008,6,20.771428571428572
2008,7,28.864718614718612
2008,8,39.286147186147204
2008,9,67.41731601731603
2008,10,99.39199134199137
2008,11,132.71428571428575
2008,12,155.4997835497836
2009,1,176.15021645021648
2009,2,131.85173160173164
2009,3,114.03549783549784
2009,4,68.28116883116886
2009,5,33.4939393939394
2009,6,23.269480519480524
2009,7,26.264502164502165
2009,8,38.650000000000006
2009,9,62.874458874458895
2009,10,92.22532467532469
2009,11,110.58809523809524
2009,12,144.3534632034632
2010,1,172.3887445887446
2010,2,122.01558441558444
2010,3,108.93225108225108
2010,4,62.802380952380965
2010,5,31.514285714285723
2010,6,23.975541125541127
2010,7,26.884415584415592
2010,8,38.20129870129871
2010,9,64.80909090909093
2010,10,94.07121212121213
2010,11,122.06991341991346
2010,12,146.9974025974026
2011,1,161.48419913419914
2011,2,121.23203463203464
2011,3,100.2809523809524
2011,4,66.21450216450218
2011,5,32.22424242424243
2011,6,23.297186147186157
2011,7,26.41038961038961
2011,8,36.49350649350649
2011,9,67.80930735930737
2011,10,95.87922077922082
2011,11,123.80173160173166
2011,12,162.3062770562771
2012,1,168.02597402597405
2012,2,120.49437229437231
2012,3,108.57272727272728
2012,4,59.25930735930738
2012,5,33.96471861471862
2012,6,24.01580086580087
2012,7,25.977056277056278
2012,8,37.798701298701296
2012,9,64.41190476190478
2012,10,89.21385281385281
2012,11,127.0313852813853
2012,12,140.39307359307364
2013,1,163.47164502164503
2013,2,120.53376623376624
2013,3,97.96298701298701
2013,4,62.40887445887447
2013,5,34.2383116883117
2013,6,23.95519480519481
2013,7,26.528138528138527
2013,8,39.75194805194806
2013,9,57.75108225108226
2013,10,102.0
2013,11,128.49632034632037
2013,12,169.03441558441565
2014,1,174.74675324675326
2014,2,118.2649350649351
2014,3,103.31818181818186
2014,4,58.18333333333335
2014,5,30.455627705627712
2014,6,23.152813852813853
2014,7,27.474025974025977
2014,8,43.38766233766234
2014,9,59.30432900432901
2014,10,101.81601731601734
2014,11,124.74285714285716
2014,12,155.84740259740263
2015,1,180.3915584415585
2015,2,129.32640692640692
2015,3,109.2270562770563
2015,4,61.881601731601734
2015,5,32.61017316017317
2015,6,23.99242424242425
2015,7,23.290259740259746
2015,8,37.34588744588745
2015,9,56.692424242424266
2015,10,83.87683982683984
2015,11,117.1257575757576
2015,12,157.57792207792212
2016,1,155.77034632034633
2016,2,133.1378787878788
2016,3,112.44870129870134
2016,4,52.27640692640693
2016,5,28.76406926406927
2016,6,18.450649350649357
2016,7,23.40670995670996
2016,8,45.40151515151517
2016,9,71.91233766233768
2016,10,87.12878787878789
2016,11,130.67813852813853
2016,12,157.08939393939397
2017,1,183.44913419913422
2017,2,129.6510822510823
2017,3,107.94891774891776
2017,4,59.12510822510824
2017,5,31.65865800865801
2017,6,24.823593073593077
2017,7,24.864935064935068
2017,8,37.556926406926415
2017,9,62.966666666666676
2017,10,88.54740259740261
2017,11,123.28744588744593
2017,12,153.9984848484849
2018,1,156.72467532467533
2018,2,126.63160173160178
2018,3,107.97662337662342
2018,4,60.28874458874461
2018,5,30.705627705627705
2018,6,20.022510822510824
2018,7,19.4482683982684
2018,8,36.13073593073594
2018,9,62.696969696969724
2018,10,79.20497835497838
2018,11,112.43982683982686
2018,12,146.23831168831174
2019,1,158.55367965367967
2019,2,132.09458874458878
2019,3,116.43722943722946
2019,4,65.23441558441559
2019,5,36.792424242424254
2019,6,24.547186147186153
2019,7,25.373160173160176
2019,8,40.4352813852814
2019,9,63.764935064935074
2019,10,88.10757575757577
2019,11,130.82640692640692
2019,12,165.95606060606065
2020,1,175.78722943722948
2020,2,135.54891774891777
2020,3,116.09848484848487
2020,4,73.49155844155845
2020,5,38.54177489177491
2020,6,23.21060606060606
2020,7,24.397402597402603
2020,8,38.22965367965369
2020,9,63.15930735930738
2020,10,100.89761904761909
2020,11,128.93268398268398
2020,12,155.4192640692641
2021,1,166.36731601731606
2021,2,118.38030303030305
2021,3,102.48701298701302
2021,4,62.107792207792215
2021,5,34.240043290043296
2021,6,24.14329004329005
2021,7,28.830303030303043
2021,8,40.10389610389612
2021,9,61.96385281385283
2021,10,97.18246753246757
2021,11,127.162987012987
2021,12,159.6844155844156
2022,1,161.8902597402598
2022,2,134.52640692640696
2022,3,115.22900432900434
2022,4,62.094805194805204
2022,5,33.55909090909091
2022,6,20.32878787878788
2022,7,20.392207792207792
2022,8,37.61536796536797
2022,9,62.380519480519496
2022,10,91.84415584415585
2022,11,130.27857142857144
