Yr,Mon,Aportante 22
1989,1,10.889437448269902
1989,2,9.339637163449726
1989,3,23.225232469879465
1989,4,3.40867384338485
1989,5,59.275510061854824
1989,6,431.8858616495397
1989,7,290.7057168119767
1989,8,328.12306078145673
1989,9,50.54095681587216
1989,10,52.1866464192508
1989,11,21.714439109743044
1989,12,63.918210660836834
1990,1,11.542132766432731
1990,2,27.07490814236313
1990,3,143.5219537890119
1990,4,162.30838518602584
1990,5,193.51072383877636
1990,6,111.75623299915517
1990,7,151.1134724149548
1990,8,163.7358793544828
1990,9,250.22668459502663
1990,10,54.580111493488886
1990,11,58.82829951557477
1990,12,15.176936944590981
1991,1,30.48338560931154
1991,2,5.132575521521434
1991,3,7.098649035050381
1991,4,196.0161861521777
1991,5,724.1020078967672
1991,6,281.9924216721247
1991,7,344.93177805633735
1991,8,73.75159521007221
1991,9,183.85515248454965
1991,10,122.36216558284164
1991,11,52.034928854499064
1991,12,121.96365877400623
1992,1,6.8541958555845754
1992,2,19.695298158484583
1992,3,86.38674495508113
1992,4,184.57330990487992
1992,5,787.3981725999879
1992,6,464.6727389634676
1992,7,150.5838079328498
1992,8,192.27860580042076
1992,9,97.57101213437672
1992,10,74.98596089836614
1992,11,42.06624981932036
1992,12,49.38531113979712
1993,1,15.144419795621515
1993,2,2.553259258092721
1993,3,10.813464258209107
1993,4,130.78725806117134
1993,5,417.5507679297527
1993,6,661.7765788021354
1993,7,210.75954609642545
1993,8,241.47134269966065
1993,9,60.09378205948161
1993,10,125.75928536102693
1993,11,44.13029178052176
1993,12,63.84081021599251
1994,1,3.567062597330203
1994,2,34.39259363377129
1994,3,14.501082753134884
1994,4,254.70925202207744
1994,5,166.17839801674648
1994,6,388.2078383180659
1994,7,491.5227800155036
1994,8,53.054958751487916
1994,9,255.67360707214615
1994,10,94.2541348430189
1994,11,24.82359237907808
1994,12,76.20767618095621
1995,1,1.4533311257875265
1995,2,3.0269363864511165
1995,3,12.168758648879475
1995,4,219.78090411605595
1995,5,60.06472028221988
1995,6,481.63526659689535
1995,7,502.30204407447496
1995,8,254.5076752935696
1995,9,65.36087483357568
1995,10,77.08506761587891
1995,11,11.460277632216735
1995,12,2.9629277241195937
1996,1,8.969713151564601
1996,2,20.534180769917615
1996,3,79.64540963939687
1996,4,82.58349842304762
1996,5,116.10301407785023
1996,6,210.99779252805058
1996,7,102.82111764868002
1996,8,226.57327570816824
1996,9,46.23932838488124
1996,10,59.76657253103502
1996,11,48.15662137842435
1996,12,24.644663492359683
1997,1,15.861323219400598
1997,2,33.87756811603619
1997,3,14.843248216226531
1997,4,374.61354282979846
1997,5,226.0940782721686
1997,6,625.0500573481569
1997,7,261.30851306256557
1997,8,221.23983114412763
1997,9,264.4715816934589
1997,10,266.19694940667887
1997,11,90.30883576444182
1997,12,34.60783652133098
1998,1,2.0372352453248794
1998,2,30.39108889513239
