Yr,Mon,EST. PALPAL B
1996,10,42.58291844189704
1996,11,53.09013275354386
1996,12,16.082174291522737
1997,1,9.774351825431673
1997,2,40.592271424247606
1997,3,3.08119169679661
1997,4,289.1801584951989
1997,5,168.54119905914314
1997,6,428.3697070303156
1997,7,206.59835249617979
1997,8,133.51774281065218
1997,9,183.83742786598597
1997,10,183.33036191289375
1997,11,80.27179892514106
1997,12,22.64907020661265
1998,1,2.1533682335104323
1998,2,25.719836616708566
1998,3,18.21736365760731
1998,4,70.3719408618314
1998,5,103.48447895900536
1998,6,98.69462381406748
1998,7,91.66461844827491
1998,8,116.54607166661529
1998,9,95.87381676101383
1998,10,1.434306866155099
1998,11,24.74209746682741
1998,12,16.523307457142874
1999,1,10.672351663860933
1999,2,20.05879957940233
1999,3,18.49828082206313
1999,4,33.892376121617566
1999,5,222.45906462692432
1999,6,389.7432019969108
1999,7,120.93741048372064
1999,8,257.67046209966736
1999,9,265.20488367058016
1999,10,23.49132982773447
1999,11,23.110156619895953
1999,12,11.060303650797545
2000,1,7.096735292584598
2000,2,170.5049149207121
2000,3,15.896830872558949
2000,4,43.71355646025007
2000,5,74.48028039891442
2000,6,679.2636048779023
2000,7,120.98223249969175
2000,8,260.53027806911336
2000,9,297.53315825934544
2000,10,56.327675577891725
2000,11,45.981206176080214
2000,12,41.619557535459435
2001,1,90.72756637557535
2001,2,9.281362556113915
2001,3,36.30737625311666
2001,4,65.8009016369492
2001,5,475.9151302042012
2001,6,251.93628212773933
2001,7,617.7230772068388
2001,8,250.98307632089
2001,9,36.92569411619477
2001,10,34.128709014152356
2001,11,50.448204758644366
2001,12,0.2549891311026351
2002,1,9.045549205293781
2002,2,164.10130388514403
2002,3,152.38106848564067
2002,4,93.26689042757235
2002,5,226.37397433975926
2002,6,210.39467536886966
2002,7,176.55194570667658
2002,8,473.0224009229049
2002,9,129.71268763069315
2002,10,256.7572292381543
2002,11,102.40928488308748
2002,12,26.899880754733953
2003,1,34.35604758298455
2003,2,1.3654516274862394
2003,3,11.0880786653477
2003,4,27.22772685687495
2003,5,122.70329648513625
2003,6,374.1306277093719
2003,7,154.85474578862542
2003,8,131.42808341789276
2003,9,146.12474323535395
2003,10,119.1598496548354
2003,11,89.13593012211258
2003,12,31.42125283659601
2004,1,2.2832273351655887
2004,2,7.596934898032562
2004,3,64.44254996429667
2004,4,225.1708612069026
2004,5,38.919755808196
2004,6,317.3809867400206
2004,7,319.7129035218097
2004,8,103.06552713776908
2004,9,133.2147683362292
2004,10,142.83880817014187
2004,11,87.61453098345326
2004,12,31.409206562419808
2005,1,6.245764605399592
2005,2,0.3626751416448406
2005,3,47.492588107927375
2005,4,20.021413551590225
2005,5,431.881820333334
2005,6,397.8477980425817
2005,7,303.0663293059427
2005,8,347.9071278925516
2005,9,50.93267795849451
2005,10,31.350921478892264
2005,11,60.56488099253477
2005,12,62.40759156907228
2006,1,26.154388835210593
2006,2,14.09964960877765
2006,3,25.537611501940027
2006,4,167.61138590353264
2006,5,166.5218327489468
2006,6,419.67245849888513
2006,7,454.35002776495196
2006,8,260.27565021098684
2006,9,118.152011577902
2006,10,145.46919552057128
2006,11,16.24514493740918
2006,12,108.62409664531025
2007,1,23.091046058789413
2007,2,63.07607848572623
2007,3,26.053135165140453
2007,4,118.65104579168008
2007,5,54.109292577791415
2007,6,159.00456309973964
2007,7,260.23734374448424
2007,8,148.7361526890022
2007,9,74.24972311078056
2007,10,47.028801297637564
2007,11,10.572189975683417
2007,12,28.08538262836102
2008,1,10.887058166307956
2008,2,6.866918661090726
2008,3,28.021534107671968
2008,4,118.40239136855482
2008,5,509.595795299972
2008,6,185.51263359250433
2008,7,247.87012578945016
2008,8,303.97870253594147
2008,9,63.525507441208525
2008,10,41.456498251251155
2008,11,25.38671317534568
2008,12,21.075387910680632
2009,1,4.366274615290141
2009,2,14.915706331684083
2009,3,14.68191635147745
2009,4,54.98888650689042
2009,5,336.84391868699873
2009,6,265.36847175941574
2009,7,173.64630459584737
2009,8,256.2074679697371
2009,9,123.62145166262742
2009,10,131.25859321680014
2009,11,105.0362519382676
2009,12,13.345218634928761
2010,1,14.228801144514852
2010,2,69.39418230101019
2010,3,12.420622471973005
2010,4,8.6651854931648
2010,5,70.79578151870231
2010,6,304.37067182893446
2010,7,272.5651401573288
2010,8,184.3803178361657
2010,9,23.041532356828377
2010,10,63.254908604102866
2010,11,37.524441445605824
2010,12,43.39927380727362
2011,1,48.58869055870107
2011,2,22.227129091429486
2011,3,58.383039070950396
2011,4,124.55475319892206
2011,5,42.93417342962647
2011,6,279.81339252685467
2011,7,219.7493749176539
2011,8,313.68603928120456
2011,9,119.43646037534481
2011,10,25.688750901820725
2011,11,48.019209440560935
2011,12,1.425178460565855
2012,1,26.90375578239069
2012,2,128.60346983745356
2012,3,12.061838818622599
2012,4,22.109694662075285
2012,5,240.8175473784007
2012,6,290.2715371607894
2012,7,69.20915932337199
2012,8,132.99568439438136
2012,9,34.03248598986144
2012,10,68.164753525102
2012,11,72.67467863670494
2012,12,186.58583610431208
2013,1,16.063272313755757
2013,2,48.33913685118923
2013,3,15.273587496869068
2013,4,22.428211251671634
2013,5,282.8846965843186
2013,6,217.7392473549761
2013,7,194.91753252795263
2013,8,200.35952221510757
2013,9,130.94208488682665
2013,10,70.23344002863858
2013,11,24.416294563859367
2013,12,0.21349076846209955
2014,1,25.182166207153283
2014,2,28.88052143779961
2014,3,87.70823527750335
2014,4,42.07367115994223
2014,5,193.71382142422212
2014,6,354.30771505516014
2014,7,312.8410969589189
2014,8,228.3845520152544
2014,9,222.07823849089021
2014,10,31.377533588184708
2014,11,8.090328604458676
2014,12,25.862230716882884
2015,1,0.15625027629861915
2015,2,0.7947758292713141
2015,3,2.859452454218607
2015,4,37.874954270319286
2015,5,123.34639766137661
2015,6,236.60462916123788
2015,7,360.8940587758481
2015,8,340.0800271356547
2015,9,128.77950479159918
2015,10,148.32116455217187
2015,11,37.31707505298726
2015,12,9.40063185314026
2016,1,16.26286202772543
2016,2,3.6076329065090027
2016,3,13.375706215960742
2016,4,174.63961894714794
2016,5,84.8381649719003
2016,6,10.321590622452014
2016,7,274.8698776323793
2016,8,148.55370104124523
2016,9,40.3521192596877
2016,10,128.041986620921
2016,11,20.650956085065864
2016,12,56.450436239684564
2017,1,16.820748603718254
2017,2,22.992951511278978
2017,3,35.904390350910674
2017,4,65.31712562728987
2017,5,153.51638272541092
2017,6,282.45075301370525
2017,7,167.40656092794381
2017,8,338.88092640208333
2017,9,112.99167769890181
2017,10,162.4831815051969
2017,11,83.23581754124432
2017,12,15.848831293854253
2018,1,22.85988924997303
2018,2,14.039431741066863
2018,3,84.14784284279763
2018,4,120.75695390793278
2018,5,154.07940105426295
2018,6,180.27178935632244
2018,7,120.95935153658642
2018,8,129.33502828824513
2018,9,255.47298955555837
2018,10,157.36052207356613
2018,11,108.07509443370088
2018,12,30.839282396054646
2019,1,37.647084044835694
2019,2,12.481853102297693
2019,3,23.08950969203092
2019,4,19.47992445455063
2019,5,233.13074549062824
2019,6,442.2894689723226
2019,7,157.6510709264688
2019,8,109.19056745875842
2019,9,84.72453891530348
2019,10,65.35053048919148
2019,11,21.63746035568142
2019,12,11.778542175500489
2020,1,16.59024618847642
2020,2,8.526293605787307
2020,3,12.350306222629863
2020,4,56.34616675548729
2020,5,70.43289124784587
2020,6,407.9768047422489
2020,7,335.8533117640142
2020,8,119.96264928433985
2020,9,49.38963612224581
2020,10,21.87202536754542
2020,11,4.514942754116623
2020,12,27.282069646552284
2021,1,102.20091597028441
2021,2,9.595983670912737
2021,3,8.919953002366958
2021,4,44.85144852905174
2021,5,207.84616218658644
2021,6,231.20739113269244
2021,7,78.48839151681796
2021,8,227.31573233328146
2021,9,80.8651788297719
2021,10,28.411400435889462
2021,11,13.220946195663041
2021,12,9.115854433879463
2022,1,18.93889278063619
2022,2,17.789439420879177
2022,3,19.67030999839767
2022,4,238.84496688282638
2022,5,93.27400134542432
2022,6,232.1577024727746
2022,7,334.13883081286775
2022,8,173.27310448372234
2022,9,51.675681002026536
2022,10,62.2212347642471
2022,11,39.90975195414804
2022,12,7.363706384141584
2023,1,13.465750515201101
2023,2,0.15232156289477278
2023,3,7.644143430556479
2023,4,102.09130378222252
2023,5,142.10421763576954
2023,6,493.4924117454413
2023,7,251.14592397926273
2023,8,335.1200581792041
2023,9,255.2173211829453
2023,10,71.40931690049594
2023,11,10.325664658112808
