Yr,Mon,EST. PALPAL B
1989,1,6.717306896351555
1989,2,11.334971200531589
1989,3,27.616586224649748
1989,4,6.139717393142023
1989,5,62.06848248274398
1989,6,408.28180250113735
1989,7,220.73390655435293
1989,8,220.30069795515746
1989,9,40.41555940206071
1989,10,47.93535766654348
1989,11,16.02969022645798
1989,12,78.2375316930758
1990,1,13.640924028262178
1990,2,30.727426018345124
1990,3,127.98132700200787
1990,4,113.69567456534998
1990,5,146.78721050205246
1990,6,124.97543610924953
1990,7,128.3382552337944
1990,8,179.60854426178923
1990,9,228.9189396813955
1990,10,56.325587787305224
1990,11,45.447708827275456
1990,12,6.654791415633726
1991,1,31.620762189915766
1991,2,4.927121701192079
1991,3,10.49526548542828
1991,4,195.38671300965427
1991,5,503.6893278946506
1991,6,198.47800323885699
1991,7,297.42621602525725
1991,8,69.40668447205809
1991,9,145.14627615889452
1991,10,105.02534896226761
1991,11,32.887405239719065
1991,12,94.92736813849851
1992,1,7.496131769550897
1992,2,25.38877380038618
1992,3,75.14662407647064
1992,4,161.22371317536778
1992,5,791.9716846142455
1992,6,323.88332081232835
1992,7,127.01942758070567
1992,8,151.94947213246218
1992,9,92.02064992521309
1992,10,80.1378627852581
1992,11,23.31392601082703
1992,12,68.8890823736081
1993,1,14.450054855573368
1993,2,0.6588296560880664
1993,3,42.8233807072437
1993,4,137.34384353169153
1993,5,354.28023337841995
1993,6,487.4920744008301
1993,7,217.53208865602153
1993,8,202.91878515271932
1993,9,53.66741760010825
1993,10,85.55361349019222
1993,11,39.50098489112155
1993,12,51.97384656517824
1994,1,0.9472598820438418
1994,2,22.950537166005194
1994,3,14.36343169976426
1994,4,242.98400176500652
1994,5,132.20405289373525
1994,6,366.8135084333703
1994,7,395.9937492238375
1994,8,40.25347295503376
1994,9,220.1214009727976
1994,10,84.18176431510537
1994,11,21.926582455418227
1994,12,70.03266722865396
1995,1,1.8700229399378498
1995,2,0.9950766072824361
1995,3,27.88555890809849
1995,4,179.8430850722607
1995,5,75.41523423086983
1995,6,387.7692295201519
1995,7,373.033883817085
1995,8,245.53403617023062
1995,9,50.13363129279677
1995,10,85.59459103346258
1995,11,14.627774222288663
1995,12,0.6071459510244609
1996,1,4.272055778978832
1996,2,19.968031609888207
1996,3,87.93537580005521
1996,4,78.85015944764598
1996,5,117.37562571323724
1996,6,168.3421525468994
1996,7,76.84056616301795
1996,8,223.2404181728541
1996,9,33.23276042986423
