date,0,1,2,3,4,5,6,7,8
2000-01-01,0.00047101630614354063,0.0007948190480027735,0.0009118849254111425,0.0011235962623864777,0.0011740902151380268,0.0008306972682476043,0.0004677255075056474,0.0004158839583396911,
2000-01-02,2.3599732737868464e-06,2.7253294010521546e-06,2.8937855665062996e-06,4.540627080682892e-06,6.422911439975515e-06,3.024556875581246e-06,3.2610350287471256e-06,2.4552260811105953e-06,
2000-01-03,8.893471492781986e-06,1.035018837384822e-05,1.0946544203574316e-05,1.863393295668714e-05,2.8493029725686773e-05,1.4384516642910026e-05,2.330698809283537e-05,7.995963091644853e-06,
2000-01-04,0.0017054782645625614,0.0013654205504949586,0.0012092144184446222,0.0009653626115602984,0.0008413976442265524,0.0007228733355110047,0.0006487100515629449,0.0003227494838711209,
2000-01-05,0.000815478000750038,0.0012285708757128117,0.0013764482501832766,0.001626616362001667,0.001710622049377954,0.0013508287439809204,0.000900039208542299,0.0006652716595567654,
2000-01-06,0.0009893371507648508,0.0016268004276686,0.0018328864785754936,0.002256141750943689,0.0023454787048951538,0.0014310853820867513,0.0006601981080782205,0.0007126435636450879,
2000-01-07,0.0001781266468312354,0.00018760759350617106,0.00019599060186045183,0.00020538279624498663,0.0002485088279359583,0.0003197597604932005,0.000382020316190212,0.0001635089515730215,
2000-01-08,4.3096679793891855e-05,5.2324494118604285e-05,5.786918856703723e-05,6.769746637121193e-05,8.475112903670378e-05,9.80389968552637e-05,0.00011451501428847214,6.126984942511626e-05,
2000-01-09,1.2659205847635e-05,1.3855447608013507e-05,1.4941498245338945e-05,1.640340399660017e-05,2.097002425781673e-05,2.761278310409969e-05,3.3195887955581374e-05,1.4282630047546263e-05,
2000-01-10,0.0,0.0,0.0,6.6115142107862e-06,1.4424358095441545e-05,7.152557373046875e-08,0.0,0.0,
2000-01-11,1.8161076765794023e-06,1.8571718989410723e-06,1.6526849320937437e-06,1.8169404439537593e-06,1.6059023993355886e-06,6.846019199916294e-07,4.693047030941471e-07,7.450580596923828e-08,
2000-01-12,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.519002448863749e-07,4.836319853893656e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,
2000-01-13,3.010033651662525e-06,3.010033651662525e-06,3.012822369540968e-06,4.216324722918301e-06,5.587559880431009e-06,3.398847521956278e-06,3.481630841094187e-06,3.084539457631763e-06,
2000-01-14,1.3686990087080633e-06,1.3903895312441605e-06,1.3194630185987861e-06,2.957578192462974e-06,3.02398811371469e-06,2.2887392755624854e-06,8.710002248335513e-07,8.710002248335513e-07,
2000-01-15,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,2.6523777107516618e-05,5.431277401092821e-05,2.6507036003360034e-06,4.351138045421976e-07,4.351138045421976e-07,
2000-01-16,0.0006726099893573799,0.000543182037842435,0.0004629765313855263,0.00043160407936847656,0.00043974746966348116,9.257325094072908e-05,4.909068008293696e-05,4.392415274878658e-05,
2000-01-17,2.105923789136236e-05,2.998231312670208e-05,3.1726561140810055e-05,4.123971228766805e-05,4.3361016579897944e-05,2.0802446671755855e-05,7.0730079948169504e-06,9.360909359656944e-06,
2000-01-18,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,
2000-01-19,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,
2000-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
