Yr,Mon,EST. SAN VICENTE C
1987,1,166.7474178403756
1987,2,128.443896713615
1987,3,106.40892018779344
1987,4,62.824178403755866
1987,5,35.552582159624414
1987,6,22.143192488262912
1987,7,32.75281690140845
1987,8,36.789671361502336
1987,9,59.519014084507035
1987,10,90.11408450704225
1987,11,122.60704225352113
1987,12,147.5399061032864
1988,1,158.02276995305166
1988,2,126.28474178403752
1988,3,96.37676056338029
1988,4,64.12652582159625
1988,5,33.2161971830986
1988,6,25.80868544600939
1988,7,19.807511737089204
1988,8,36.94037558685446
1988,9,57.76455399061033
1988,10,94.57183098591548
1988,11,128.56830985915494
1988,12,151.02347417840377
1989,1,161.36032863849766
1989,2,127.31596244131457
1989,3,102.28967136150237
1989,4,64.31971830985916
1989,5,33.68004694835681
1989,6,24.73849765258216
1989,7,30.66291079812207
1989,8,38.25469483568074
1989,9,63.74295774647888
1989,10,98.93215962441313
1989,11,125.17323943661971
1989,12,146.47863849765258
1990,1,163.62582159624412
1990,2,114.90328638497652
1990,3,101.28802816901408
1990,4,61.223239436619714
1990,5,35.43896713615023
1990,6,22.58967136150235
1990,7,25.5575117370892
1990,8,42.740375586854455
1990,9,60.39389671361502
1990,10,93.52206572769953
1990,11,121.51619718309856
1990,12,147.43849765258219
1991,1,158.9016431924883
1991,2,125.93403755868542
1991,3,102.6673708920188
1991,4,61.082394366197185
1991,5,39.92300469483568
1991,6,22.851643192488268
1991,7,27.231455399061034
1991,8,38.99718309859155
1991,9,60.86103286384977
1991,10,92.5556338028169
1991,11,116.47769953051643
1991,12,128.68145539906104
1992,1,160.88497652582157
1992,2,121.59859154929578
1992,3,105.52816901408448
1992,4,58.84929577464788
1992,5,39.39154929577464
1992,6,21.965727699530515
1992,7,19.08145539906103
1992,8,38.087558685446
1992,9,62.722300469483564
1992,10,94.19741784037558
1992,11,118.46220657276997
1992,12,140.07699530516433
1993,1,158.30046948356812
1993,2,131.1443661971831
1993,3,104.31338028169014
1993,4,64.88802816901408
1993,5,39.87018779342723
1993,6,28.44201877934272
1993,7,25.02488262910798
1993,8,43.4255868544601
1993,9,62.72957746478874
1993,10,92.38544600938968
1993,11,121.21784037558685
1993,12,151.8600938967136
1994,1,162.8164319248826
1994,2,116.8788732394366
1994,3,104.13169014084507
1994,4,62.47488262910798
1994,5,36.198122065727695
1994,6,27.03004694835681
1994,7,28.104460093896712
1994,8,37.64342723004694
1994,9,61.61361502347418
1994,10,86.96971830985916
1994,11,116.31502347417839
1994,12,145.19553990610328
1995,1,155.83215962441318
1995,2,120.56056338028168
1995,3,102.31079812206572
1995,4,67.63732394366198
1995,5,36.20539906103286
1995,6,26.663849765258217
1995,7,21.43403755868545
1995,8,35.311737089201884
1995,9,62.11361502347417
1995,10,91.8544600938967
1995,11,124.95727699530516
1995,12,156.6213615023474
1996,1,162.3931924882629
1996,2,123.59953051643193
1996,3,104.20164319248829
1996,4,60.28779342723004
1996,5,35.36056338028169
1996,6,15.32699530516432
1996,7,28.0443661971831
1996,8,42.74835680751175
1996,9,66.78380281690141
1996,10,94.14201877934272
1996,11,127.90117370892017
1996,12,143.44671361502347
1997,1,156.2992957746479
1997,2,125.17089201877934
1997,3,102.55774647887324
1997,4,69.59483568075117
1997,5,39.236854460093895
1997,6,26.430985915492954
1997,7,28.809154929577474
1997,8,40.08403755868545
1997,9,62.01197183098592
1997,10,86.10000000000001
1997,11,111.33873239436619
1997,12,143.89225352112678
1998,1,161.33169014084507
1998,2,115.46032863849767
1998,3,101.04741784037559
1998,4,60.08098591549296
1998,5,38.07206572769953
1998,6,23.108215962441314
1998,7,26.829812206572768
1998,8,38.41549295774649
1998,9,60.485211267605635
1998,10,105.26478873239438
1998,11,126.48122065727699
1998,12,155.66478873239438
1999,1,163.0387323943662
1999,2,125.66901408450704
1999,3,98.12769953051645
1999,4,62.6955399061033
1999,5,37.90422535211268
1999,6,24.737323943661973
1999,7,24.166666666666664
1999,8,42.296713615023485
1999,9,60.7575117370892
1999,10,92.04906103286386
1999,11,122.6138497652582
1999,12,149.07065727699532
2000,1,161.80046948356804
2000,2,114.93028169014086
2000,3,102.15375586854461
2000,4,61.254929577464786
2000,5,33.13967136150235
2000,6,30.53967136150235
2000,7,24.00633802816901
2000,8,40.40774647887324
2000,9,59.31995305164319
2000,10,93.70821596244133
2000,11,119.31619718309855
2000,12,154.17793427230046
2001,1,155.94553990610328
2001,2,127.42793427230045
2001,3,101.8924882629108
2001,4,62.110563380281704
2001,5,36.16267605633803
2001,6,23.819718309859155
2001,7,34.734976525821594
2001,8,41.26901408450704
2001,9,58.82464788732395
2001,10,94.60704225352112
2001,11,118.36901408450704
2001,12,163.2319248826291
2002,1,158.7518779342723
2002,2,120.39225352112675
2002,3,95.92605633802816
2002,4,60.46854460093897
2002,5,34.73990610328638
2002,6,15.808685446009386
2002,7,27.272535211267606
2002,8,38.44553990610328
2002,9,60.708450704225356
2002,10,88.9967136150235
2002,11,115.69225352112676
2002,12,143.61455399061032
2003,1,162.181455399061
2003,2,128.0429577464789
2003,3,107.22934272300472
2003,4,61.731690140845075
2003,5,34.65305164319249
2003,6,30.630281690140848
2003,7,25.705868544600943
2003,8,40.81596244131456
2003,9,64.60962441314555
2003,10,100.62934272300468
2003,11,122.93661971830984
2003,12,147.39694835680748
2004,1,164.1842723004695
2004,2,122.0542253521127
2004,3,104.63215962441312
2004,4,60.7368544600939
2004,5,33.16643192488262
2004,6,25.69460093896713
2004,7,30.93685446009389
2004,8,39.97230046948357
2004,9,64.00281690140845
2004,10,85.28661971830985
2004,11,108.37018779342725
2004,12,149.15117370892017
2005,1,163.18497652582158
2005,2,123.06361502347416
2005,3,102.4974178403756
2005,4,64.76173708920189
2005,5,37.35516431924882
2005,6,23.99859154929577
2005,7,29.90586854460093
2005,8,37.96830985915493
2005,9,60.84014084507043
2005,10,91.07769953051644
2005,11,118.73615023474181
2005,12,146.86713615023473
2006,1,162.76150234741783
2006,2,122.23755868544602
2006,3,105.22769953051643
2006,4,64.47535211267605
2006,5,35.639671361502344
2006,6,25.981455399061034
2006,7,30.91901408450704
2006,8,43.50633802816902
2006,9,63.922300469483574
2006,10,88.7342723004695
2006,11,123.7906103286385
2006,12,145.67582159624416
2007,1,160.8957746478873
2007,2,117.10117370892017
2007,3,101.02723004694838
2007,4,64.01830985915494
2007,5,32.774647887323944
2007,6,19.041314553990613
2007,7,23.855633802816907
2007,8,20.512910798122064
2007,9,62.57582159624414
2007,10,92.06126760563382
2007,11,124.99694835680751
2007,12,148.0105633802817
2008,1,162.07065727699532
2008,2,118.18215962441312
2008,3,103.6838028169014
2008,4,65.50821596244131
2008,5,36.84976525821596
2008,6,22.886854460093897
2008,7,31.11361502347418
2008,8,40.30211267605633
2008,9,67.1056338028169
2008,10,98.29600938967137
2008,11,129.54037558685442
2008,12,151.77582159624419
2009,1,169.88145539906102
2009,2,128.7544600938967
2009,3,113.90985915492962
2009,4,70.58215962441315
2009,5,37.4075117370892
2009,6,25.04976525821596
2009,7,26.191314553990612
2009,8,39.77605633802817
2009,9,61.631455399061046
2009,10,92.1455399061033
2009,11,108.87652582159625
2009,12,140.85798122065725
2010,1,166.25211267605633
2010,2,119.718779342723
2010,3,109.93943661971831
2010,4,65.43169014084506
2010,5,35.359389671361505
2010,6,26.397652582159623
2010,7,25.35258215962441
2010,8,36.710798122065725
2010,9,64.07582159624414
2010,10,93.64366197183101
2010,11,119.18591549295778
2010,12,143.77394366197183
2011,1,156.14577464788732
2011,2,119.47652582159624
2011,3,101.22018779342724
2011,4,68.59882629107982
2011,5,35.985211267605635
2011,6,25.57676056338028
2011,7,25.948826291079815
2011,8,36.69647887323944
2011,9,67.45892018779342
2011,10,95.12112676056336
2011,11,120.85985915492957
2011,12,158.68145539906106
2012,1,162.60610328638495
2012,2,117.65657276995306
2012,3,108.76877934272301
2012,4,61.67535211267605
2012,5,37.61854460093897
2012,6,26.58990610328638
2012,7,24.91384976525822
2012,8,38.63192488262911
2012,9,63.79319248826292
2012,10,88.65422535211269
2012,11,123.58145539906103
2012,12,136.7255868544601
2013,1,158.87300469483569
2013,2,118.09201877934272
2013,3,98.0962441314554
2013,4,64.85845070422535
2013,5,37.99483568075117
2013,6,26.47300469483568
2013,7,28.472535211267605
2013,8,40.13004694835681
2013,9,56.873474178403754
2013,10,100.92206572769953
2013,11,125.4732394366197
2013,12,164.78708920187796
2014,1,168.63521126760565
2014,2,115.62276995305163
2014,3,103.82863849765259
2014,4,60.37605633802818
2014,5,34.034741784037564
2014,6,25.355164319248825
2014,7,29.664788732394364
2014,8,44.0406103286385
2014,9,58.9518779342723
2014,10,100.10798122065728
2014,11,121.26830985915493
2014,12,151.96267605633804
2015,1,173.94225352112676
2015,2,126.4037558685446
2015,3,109.16244131455399
2015,4,64.0661971830986
2015,5,36.23145539906103
2015,6,26.51924882629108
2015,7,25.11784037558685
2015,8,38.12042253521127
2015,9,56.21150234741785
2015,10,82.80704225352113
2015,11,115.13661971830987
2015,12,153.1943661971831
2016,1,150.59248826291076
2016,2,129.47136150234743
2016,3,112.8917840375587
2016,4,52.91384976525822
2016,5,31.432863849765262
2016,6,18.439906103286386
2016,7,25.10399061032864
2016,8,47.282863849765256
2016,9,71.52652582159624
2016,10,86.23450704225354
2016,11,127.8349765258216
2016,12,154.05046948356812
2017,1,176.7798122065728
2017,2,127.31502347417842
2017,3,108.04295774647888
2017,4,60.52957746478873
2017,5,33.81267605633803
2017,6,27.226995305164316
2017,7,26.049061032863854
2017,8,38.34600938967136
2017,9,61.997887323943644
2017,10,87.74671361502348
2017,11,120.21924882629108
2017,12,150.17347417840375
2018,1,152.70657276995306
2018,2,125.40422535211269
2018,3,108.77535211267607
2018,4,62.39859154929579
2018,5,33.00727699530516
2018,6,21.11525821596244
2018,7,19.138028169014085
2018,8,37.19906103286385
2018,9,62.954694835680755
2018,10,78.18638497652583
2018,11,109.7950704225352
2018,12,144.05798122065727
2019,1,154.26948356807512
2019,2,129.58685446009392
2019,3,115.81197183098591
2019,4,67.07793427230048
2019,5,40.98826291079812
2019,6,26.39389671361502
2019,7,27.47394366197183
2019,8,41.74014084507042
2019,9,64.05657276995306
2019,10,88.72793427230047
2019,11,127.77535211267605
2019,12,160.69272300469484
2020,1,171.25892018779342
2020,2,132.99389671361504
2020,3,117.58427230046948
2020,4,76.44389671361502
2020,5,43.9849765258216
2020,6,24.697887323943664
2020,7,25.207276995305165
2020,8,38.471596244131455
2020,9,63.04061032863851
2020,10,99.25962441314554
2020,11,126.98380281690139
2020,12,152.67981220657276
2021,1,159.92183098591548
2021,2,116.72676056338028
2021,3,103.1018779342723
2021,4,65.02558685446009
2021,5,37.66713615023474
2021,6,27.031690140845072
2021,7,32.0744131455399
2021,8,41.94718309859155
2021,9,61.803521126760565
2021,10,96.29741784037556
2021,11,124.37629107981218
2021,12,157.37840375586853
2022,1,156.43309859154928
2022,2,131.00328638497652
2022,3,114.16291079812207
2022,4,64.23544600938969
2022,5,36.597652582159625
2022,6,21.93967136150235
2022,7,19.815492957746482
2022,8,38.6169014084507
2022,9,61.935211267605624
2022,10,91.04553990610329
2022,11,128.95117370892018
