Branch,AP_AC_02,AP_AC_04,AP_AC_050,AP_AC_051,AP_AC_052,AP_AC_07,AP_AC_08,AP_AC_09,AP_AC_10,AP_AC_14,AP_AC_15,AP_AC_16,AP_AC_17,AP_AC_27,AP_AC_28,AP_AN_10,EMB_CORRALES_CHOAPA1,EMB_CORRALES_CHOAPA2,EMB_CORRALES_EVAP,ET_AC_06,ET_AC_07,ET_AC_08,ET_AC_09,ET_AC_10,ET_AC_14,ET_AC_15,ET_AC_16,ET_AC_17,ET_AC_27,ET_AC_28,ET_AN_10,IND_AC_10,MIN_AC_03,NOZR_AN_10,NOZR_CL_14,NOZR_CL_23,NOZR_CL_24,NOZR_CL050FRU,NOZR_CL13ANU,NOZR_CL13FRU,REST_MPL_AC_050,REST_MPL_AC_051,REST_MPL_AC_08,REST_MPL_AC_09,RQ_EMB,ZR_Aguas Claras de Chillepin_ANU,ZR_Aguas Claras de Salamanca_ANU,ZR_Araya_ANU,ZR_Barraco Chico_ANU,ZR_Barraco Grande_ANU,ZR_Batuco_ANU,ZR_Breas_ANU,ZR_Buzeta_ANU,ZR_Camisas o Batito_ANU,ZR_Carachas_ANU,ZR_Cuyuntagua Norte_ANU,ZR_Cuyuntagua Sur_ANU,ZR_Dona Juana_ANU,ZR_El Boldo_ANU,ZR_El Jote_ANU,ZR_El Pardo_ANU,ZR_El Pavo_ANU,ZR_El Pavo_FRU,ZR_El Quene_ANU,ZR_El Sauco_ANU,ZR_Higueral_ANU,ZR_Las Viudas_ANU,ZR_Los Loros_ANU,ZR_Los Rulos_ANU,ZR_Matriz de Mincha_ANU,ZR_Millahue Dos_ANU,ZR_Millahue Uno_ANU,ZR_Mincha Sur Arriba_ANU,ZR_Molino de Choap_ANU,ZR_Molino de Los Ranchos_ANU,ZR_Molino de Peralillo_ANU,ZR_Molino de Quelen_ANU,ZR_Molino de Quelen_FRU,ZR_Molino de Tranquilla_ANU,ZR_Pangue o Inquilino_ANU,ZR_Panguesillo Dos_ANU,ZR_Panguesillo Uno_ANU,ZR_Pintacura Alto_ANU,ZR_Pintacura Bajo_ANU,ZR_Poblacion_ANU,ZR_Rodadero_ANU,ZR_Salinero_ANU,ZR_San Antonio_ANU,ZR_San Francisco_ANU,ZR_San Pedro_ANU,ZR_Silvano_ANU,ZR_Tahuincano_ANU,Sum
Apr 1989,0.000507,0.001014,0.003042,0.001014,0.001014,0.001014,0.0247446,0.0001014,0,0.0028392,0.003042,0.002028,0.001014,0.002028,0.002028,0.01014,0,0,0,0.007098,0.004056,0.004056,0.009126,0.007098,0.016224,0.01521,0.036504,0.027378,0.004056,0.013182,0.00788667,0.002535,0.134862,0.04056,0.00507,0.0104442,0.0084162,0,0.0175024,0.00164198,0,0,0,0,0,0.0115595,0.000729808,0.0311741,0.00426763,0.081732,0.0109254,0.113802,0.335529,0.00315464,0.0646104,0.000708205,7.13E-05,0.00113215,0.113625,0.0159466,0.0396271,0.0170261,0,0.0118863,0.049311,0.0435189,0.0382265,0.00252851,0.000151136,0.00192766,0.0393519,0.0698669,0.00198888,0.00226887,0.0356009,0.0204418,0.0116168,0.00793981,0.0447065,0.0277466,0.0154985,0.0507539,0.108339,0.0199283,0.0196643,0.04429,0.00108603,0.00124227,0.000691079,0.000895159,0.253723,0.0364106,2.2357
may-89,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0239464,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.00490645,0.00294387,0.00294387,0.00686903,0.00490645,0.0117755,0.0107942,0.0274761,0.0206071,0.00294387,0.0098129,0.00599677,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0,0.00510824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284592,0,0.411198
jun-89,0.000507,0.001014,0.003042,0.001014,0.001014,0.001014,0.0247446,0.0001014,0,0.0028392,0.003042,0.002028,0.001014,0.002028,0.002028,0.01014,0,0,0,0.004056,0.002028,0.002028,0.00507,0.004056,0.009126,0.009126,0.021294,0.016224,0.002028,0.008112,0.00450667,0.002535,0.134862,0.04056,0.00507,0.0104442,0.0084162,0,0.010557,0.000235301,0,0,0,0,0,0.00221218,0.000226449,0.00516759,0.000852401,0.0247739,0.0037241,0.0346977,0.122443,0.000539906,0.0226483,0.000406562,4.09E-05,0.00069307,0.0415201,0.00396738,0.00986274,0.0032901,0,0.00337972,0.0104781,0.0116072,0.0102951,0.000602223,0.000120134,0.00158055,0.0249228,0.0402845,0.00153686,0.00075922,0.00646503,0.00553542,0.00210963,0.00276759,0.0096269,0.00641082,0.0030457,0.0104559,0.0316418,0.00257414,0.00577299,0.00879898,0.000666156,0.001083,0.000437213,0.000517086,0.0954766,0.01208,0.944003
jul-89,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0239464,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.00392516,0.00196258,0.00196258,0.00490645,0.00392516,0.00883161,0.00883161,0.0206071,0.0157006,0.00196258,0.00785032,0.00436129,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33398
Aug 1989,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0239464,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.00392516,0.00196258,0.00196258,0.00588774,0.00392516,0.0098129,0.00883161,0.0225697,0.0166819,0.00196258,0.00785032,0.00490645,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339431
sept-89,0.000507,0.001014,0.003042,0.001014,0.001014,0.001014,0.0247446,0.0001014,0,0.0028392,0.003042,0.002028,0.001014,0.002028,0.002028,0.01014,0,0,0,0.007098,0.004056,0.004056,0.009126,0.007098,0.01521,0.014196,0.034476,0.026364,0.003042,0.012168,0.00732333,0.002535,0.134862,0.04056,0.00507,0.0104442,0.0084162,0.014999,0.0161133,0.00232613,0,0,0,0,0,0.00789607,0.00108966,0.0232344,0.00330823,0.0694094,0.018835,0.0886169,0.30952,0.00178392,0.07004,0.00238232,0.000239885,0.00398518,0.105277,0.0182468,0.0437726,0.0133832,0,0.0155438,0.0391987,0.0480032,0.0374692,0.00243783,0.000737078,0.00936344,0.038696,0.0971209,0.00859739,0.00357455,0.0295526,0.0215814,0.00767862,0.0111725,0.0330919,0.0270589,0.0132757,0.0384707,0.0848707,0.0140886,0.0272532,0.0411328,0.00183224,0.00605845,0.00268252,0.00285521,0.179652,0.0535777,2.11276
oct-89,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0239464,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.00883161,0.00490645,0.00490645,0.0127568,0.00883161,0.0215884,0.0196258,0.0471019,0.0363077,0.00490645,0.0166819,0.0103581,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0.0270556,0.0239281,0.00462146,0,0,0,0,0,0.017712,0.0021749,0.0486204,0.00714667,0.132113,0.0383098,0.161081,0.558318,0.0041837,0.13527,0.00439087,0.000442133,0.00727365,0.187976,0.0365338,0.0887186,0.0280978,0,0.0312025,0.0834663,0.0949456,0.0739226,0.0060205,0.0013393,0.0170137,0.0564889,0.159366,0.0156218,0.00720066,0.0595688,0.0452252,0.0172849,0.0246317,0.071815,0.0574263,0.02746,0.086304,0.138888,0.0229492,0.055289,0.0791784,0.00315125,0.0110084,0.00472191,0.00513535,0.296015,0.105165,3.61773
nov-89,0.000507,0.001014,0.003042,0.001014,0.001014,0.001014,0.0247446,0.0001014,0,0.0028392,0.003042,0.002028,0.001014,0.002028,0.002028,0.01014,0,0,0,0.011154,0.006084,0.006084,0.01521,0.011154,0.026364,0.024336,0.058812,0.044616,0.006084,0.021294,0.0129567,0.002535,0.134862,0.04056,0.00507,0.0104442,0.0084162,0.0337134,0.0297264,0.00550604,0,0,0,0,0,0.0323777,0.00413627,0.0838131,0.0125618,0.211213,0.0714859,0.265021,0.889282,0.00747347,0.246909,0.00837817,0.000828009,0.0138707,0.296467,0.0687452,0.164508,0.0493888,0,0.0538333,0.147102,0.169077,0.131811,0.0105269,0.00249374,0.0317216,0.0701775,0.251596,0.0290874,0.012111,0.0990566,0.0771507,0.0306889,0.0279028,0.125472,0.102969,0.050477,0.158799,0.23431,0.0449053,0.102757,0.147093,0.00540059,0.0204974,0.00907571,0.00970142,0.44329,0.19474,5.79084
Dec 1989,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0239464,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.0147194,0.00785032,0.00785032,0.0196258,0.0147194,0.0333639,0.0314013,0.0755594,0.0569148,0.00686903,0.0264948,0.0163548,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0.0429706,0.0379085,0.00732164,0,0,0,0,0,0.0407945,0.00480506,0.108267,0.0156386,0.260192,0.0853471,0.325728,1.06271,0.00951299,0.289051,0.0095588,0.000959923,0.0157434,0.352253,0.0824306,0.196894,0.062288,0,0.0643638,0.183031,0.202395,0.158139,0.0130325,0.0028245,0.0359839,0.0894937,0.290592,0.0337115,0.0145322,0.127123,0.0937531,0.0390467,0.039121,0.157789,0.127071,0.0629184,0.197377,0.289123,0.0575552,0.122593,0.183733,0.00614527,0.0235052,0.0102795,0.010986,0.542961,0.229176,6.97961
Jan 1990,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0239464,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.0157006,0.00883161,0.00883161,0.0206071,0.0157006,0.0343452,0.0323826,0.0775219,0.0588774,0.00785032,0.0274761,0.0169,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0.0442969,0.0392528,0.00758127,0,0,0,0,0,0.0404959,0.00435019,0.1081,0.015362,0.258191,0.0794661,0.33039,1.05028,0.00951299,0.262225,0.00828993,0.000834744,0.0136805,0.346127,0.0762989,0.185233,0.0615726,0,0.0602816,0.178855,0.190777,0.148593,0.0124452,0.00250653,0.0315788,0.0926673,0.27487,0.0291892,0.0134535,0.125903,0.0891811,0.0387465,0.0403284,0.157458,0.122929,0.0603829,0.191988,0.291915,0.0568542,0.113517,0.179175,0.00545711,0.0203851,0.00891492,0.00958478,0.58079,0.207855,6.85231
feb-90,0.000543214,0.00108643,0.00325929,0.00108643,0.00108643,0.00108643,0.026512,0.000108643,0,0.003042,0.00325929,0.00217286,0.00108643,0.00217286,0.00217286,0.0108643,0,0,0,0.0141236,0.007605,0.007605,0.0184693,0.0141236,0.0325929,0.03042,0.0727907,0.0554079,0.007605,0.0260743,0.0156929,0.00271607,0.144495,0.0434571,0.00543214,0.0111902,0.00901736,0.0368067,0.0366122,0.00707128,0,0,0,0,0,0.0326156,0.00241075,0.0918131,0.0116162,0.209576,0.0473627,0.273055,0.824962,0.00827777,0.174208,0.00329905,0.000332194,0.00555227,0.269155,0.0477202,0.11968,0.0493378,0,0.0399979,0.134612,0.129019,0.104718,0.00952434,0.000999822,0.0127121,0.0864335,0.183931,0.0116621,0.00888797,0.101846,0.0670495,0.0311954,0.0376979,0.127559,0.0879759,0.0446766,0.144195,0.249966,0.0496301,0.0670179,0.132397,0.00328161,0.00821809,0.00363874,0.00405493,0.532583,0.119161,5.36446
mar-90,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0239464,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.0117755,0.00686903,0.00686903,0.0157006,0.0117755,0.0264948,0.0245323,0.0598587,0.0451394,0.00588774,0.0215884,0.0130839,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0.0190096,0.0301117,0.00498419,0,0,0,0,0,0.0222529,0.00129482,0.0618852,0.00792308,0.144628,0.0240623,0.195536,0.573733,0.00592252,0.107038,0.00125903,0.000126776,0.00219108,0.186519,0.0289516,0.0731477,0.0330509,0,0.0231241,0.0913474,0.0798214,0.0679915,0.00566494,0.000383653,0.00482879,0.0710872,0.120624,0.00447498,0.00479125,0.0681604,0.0401848,0.0219047,0.0254879,0.0874007,0.0542111,0.0295551,0.0968655,0.184344,0.0364492,0.0379541,0.0870933,0.00198886,0.00310907,0.00135395,0.00169643,0.404622,0.0651365,3.74401
Apr 1990,0.000507,0.001014,0.003042,0.001014,0.001014,0.001014,0.0252395,0.0001014,0,0.0028392,0.003042,0.002028,0.001014,0.002028,0.002028,0.01014,0,0,0,0.007098,0.004056,0.004056,0.009126,0.007098,0.016224,0.01521,0.036504,0.027378,0.004056,0.013182,0.00788667,0.002535,0.134862,0.04056,0.00507,0.0104442,0.0084162,0.000231456,0.0183359,0.00180617,0,0,0,0,0,0.0124222,0.00078642,0.0337754,0.00452857,0.0875132,0.013376,0.119724,0.362059,0.00330056,0.0683777,0.000904928,9.11E-05,0.00156542,0.119119,0.0170308,0.0419421,0.0182928,0,0.0130369,0.0522656,0.045824,0.0404305,0.00282789,0.000267394,0.00340454,0.043287,0.0843171,0.00311893,0.00259849,0.038094,0.0218424,0.0123081,0.00862037,0.0486565,0.0306546,0.0165799,0.0541833,0.115575,0.0211738,0.0211537,0.0497433,0.00142602,0.00219786,0.000973153,0.000889019,0.264883,0.0393218,2.37466
may-90,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0244253,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.00490645,0.00294387,0.00294387,0.00686903,0.00490645,0.0117755,0.0107942,0.0274761,0.0206071,0.00294387,0.0098129,0.00599677,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0,0.0131739,0.000283042,0,0,0,0,0,0.00429922,0.000382985,0.00913756,0.00163851,0.0379234,0.00554634,0.0534799,0.180679,0.00121147,0.0334936,0.000526711,5.30E-05,0.000904587,0.0612109,0.00679369,0.0176273,0.00581648,0,0.00561638,0.0193892,0.0200606,0.0176555,0.00127398,0.000167262,0.00212481,0.0317354,0.0548141,0.00195097,0.00113644,0.0104383,0.00867419,0.0047362,0.00366622,0.0201335,0.0113433,0.00577678,0.0201224,0.0435679,0.00337947,0.0101147,0.013528,0.000885585,0.00137482,0.000566421,0.000507121,0.13646,0.0188998,1.26589
jun-90,0.000507,0.001014,0.003042,0.001014,0.001014,0.001014,0.0252395,0.0001014,0,0.0028392,0.003042,0.002028,0.001014,0.002028,0.002028,0.01014,0,0,0,0.004056,0.002028,0.002028,0.00507,0.004056,0.009126,0.009126,0.021294,0.016224,0.002028,0.008112,0.00450667,0.002535,0.134862,0.04056,0.00507,0.0104442,0.0084162,0,0.00916794,0.000125347,0,0,0,0,0,0.00113386,0.000113225,0.00256631,0.000417502,0.0175473,0.00197367,0.0248272,0.0870701,0.000248065,0.0151136,0.000209838,1.45E-05,0.000259795,0.0305331,0.00179907,0.00523276,0.00170672,0,0.00146208,0.00555366,0.00699706,0.00588701,0.00020305,4.26E-05,0.000595965,0.0222994,0.0306511,0.000632826,0.000319721,0.0033487,0.00273402,0.00118787,0.00186019,0.00567695,0.00350289,0.00124339,0.00474023,0.0219937,0.000913403,0.00279421,0.00490372,0.000471874,0.000445943,0.00015514,0.00015784,0.0768765,0.00625766,0.759576
jul-90,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0244253,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.00392516,0.00196258,0.00196258,0.00490645,0.00392516,0.00883161,0.00883161,0.0206071,0.0157006,0.00196258,0.00785032,0.00436129,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0,0.0029574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532309,0,0.345913
Aug 1990,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0244253,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.00392516,0.00196258,0.00196258,0.00588774,0.00392516,0.0098129,0.00883161,0.0225697,0.0166819,0.00196258,0.00785032,0.00490645,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0.000176834,0.00564595,8.94E-05,0,0,0,0,0,0.000161692,0.000285103,0,0,0.0103374,0.00149314,0.0250021,0.0933758,9.38E-05,0.0163603,0.00078131,6.59E-05,0.00143691,0.0396605,0.00489474,0.00835132,0.00037337,0,0.00168183,0.00207132,0.010237,0.00986296,0,0.000258187,0.00327987,0.0196759,0.0454024,0.00301154,0.000924822,0,0.00449003,0.00196792,0.00346864,0.00801827,0.0010636,0.00226521,0.00261461,0.0414994,0.00618773,0.00656673,0.00443017,0.000638484,0.00212218,0.000939645,0.000768865,0.0764257,0.0131358,0.821505
sept-90,0.000507,0.001014,0.003042,0.001014,0.001014,0.001014,0.0252395,0.0001014,0,0.0028392,0.003042,0.002028,0.001014,0.002028,0.002028,0.01014,0,0,0,0.007098,0.004056,0.004056,0.009126,0.007098,0.01521,0.014196,0.034476,0.026364,0.003042,0.012168,0.00732333,0.002535,0.134862,0.04056,0.00507,0.0104442,0.0084162,0.0101262,0.0116683,0.00145041,0,0,0,0,0,0.00466111,0.000608459,0.0154305,0.00209051,0.0477297,0.0139338,0.0570316,0.159184,0.000616559,0.0399009,0.00126756,0.000127635,0.00214376,0.0585823,0.00903146,0.0252526,0.00863311,0,0.00902378,0.0254104,0.0295625,0.0187349,0.000641553,0.000427056,0.00542509,0.028858,0.0609954,0.00498125,0.00170668,0.0202036,0.00967553,0.00376111,0.00731597,0.0196621,0.0183351,0.00714788,0.0201807,0.0438661,0.00703046,0.0145934,0.0302261,0.00110368,0.00366947,0.00148371,0.00115828,0.120132,0.028833,1.41578
oct-90,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0244253,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.00883161,0.00490645,0.00490645,0.0127568,0.00883161,0.0215884,0.0196258,0.0471019,0.0363077,0.00490645,0.0166819,0.0103581,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0.0264661,0.0233903,0.00451553,0,0,0,0,0,0.0172945,0.00209272,0.0476134,0.00697832,0.129316,0.0376323,0.15726,0.524086,0.00397188,0.129801,0.00413703,0.000416573,0.00685435,0.180001,0.03496,0.0853581,0.0274849,0,0.0300891,0.08156,0.0915995,0.0707232,0.00573078,0.00126429,0.0160609,0.0539501,0.150043,0.0147469,0.00677534,0.0583625,0.0431919,0.0163929,0.0237536,0.070286,0.0563007,0.0267623,0.0840915,0.129552,0.0213421,0.053127,0.0776705,0.00296324,0.0103919,0.00444893,0.00358851,0.288815,0.100939,3.49059
nov-90,0.000507,0.001014,0.003042,0.001014,0.001014,0.001014,0.0252395,0.0001014,0,0.0028392,0.003042,0.002028,0.001014,0.002028,0.002028,0.01014,0,0,0,0.011154,0.006084,0.006084,0.01521,0.011154,0.026364,0.024336,0.058812,0.044616,0.006084,0.021294,0.0129567,0.002535,0.134862,0.04056,0.00507,0.0104442,0.0084162,0.0337134,0.0297264,0.00550604,0,0,0,0,0,0.0323777,0.00413627,0.0838131,0.0125618,0.211213,0.0714859,0.265021,0.889282,0.00747347,0.246909,0.00837817,0.000828009,0.0138707,0.296467,0.0687452,0.164508,0.0493888,0,0.0538333,0.147102,0.169077,0.131811,0.0105269,0.00249374,0.0317216,0.0701775,0.251596,0.0290874,0.012111,0.0990566,0.0771507,0.0306889,0.0279028,0.125472,0.102969,0.050477,0.158799,0.23431,0.0449053,0.102757,0.147093,0.00540059,0.0204974,0.00907571,0.0071914,0.44329,0.19474,5.78882
Dec 1990,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0244253,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.0147194,0.00785032,0.00785032,0.0196258,0.0147194,0.0333639,0.0314013,0.0755594,0.0569148,0.00686903,0.0264948,0.0163548,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0.0429706,0.0379085,0.00732164,0,0,0,0,0,0.0407945,0.00480506,0.108267,0.0156386,0.260192,0.0853471,0.325728,1.06271,0.00951299,0.289051,0.0095588,0.000959923,0.0157434,0.352253,0.0824306,0.196894,0.062288,0,0.0643638,0.183031,0.202395,0.158139,0.0130325,0.0028245,0.0359839,0.0894937,0.290592,0.0337115,0.0145322,0.127123,0.0937531,0.0390467,0.039121,0.157789,0.127071,0.0629184,0.197377,0.289123,0.0575552,0.122593,0.183733,0.00614527,0.0235052,0.0102795,0.00814365,0.542961,0.229176,6.97725
Jan 1991,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0244253,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.0157006,0.00883161,0.00883161,0.0206071,0.0157006,0.0343452,0.0323826,0.0775219,0.0588774,0.00785032,0.0274761,0.0169,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0.0442969,0.0392528,0.00758127,0,0,0,0,0,0.0404959,0.00435019,0.1081,0.015362,0.258191,0.0794661,0.33039,1.05028,0.00951299,0.262225,0.00828993,0.000834744,0.0136805,0.346127,0.0762989,0.185233,0.0615726,0,0.0602816,0.178855,0.190777,0.148593,0.0124452,0.00250653,0.0315788,0.0926673,0.27487,0.0291892,0.0134535,0.125903,0.0891811,0.0387465,0.0403284,0.157458,0.122929,0.0603829,0.191988,0.291915,0.0568542,0.113517,0.179175,0.00545711,0.0203851,0.00891492,0.00710494,0.58079,0.207855,6.85031
feb-91,0.000543214,0.00108643,0.00325929,0.00108643,0.00108643,0.00108643,0.0270423,0.000108643,0,0.003042,0.00325929,0.00217286,0.00108643,0.00217286,0.00217286,0.0108643,0,0,0,0.0141236,0.007605,0.007605,0.0184693,0.0141236,0.0325929,0.03042,0.0727907,0.0554079,0.007605,0.0260743,0.0156929,0.00271607,0.144495,0.0434571,0.00543214,0.0111902,0.00901736,0.0368067,0.0366122,0.00707128,0,0,0,0,0,0.0326156,0.00241075,0.0918131,0.0116162,0.209576,0.0477378,0.273055,0.824962,0.00827777,0.174208,0.00329905,0.000332194,0.00555227,0.269155,0.0477202,0.11968,0.0493378,0,0.0399979,0.134612,0.129019,0.104718,0.00952434,0.000999822,0.0127121,0.0864335,0.183931,0.0116621,0.00888797,0.101846,0.0670495,0.0311954,0.0376979,0.127559,0.0879759,0.0446766,0.144195,0.249966,0.0496301,0.0670179,0.133232,0.00328161,0.00821809,0.00363874,0.00300581,0.532583,0.119161,5.36516
mar-91,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0244253,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.0117755,0.00686903,0.00686903,0.0157006,0.0117755,0.0264948,0.0245323,0.0598587,0.0451394,0.00588774,0.0215884,0.0130839,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0.0190096,0.0301117,0.00498419,0,0,0,0,0,0.0222529,0.00129482,0.0618852,0.00792308,0.144628,0.0244011,0.195536,0.573733,0.00592252,0.107038,0.00125903,0.000126776,0.00219108,0.186519,0.0289516,0.0731477,0.0330509,0,0.0231241,0.0913474,0.0798214,0.0679915,0.00566494,0.000383653,0.00482879,0.0710872,0.120624,0.00447498,0.00479125,0.0681604,0.0401848,0.0219047,0.0254879,0.0874007,0.0547739,0.0295551,0.0968655,0.184344,0.0364492,0.0379541,0.0878472,0.00198886,0.00310907,0.00135395,0.00125752,0.404622,0.0651365,3.74571
Apr 1991,0.000507,0.001014,0.003042,0.001014,0.001014,0.001014,0.0257443,0.0001014,0,0.0028392,0.003042,0.002028,0.001014,0.002028,0.002028,0.01014,0,0,0,0.007098,0.004056,0.004056,0.009126,0.007098,0.016224,0.01521,0.036504,0.027378,0.004056,0.013182,0.00788667,0.002535,0.134862,0.04056,0.00507,0.0104442,0.0084162,0,0.0177802,0.00169671,0,0,0,0,0,0.0117752,0.000758114,0.0322146,0.00435461,0.0831773,0.0116255,0.115776,0.344372,0.0032276,0.066494,0.000839354,8.45E-05,0.0014571,0.116372,0.0164887,0.0407846,0.0173428,0,0.0122698,0.0502959,0.0446715,0.0393285,0.0026283,0.000228642,0.00291225,0.0419753,0.0795004,0.00289292,0.00237874,0.0362242,0.0211421,0.0118472,0.00816667,0.0478665,0.0289098,0.015859,0.051897,0.113163,0.0207587,0.020409,0.0458481,0.00132888,0.00187933,0.000902634,0.000832654,0.257443,0.0378662,2.29838
may-91,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0249138,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.00490645,0.00294387,0.00294387,0.00686903,0.00490645,0.0117755,0.0107942,0.0274761,0.0206071,0.00294387,0.0098129,0.00599677,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0,0.00376396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010459,0,0.390917
jun-91,0.000507,0.001014,0.003042,0.001014,0.001014,0.001014,0.0257443,0.0001014,0,0.0028392,0.003042,0.002028,0.001014,0.002028,0.002028,0.01014,0,0,0,0.004056,0.002028,0.002028,0.00507,0.004056,0.009126,0.009126,0.021294,0.016224,0.002028,0.008112,0.00450667,0.002535,0.134862,0.04056,0.00507,0.0104442,0.0084162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346112
jul-91,0.000490645,0.00098129,0.00294387,0.00098129,0.00098129,0.00098129,0.0249138,9.81E-05,0,0.00274761,0.00294387,0.00196258,0.00098129,0.00196258,0.00196258,0.0098129,0,0,0,0.00392516,0.00196258,0.00196258,0.00490645,0.00392516,0.00883161,0.00883161,0.0206071,0.0157006,0.00196258,0.00785032,0.00436129,0.00245323,0.130512,0.0392516,0.00490645,0.0101073,0.00814471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334947
