"RIO CHOAPA Nodes and Reaches","0 \ Headflow","1 \ Choapa en Cuncumen (gauge)","1 \ CL_02 Inflow","2 \ Reach","3 \ Batuco Outflow","4 \ Reach","5 \ Rodadero Outflow","6 \ Reach","7 \ ZR_Batuco_FRU Runoff","8 \ Reach","9 \ Pangue o Inquilino Outflow","10 \ Reach","11 \ ZR_Rodadero_FRU Runoff","12 \ Reach","13 \ Molino de Tranquilla Outflow","14 \ Reach","15 \ ZR_Inquilino_FRU Runoff","16 \ Reach","17 \ RIO CUNCUMEN Inflow","18 \ Reach","19 \ Araya Outflow","20 \ Reach","21 \ ZR_Molino de Tranquilla_FRU Runoff","22 \ Reach","23 \ ZR_Molino de Tranquilla_ANU Runoff","24 \ Reach","25 \ Silvano Outflow","26 \ Reach","27 \ ZR_Araya_FRU Runoff","28 \ Reach","29 \ Barraco Grande Outflow","30 \ Reach","31 \ ZR_Barraco Grande_FRU Runoff","32 \ Reach","33 \ Molino de Los Ranchos Outflow","34 \ Reach","35 \ Canal Alimentador Outflow","36 \ Reach","37 \ ZR_Molino de Los Ranchos_FRU Runoff","38 \ Reach","39 \ El Pavo Outflow","40 \ Reach","41 \ ZR_El Pavo_FRU Runoff","42 \ Reach","43 \ Aguas Claras de Chillepin Outflow","44 \ Reach","45 \ CL_050 Inflow","46 \ Reach","47 \ ZR_Aguas Claras de Chillepin_FRU Runoff","48 \ Reach","49 \ El Sauco Outflow","50 \ Reach","51 \ REST_MPL_AC_050 Return","52 \ Reach","53 \ ZR_El Sauco_FRU Runoff","54 \ Reach","55 \ Barraco Chico Outflow","56 \ Reach","57 \ ZR_Barraco Chico_FRU Runoff","58 \ Reach","59 \ Breas Outflow","60 \ Reach","61 \ ZR_Breas_FRU Runoff","62 \ Reach","63 \ ZR_Silvano_FRU Runoff","64 \ Reach","65 \ CL_051 Inflow","66 \ Reach","67 \ Molino de Quelen Outflow","68 \ Reach","69 \ ZR_Molino de Quelen_FRU Runoff","70 \ Reach","71 \ REST_MPL_AC_051 Return","72 \ Reach","73 \ EST. QUELEN Inflow","74 \ Reach","75 \ CL_06 Inflow","76 \ Reach","77 \ EMB_CORRALES_CHOAPA1 Return","78 \ Reach","79 \ Panguesillo Uno Outflow","80 \ Reach","81 \ ZR_Panguesillo Uno_FRU Runoff","82 \ Reach","83 \ Higueral Outflow","84 \ Reach","85 \ ZR_Higueral_FRU Runoff","86 \ Reach","87 \ Panguesillo Dos Outflow","88 \ Reach","89 \ CL_07 Inflow","90 \ Reach","91 \ ZR_Panguesillo Dos_FRU Runoff","92 \ Reach","93 \ El Pardo Outflow","94 \ Reach","95 \ ZR_El Pardo_FRU Runoff","96 \ Reach","97 \ El Quene Outflow","98 \ Reach","99 \ ChoS (gauge)","99 \ REST_MPL_AC_08 Return","100 \ Reach","101 \ CL_08 Inflow","102 \ Reach","103 \ EMB_CORRALES_CHOAPA2 Return","104 \ Reach","105 \ Poblacion Outflow","106 \ Reach","107 \ ZR_El Quene_FRU Runoff 2","108 \ Reach","109 \ REST_MPL_AC_09 Return","110 \ Reach","111 \ Buzeta Outflow","112 \ Reach","113 \ ZR_Poblacion_FRU Runoff","114 \ Reach","115 \ Aguas Claras de Salamanca Outflow","116 \ Reach","117 \ ZR_Aguas Claras de Salamanca_FRU Runoff","118 \ Reach","119 \ AP_AC_08 Return","120 \ Reach","121 \ CL_12 Inflow","122 \ Reach","123 \ Carachas Outflow","124 \ Reach","125 \ RIO CHALINGA Inflow","126 \ Reach","127 \ ZR_Carachas_FRU Runoff","128 \ Reach","129 \ El Boldo Outflow","130 \ Reach","131 \ Tahuincano Outflow","132 \ Reach","133 \ ZR_El Boldo_FRU Runoff","134 \ Reach","135 \ Las Viudas Outflow","136 \ Reach","137 \ ZR_Las Viudas_FRU Runoff","138 \ Reach","139 \ ZR_Tahuincano_FRU Runoff","140 \ Reach","141 \ EST. CAMISAS Inflow","142 \ Reach","143 \ CL_14 Inflow","144 \ Reach","145 \ Los Loros Outflow","146 \ Reach","147 \ ZR_Los Loros_FRU Runoff","148 \ Reach","149 \ Molino de Peralillo Outflow","150 \ Reach","151 \ ZR_Molino de Peralillo_FRU Runoff","152 \ Reach","153 \ ZR_Buzeta_FRU Runoff","154 \ Reach","155 \ Pintacura Alto Outflow","156 \ Reach","157 \ CL_15 Inflow","158 \ Reach","159 \ ZR_Pintacura Alto_FRU Runoff","160 \ Reach","161 \ Molino de Choapa Outflow","162 \ Reach","163 \ ZR_Molino de Choap_FRU Runoff","164 \ Reach","165 \ Pintacura Bajo Outflow","166 \ Reach","167 \ ZR_Pintacura Bajo_FRU Runoff","168 \ Reach","169 \ ChoPN (gauge)","169 \ CL_23 Inflow","170 \ Reach","171 \ RIO ILLAPEL Inflow","172 \ Reach","173 \ ZR_Cuyuntagua Sur_FRU Runoff","174 \ Reach","175 \ CL_24 Inflow","176 \ Reach","177 \ Cuyuntagua Sur Outflow","178 \ Reach","179 \ Cuyuntagua Norte Outflow","180 \ Reach","181 \ ZR_Cuyuntagua Norte_FRU Runoff","182 \ Reach","183 \ Dona Juana Outflow","184 \ Reach","185 \ ZR_Dona Juana_FRU Runoff","186 \ Reach","187 \ San Pedro Outflow","188 \ Reach","189 \ ZR_San Pedro_FRU Runoff","190 \ Reach","191 \ San Francisco Outflow","192 \ Reach","193 \ ZR_San Francisco_FRU Runoff","194 \ Reach","195 \ Mincha Sur Arriba Outflow","196 \ Reach","197 \ ZR_Mincha Sur Arriba_FRU Runoff","198 \ Reach","199 \ Matriz de Mincha Outflow","200 \ Reach","201 \ ZR_Matriz de Mincha_FRU Runoff","202 \ Reach","203 \ ChoAEC (gauge)","203 \ Los Rulos Outflow","204 \ Reach","205 \ ZR_Los Rulos_ANU Runoff","206 \ Reach","207 \ AN_10 Inflow","208 \ Reach","209 \ CL_25 Inflow","210 \ Reach","211 \ Millahue Uno Outflow","212 \ Reach","213 \ San Antonio Outflow","214 \ Reach","215 \ ZR_Millahue_FRU Runoff","216 \ Reach","217 \ ZR_San Antonio_FRU Runoff","218 \ Reach","219 \ Millahue Dos o Los Patos Outflow","220 \ Reach","221 \ ZR_Millahue Dos_FRU Runoff","222 \ Reach","223 \ Salinero Outflow","224 \ Reach","225 \ ZR_Salinero_ANU Runoff"
"Apr 1989",2.18,2.18,2.25197,2.22945,2.22945,2.22945,2.22945,2.22945,2.22945,2.22945,2.22945,2.22945,2.22945,2.22945,2.22945,2.22945,2.22945,2.22945,2.94213,2.91271,2.91271,2.91271,2.91271,2.91271,2.91271,2.91271,2.91271,2.91271,2.91271,2.91271,2.80059,2.80059,2.82117,2.82117,2.76093,2.76093,2.76093,2.76093,2.76952,2.76952,2.72663,2.72663,2.73146,2.73146,2.71768,2.71768,2.81089,2.78278,2.78553,2.78553,2.71961,2.71961,2.71961,2.71961,2.73331,2.73331,2.72812,2.72812,2.72922,2.72922,2.53469,2.53469,2.56351,2.56351,2.56351,2.56351,2.56351,2.53788,2.51627,2.51627,2.52049,2.52049,2.52049,2.52049,2.70948,2.70948,2.70948,2.68239,2.68239,2.68239,2.60418,2.60418,2.61757,2.61757,2.5582,2.5582,2.57262,2.57262,2.53096,2.53096,2.53096,2.50565,2.50982,2.50982,1.97982,1.97982,1.99257,1.99257,1.97361,1.97361,0.925162,1.97361,1.97361,1.97683,1.95706,1.95706,1.95706,1.89906,1.89906,1.90297,1.90297,1.90297,1.90297,1.12683,1.12683,1.13369,1.13369,1.13267,1.13267,1.13294,1.13294,1.14532,1.14532,1.14881,1.14881,1.07152,1.07152,1.07152,1.07152,1.0945,1.0945,0.796273,0.796273,0.759308,0.759308,0.787648,0.787648,0.745174,0.745174,0.757612,0.757612,0.770657,0.770657,0.910676,0.910676,0.910676,0.901569,0.895862,0.895862,0.896319,0.896319,0.866213,0.866213,0.870093,0.870093,0.948822,0.948822,0.775203,0.775203,0.775203,0.767451,0.785036,0.785036,0.782309,0.782309,0.782777,0.782777,0.749674,0.749674,0.752892,0.752892,0.684,0.752892,0.752892,0.752892,0.752892,0.752916,0.752916,0.752916,0.745387,0.745245,0.745245,0.744241,0.744241,0.74448,0.74448,0.69448,0.69448,0.694865,0.694865,0.693903,0.693903,0.694305,0.694305,0.693607,0.693607,0.69384,0.69384,0.691191,0.691191,0.691723,0.691723,0.688673,0.688673,0.689187,0.689187,0,0.688805,0.688805,0.688845,0.688845,0.688845,0.688845,0.688845,0.681957,0.134398,0.134398,0.0343978,0.0343978,0.0542478,0.0542478,0.0545795,0.0545795,0,0,0.0177083,0.0177083,0,0,0.000385627
"May 1989",3.21,3.21,3.31607,3.28291,3.28291,3.28291,3.28291,3.28291,3.28589,3.28589,3.28589,3.28589,3.29277,3.29277,3.29277,3.29277,3.29665,3.29665,4.24136,4.19894,4.19894,4.19894,4.19894,4.19894,4.20074,4.20074,2.62674,2.62674,2.63128,2.63128,2.63128,2.63128,2.63677,2.63677,2.63677,2.63677,2.63677,2.63677,2.6422,2.6422,2.4622,2.4622,2.47039,2.47039,2.47039,2.47039,2.61393,2.5878,2.58933,2.58933,2.58933,2.58933,2.58933,2.58933,2.59548,2.59548,2.59548,2.59548,2.59608,2.59608,2.59608,2.59608,2.59798,2.59798,2.60394,2.60394,2.69169,2.66478,2.66478,2.66478,2.66552,2.66552,2.66552,2.66552,2.88745,2.88745,2.94104,2.91163,2.91163,2.91163,2.91163,2.91163,2.9196,2.9196,2.9196,2.9196,2.92474,2.92474,2.82474,2.82474,2.83662,2.80825,2.81067,2.81067,2.28067,2.28067,2.28704,2.53076,2.53076,2.53076,2.09022,2.53076,2.53076,2.53713,2.51176,2.51176,2.51176,2.11476,2.11476,2.11724,2.11724,2.11724,2.11724,0.240204,0.240204,0.243375,0.243375,0.243375,0.243375,0.243488,0.243488,0.255461,0.255461,0.264983,0.264983,0.264983,0.264983,0.793798,0.793798,0.8,0.8,0,0,0,0,0.00262455,0.00262455,0.00262455,0.00262455,0.00554317,0.00554317,0.0119343,0.0119343,0.451857,0.451857,0.632666,0.62634,0.54634,0.54634,0.547154,0.547154,0.547154,0.547154,0.551786,0.551786,0.582165,0.582165,0.15003,0.15003,0.193967,0.192027,0.199346,0.199346,0.199346,0.199346,0.2,0.2,0,0,0.00368601,0.00368601,0,0.0423221,0.0423221,0.699319,0.699319,0.699363,0.699363,0.887959,0.879079,0.859079,0.859079,0.839079,0.839079,0.839438,0.839438,0.789438,0.789438,0.789927,0.789927,0.749927,0.749927,0.750163,0.750163,0.715163,0.715163,0.715492,0.715492,0.622492,0.622492,0.623874,0.623874,0.541874,0.541874,0.543494,0.549576,0,0.531576,0.531576,0.531704,0.531704,1.23595,1.23595,1.23595,1.22359,0.423595,0.423595,0.323595,0.323595,0.324117,0.324117,0.32524,0.32524,0.17524,0.17524,0.182666,0.182666,0.0826659,0.0826659,0.0827802
"Jun 1989",2.84,2.84,2.9336,2.90426,2.90426,2.90426,2.90426,2.90426,2.90426,2.90426,2.90426,2.90426,2.90426,2.93572,2.93572,2.93572,2.93572,2.93572,3.7148,3.67765,3.67765,3.67765,3.67765,3.67765,3.67765,3.67765,2.10365,2.10365,2.10365,2.10365,2.06966,2.06966,2.0759,2.0759,2.06496,2.06496,2.06496,2.06496,2.06652,2.06652,1.88652,1.88652,1.88749,1.88749,1.88486,1.88486,2.00553,1.98547,1.986,1.986,1.97199,1.97199,1.97199,1.97199,1.9749,1.9749,1.97387,1.97387,1.97409,1.97409,1.91477,1.91477,1.92356,1.92356,1.94354,2.32198,2.34605,2.32259,2.3172,2.3172,2.31821,2.31821,2.31821,2.31821,2.51808,2.51808,2.53995,2.51455,2.51455,2.51455,2.49843,2.49843,2.50119,2.50119,2.48536,2.48536,2.4892,2.4892,2.3892,2.3892,2.39299,2.36906,2.36988,2.36988,1.83988,1.83988,1.84305,3.29133,3.28594,3.28594,1.67088,3.28594,3.28594,3.28849,3.25561,3.25561,3.25561,2.85861,2.85861,2.85972,2.85972,2.85972,2.85972,0.286679,0.286679,0.288692,0.288692,0.288376,0.288376,0.288461,0.288461,0.300833,0.300833,0.303568,0.303568,0.276477,0.276477,0.805292,0.805292,0.813347,0.813347,0.013347,0.013347,0.0010831,0.0010831,0.011439,0.011439,0,0,0.00334966,0.00334966,0.0076777,0.0076777,0.998543,0.998543,1.03515,1.0248,0.944799,0.944799,0.944908,0.944908,0.936756,0.936756,0.937806,0.937806,0.966537,0.966537,0.90968,0.90968,0.90968,0.900583,0.905719,0.905719,0.904806,0.904806,0.904963,0.904963,0.704963,0.704963,0.705379,0.705379,0,0.705379,0.705379,0.974379,0.974379,0.974393,0.974393,0.974393,0.964649,0.944649,0.944649,0.944073,0.944073,0.94421,0.94421,0.89421,0.89421,0.894446,0.894446,0.89389,0.89389,0.894122,0.894122,0.89368,0.89368,0.893828,0.893828,0.891781,0.891781,0.892192,0.892192,0.810192,0.810192,0.810614,1.0398,0,1.0218,1.0218,1.02184,1.02184,1.02184,1.02184,1.02184,1.01162,0.211617,0.211617,0.111617,0.111617,0.123063,0.123063,0.123352,0.123352,0.0887847,0.0887847,0.1,0.1,0,0,0.000236539
"Jul 1989",2.85,2.85,2.94403,2.91459,2.91459,2.91459,2.91459,2.91459,2.91765,2.91765,2.91765,2.91765,2.92655,2.95498,2.95498,2.95498,2.96114,2.96114,3.88466,3.84581,3.64905,3.64905,3.64905,3.64905,3.66064,3.66064,2.08664,2.08664,2.09456,2.09456,2.09456,2.09456,2.1109,2.1109,2.1109,2.1109,2.1109,2.1109,2.12018,2.12018,1.94018,1.94018,1.95189,1.95189,1.95189,1.95189,2.08372,2.06289,2.06622,2.06622,2.06622,2.06622,2.06622,2.06622,2.08044,2.08044,2.08044,2.08044,2.08181,2.08181,2.08181,2.08181,2.10719,2.10719,2.14519,2.45855,2.56482,2.53917,2.53917,2.53917,2.54942,2.54942,2.54942,2.54942,2.75834,2.75834,2.81457,2.78643,2.78643,2.78643,2.78643,2.78643,2.80592,2.80592,2.80592,2.80592,2.82302,2.82302,2.72302,2.72302,2.73912,2.71173,2.71786,2.71786,2.18786,2.18786,2.20585,3.61915,3.61915,3.61915,1.6822,3.61915,3.61915,3.62833,3.59205,3.59205,3.59205,3.19505,3.19505,3.20099,3.20099,3.20099,3.20099,0.200995,0.200995,0.212367,0.212367,0.212367,0.212367,0.212758,0.212758,0.224731,0.224731,0.244645,0.244645,0.244645,0.244645,0.773461,0.773461,0.8,0.8,0,0,0,0,0.0489836,0.0489836,0,0,0.019233,0.019233,0.0410402,0.0410402,2.5429,2.5429,2.76207,2.73445,2.65445,2.65445,2.65706,2.65706,2.34706,2.34706,2.36393,2.36393,2.54582,2.54582,1.87582,1.87582,1.92084,1.90163,1.95554,1.95554,1.88554,1.88554,1.88804,1.88804,1.68804,1.68804,1.69918,1.69918,4.613,1.73311,1.73311,2.42611,2.42611,2.42621,2.42621,2.71597,2.68881,2.66881,2.66881,2.64881,2.64881,2.64976,2.64976,2.59976,2.59976,2.60127,2.60127,2.56127,2.56127,2.56204,2.56204,2.56204,2.56204,2.56302,2.56302,2.47002,2.47002,2.47383,2.47383,2.39183,2.39183,2.3961,2.46199,0,2.44399,2.44399,2.44432,2.44432,3.53975,3.53975,3.53975,3.50435,2.70435,2.70435,2.60435,2.60435,2.63584,2.63584,2.63845,2.63845,2.48845,2.48845,2.49093,2.49093,2.39093,2.39093,2.39155
"Aug 1989",4.85999,4.86,5.02049,4.97028,4.97028,4.97028,4.97028,4.97028,4.98048,4.98048,4.98048,4.98048,5.00543,5.03597,5.03597,5.03597,5.05406,5.05406,6.5141,6.44896,6.44896,6.44896,6.44896,6.44896,6.47426,6.47426,6.47426,6.47426,6.49291,6.49291,6.05341,6.05341,6.09495,6.09495,5.74495,5.74495,5.74495,5.74495,5.76601,5.76601,5.58601,5.58601,5.61038,5.61038,5.53038,5.53038,5.75066,5.69315,5.70022,5.70022,5.35022,5.35022,5.35022,5.35022,5.37894,5.37894,5.32894,5.32894,5.33173,5.33173,4.33173,4.33173,4.37815,4.37815,4.45751,4.9445,5.23561,5.18326,5.05926,5.05926,5.06869,5.06869,5.06869,5.06869,5.34765,5.34765,5.44415,5.38971,5.38971,5.38971,4.88971,4.88971,4.9234,4.9234,4.4234,4.4234,4.44666,4.44666,4.34666,4.34666,4.4382,4.39382,4.4033,4.4033,3.8733,3.8733,3.89803,5.35661,5.25661,5.25661,3.97161,5.25661,5.25661,5.26487,5.21222,5.21222,5.21222,4.81522,4.81522,4.82452,4.82452,4.82452,4.82452,1.82452,1.82452,1.8375,1.8375,1.8125,1.8125,1.81295,1.81295,1.82492,1.82492,1.84249,1.84249,1.34249,1.34249,1.87131,1.87131,1.9044,1.9044,1.1044,1.1044,1.1044,1.1044,1.16172,1.16172,0.94172,0.94172,0.961081,0.961081,0.985731,0.985731,3.65774,3.65774,4.07731,4.03654,3.95654,3.95654,3.95996,3.95996,3.64996,3.64996,3.66947,3.66947,3.89479,3.89479,3.22479,3.22479,3.28281,3.24998,3.2983,3.2983,3.2283,3.2283,3.2308,3.2308,3.0308,3.0308,3.03969,3.03969,11.134,3.08573,3.08573,5.43373,5.43373,5.43385,5.43385,5.56747,5.51179,5.49179,5.49179,5.47179,5.47179,5.47283,5.47283,5.42283,5.42283,5.42456,5.42456,5.38456,5.38456,5.38545,5.38545,5.38545,5.38545,5.38658,5.38658,5.29358,5.29358,5.29783,5.29783,5.21583,5.21583,5.22092,5.41483,0,5.39683,5.39683,5.39723,5.39723,5.89087,5.89087,5.89087,5.83196,5.03196,5.03196,4.93196,4.93196,4.97379,4.97379,4.97708,4.97708,4.82708,4.82708,4.83222,4.83222,4.73222,4.73222,4.73301
"Sep 1989",7.47998,7.48,7.72697,7.6497,7.6497,7.6497,7.6497,7.6497,7.6497,7.6497,7.6497,7.6497,7.6497,7.70383,7.70383,7.70383,7.70383,7.70383,8.87944,8.79065,8.79065,8.79065,8.79065,8.79065,8.79065,8.79065,8.79065,8.79065,8.79065,8.79065,8.35115,8.35115,8.36862,8.36862,8.01862,8.01862,8.01862,8.01862,8.02575,8.02575,7.84575,7.84575,7.84984,7.84984,7.76984,7.76984,8.07669,7.99593,7.99781,7.99781,7.64781,7.64781,7.64781,7.64781,7.6587,7.6587,7.6087,7.6087,7.60956,7.60956,6.60956,6.60956,6.632,6.632,6.632,7.79459,7.8277,7.74942,7.62542,7.62542,7.62932,7.62932,7.62932,7.62932,7.93166,7.93166,7.96072,7.88111,7.88111,7.88111,7.38111,7.38111,7.39126,7.39126,6.89126,6.89126,6.90717,6.90717,6.80717,6.80717,6.8121,6.74397,6.74755,6.74755,6.21755,6.21755,6.23163,8.09678,7.99678,7.99678,6.99708,7.99678,7.99678,7.99973,7.91973,7.91973,7.91973,7.52273,7.52273,7.52785,7.52785,7.52785,7.52785,4.52785,4.52785,4.53735,4.53735,4.51235,4.51235,4.51276,4.51276,4.52513,4.52513,4.52831,4.52831,4.02831,4.02831,4.55713,4.55713,4.58203,4.58203,3.78203,3.78203,3.72764,3.72764,3.7539,3.7539,3.5339,3.5339,3.54609,3.54609,3.56529,3.56529,5.21916,5.21916,5.27377,5.22103,5.14103,5.14103,5.14147,5.14147,4.83147,4.83147,4.83557,4.83557,4.90819,4.90819,4.23819,4.23819,4.24964,4.20714,4.22092,4.22092,4.15092,4.15092,4.15166,4.15166,3.95166,3.95166,3.95393,3.95393,8.262,3.95522,3.95522,4.92522,4.92522,4.9253,4.9253,4.9253,4.87605,4.85605,4.85605,4.83605,4.83605,4.83685,4.83685,4.78685,4.78685,4.7882,4.7882,4.7482,4.7482,4.74949,4.74949,4.71449,4.71449,4.71539,4.71539,4.62239,4.62239,4.62469,4.62469,4.54269,4.54269,4.54519,4.7391,0,4.7211,4.7211,4.7213,4.7213,4.7213,4.7213,4.7213,4.67409,3.87409,3.87409,3.77409,3.77409,3.80168,3.80168,3.8033,3.8033,3.6533,3.6533,3.67071,3.67071,3.57071,3.57071,3.57136
"Oct 1989",19.71,19.71,20.3603,20.1567,20.0511,20.0511,19.7011,19.7011,19.7135,19.7135,19.4135,19.4135,19.4349,19.5106,19.2106,19.2106,19.227,19.227,20.6205,20.4143,20.1038,20.1038,20.1038,20.1038,20.1214,20.1214,18.5474,18.5474,18.5579,18.5579,18.1184,18.1184,18.1516,18.1516,17.8016,17.8016,17.8016,17.8016,17.816,17.816,17.636,17.636,17.6429,17.6429,17.5629,17.5629,18.3802,18.1964,18.2006,18.2006,17.8506,17.8506,17.8506,17.8506,17.8738,17.8738,17.8238,17.8238,17.8256,17.8256,16.8256,16.8256,16.8664,16.8664,16.9284,17.9405,17.9405,17.7611,17.6371,17.6371,17.6458,17.6458,17.6458,17.6458,18.0153,18.0153,18.0153,17.8352,17.8352,17.8352,17.3352,17.3352,17.3579,17.3579,16.8579,16.8579,16.8894,16.8894,16.7894,16.7894,16.7894,16.6215,16.6289,16.6289,16.0989,16.0989,16.1274,17.8294,17.7294,17.7294,21.7372,17.7294,17.7294,17.7294,17.5521,17.5521,17.5521,17.1551,17.1551,17.1654,17.1654,17.1654,17.1654,14.1654,14.1654,14.1847,14.1847,14.1597,14.1597,14.1605,14.1605,14.1725,14.1725,14.1725,14.1725,13.6725,13.6725,14.2013,14.2013,14.2494,14.2494,13.4494,13.4494,13.3426,13.3426,13.3895,13.3895,13.1695,13.1695,13.1936,13.1936,13.2312,13.2312,14.5533,14.5533,14.5533,14.4078,14.3278,14.3278,14.3289,14.3289,14.0189,14.0189,14.0275,14.0275,14.1585,14.1585,13.4885,13.4885,13.4885,13.3536,13.3761,13.3761,13.3061,13.3061,13.3076,13.3076,13.1076,13.1076,13.1113,13.1113,15.335,13.1113,13.1113,14.3803,14.3803,14.3805,14.3805,14.3805,14.2367,14.2167,14.2167,14.1967,14.1967,14.1982,14.1982,14.1482,14.1482,14.1506,14.1506,14.1106,14.1106,14.1129,14.1129,14.0779,14.0779,14.0795,14.0795,13.9865,13.9865,13.9907,13.9907,13.9087,13.9087,13.9133,14.1054,0,14.0874,14.0874,14.0877,14.0877,14.0877,14.0877,14.0877,13.9468,13.1468,13.1468,13.0468,13.0468,13.0921,13.0921,13.0951,13.0951,12.9451,12.9451,12.9705,12.9705,12.8705,12.8705,12.8716
"Nov 1989",27.42,27.42,28.325,28.0417,27.9361,27.9361,27.5861,27.5861,27.6042,27.6042,27.3042,27.3042,27.3441,27.8246,27.5246,27.5246,27.5539,27.5539,28.9518,28.6622,28.3517,28.3517,28.3517,28.3517,28.3824,28.6283,27.0543,27.0543,27.0724,27.0724,26.6329,26.6329,26.6861,26.6861,26.3361,26.3361,26.3361,26.3361,26.36,26.36,26.18,26.18,26.1921,26.1921,26.1121,26.1121,27.2523,26.9798,26.9875,26.9875,26.6375,26.6375,26.6375,26.6375,26.6784,26.6784,26.6284,26.6284,26.6317,26.6317,25.6317,25.6317,25.6988,25.6988,25.7916,27.0601,27.0601,26.7895,26.6655,26.6655,26.678,26.678,26.678,26.678,27.0487,27.0487,27.0487,26.7782,26.7782,26.7782,26.2782,26.2782,26.3201,26.3201,25.8201,25.8201,25.8761,25.8761,25.7761,25.7761,25.7761,25.5183,25.5283,25.5283,24.9983,24.9983,25.0432,28.0592,27.9592,27.9592,31.5524,27.9592,27.9592,27.9592,27.6796,27.6796,27.6796,27.2826,27.2826,27.3003,27.3003,27.3003,27.3003,24.3003,24.3003,24.3361,24.3361,24.3111,24.3111,24.3127,24.3127,24.325,24.325,24.325,24.325,23.825,23.825,24.3538,24.3538,24.4417,24.4417,23.6417,23.6417,23.4439,23.4439,23.5179,23.5179,23.2979,23.2979,23.3408,23.3408,23.4105,23.4105,24.5329,24.5329,24.5329,24.2876,24.2076,24.2076,24.2095,24.2095,23.8995,23.8995,23.9142,23.9142,24.1228,24.1228,23.4528,23.4528,23.4528,23.2183,23.2563,23.2563,23.1863,23.1863,23.1888,23.1888,22.9888,22.9888,22.9961,22.9961,24.23,22.9961,22.9961,25.2091,25.2091,25.2094,25.2094,25.2094,24.9573,24.9373,24.9373,24.9173,24.9173,24.9201,24.9201,24.8701,24.8701,24.8726,24.8726,24.8326,24.8326,24.8369,24.8369,24.8019,24.8019,24.805,24.805,24.712,24.712,24.7198,24.7198,24.6378,24.6378,24.6462,24.8198,0,24.8018,24.8018,24.8025,24.8025,24.8025,24.8025,24.8025,24.5544,23.7544,23.7544,23.6544,23.6544,23.7208,23.7208,23.7247,23.7247,23.5747,23.5747,23.6063,23.6063,23.5063,23.5063,23.5082
"Dec 1989",12.07,12.07,12.4682,12.3436,12.2379,12.2379,11.8879,11.8879,11.9061,11.9061,11.6061,11.6061,11.6559,12.1169,11.8169,11.8169,11.8531,11.8531,12.9742,12.8444,12.5339,12.5339,12.5339,12.5339,12.5725,12.7126,11.1386,11.1386,11.162,11.162,10.7225,10.7225,10.788,10.788,10.438,10.438,10.438,10.438,10.4687,10.4687,10.2887,10.2887,10.304,10.304,10.224,10.224,10.7047,10.5977,10.6074,10.6074,10.2574,10.2574,10.2574,10.2574,10.3083,10.3083,10.2583,10.2583,10.2623,10.2623,9.26233,9.26233,9.34484,9.34484,9.44793,10.4295,10.4295,10.3252,10.2012,10.2012,10.2177,10.2177,10.2177,10.2177,10.515,10.515,10.515,10.4099,10.4099,10.4099,9.90986,9.90986,9.96192,9.96192,9.46192,9.46192,9.52899,9.52899,9.42899,9.42899,9.42899,9.3347,9.34471,9.34471,8.81471,8.81471,8.85955,11.7584,11.6584,11.6584,12.4099,11.6584,11.6584,11.6584,11.5418,11.5418,11.5418,11.1448,11.1448,11.1655,11.1655,11.1655,11.1655,8.16545,8.16545,8.2082,8.2082,8.1832,8.1832,8.18501,8.18501,8.19698,8.19698,8.19698,8.19698,7.69698,7.69698,8.2258,8.2258,8.3286,8.3286,7.5286,7.5286,7.29593,7.29593,7.37195,7.37195,7.15195,7.15195,7.20341,7.20341,7.28552,7.28552,8.11422,8.11422,8.11422,8.03307,7.95307,7.95307,7.95543,7.95543,7.64543,7.64543,7.66322,7.66322,7.91258,7.91258,7.24258,7.24258,7.24258,7.17016,7.21709,7.21709,7.14709,7.14709,7.15009,7.15009,6.95009,6.95009,6.95938,6.95938,6.732,6.95938,6.95938,7.78638,7.78638,7.7867,7.7867,7.7867,7.70883,7.68883,7.68883,7.66883,7.66883,7.67206,7.67206,7.62206,7.62206,7.62454,7.62454,7.58454,7.58454,7.58948,7.58948,7.55448,7.55448,7.55795,7.55795,7.46495,7.46495,7.47395,7.47395,7.39195,7.39195,7.40156,7.5286,0,7.5106,7.5106,7.51135,7.51135,7.51135,7.51135,7.51135,7.43624,6.63624,6.63624,6.53624,6.53624,6.6026,6.6026,6.60653,6.60653,6.45653,6.45653,6.4968,6.4968,6.3968,6.3968,6.39898
