Nodes and Reaches,Aguas Claras de Chillepin   0 \ Headflow,Aguas Claras de Salamanca   0 \ Headflow,AN_03   0 \ Headflow,AN_04   0 \ Headflow,AN_05   0 \ Headflow,AN_07   0 \ Headflow,AN_10   0 \ Headflow,Araya   0 \ Headflow,Barraco Chico   0 \ Headflow,Barraco Grande   0 \ Headflow,Batuco   0 \ Headflow,Breas   0 \ Headflow,Buzeta   0 \ Headflow,Camisas o Batito   0 \ Headflow,Canal Alimentador   0 \ Headflow,Carachas   0 \ Headflow,CL_02   0 \ Headflow,CL_03   0 \ Headflow,CL_04   0 \ Headflow,CL_050   0 \ Headflow,CL_051   0 \ Headflow,CL_052   0 \ Headflow,CL_06   0 \ Headflow,CL_07   0 \ Headflow,CL_08   0 \ Headflow,CL_12   0 \ Headflow,CL_13   0 \ Headflow,CL_14   0 \ Headflow,CL_15   0 \ Headflow,CL_23   0 \ Headflow,CL_24   0 \ Headflow,CL_25   0 \ Headflow,Cuyuntagua Norte   0 \ Headflow,Cuyuntagua Sur   0 \ Headflow,Dona Juana   0 \ Headflow,El Boldo   0 \ Headflow,El Jote   0 \ Headflow,El Pardo   0 \ Headflow,El Pavo   0 \ Headflow,El Quene   0 \ Headflow,El Sauco   0 \ Headflow,EST. CAMISAS   0 \ Headflow,EST. CAMISAS   1 \ AN_07 Inflow,EST. QUELEN   0 \ Headflow,Higueral   0 \ Headflow,Las Viudas   0 \ Headflow,Los Loros   0 \ Headflow,Los Rulos   0 \ Headflow,Matriz de Mincha   0 \ Headflow,Millahue Dos o Los Patos   0 \ Headflow,Millahue Uno   0 \ Headflow,Mincha Sur Arriba   0 \ Headflow,Molino de Choapa   0 \ Headflow,Molino de Los Ranchos   0 \ Headflow,Molino de Peralillo   0 \ Headflow,Molino de Quelen   0 \ Headflow,Molino de Tranquilla   0 \ Headflow,Pangue o Inquilino   0 \ Headflow,Panguesillo Dos   0 \ Headflow,Panguesillo Uno   0 \ Headflow,Pintacura Alto   0 \ Headflow,Pintacura Bajo   0 \ Headflow,Poblacion   0 \ Headflow,RIO CHALINGA   0 \ Headflow,RIO CHOAPA   0 \ Headflow,RIO CUNCUMEN   0 \ Headflow,RIO ILLAPEL   0 \ Headflow,RIO TENCADAN   0 \ Headflow,Rodadero   0 \ Headflow,Salinero   0 \ Headflow,San Antonio   0 \ Headflow,San Francisco   0 \ Headflow,San Pedro   0 \ Headflow,Silvano   0 \ Headflow,Tahuincano   0 \ Headflow
feb-14,0.026848,0.00717,0,0,0,0.343,0,0.0660744,0.01642,0.128158,0.0223914,0.234,0.789,0.00546333,0.5,0.1672,0.0820519,0,0,0.105673,0,0,0,0,0,0,0,0,0,0,0,0,0.005648,0.004,0.00292,0.12192,0.0192408,0.055756,0.028584,0.02508,0.10472,0,0.343,0,0.1466,0.0792,0.014176,0.002844,0.0207296,0.04326,0.09344,0.0279372,0.023296,0.08274,0.084196,0.044888,0.07896,0.06924,0.01488,0.1298,0.167232,0.04816,0.0538332,0.187011,2.46178,0,0.00716567,0,0.11046,0.01504,0.00588,0.013846,0.01488,0.197065,0.119161
mar-14,0.026848,0.00717,0,0,0,0.118,0,0.0660744,0.01642,0.128158,0.0223914,0.234,0.789,0.00546234,0.5,0.1672,0.0781246,0,0,0.100615,0,0,0,0,0,0,0,0,0,0,0,0,0.005648,0.004,0.00292,0.12192,0.0192413,0.055756,0.028584,0.02508,0.10472,0,0.118,0,0.1466,0.0792,0.014176,0.002844,0.0207296,0.04326,0.09344,0.0279372,0.023296,0.08274,0.084196,0.044888,0.07896,0.06924,0.01488,0.1298,0.167232,0.04816,0.0538332,0.135203,2.36742,0,0.00487787,0,0.11046,0.01504,0.00588,0.013846,0.01488,0.197065,0.0651365
abr-14,0.0124222,0.00717,0,0,0,0.161,0,0.0660744,0.00452857,0.128158,0.0223914,0.234,0.789,0.00330056,0.5,0.1672,0.0711478,0.001,0,0.0916296,0,0,0,0,0,0,0,0,0,0,0,0,0.005648,0.004,0.00292,0.12192,0.0186764,0.055756,0.028584,0.02508,0.10472,0,0.161,0,0.1466,0.0792,0.014176,0.002844,0.0207296,0.04326,0.09344,0.0279372,0.023296,0.08274,0.084196,0.0305441,0.07896,0.06924,0.01488,0.1298,0.167232,0.04816,0.0538332,0.132984,2.156,0,0.00310295,0,0.078272,0.01504,0.00588,0.013846,0.01488,0.197065,0.0393218
may-14,0.00346439,0.00717,0,0,0,0.0719997,0.267592,0.0660744,0.00130181,0.128158,0.0223914,0.234,0.789,0.005464,0.5,0.1672,0.0663937,0,0,0.085507,0,0,0,0,0,0.00449328,0.0455115,0.0664374,0.0171273,0.0179336,0.06889,0,0.005648,0.004,0.00292,0.12192,0.019248,0.055756,0.028584,0.02508,0.0195759,0,0.0719997,0,0.1466,0.0792,0.014176,0.002844,0.0207296,0.04326,0.09344,0.0279372,0.023296,0.08274,0.084196,0.00406718,0.07896,0.06924,0.01488,0.1298,0.167232,0.04816,0.0538332,0.0777815,2.01193,0,0.00119736,0,0.0105124,0.01504,0.00588,0.013846,0.01488,0.197065,0.014674
jun-14,0.020136,0.0053775,0,0,0,0.163,1.20485,0.0495558,0.012315,0.0961186,0.0167936,0.1755,0.59175,0.004098,0.5,0.1254,0.07337,0.052,0.144,0.0944915,0.0859996,0.026,0.065,0.0429996,0.015,0.0201622,0.220673,0.343524,0.0759317,0.0796192,0.312307,0.038,0.004236,0.003,0.00219,0.09144,0.014436,0.041817,0.021438,0.01881,0.07854,0,0.163,0,0.10995,0.0594,0.010632,0.002133,0.0155472,0.032445,0.07008,0.0209529,0.017472,0.062055,0.063147,0.033666,0.05922,0.05193,0.01116,0.09735,0.125424,0.03612,0.0403749,0.130204,2.22333,0.119014,0.693052,0.0548113,0.082845,0.01128,0.00441,0,0.01116,0.147799,0
jul-14,0.013424,0.003585,0,0,0,0.45,0.634603,0,0.00821,0.0640791,0,0.117,0.3945,0.002732,0.5,0.0836,0.0703536,0.027,0.0529999,0.0906071,0.032,0.014,0.035,0.023,0.00899996,0.0106232,0.114038,0.175721,0.0402035,0.0420901,0.164207,0.024,0.002824,0.002,0.00146,0.06096,0.009624,0.027878,0.014292,0.01254,0.05236,0,0.45,0,0.0733,0.0396,0.007088,0.001422,0.0103648,0.02163,0.04672,0.0139686,0.011648,0.04137,0.042098,0.022444,0,0,0.00744,0.0649,0.083616,0.02408,0.0269166,0.156117,2.13193,0.0056853,0.00110707,0,0,0.00752,0.00294,0.006923,0.00744,0,0.0175777
ago-14,0.013424,0.003585,0,0,0,0.383998,0.797327,0.0330372,0.00821,0.0640791,0.0111957,0.117,0.3945,0.002732,0.5,0.0836,0.0743029,0.011,0.033,0.0956933,0.02,0.01,0.025,0.017,0.004,0.013352,0.144543,0.222878,0.050339,0.0527972,0.206468,0.01,0.002824,0.002,0.00146,0.06096,0.009624,0.027878,0.014292,0.01254,0.05236,0,0.383998,0,0.0733,0.0396,0.007088,0.001422,0.0103648,0.02163,0.04672,0.0139686,0.011648,0.04137,0.042098,0.022444,0.03948,0.03462,0.00744,0.0649,0.083616,0.02408,0.0269166,0.0948783,2.25161,0.0446016,0.00149481,0.025643,0.05523,0.00752,0.00294,0.006923,0.00744,0.0985324,0.0215876
sept-14,0.013424,0.003585,0,0,0,0.293,0.571555,0.0330372,0.00821,0.0640791,0.0111957,0.117,0.3945,0.002732,0.5,0.0836,0.0798488,0,0,0.102836,0,0,0,0,0,0.00957913,0.102366,0.155706,0.0361604,0.0379378,0.147833,0,0.002824,0.002,0.00146,0.06096,0.009624,0.027878,0.014292,0.01254,0.05236,0,0.293,0,0.0733,0.0396,0.007088,0.001422,0.0103648,0.02163,0.04672,0.0139686,0.011648,0.04137,0.042098,0.022444,0.03948,0.03462,0.00744,0.0649,0.083616,0.02408,0.0269166,0.0823395,2.41966,0.0708013,0.0793596,0.0386319,0.05523,0.00752,0.00294,0.006923,0.00744,0.0985324,0.0404776
oct-14,0.020136,0.0053775,0,0,0,0.275,0,0.0495558,0.012315,0.0961186,0.0167936,0.1755,0.59175,0.004098,0.5,0.1254,0.188355,0,0,0.242579,0,0,0,0,0,0,0,0,0,0,0,0,0.004236,0.003,0.00219,0.09144,0.014436,0.041817,0.021438,0.01881,0.07854,0,0.275,0,0.10995,0.0594,0.010632,0.002133,0.0155472,0.032445,0.07008,0.0209529,0.017472,0.062055,0.063147,0.033666,0.05922,0.05193,0.01116,0.09735,0.125424,0.03612,0.0403749,0.129952,5.70774,0.108154,0.00500075,0.0389038,0.082845,0.01128,0.00441,0.0103845,0.01116,0.147799,0.103425
nov-14,0.0234867,0.00413627,0,0,0,0.263,0.236924,0.0577975,0.0125618,0.112112,0.0195871,0.204703,0.690056,0.004781,0.31133,0.146269,0.0943908,0,0,0.121564,0,0,0,0,0,0.00397126,0.0396763,0.0586578,0.0152852,0.0159177,0.0609252,0,0.004942,0.0035,0.002555,0.106669,0.016842,0.0487603,0.0250006,0.0219425,0.0916153,0,0.263,0,0.128262,0.0692928,0.012404,0.0024885,0.0181384,0.0378525,0.08176,0.024445,0.020384,0.0723806,0.0736715,0.0306889,0.0690596,0.0605769,0.013018,0.113541,0.146328,0.04214,0.0470835,0.240704,2.86033,0.0671053,0.00848488,0.00850239,0.0966403,0.01316,0.005145,0.0121152,0.01302,0.172395,0.120642
dic-14,0.0169419,0.00203302,0,0,0,0.242,0,0.0446817,0.00649471,0.107381,0.0223865,0.134428,0.667045,0.00546331,0,0.119291,0.0731213,0,0,0.0941715,0,0,0,0,0,0.0028323,0.026944,0.0384446,0.0110049,0.0114318,0,0,0.00564638,0.000959923,0.00291883,0.12188,0.0192393,0.0557406,0.0258682,0.0250761,0.0755368,0,0.242,0,0.0835283,0.065264,0.0130325,0.0028245,0.0207231,0.0432523,0.0934252,0.0279334,0.0145322,0.0524638,0.0841809,0.0162161,0.0651197,0.0692285,0.0148676,0.0814574,0.1672,0.0481507,0.0505942,0.194526,2.2158,0.127159,0.0105329,0.0205837,0.0758266,0.00731829,0.00587631,0.0102795,0.00814365,0.197041,0.0945807
ene-15,0.0227142,0.002477,0,0,0,0.254,0,0.0602549,0.00861652,0.143916,0.0255881,0.184159,0.890385,0.00624528,0,0.146164,0.0656272,0,0,0.0845199,0,0,0,0,0,0,0,0,0,0,0,0,0.00645703,0.000834744,0.00333803,0.139385,0.021997,0.0637385,0.0326766,0.0286699,0.0996939,0,0.254,0,0.106339,0.083346,0.0124452,0.00250653,0.0236999,0.0494565,0.106814,0.0291892,0.0134535,0.0701784,0.0891811,0.0217329,0.0877673,0.0791541,0.0170099,0.107014,0.191175,0.0550577,0.061549,0.141151,1.98871,0.000640599,0.0100923,0.000106513,0.0998722,0.00836804,0.00671892,0.00891492,0.00710494,0.225289,0.115858
feb-15,0.028367,0.00757661,0,0,0,0.375,0,0.0698073,0.0107775,0.135398,0.0236569,0.247237,0.833744,0.00577292,0.219082,0.176682,0.060649,0,0,0.0781089,0,0,0,0,0,0,0,0,0,0,0,0,0.0059683,0.00422684,0.00308559,0.128834,0.0203336,0.0589179,0.0301993,0.0265023,0.110627,0,0.375,0,0.154914,0.0836914,0.0149799,0.00300528,0.0219052,0.0457133,0.098739,0.0295215,0.0246171,0.0874195,0.0889707,0.043716,0.0834181,0.0723977,0.0157238,0.137161,0.176716,0.0508911,0.0568861,0.128263,1.83786,0.216021,0.00721193,0.0724649,0.110695,0.0158929,0.00621345,0.0146312,0.0157238,0.208172,0.119161
mar-15,0.0205833,0.00765061,0,0,0,0.137,0,0.0578574,0.00758639,0.133439,0.0203356,0.189804,0.841887,0.00582954,0.411633,0.178407,0.0612414,0,0,0.0788717,0,0,0,0,0,0,0,0.12465,0,0,0,0,0.00602659,0.00426812,0.00311573,0.130092,0.0205354,0.0594933,0.0304952,0.0267611,0.087535,0,0.137,0,0.104694,0.0845088,0.0151262,0.00303463,0.0221191,0.0461597,0.0997033,0.0298098,0.0248575,0.0633352,0.0898397,0.0219047,0.0842391,0.04802,0.0158774,0.138501,0.178442,0.0513882,0.0574416,0.0716461,1.85581,0.0975579,0.232345,0.0330723,0.0788001,0.0160481,0.00627414,0.0147741,0.0158774,0.210222,0.0651365
abr-15,0.0124222,0.00675957,0,0,0,0.141,0,0.0337754,0.00452857,0.0875132,0.013376,0.119724,0.743835,0.00420374,0.588454,0.157629,0.0541088,0.005,0.023,0.0696856,0.014,0.002,0.006,0.004,0,0,0,0,0,0,0,0,0.00532469,0.00377103,0.00275285,0.114941,0.0181462,0.0525643,0.0182928,0.0236443,0.0522656,0,0.141,0,0.118474,0.0746663,0.0133645,0.0026812,0.019543,0.0407837,0.0880912,0.026338,0.0219625,0.038094,0.0793763,0.0123081,0.0486565,0.0306546,0.0140282,0.12237,0.157659,0.0454032,0.0507516,0.11909,1.63966,0,0.00310295,0,0.0497433,0.0141791,0.00554341,0.0130534,0.0140282,0.185763,0.0393218
may-15,0.00450793,0.000382985,0,0,0,0.08,0,0.00964103,0.00172268,0.0393221,0.00588513,0.0553903,0.752767,0.00121147,1.10783,0.0334936,0.0547584,0.005,0.007,0.0705223,0.004,0.002,0.004,0.002,0,0,0,0,0,0,0,0,0.00538863,0.00381631,0.0027859,0.116321,0.0183641,0.0531955,0.00612294,0.0239282,0.0203423,0,0.08,0,0.0200606,0.0176555,0.013525,0.00271339,0.0197776,0.0412734,0.0891489,0.0266542,0.00124277,0.0110415,0.0345687,0.00495921,0.020898,0.0119062,0.0141967,0.0507746,0.159552,0.0459483,0.051361,0.0772342,1.65935,0,0.00150999,0,0.014282,0.0143493,0.00560997,0.0132101,0.0141967,0.14006,0.0188998
jun-15,0.00199652,0.000254756,0,0,0,0.077,0,0.00412708,0.000765421,0.0233286,0.00267384,0.0346977,0.199676,0.00461296,1.15434,0.0226483,0.0484549,0.008,0.023,0.0624039,0.014,0.006,0.015,0.01,0.004,0,0,0,0,0,0,0.01,0.0047683,0.00337698,0.0024652,0.0442669,0.01625,0.0260428,0.00297342,0.00337972,0.00949319,0,0.077,0,0.0116072,0.0113971,0.011968,0.00240103,0.0175009,0.0365221,0.0788863,0.0235859,0.0196675,0.0052185,0.0710821,0.00234008,0.0104169,0.00524765,0.0030457,0.0104559,0.141185,0.0406589,0.0428874,0.083615,1.46833,0,0.00111798,0,0.00646183,0.0126975,0.00496416,0.0116894,0.0125624,0.0954766,0.0135355
jul-15,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0.00189514,1.87214,0,0.0582714,0,0,0.0750467,0,0,0,0,0,0,0,0.2468,0,0,0,0,0.00573432,0.00406113,0.00296463,0.0953529,0.0195422,0.0566081,0,0,0,0,0.095,0,0,0,0.0143927,0.00288746,0.0210464,0.0439211,0.094868,0.0283642,0.0169151,0,0.0854828,0,0,0,0.0151074,0,0.169788,0.048896,0.0546559,0.0170058,1.7658,0.030215,0.41126,0.0132609,0,0.0152699,0.00596986,0.0140576,0.0151074,0,0
ago-15,0,0,0,0,0,0.126,0,0,0,0,0,0,0.969796,0,2,0,0.109558,0.015,0.0419997,0.141155,0.025,0.007,0.018,0.012,0.004,0,0,0.481299,0,0,0,0.021,0.0108024,0.00765042,0.00558481,0.233185,0.0300096,0.106639,0.0546699,0,0,0,0.126,0,0,0.0923077,0.0271131,0.00543945,0.0396475,0.0827393,0.178714,0.0534328,0.044556,0,0.161034,0,0,0,0.0284596,0,0.319849,0.092111,0.102962,0.012926,3.32645,0.255893,1.20735,0.117644,0,0.0287656,0.0112461,0.0264819,0.0284596,0,0
sept-15,0.00573943,0.000806603,0,0,0,0.113,0,0,0.00243843,0.0549563,0,0.066902,0.629277,0.000981361,2,0.0493194,0.149455,0,0,0.192537,0,0,0,0,0,0,0,0.0819498,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0198388,0.13939,0.07146,0.011325,0.0293499,0,0.113,0,0.0364777,0.026449,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.00236593,0.0233199,0.014578,0.00514376,0,0,0.0372,0.0258963,0.40826,0.1204,0.134583,0.065414,4.53465,0.0692566,0.00204625,0.0331841,0,0.0376,0.0147,0.034615,0.0372,0,0.039022
oct-15,0.00957237,0.00107918,0,0,0,0.191,0,0.165186,0.00386389,0.0775645,0.0559786,0.585,1.9725,0.00135943,2,0.0623531,0.308482,0.001,0.005,0.397342,0.003,0.003,0.008,0.005,0.001,0,0,0.2328,0,0,0,0.008,0.01412,0.01,0.0073,0.3048,0.0189935,0.13939,0.07146,0.0388907,0.0462949,0,0.191,0,0.0503309,0.0312639,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.00294744,0.20685,0.018115,0.0083646,0.0450572,0.1731,0.0372,0.042054,0.41808,0.1204,0.134583,0.858393,9.35387,0.183425,0.0292671,0.0676624,0.0475137,0.0376,0.0147,0.0194118,0.0372,0.492662,0.0488203
nov-15,0.06712,0.017925,0,0,0,0.213,0,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.00747347,2,0.418,0.948449,0,0,1.22155,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0481079,0.13939,0.07146,0.0627,0.2618,0,0.213,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.83057,28.7466,0.369149,0.00847504,0.260575,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.19474
dic-15,0.06712,0.017925,0,0,0,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.00951299,2,0.418,0.905847,0,0,1.16668,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0481065,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.10193,27.4258,1.26316,0.0100667,0.226367,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.229176
ene-16,0.06712,0.017925,0,0,0,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.00894813,2,0.418,0.324916,0,0,0.418507,0,0,0,0,0,0,0,0.0612997,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0481144,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.608666,9.84483,0.119365,0.00967174,0.0335783,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.196586
feb-16,0.06712,0.017925,0,0,0,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.00799233,2,0.418,0.303994,0,0,0.391565,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0460747,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.355459,9.20722,0,0.00691858,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.115052
mar-16,0.0220442,0.00129482,0,0,0,0,0,0.165186,0.00783891,0.143229,0.0559786,0.585,1.9725,0.00592252,2,0.107038,0.157144,0,0,0.20244,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0289516,0.13939,0.07146,0.0627,0.0903943,0,0,0,0.0798214,0.0679915,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.00479125,0.0675573,0.111016,0.0219047,0.0866362,0.0793338,0.0372,0.303735,0.41808,0.1204,0.134583,0.218126,4.77901,0,0.00487787,0,0.0855854,0.0376,0.0147,0.034615,0.0372,0.492662,0.0651365
abr-16,0.00686672,0.017925,0,0,0,0,0,0.165186,0.00259975,0.0444956,0.0559786,0.585,1.9725,0.00219061,2,0.0293907,0.194764,0,0,0.25089,0,0,0,0,0,0,0,0.1145,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0192328,0.13939,0.07146,0.0627,0.0325733,0,0,0,0.0584941,0.0151744,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.00920018,0.20685,0.21049,0.0070565,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.181147,5.91431,0.189595,0.00117989,0.0682944,0.0195008,0.0376,0.0147,0.034615,0.0372,0.492662,0.0129122
may-16,0,0.017925,0,0,0,0,0,0.165186,0,0,0.0559786,0.585,1.9725,0,2,0,0.182356,0,0,0.23491,0,0,0,0,0,0,0,0.2188,0,0,0,0.027,0.01412,0.01,0.0073,0.3048,0.020382,0.13939,0.07146,0.0627,0,0,0,0,0.034347,0.00507858,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.273807,5.52998,0.188897,0.00124298,0.0712037,0,0.0376,0.0147,0.034615,0.0372,0.492662,0
jun-16,0.06712,0.017925,0,0,0,0,0,0,0.04105,0.320395,0,0.585,1.9725,0,2,0.418,0.24961,0,0,0.321525,0,0,0,0,0,0,0,0.389248,0,0,0,0.01,0.01412,0.01,0.0073,0.3048,0.0256191,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,1.35149,7.56397,0.152663,0.713314,0.0676065,0,0.0376,0.0147,0.034615,0.0372,0.492662,0
jul-16,0.06712,0.017925,0,0,0,0,0,0,0.04105,0.320396,0,0.585,1.9725,0,2,0.418,0.214993,0,0,0.276942,0,0,0,0,0,0,0,0.2314,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.0222277,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.73921,6.52095,0.0904312,0.00674115,0.0453745,0,0.0376,0.0147,0.034615,0.0372,0,0
ago-16,0.06712,0.017925,0,0,0,0,0,0,0.04105,0.320396,0,0.585,1.9725,0.01366,1.34741,0.418,0.242911,0,0,0.312897,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.315367,7.36384,0.0456959,0.00189211,0.0247643,0,0.0376,0.0147,0.034615,0.0372,0,0.0242593
sept-16,0.06712,0.017925,0,0,0,0,0,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.01366,0.234032,0.418,0.440251,0,0,0.567045,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.461725,13.3453,0.111456,0.00282059,0.0274058,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0427828
oct-16,0.06712,0.017925,0,0,0,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.01366,0.302823,0.418,0.633729,0,0,0.816222,0,0,0,0,0,0,0,0.0959498,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.637089,19.2097,0.0892301,0.420139,0.0394362,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0578869
nov-16,0.06712,0.017925,0,0,0,0,0,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.01366,0.290156,0.418,0.783877,0,0,1.0096,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.869178,23.7633,0.813484,2.31967,0.186255,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.137336
dic-16,0.06712,0.017925,0,0,0,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.01366,0.526429,0.418,0.560469,0,0,0.721875,0,0,0,0,0,0,0,0.0584999,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.344563,16.9935,0.0761246,0.172265,0.00868082,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.16921
ene-17,0.06712,0.017925,0,0,0,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.01366,1.62552,0.418,0.26248,0,0,0.3381,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.311702,7.95546,0.0003203,0.00843309,5.32997E-05,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.162973
feb-17,0.053696,0.01434,0,0,0,0,0,0.132149,0.03284,0.256316,0.0447829,0.468,1.578,0.00842221,2,0.3344,0.195589,0,0,0.251952,0,0,0,0,0,0,0,0,0,0,0,0,0.011296,0.008,0.00584,0.24384,0.0383325,0.111512,0.057168,0.05016,0.20944,0,0,0,0.2932,0.1584,0.028352,0.005688,0.0414592,0.08652,0.18688,0.0558744,0.046592,0.16548,0.168392,0.089776,0.15792,0.13848,0.02976,0.2596,0.334464,0.09632,0.107666,0.483697,5.9325,0.10801,0.0071083,0.0366158,0.22092,0.03008,0.01176,0.027692,0.02976,0.39413,0.128537
mar-17,0.0239413,0.01434,0,0,0,0,0,0.132149,0.00889203,0.127052,0.0447829,0.468,1.578,0.00600093,2,0.137111,0.15787,0,0,0.203375,0,0,0,0,0,0,0,0,0,0,0,0,0.011296,0.008,0.00584,0.24384,0.0280388,0.111512,0.057168,0.05016,0.107375,0,0,0,0.0776469,0.0531366,0.028352,0.005688,0.0414592,0.08652,0.18688,0.0558744,0.00418022,0.16548,0.168392,0.0266575,0.156261,0.13848,0.02976,0.2596,0.334464,0.09632,0.107666,0.154079,4.78707,0,0.00522409,0,0.104136,0.03008,0.01176,0.027692,0.02976,0.39413,0.0916524
