Nodes and Reaches,Aguas Claras de Chillepin   0 \ Headflow,Aguas Claras de Salamanca   0 \ Headflow,AN_03   0 \ Headflow,AN_04   0 \ Headflow,AN_05   0 \ Headflow,AN_07   0 \ Headflow,AN_10   0 \ Headflow,Araya   0 \ Headflow,Barraco Chico   0 \ Headflow,Barraco Grande   0 \ Headflow,Batuco   0 \ Headflow,Breas   0 \ Headflow,Buzeta   0 \ Headflow,Camisas o Batito   0 \ Headflow,Canal Alimentador   0 \ Headflow,Carachas   0 \ Headflow,CL_02   0 \ Headflow,CL_03   0 \ Headflow,CL_04   0 \ Headflow,CL_050   0 \ Headflow,CL_051   0 \ Headflow,CL_052   0 \ Headflow,CL_06   0 \ Headflow,CL_07   0 \ Headflow,CL_08   0 \ Headflow,CL_12   0 \ Headflow,CL_13   0 \ Headflow,CL_14   0 \ Headflow,CL_15   0 \ Headflow,CL_23   0 \ Headflow,CL_24   0 \ Headflow,CL_25   0 \ Headflow,Cuyuntagua Norte   0 \ Headflow,Cuyuntagua Sur   0 \ Headflow,Dona Juana   0 \ Headflow,El Boldo   0 \ Headflow,El Jote   0 \ Headflow,El Pardo   0 \ Headflow,El Pavo   0 \ Headflow,El Quene   0 \ Headflow,El Sauco   0 \ Headflow,EST. CAMISAS   0 \ Headflow,EST. CAMISAS   1 \ AN_07 Inflow,EST. QUELEN   0 \ Headflow,Higueral   0 \ Headflow,Las Viudas   0 \ Headflow,Los Loros   0 \ Headflow,Los Rulos   0 \ Headflow,Matriz de Mincha   0 \ Headflow,Millahue Dos o Los Patos   0 \ Headflow,Millahue Uno   0 \ Headflow,Mincha Sur Arriba   0 \ Headflow,Molino de Choapa   0 \ Headflow,Molino de Los Ranchos   0 \ Headflow,Molino de Peralillo   0 \ Headflow,Molino de Quelen   0 \ Headflow,Molino de Tranquilla   0 \ Headflow,Pangue o Inquilino   0 \ Headflow,Panguesillo Dos   0 \ Headflow,Panguesillo Uno   0 \ Headflow,Pintacura Alto   0 \ Headflow,Pintacura Bajo   0 \ Headflow,Poblacion   0 \ Headflow,RIO CHALINGA   0 \ Headflow,RIO CHOAPA   0 \ Headflow,RIO CUNCUMEN   0 \ Headflow,RIO ILLAPEL   0 \ Headflow,RIO TENCADAN   0 \ Headflow,Rodadero   0 \ Headflow,Salinero   0 \ Headflow,San Antonio   0 \ Headflow,San Francisco   0 \ Headflow,San Pedro   0 \ Headflow,Silvano   0 \ Headflow,Tahuincano   0 \ Headflow
may-97,0,0,0.03015,0.0964871,0.0335829,0.145,1.36055,0,0,0,0,0,0,0,0,0,0.0456355,0.01,0.026,0.0587731,0.016,0.008,0.02,0.013,0.006,0.0117142,0.126234,0.103712,0.0699313,0.0550287,0.352745,0.029,0.01412,0.01,0.0073,0.0876509,0.04812,0.13939,0,0,0,0,0.145,0,0,0,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0,0,0,0,0,0,0,0,0.21206,0.1204,0.134583,0,1.38,0,0.211055,0,0,0.0376,0.0147,0,0.0372,0.450549,0
jun-97,0.06712,0.017925,0.392955,1.25755,0.437697,12.096,2.87637,0,0.04105,0.320395,0,0.585,1.9725,0.01366,0,0.418,0.214159,3.103,10.299,0.275811,6.17897,1.516,3.789,2.221,0.273,0.0602164,0.66843,1.20468,0.238895,0.244005,0.746416,0.068,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,12.096,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,1.21047,6.48997,0,4.00486,0,0,0.0376,0.0147,0,0.0372,0,0
jul-97,0.06712,0.017925,0.02176,0.0696371,0.0242376,0.11,0.784715,0,0.04105,0.320396,0,0.585,1.9725,0.01366,0,0.418,0.154663,0.00899996,0.021,0.199188,0.013,0.00899996,0.022,0.015,0.005,0.00952207,0.101728,0.147897,0.0271492,0.0258693,0.203193,0.015,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.11,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.677905,4.68996,0,0.655141,0,0,0.0376,0.0147,0,0.0372,0,0
ago-97,0.06712,0.017925,0.525709,1.6824,0.585566,5.25698,1.82123,0,0.04105,0.320396,0.0559786,0.585,1.9725,0.01366,0,0.418,0.365704,1.136,4.63896,0.470979,2.783,0.581997,1.454,0.806,0.0909999,0.0327087,0.360928,0.510891,0.110006,0.149236,0.472386,0.04,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,5.25698,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,3.11516,11.08,0,6.09326,0,0,0.0376,0.0147,0,0.0372,0.492662,0
sept-97,0.06712,0.017925,0.791944,2.53442,0.882118,0.044,0.259688,0,0.04105,0.320395,0,0.585,1.9725,0.00105432,0,0.418,0.594437,0.008,0.008,0.765563,0.005,0.002,0.005,0.003,0.002,0.00528522,0.054365,0.0855548,0.0217337,0.0213831,0.0668372,0.003,0.01412,0.01,0.0073,0.3048,0.0357963,0.13939,0.07146,0.0627,0.2618,0,0.044,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,4.24711,18.01,0,8.40181,0,0,0.0376,0.0147,0.034615,0.0372,0,0.039022
oct-97,0.06712,0.017925,0.805798,2.57876,0.897547,0.178,0.664468,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.01366,0,0.418,0.737071,0.016,0.0469997,0.949257,0.028,0.013,0.033,0.022,0.008,0.0137799,0.149326,0.232049,0.0482695,0.0561503,0.171963,0.012,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.178,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,4.25478,22.34,0,10.3621,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0417772
nov-97,0.06712,0.017925,1.14359,3.65976,1.2738,0,0.225816,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0,0,0.418,1.69642,0,0,2.18478,0,0,0,0,0,0,0,0,0,0.012411,0.0580401,0.002,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,5.20166,51.4097,0,23.352,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.191829
dic-97,0.06712,0.017925,1.6014,5.12485,1.78374,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,2.51162,0,0.003,3.23466,0.002,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,6.67372,76.11,0,44.8704,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.229176
ene-98,0.06712,0.017925,1.2486,3.99582,1.39077,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,1.77955,0,0,2.29185,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,5.46442,53.93,0,33.3425,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.207855
feb-98,0.06712,0.017925,0.535189,1.71274,0.596127,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.63466,0.001,0.006,0.817365,0.004,0,0,0,0,0,0,0.0577261,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,3.01488,19.23,0,8.12285,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.119161
mar-98,0.06712,0.017925,0.4518,1.44587,0.503241,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.217864,0,0.002,0.280582,0.001,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,2.26655,6.59999,0,3.24564,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0651365
abr-98,0.06712,0.017925,0.0821497,0.2629,0.0915035,0.039,0.217347,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.00257096,0,0.418,0.296912,0.013,0.025,0.382387,0.015,0.005,0.013,0.009,0.002,0.00501119,0.0513017,0.0937843,0.0163182,0.0168971,0.055841,0.001,0.01412,0.01,0.0073,0.3048,0.0317106,0.13939,0.07146,0.0627,0.2618,0,0.039,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.44319,9,0,2.31754,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.024766
may-98,0.06712,0.017925,0,0,0,0.02,0.208879,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0.00107025,0,0.418,0.214478,0.002,0.002,0.276222,0.001,0.003,0.008,0.006,0.001,0.0039151,0.0390487,0.0436328,0,0.0118502,0.0536417,0.001,0.01412,0.01,0.0073,0.3048,0.0207319,0.13939,0.07146,0.0627,0.2618,0,0.02,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.1116,6.5,0,0.439315,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.0160826
jun-98,0.06712,0.017925,0.0950976,0.304336,0.105926,0.075,0.268157,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0.01366,0,0.418,0.169268,0.005,0.017,0.217997,0.01,0.007,0.018,0.012,0.003,0.00716123,0.0753364,0.0957901,0.0195675,0.0197009,0.0690367,0.003,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.075,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.24533,5.12998,0,0.4186,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0
jul-98,0.06712,0.017925,0.21952,0.702516,0.244515,0,0,0,0.04105,0.320396,0,0.585,1.9725,0,0,0.418,0.145466,0,0,0.187342,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.867335,4.40998,0,0.143014,0,0,0.0376,0.0147,0.034615,0.0372,0.492662,0.0232122
ago-98,0.00537938,0.017925,0.21234,0.679536,0.236517,0,0,0.165186,0.0018075,0.0453047,0.0559786,0.585,1.9725,0,0,0.0455271,0.136439,0,0,0.175717,0,0,0,0,0,0,0,0,0,0.0110652,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.0239929,0,0,0,0.331791,0.0247935,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.00486703,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.295355,4.12997,0,0.127091,0,0.0270478,0.0376,0.0147,0.034615,0.0372,0.492662,0.0342651
sept-98,0.00768041,0.017925,0.196963,0.630328,0.21939,0.021,0.208879,0.165186,0.00322125,0.0679641,0.0559786,0.585,1.9725,0.00171096,0,0.0681563,0.12463,0,0.002,0.160508,0.001,0.004,0.009,0.006,0.001,0.00391512,0.0390486,0.0757809,0,0.0118502,0.0536416,0.001,0.01412,0.01,0.0073,0.3048,0.0196307,0.13939,0.07146,0.0627,0.0382138,0,0.021,0,0.314697,0.0374692,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.00767862,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.689082,3.78,0,0.179452,0,0.0403538,0.0376,0.0147,0.034615,0.0372,0.492662,0.0535777
oct-98,0.017712,0.017925,0.20008,0.640304,0.222861,0,0,0.165186,0.00714667,0.320396,0.0559786,0.585,1.9725,0,0,0.274568,0.152694,0,0,0.196651,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.0170619,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,1.17831,4.62997,0,0.0966909,0,0.0791784,0.0376,0.0147,0.034615,0.0372,0.492662,0.105165
nov-98,0.0323777,0.00413627,0.206501,0.660853,0.230014,0,0,0.165186,0.0125618,0.211213,0.0559786,0.585,1.9725,0,0,0.246909,0.118261,0,0,0.152306,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.147102,0,0,0,0.169077,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.0306889,0.125472,0.1731,0.0372,0.245904,0.41808,0.1204,0.134583,1.55056,3.58,0,0.109357,0,0.147093,0.0376,0.0147,0.034615,0.0372,0.492662,0.19474
dic-98,0.0370332,0.00437308,0.21115,0.675728,0.235192,0,0,0.0977973,0.0141967,0.234823,0.0559706,0.293969,1.45871,0,0,0.260868,0.103524,0,0,0.133327,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.304699,0,0.139342,0.0562648,0.0581398,0.165332,0,0,0,0.182823,0.142847,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.0145322,0.114831,0.180447,0.0354466,0.142531,0.127071,0.0371848,0.178133,0.41808,0.1204,0.11064,0.998376,3.14,0,0.147989,0,0.165966,0.0376,0.0147,0.034615,0.0372,0.490023,0.206831
ene-99,0.0274563,0.00294943,0.18108,0.579499,0.201698,0,0,0.0727837,0.0104154,0.173737,0.0535045,0.22232,1.07488,0,0,0.176556,0.0912395,0,0,0.117506,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.232909,0,0.124643,0.0414568,0.0405876,0.120423,0,0,0,0.12845,0.100048,0.0117326,0.00711,0.051824,0.10815,0.2336,0.069843,0.0126799,0.0847706,0.0837767,0.0262701,0.106017,0.122929,0.0371898,0.129189,0.274225,0.0534089,0.0763857,0.468153,2.76,0,0.123236,0,0.120639,0.0376,0.0147,0.034615,0.0372,0.390814,0.139949
feb-99,0.0248303,0.00185098,0.161886,0.518072,0.180319,0,0,0.0695484,0.00884345,0.158649,0.0361614,0.206703,0.949804,0,0,0.131962,0.082488,0,0,0.106235,0,0,0,0,0,0,0,0,0,0,0,0,0.00329905,0.000332194,0.0073,0.20375,0,0.0905981,0.0373734,0.0302984,0.101969,0,0,0,0.097732,0.0793242,0.00820314,0.000999822,0.0127121,0.0864335,0.226701,0.0116621,0.00765255,0.0771483,0.0576157,0.0237491,0.0966257,0.0879759,0.0338425,0.109156,0.214796,0.0426471,0.0507325,0.512537,2.5,0,0.0845676,0,0.100923,0.0146246,0.0147,0.00363874,0.00300581,0.403165,0.0902646
mar-99,0.0210007,0.00129482,0.17709,0.56673,0.197254,0.008,0.210573,0.0588644,0.00767056,0.136236,0.021352,0.191715,0.872597,0.00187687,0,0.107038,0.0838411,0.005,0.00899996,0.107977,0.005,0,0,0,0,0.00315629,0.0305658,0.0617384,0,0.0135325,0.0540815,0.001,0.00125903,0.000126776,0.0073,0.186519,0.00917188,0.0842557,0.0312121,0.0223818,0.0884881,0,0.008,0,0.0775906,0.0679915,0.00566494,0.000383653,0.00482879,0.0698178,0.214369,0.00447498,0.00479125,0.0645415,0.0401848,0.0219047,0.0851072,0.0497085,0.0288574,0.0946529,0.184344,0.0364492,0.0379541,0.0492664,2.54,0,0.0989871,0,0.0810619,0.0118132,0.0147,0.00135395,0.00125752,0.397422,0.0651365
abr-99,0.0111282,0.000729808,0.189689,0.607049,0.211287,0.006,0.208879,0.0301336,0.00409367,0.0788413,0.0102252,0.109853,0.48341,0.00192507,0,0.060843,0.0785069,0.005,0.009,0.101107,0.005,0.002,0.004,0.003,0,0.00300873,0.0289163,0.0597323,0.0157766,0.0118502,0.0536416,0.001,0.000577056,5.81059E-05,0.0073,0.3048,0.00947185,0.13939,0.0464129,0.0111192,0.0473412,0,0.006,0,0.0412138,0.0360225,0.00232892,0.00711,0.00143536,0.0373843,0.2336,0.00153686,0.00204912,0.0343544,0.0190411,0.0111559,0.0454965,0.0265835,0.0372,0.0484676,0.103515,0.0190979,0.134583,0.13894,2.38,0,0.0100343,0,0.0427319,0.0376,0.0147,0.000550043,0.000550826,0.492662,0.0334995
may-99,0.00262956,0.000191234,0.20113,0.643664,0.224031,0.027,0.344371,0.00510977,0.000965115,0.0267339,0.00249722,0.0401071,1.17529,0.000717219,0,0.0207331,0.0755167,0.004,0.01,0.0972562,0.006,0.001,0.003,0.002,0.001,0.00433669,0.0437612,0.0637444,0.0152351,0.0219439,0.0888303,0.004,0.01412,0.01,0.0073,0.3048,0.0257587,0.13939,0.07146,0.00264712,0.0117643,0,0.027,0,0.0122531,0.0112567,0.03544,0.00711,0.051824,0.0479507,0.2336,0.00041994,0.00049846,0.00561304,0.0039299,0.00339815,0.0109594,0.00684072,0.0372,0.0112724,0.0272284,0.0658129,0.134583,0.415423,2.29,0,0.190277,0,0.00674276,0.0376,0.0147,0.00015696,0.000179838,0.492662,0.00903948
jun-99,0,0,0.189286,0.60576,0.210838,0.079,0.784715,0,0,0,0,0,1.52314,0,0,0,0.081125,0.013,0.036,0.104479,0.022,0.011,0.027,0.018,0.004,0.00743526,0.0783997,0.186063,0.03094,0.0275515,0.203194,0.016,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0,0,0,0.079,0,0,0,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0,0,0.18187,0,0,0,0.0372,0,0.41808,0.1204,0.134583,0.315124,2.46,0,0.275373,0,0,0.0376,0.0147,0.034615,0.0372,0.492662,0
jul-99,0.00245842,0.000380171,0.17623,0.563978,0.196296,0.002,0.318966,0,0.00100989,0.0273461,0,0.357597,1.9725,0.000444823,0,0.0293191,0.080541,0,0.002,0.103727,0.001,0,0,0,0,0.00275579,0.0260887,0,0.0125273,0.0174578,0.0822323,0.004,0.01412,0.01,0.0073,0.3048,0.00917832,0.13939,0.07146,0.00444425,0.0127681,0,0.002,0,0.0149242,0.0122961,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.00091881,0.00708857,0.209483,0.00194588,0,0,0.0372,0.0118962,0.41808,0.1204,0.134583,0.543126,2.44,0,0.00519769,0,0,0.0376,0.0147,0.034615,0.0372,0,0.0189863
ago-99,0,0,0.15312,0.49002,0.170554,0.25,1.0557,0,0,0,0,0,1.33716,0.01366,0,0,0.0830216,0.024,0.0619997,0.106922,0.037,0.019,0.0469997,0.031,0.011,0.0182487,0.199281,0.211937,0.07643,0.0701691,0.273571,0.022,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0,0,0,0.25,0,0,0.0336272,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0,0.21049,0,0,0,0.0372,0,0.41808,0.1204,0.134583,0.734816,2.52,0,0.924059,0,0,0.0376,0.0147,0.034615,0.0372,0.492662,0
sept-99,0.06712,0.017925,0.231529,0.740945,0.25789,0.226,0.793183,0,0.04105,0.320395,0,0.585,1.9725,0.01366,0,0.418,0.19118,0.031,0.655,0.246216,0.392998,0.022,0.054,0.036,0.01,0.0162883,0.177367,0.220064,0.0383051,0.0707299,0.205393,0.016,0.01412,0.01,0.0073,0.3048,0.04812,0.13939,0.07146,0.0627,0.2618,0,0.226,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.524406,5.78997,0,1.34348,0,0,0.0376,0.0147,0.034615,0.0372,0,0
oct-99,0.06712,0.017925,0.24717,0.791002,0.275313,0.015,0.454454,0,0.04105,0.320396,0,0.585,1.9725,0.00159584,0,0.418,0.492167,0.004,0.007,0.633852,0.004,0.003,0.007,0.005,0.001,0.00359894,0.0355142,0.0797932,0.0222752,0.0185794,0.117421,0.007,0.01412,0.01,0.0073,0.3048,0.014444,0.13939,0.07146,0.0627,0.2618,0,0.015,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0,0,0.0372,0.3245,0.41808,0.1204,0.134583,0.296098,14.91,0,0.402964,0,0,0.0376,0.0147,0.034615,0.0372,0,0.086853
nov-99,0.06712,0.017925,0.151301,0.484198,0.168528,0,0,0.165186,0.04105,0.320395,0.0559786,0.585,1.9725,0,0,0.418,0.581678,0,0,0.749132,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.415197,17.63,0,0.298262,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.191829
dic-99,0.06712,0.017925,0.08606,0.275413,0.0958587,0,0,0.165186,0.04105,0.320396,0.0559786,0.585,1.9725,0,0,0.418,0.249374,0,0,0.321163,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0627,0.2618,0,0,0,0.3665,0.198,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.05824,0.20685,0.21049,0.11222,0.1974,0.1731,0.0372,0.3245,0.41808,0.1204,0.134583,0.4264,7.56,0,0.184004,0,0.27615,0.0376,0.0147,0.034615,0.0372,0.492662,0.229176
ene-00,0.0404959,0.00435019,0.0470897,0.150699,0.0524515,0,0,0.1081,0.015362,0.258191,0.0559786,0.33039,1.69057,0,0,0.262225,0.142847,0,0,0.18397,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.3048,0,0.13939,0.07146,0.0602816,0.178855,0,0,0,0.190777,0.148593,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.0134535,0.125903,0.119557,0.0387465,0.157458,0.122929,0.0372,0.191988,0.41808,0.1204,0.134583,0.762683,4.3287,0.0854932,0.131472,0.0138467,0.179175,0.0376,0.0147,0.034615,0.0372,0.492662,0.207855
feb-00,0.0278884,0.00207158,0.0435065,0.139233,0.0484602,0,0,0.0776504,0.00993261,0.178229,0.0403014,0.232214,1.06703,0,0,0.148235,0.1202,0,0,0.154802,0,0,0,0,0,0,0,0,0,0,0,0,0.01412,0.01,0.0073,0.228897,0,0.10178,0.0419821,0.0340346,0.114543,0,0,0,0.109784,0.089106,0.03544,0.00711,0.051824,0.10815,0.2336,0.069843,0.00858149,0.0860935,0.0647375,0.026674,0.108541,0.0843406,0.0371962,0.122628,0.241964,0.1204,0.0569939,0,3.64241,0.00034239,0.0959223,5.68997E-05,0.112658,0.0376,0.0147,0.034615,0.0372,0.452923,0.101396
mar-00,0.0222529,0.00129482,0.03532,0.113032,0.0393414,0,0,0.0618852,0.00792308,0.144628,0.0244011,0.195536,0.872597,0,0,0.107038,0.107974,0,0,0.139057,0,0,0,0,0,0,0,0,0,0,0,0,0.00125903,0.000126776,0.0073,0.186519,0,0.13939,0.0330509,0.0231241,0.0913474,0,0,0,0.0798214,0.0679915,0.00566494,0.000383653,0.00482879,0.0710872,0.2336,0.00447498,0.00479125,0.0681604,0.0401848,0.0219047,0.0874007,0.0547739,0.0295551,0.0968655,0.184344,0.0364492,0.0379541,0.132387,3.27193,0,0.0673159,0,0.0878472,0.0348343,0.0147,0.00135395,0.00125752,0.419156,0.0651365
abr-00,0.0288616,0.00770775,0.030132,0.0964294,0.0335628,0,0,0.07103,0.0176515,0.13777,0.0240708,0.25155,0.848175,0.00144731,0,0.17974,0.103103,0.005,0.015,0.132784,0.009,0.003,0.008,0.006,0,0.00296658,0.0284451,0.089772,0,0.0112895,0,0,0.0060716,0.0043,0.003139,0.131064,0.00713398,0.0599377,0.0307278,0.026961,0.112574,0,0,0,0.157595,0.08514,0.0152392,0.0030573,0.0222843,0.0465045,0.100448,0.0300325,0.0250432,0.0889455,0.0905107,0.0482546,0.084882,0.074433,0.015996,0.139535,0.179774,0.051772,0.0578707,0.220148,3.12433,0.0768414,0.0765131,0.0273783,0.118744,0.016168,0.006321,0.0148844,0.015996,0.211845,0.0334995
may-00,0.00816246,0.00770775,0.01437,0.0459872,0.0160062,0,0.57301,0.07103,0.0176515,0.13777,0.0240708,0.25155,0.848175,0.0058738,0,0.17974,0.0899089,0.008,0.027,0.115792,0.016,0.006,0.015,0.01,0.004,0.00760391,0.0802849,0.113845,0.0461033,0.0488601,0.148211,0.01,0.0060716,0.0043,0.003139,0.131064,0.0206916,0.0599377,0.0307278,0.026961,0.112574,0,0,0,0.157595,0.00299992,0.0152392,0.0030573,0.0222843,0.0465045,0.100448,0.0300325,0.0250432,0.0889455,0.0905107,0.00116806,0.084882,0.074433,0.015996,0.139535,0.179774,0.051772,0.0578707,0.170765,2.72451,0.0446016,0.354162,0.025643,0.118744,0.016168,0.006321,0.0148844,0.015996,0.211845,0
jun-00,0.03356,0.0089625,0.0378407,0.121099,0.0421489,0.051,2.45296,0,0.020525,0.160198,0,0.2925,0.98625,0.00683,0,0.209,0.106117,0.047,0.299,0.136666,0.179,0.0489996,0.122,0.081,0.024,0.0356808,0.394151,0.725486,0.166868,0.164377,0.636451,0.057,0.00706,0.005,0.00365,0.1524,0.02406,0.069695,0.03573,0.03135,0.1309,0,0.051,0,0.18325,0.099,0.01772,0.003555,0.025912,0.054075,0.1168,0.0349215,0.02912,0.103425,0.105245,0.05611,0,0,0.0186,0.16225,0.20904,0.0602,0.0672915,0.374623,3.21566,0.366171,2.46875,0.167379,0,0.0188,0.00735,0.0173075,0.0186,0.246331,0
