,0,1,2,3,4,5,6,7
2000-01-01,0.0,0.0,6.918396268572125e-08,4.032399596237555e-07,6.06624746485375e-07,1.412332057952881e-06,3.299971883611162e-06,3.299971883611162e-06
2000-01-02,4.23591484377539e-06,4.23591484377539e-06,1.7176186020151363e-06,1.7176186020151363e-06,1.8498473361584945e-06,1.9264516028918233e-06,1.7876771622017148e-06,1.7876771622017148e-06
2000-01-03,1.5372037882599443e-05,1.5372037882599443e-05,3.3400314189841704e-05,1.7406228107037622e-05,1.1275286555605572e-05,8.157383306904753e-06,2.813131305245189e-06,2.813131305245189e-06
2000-01-04,0.0007154286089416928,0.0007154286089416928,0.002058063323726769,0.0015112004992388613,0.0012241062428977167,0.001055225504272295,0.000800607804789315,0.000800607804789315
2000-01-05,0.0013757515746988247,0.0013757515746988247,0.0012087691623605679,0.001419572982226283,0.0015242556317270127,0.001574065818795754,0.0014916344399170539,0.0014916344399170539
2000-01-06,0.0013417184351851574,0.0013417184351851574,0.0012297177597566762,0.0013497419836021325,0.0013980250919021912,0.001374135288222905,0.0011170133138712788,0.0011170133138712788
2000-01-07,0.0002459347247167898,0.0002459347247167898,5.877472096385428e-05,8.177917168989261e-05,0.00010556192112313145,0.00012110926879110844,0.00015468220831033874,0.00015468220831033874
2000-01-08,1.4424323921957694e-05,1.4424323921957694e-05,1.2814997489840607e-06,1.4148833138167944e-06,2.147496243212177e-06,3.4839997455161546e-06,5.889770482839553e-06,5.889770482839553e-06
2000-01-09,6.601081452117796e-06,6.601081452117796e-06,1.713500580535765e-06,1.8717799878509028e-06,2.773873313954617e-06,4.0383526569795245e-06,9.705836572801805e-06,9.705836572801805e-06
2000-01-10,1.519918441772461e-06,1.519918441772461e-06,0.0,0.0,2.644574682867161e-07,4.1501088575883346e-07,1.1412672294202701e-07,1.1412672294202701e-07
2000-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-12,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07
2000-01-13,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06,3.010033651662525e-06
2000-01-14,1.884279186015192e-06,1.884279186015192e-06,8.710002248335513e-07,8.710002248335513e-07,1.0464575836006995e-06,1.139519149546686e-06,9.467189160162423e-07,9.467189160162423e-07
2000-01-15,4.351138045421976e-07,4.351138045421976e-07,1.2735667580511203e-05,2.4973873582727786e-05,3.009829087815435e-05,3.4035389971284704e-05,5.218234162855371e-05,5.218234162855371e-05
2000-01-16,0.000468391179936134,0.000468391179936134,0.0011150923512207643,0.001986334672685976,0.0023468778400895203,0.0026712037215510134,0.003929681301938728,0.003929681301938728
