Nodes and Reaches,Afluente Embalse Paloma  0 \ Headflow,CL_02  0 \ Headflow,CL_10  0 \ Headflow,CL_Cogoti  0 \ Headflow,CL_Guatulame  0 \ Headflow,CL_Pama  0 \ Headflow,Quebrada Seca  0 \ Headflow,Rio Cogoti  0 \ Headflow,Rio Combarbala  0 \ Headflow,Rio Grande  0 \ Headflow,Rio Guatulame  0 \ Headflow,Rio Hurtado  0 \ Headflow,Rio Limari  0 \ Headflow,Rio Mostazal  0 \ Headflow,Rio Pama  0 \ Headflow,Rio Ponio  0 \ Headflow,Rio Rapel  0 \ Headflow,Rio Tascadero  0 \ Headflow,Río Turbio  0 \ Headflow
Feb-16,0,0.00009,0,0,0,0,0,0.712944,0.068647,2.24,0,1.01119,0,0.429997,0.021,0,0.15,0.769999,0
Mar-16,0,0.528636,0,0,0,0,0,0.459025,0.0197235,1.8,0,0.839102,0,0.35,0.021,0,0.04,0.439998,0
Apr-16,0,1.02711,0,0,0.09,0,0,0.604123,0.108824,1.93,0,1.28547,0,0.72,0.011,0,0.89,0.49,0
May-16,0,0.750568,0,0,0,0,0,0.0624165,0.127972,1.83,0,1.67017,0,0.809999,0.021,0,1.15,0.55,0
Jun-16,0,2.12865,0,0,0,1.23254,0,3.29307,0.476268,3.24,0,2.31781,0,1.8,0.430999,1.5767,2.01,1.32,0
Jul-16,0,1.05103,0,0.227,0,3.008,0,0.187421,0.436834,2.79,0,1.26989,0,1.25,0.033,1.2606,1.52,1.34,0
Aug-16,0,1.83276,0,0,0,0,0,2.67849,0.676835,3.68,0,1.8033,0,1.22,0.151,2.18295,1.3,1.68,0
Sep-16,0,1.97504,0,0,0,0,0,2.74987,0.966836,5.7,0,1.75171,0,0.96,0.390999,3.4239,1.18,2.48,0
Oct-16,0,2.939,0,0,0,0,0,3.70987,1.46683,7.19997,0,2.26017,0,0.839998,0.341,5.73488,1.34,3.04,0
Nov-16,0,2.7504,0,0.16496,0,0,0,2.47987,1.32684,7.13997,0,3.32654,0,0.87,0.171,5.40517,1.75,2.97,0
Dec-16,0,0.789438,0,0.16,0,0,0,1.08404,0.596836,4.15998,0,3.2647,0,0.539998,0.0509999,2.74379,1.76,1.21,0
Jan-17,0,0.46623,0,0.03,0,0,0,0.537258,0.0787144,2.62,0,2.40317,0,0.23,0.021,0.511178,1.01,0.619997,0
Feb-17,0,0.37949,0,0.02,0,0,0,0.419911,0.0197523,2.08,0,1.62367,0,0.14,0.033,2.26342,0.4,0.469998,0
Mar-17,0,0.758117,0,0.02,0,0,0,0.400182,0.0198027,1.76,0,1.16075,0,0.13,0.021,0,0.29,0.429999,0
Apr-17,0,0.871829,0,0.1,0,0,0,0.370587,0.0198231,1.61,0,1.30885,0,0.0859996,0.011,0,0.52,0.4,0
May-17,17.31,2.40643,0.785398,5.25,16.0694,7.53999,0,0.18708,0.417265,2.28,0,2.80466,0,0.719997,1.361,0,3.29,1.035,0
Jun-17,11.42,1.02943,0,3.36,8.76817,2.58,0,0.186913,0.57663,3.18,0,4.5586,0,1.15,0.910999,0,2.78,1.3,0
Jul-17,7.57997,5.67174,0,3.31,5.81523,0,0,0.18691,0.686834,3.16,0,3.04958,0,1.42,0.740998,0,2.99,1.4,0
Aug-17,1.83,0.49981,0,0.879999,1.22039,0,0,1.59664,0.0688428,2.88,0,2.65233,0,1.23,0.022,1.88777,2.46,1.36,0
Sep-17,0.35,1.08374,0,0.71,0.204156,0,0,1.93987,0.0985269,3.64,0,3.35802,0,1.17,0.033,0,1.71,1.73,0
Oct-17,1.38,1.50159,0,0,0.706325,0,0,2.70987,0.157541,4.44997,0,4.02628,0,0.939998,0.0539998,0,1.7,2.32,0
Nov-17,1.69,0.681289,0,0.49,1.51808,0,0,3.57652,1.9297,4.13997,0,3.54629,0,0.96,0.075,3.74939,1.15,3.38,0
Dec-17,0.15,0,0,0,0,0,0,1.92673,1.00975,2.81,0,1.06033,0,0.509999,0.321,0,0.879999,2,0
Jan-18,0.23,0,0,0,0,0,0,0.818831,0.20991,2.11,0,1.12896,0,0.1,0.021,0,0.21,0.819997,0
Feb-18,0.09,0.657259,0,0,0,0,0,0.439253,0.0399171,1.56,0,0.829439,0,0.03,0.011,0,0.13,0.36,0
Mar-18,0.12,0.670359,0,0,0,0,0,0.369295,0.0299541,1.53,0,0.867839,0,0.04,0.033,0,0.1,0.409999,0
Apr-18,0.14,0.972978,0,0,0,0,0,0.339368,0.0298934,1.39,0,1.1136,0,0.26,0.033,0,0.37,0.37,0
May-18,0,1.01336,0,0.14,0,0,0,0.329489,0.0298276,1.39,0,1.3824,0,0.729999,0.022,0,0.829999,0.459999,0
Jun-18,0,1.26004,0,1.76,0.331098,0,0,0.657302,0.129816,1.58,0,1.77408,0,1.38,0.043,0,1.32,0.569996,0
Jul-18,0,1.37351,0,0.07,0.244112,0,0,0.549167,0.149279,1.53,0,1.36704,0,1.1,0.022,0,0.739998,0.55,0
Aug-18,0,1.13878,0,0,0.104497,0,0,0.386407,0.109198,1.61,0,0.913919,0,0.0859999,0.022,0,0.31,0.439998,0
Sep-18,0,0,0,0.09,0.0684757,0,0,0.39593,0.108897,1.9,0,0.64512,0,0.28,0.022,0,0.32,0.585,0
Oct-18,0,0,0,0.09,0,0,0,0.541341,0.0889468,3.47,0,0.506877,0,0.16,0.022,0,0.12,0.729999,0
Nov-18,0,0.390359,0,0.03,0,0,0,0.445419,0.0889663,2.07,0,0.46848,0,0.08,0.022,0.599217,0.104,0.43,0
Dec-18,0,1.14775,0,0.02,0,0,0,0.27127,0.0395923,1.8,0,0.445438,0,0.03,0.022,0,0.104,0.23,0
Jan-19,0,1.78891,0,0.0899996,0,0,0,0.290655,0.00989511,1.38,0,0.391678,0,0.05,0.022,0,0.104,0.2,0
Feb-19,0,3.04373,0,0.01,0,0,0,0.193715,0.0099157,1.26,0,0.20736,0,0.02,0.022,0,0.104,0.17,0
Mar-19,0,1.62156,0,0,0,0,0,0.174325,0.0695187,1.08,0,0.422398,0,0.0859999,0.022,0,0.104,0.14,0
Apr-19,0,0.0515799,0,0.151,0,0,0,0.106298,0.069499,1.22,0,0.537596,0,0.07,0.022,0,0.104,0.23,0
May-19,0,0.12355,0,0.150999,0.023149,0,0,0,0.0694488,1.31,0,0.725758,0,0.16,0.022,0.1207,0.104,0.25,0
Jun-19,0,0.15554,0,0,0,0,0,0.0619823,0.0396105,1.42,0,0.91392,0,0.25,0.012,0,0.052,0.29,0
Jul-19,0,0.03146,0,0.02,0,0,0,0.061688,0.0395737,1.31,0,0.821759,0,0.19,0.012,0.25578,0.0519997,0.26,0
Aug-19,0,0.433598,0,0.02,0.0719963,0,0,0.0607723,0.0395061,0.939998,0,0.645116,0,0.0429999,0.012,0.11248,0.0519997,0.23,0
Sep-19,0,0.17822,0,0.02,0.0719996,0,0,0.0622709,0.0394551,0.9,0,0.522238,0,0.06,0.012,0,0.052,0.19,0
Oct-19,0,0.256747,0,0.01,0.0511783,0,0,0.0975474,0.0394662,0.779999,0,0.29952,0,0.04,0.012,0,0.0519997,0.09,0
Nov-19,0,0.232779,0,0.00174,0.0101462,0,0,0.0680713,0.0394508,0.65,0,0.13824,0,0.02,0.012,0,0.052,0.12,0
Dec-19,0,0.135945,0,0,0.077696,0,0,0.124489,0.0691174,0.579999,0,0.471856,0,0.02,0.022,0,0.104,0.13,0
Jan-20,0,0.10809,0,0,0,0,0,0.0287923,0.0207442,0.559999,0,0.420247,0,0.02,0.015,0,0.028,0.23,0
Feb-20,0,0.452989,0,0,0,0,0,0.0193053,0.0395262,0.509998,0,0.02304,0,0.02,0.012,0,0.0519999,0.2,0
Mar-20,0,0.53386,0,0,0,0,0,0.0192921,0.0395255,0.519997,0,0.03072,0,0.02,0.012,0.915379,0.0519997,0.2,0
Apr-20,0,0.238749,0,0,0,0,0,0.0194644,0.039511,0.6,0,0.0921597,0,0.02,0.012,0.434695,0.052,0.2,0
May-20,0,0,0,0,0,0,0,0.0480669,0.0395051,0.679999,0,0.20736,0,0.04,0.012,0.021602,0.0519997,0.205,0
Jun-20,0,0,0,0,0,0,0,0.117105,0.0394884,0.93,0,0.514556,0,0.04,0.021,0,0.33,0.21,0
Jul-20,0,0,0,0,0,0,0,0.0617778,0.0394725,1.15,0,0.34944,0,0.1,0.211,0,0.18,0.25,0
Aug-20,0,0,0,0,0.0204134,0,0,0.223093,0.0394643,1.06,0,0.18432,0,0.07,0.0609999,0,0.03,0.27,0
Sep-20,0,0,0,0.0425999,0.0461327,0,0,0.190362,0.0394572,1.02,0,0.1536,0,0.08,0.021,0,0,0.22,0
Oct-20,0,0,0,0.0619997,0.0719993,0,0,0.179944,0.0197261,0.879999,0,0.12288,0,0.03,0.011,0,0,0.2,0
Nov-20,0,0,0,0,0.0291689,0,0,0.0756833,0.0197388,0.689996,0,0.0614398,0,0.02,0.001,0,0.052,0.19,0
Dec-20,0,0.0700239,0,0,0.023819,0,0,0.0188851,0.0197403,0.529999,0,0.02304,0,0.02,0.001,0,0.0519997,0.14,0
Jan-21,0,0.566529,0,0,0,0,0,0.0191327,0.00987684,0.539998,0,0.00768,0,0.0429999,0.001,0,0,0.13,0
Feb-21,0,0.549219,0,0,0,0,0,0.00961278,0.00985794,0.519998,0,0.00767998,0,0.0429998,0.001,0,0,0.13,0
Mar-21,0,0.0828356,0,0,0,0,0,0.00958511,0.00985377,0.519997,0,0.00768,0,0.0429999,0.001,0,0,0.14,0
Apr-21,0,0,0,0,0,0,0,0.0177968,0.00985377,0.63,0,0.0537596,0,0.0429996,0.001,0,0,0.12,0
May-21,0,0.256,0,0,0,0,0,0.0180837,0.039561,0.75,0,0.22272,0,0.0429999,0.012,0,0,0.0409999,0
Jun-21,0,0,0,0,0,0,0,0.0287072,0.247288,0.9,0,0.36864,0,0.216,0.021,0,0.98,0.41,0
Jul-21,0,0.584032,0,0,0,0,0,0.0486039,0.246372,0.929999,0,0.33024,0,0.216,0.211,0,1.27,0.4,0
Aug-21,0,1.10245,0,0,0,0,0,0.0677263,0.323513,0.719997,0,0.3072,0,0.216,0.0609999,0,0.829999,0.429999,0
Sep-21,0,0,0,0,0,0,0,0.0873402,0.126461,0.431667,0,0.20736,0,0.173,0.021,0,0.08,0.36,0
Oct-21,0,0,0,0,0,0,0,0.116446,0.126716,0.386664,0,0.13824,0,0.173,0.011,0,0.07,0.14,0
Nov-21,0,0,0,0,0,0,0,0.028826,0.139826,0.35,0,0.0460799,0,0.13,0.001,0,0.01,0.1,0
Dec-21,0,0,0,0,0,0,0,0.00963653,0.109942,0.28,0,0.00768,0,0.173,0.001,0,0.208,0.07,0
Jan-22,0,0,0,0,0,0,0,0.00450374,0.0999557,0.26,0,0.00768,0,0.173,0.001,0,0.208,0.06,0
Feb-22,0,0,0,0,0,0,0,0.00153717,0.0599581,0.27,0,0.00767998,0,0.173,0.001,0,0.208,0.06,0
Mar-22,0,0,0,0,0,0,0,0.00177981,0.0599565,0.29,0,0.00768,0,0.173,0.001,0,0.208,0.06,0
Apr-22,0,0,0,0,0,0,0,0.0013613,0.829863,0.32,0,0.00767998,0,0.527998,0.001,0,1.225,0.07,0
