,0,1,2,3,4,5,6,7,8
2023-03-29,8.52346317969932e-07,8.52346317969932e-07,9.988493169128114e-07,1.5053933240770037e-06,5.195284878256311e-06,3.452731205123512e-06,4.139177988497767e-06,3.02791585227169e-06,3.02791585227169e-06
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,8.598762555322992e-07,8.598762555322992e-07,8.598762555322992e-07,8.598762555322992e-07,8.598762555322992e-07,8.598762555322992e-07,8.598762555322992e-07,8.598762555322992e-07,8.598762555322992e-07
2023-04-02,3.4217900974908844e-06,3.4217900974908844e-06,3.4217900974908844e-06,3.4217900974908844e-06,3.4217900974908844e-06,3.4217900974908844e-06,3.4217900974908844e-06,3.4217900974908844e-06,3.4217900974908844e-06
2023-04-03,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07
2023-04-04,0.0,0.0,2.4787103286897295e-06,6.736771574298155e-06,1.1254876267676263e-05,4.41070844435833e-05,5.602000428618287e-05,3.726780414581298e-05,3.726780414581298e-05
2023-04-05,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07
2023-04-06,7.99094375811125e-06,9.362272617528257e-06,1.1845620392950297e-05,1.4852587748499753e-05,2.935230731964112e-05,1.4481195331325193e-05,1.6596891897187813e-05,1.802295446395874e-05,1.802295446395874e-05
2023-04-07,8.573618401896965e-07,8.573618401896965e-07,8.875153683967755e-07,9.786688660250486e-07,1.1563005602445727e-06,1.9710252511890625e-06,2.8858494093262813e-06,4.4112887849223625e-06,4.4112887849223625e-06
2023-04-08,2.143951348898554e-06,2.143951348898554e-06,2.143951348898554e-06,2.143951348898554e-06,2.143951348898554e-06,2.143951348898554e-06,2.143951348898554e-06,2.143951348898554e-06,2.143951348898554e-06
2023-04-09,1.2814997489840607e-06,1.2814997489840607e-06,1.2814997489840607e-06,1.2814997489840607e-06,1.2814997489840607e-06,1.2814997489840607e-06,1.2814997489840607e-06,1.2814997489840607e-06,1.2814997489840607e-06
2023-04-10,8.52346317969932e-07,8.52346317969932e-07,9.155633654589826e-07,1.020960913809053e-06,1.1174116794416694e-06,1.9744302076320938e-06,2.2706366963483813e-06,1.7911194731823343e-06,1.7911194731823343e-06
2023-04-11,2.9921520763309672e-06,2.9921520763309672e-06,2.9921520763309672e-06,2.9921520763309672e-06,2.9921520763309672e-06,2.9921520763309672e-06,2.9921520763309672e-06,2.9921520763309672e-06,2.9921520763309672e-06
2023-04-12,0.0,0.0,0.0,3.088735839695607e-08,2.490733963212157e-07,0.0,0.0,0.0,0.0
2023-04-13,0.0,0.0,0.0,9.895528404458056e-08,8.311147004171135e-07,0.0,0.0,0.0,0.0
2023-04-14,2.084829259872908e-06,2.3997283917009298e-06,2.8772987848594502e-06,4.675760096379412e-06,1.475610370077739e-05,1.3898462484091811e-06,1.080259099260258e-06,1.455843403164181e-06,1.455843403164181e-06
2023-04-15,1.2814997489840607e-06,1.2814997489840607e-06,1.2814997489840607e-06,1.5622347324467928e-06,2.651335253503455e-06,1.2814997489840607e-06,1.2814997489840607e-06,1.2814997489840607e-06,1.2814997489840607e-06
2023-04-16,5.3586771511355004e-05,6.746481342091024e-05,8.706865878421566e-05,8.969849453573596e-05,8.290850248888354e-05,6.297883095082544e-06,4.557911338304737e-06,6.39557828208126e-06,6.39557828208126e-06
2023-04-17,1.7185871570291056e-06,1.7185871570291056e-06,1.7421681191877202e-06,2.7402932312160048e-06,7.805954987741918e-06,2.138288501897241e-06,2.2519200846506314e-06,2.083665606278373e-06,2.083665606278373e-06
2023-04-18,1.7169455190924054e-06,1.7169455190924054e-06,1.7169455190924054e-06,1.7169455190924054e-06,1.7169455190924054e-06,1.7169455190924054e-06,1.7169455190924054e-06,1.7169455190924054e-06,1.7169455190924054e-06
2023-04-19,2.5781586714401783e-06,2.5781586714401783e-06,2.5781586714401783e-06,2.5781586714401783e-06,2.5781586714401783e-06,2.5781586714401783e-06,2.5781586714401783e-06,2.5781586714401783e-06,2.5781586714401783e-06
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-21,1.3018909253572162e-05,1.82597359199695e-05,2.4335954325769088e-05,2.708011171192799e-05,3.8285426844179255e-05,4.642496447591387e-05,6.623555430405431e-05,8.897483348846436e-05,8.897483348846436e-05
2023-04-22,0.0004880247931731374,0.0006410577104765204,0.0007773299610574641,0.0009264647237305504,0.0013108439305249385,0.002318358544767256,0.0029899595881537565,0.0036952346563339233,0.0036952346563339233
2023-04-23,0.0008300803992854429,0.0010197618749690149,0.0012709735418189188,0.0014338635992212142,0.0016978468184912746,0.0023254065999300144,0.003354793915543363,0.004810723662274085,0.004810723662274085
