,0,1,2,3,4,5,6,7,8
2000-01-01,0.0004578785676705,0.0006530967127581,0.000883644427916,0.0010430964017377,0.0013798574801363,0.0006108451083567,0.0004532387573942,0.0003576129674911,0.0003576129674911
2000-01-02,2.3505258169327707e-06,2.5387861800922385e-06,2.9265693768533623e-06,3.831558090990884e-06,7.830503453857284e-06,3.5128117493922857e-06,3.224994339761121e-06,2.656391757227538e-06,2.656391757227538e-06
2000-01-03,8.882974318499679e-06,9.501381300327336e-06,1.2029160549186377e-05,1.690873821464847e-05,3.618633045372336e-05,2.515275449650441e-05,2.277051801664406e-05,9.948015208038896e-06,9.948015208038896e-06
2000-01-04,0.0017231408100099,0.0015060632399831,0.0012706156713239,0.001078163091068,0.0006030033603343,0.0008202328401593,0.0006317864615138,0.0003471985640999,0.0003471985640999
2000-01-05,0.0007964014859268,0.0010545841078124,0.0013363430707393,0.001519976658786,0.0018984034730143,0.0011226241387381,0.0008727327546703,0.0006061513025201,0.0006061513025201
2000-01-06,0.0009687815840852,0.001348944896972,0.0018198714110767,0.0021263207769065,0.0027709033753113,0.0009262427598449,0.0006390703666816,0.0005743533371855,0.0005743533371855
2000-01-07,0.0001749071634788,0.0001875110804926,0.0001858442117764,0.0001899768136327,0.0002126706970153,0.0004106008441286,0.0003712294769749,0.0002000242470785,0.0002000242470785
2000-01-08,4.192676972012888e-05,4.9160868483985286e-05,5.381280914972878e-05,6.002759169811364e-05,8.245809783661898e-05,0.000120295443012,0.0001118993586494,6.961077440337249e-05,6.961077440337249e-05
2000-01-09,1.234743977145052e-05,1.3629484755666156e-05,1.3857395058662576e-05,1.4761709613501862e-05,1.7817156264763803e-05,3.625977075351265e-05,3.231169505962047e-05,1.6808376869903444e-05,1.6808376869903444e-05
2000-01-10,0.0,0.0,8.428939665206756e-09,2.994120699688069e-06,2.0887415393505222e-05,1.3331689778164298e-07,0.0,0.0,0.0
2000-01-11,1.8512732104251256e-06,1.8913115086576864e-06,2.117169023764254e-06,2.2679784344237986e-06,1.5338846281463029e-06,1.2600739326702774e-06,4.573262852730511e-07,1.4901161193847656e-07,1.4901161193847656e-07
2000-01-12,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.623120405076672e-07,4.540665232894053e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07
2000-01-13,3.010033651662525e-06,3.010033651662525e-06,3.0704410525965066e-06,3.855819220881281e-06,6.197168026642579e-06,3.939504602697702e-06,3.4715408382777343e-06,3.1590452636010014e-06,3.1590452636010014e-06
2000-01-14,1.3823453352750603e-06,1.4123199864091562e-06,1.6486702534686989e-06,3.3324767475755177e-06,3.881969760810784e-06,3.513531591576832e-06,8.710002248335513e-07,8.710002248335513e-07,8.710002248335513e-07
2000-01-15,4.351138045421976e-07,4.351138045421976e-07,6.962102451239594e-07,1.3530919750447867e-05,8.087329604943521e-05,4.5647634239211855e-06,4.351138045421976e-07,4.351138045421976e-07,4.351138045421976e-07
2000-01-16,0.0006841505827633,0.000597743415944,0.0005276806425747,0.0004779851406657,0.000427372821693,0.0001015195655081,4.945757567513361e-05,3.865659226676143e-05,3.865659226676143e-05
2000-01-17,2.095636558339576e-05,2.6335336599968775e-05,3.383679411832045e-05,4.034805490159802e-05,5.533500424294616e-05,1.5564201043869712e-05,6.875631518239891e-06,7.289647953712119e-06,7.289647953712119e-06
2000-01-18,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07,8.523463748133508e-07
2000-01-19,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07,8.52346317969932e-07
2000-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-21,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06,1.7106522136600688e-06
2000-01-22,1.7285328794969246e-06,1.7285328794969246e-06,1.7285328794969246e-06,1.8840547074909655e-06,2.8448149000159074e-06,1.7285328794969246e-06,1.7285328794969246e-06,1.7285328794969246e-06,1.7285328794969246e-06
2000-01-23,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06,1.7152830196209834e-06
2000-01-24,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06,1.293522416290216e-06
2000-01-25,1.2874602361989671e-06,1.2874602361989671e-06,1.2934809073884009e-06,1.314658472164437e-06,1.4383807550616232e-06,1.8022115915225328e-06,2.2411345526052173e-06,2.941489128716057e-06,2.941489128716057e-06
2000-01-26,9.457691278444862e-05,0.0001103657991385,0.0001174695353028,0.0001235377992648,0.0001388860891891,0.0002295064354847,0.0001968578117922,0.0001062935389768,0.0001062935389768
2000-01-27,4.351138045421976e-07,4.351138045421976e-07,1.7235374390809444e-06,1.6063900146200117e-05,9.766620348378648e-05,8.984741540699043e-05,0.0001837855404921,0.0002911642192771,0.0002911642192771
2000-01-28,1.6642633376680972e-05,1.476964146883961e-05,1.8600526600386877e-05,6.309612775540586e-05,0.0002995109252351,9.08209896931634e-05,9.611097740283267e-05,4.764253856137657e-05,4.764253856137657e-05
2000-01-29,0.0009320827690155,0.0008152886756378,0.0006576564977245,0.0006166554552392,0.0006249090229519,0.0010532916032033,0.0009051061576053,0.000526155531304,0.000526155531304
2000-01-30,0.0007857252806292,0.0007017071652503,0.0005738045243998,0.0005307948329317,0.0005006982718501,0.0009115806435346,0.0007693777109439,0.0004260092887307,0.0004260092887307
2000-01-31,8.523463748133508e-07,8.523463748133508e-07,2.307743290339051e-06,1.4577256198888404e-05,8.06532264080197e-05,2.404058116112349e-05,1.8795488504176267e-05,6.5892934344446985e-06,6.5892934344446985e-06
2000-02-01,7.82751722657562e-05,8.005828594006677e-05,8.434496737893393e-05,8.21903781301338e-05,0.0001091866710703,4.855591801706449e-06,3.712125751151937e-06,2.723932198023249e-06,2.723932198023249e-06
2000-02-02,0.0003339723536501,0.0003744002414584,0.0003769821590506,0.000403933617641,0.0005415511676347,0.0008997842757318,0.0007814022705368,0.0004232734441416,0.0004232734441416
2000-02-03,2.9449399580459467e-06,3.0664985456088806e-06,4.022761570636418e-06,7.716956880353925e-06,1.0572188763091702e-05,2.1579570614667e-05,2.222106176633598e-05,1.2792646828074794e-05,1.2792646828074794e-05
2000-02-04,0.0001463119919908,0.0001365917679486,0.0001241382323311,0.0001243237296488,0.0001534377436767,0.0001367333900681,0.000110453495774,5.692541589041866e-05,5.692541589041866e-05
