,0,1,2,3,4,5,6
2023-02-26,7.506012906333126e-05,7.506012906333126e-05,8.339464039746538e-05,0.00011775246971684941,0.00013431034621945342,0.00015638714185347796,0.00014685392369528927
2023-02-27,0.00017509460440123803,0.00017509460440123803,0.00021415930424276684,0.000368921372991354,0.0004553344424829563,0.0005789426705261029,0.0004903733729406667
2023-02-28,1.8734648563167866e-05,1.8734648563167866e-05,2.403546782249681e-05,4.479301138148024e-05,5.72229478177709e-05,7.510397885655664e-05,6.123276028802138e-05
2023-03-01,2.3806095100553648e-05,2.3806095100553648e-05,3.214828744561244e-05,6.487164001821933e-05,8.385257430651085e-05,0.0001128839548970572,9.008646009078802e-05
2023-03-02,0.0005766600370407104,0.0005766600370407104,0.0006272278188430157,0.0008417861214999494,0.0009321721408191142,0.001050977937636837,0.0010308176279067993
2023-03-03,0.0006443440913130871,0.0006443440913130871,0.000796571588905502,0.001399665111680589,0.0017362039760232067,0.002224420603783127,0.0018733620642592541
2023-03-04,9.715855111380733e-05,9.715855111380733e-05,0.00011295485732081531,0.00017639025179178866,0.00021017995846520516,0.00025850944611356783,0.00022760331620474972
2023-03-05,0.0008140832185290492,0.0008140832185290492,0.0008162053282273154,0.0008533095833444213,0.000813133644532166,0.0007216333701591636,0.0009215652942202723
2023-03-06,0.0014646148929386982,0.0014646148929386982,0.00145580569512942,0.001474308869045013,0.0013709125910556406,0.0011588513970730097,0.0015613532314091572
2023-03-07,0.0006614397498765356,0.0006614397498765356,0.0007059697962313998,0.0008995674994182459,0.0009718013352375811,0.0010580867096838188,0.0010754983159699805
2023-03-08,0.0001300011893476949,0.0001300011893476949,0.0001280846235017728,0.00012528488619098466,0.00011330208804684727,9.044004842588683e-05,0.00012930083477158405
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-10,1.0758637358776468e-06,1.0758637358776468e-06,1.233017219396267e-06,1.8073908560951564e-06,2.2071518930911006e-06,2.9752009917042077e-06,2.1338461806408304e-06
2023-03-11,0.000612009463168306,0.000612009463168306,0.0006210705981359133,0.0006819291370441366,0.000665837857821319,0.0006279594738371528,0.0007673987720977493
2023-03-12,0.0013857543467565847,0.0013857543467565847,0.0013759865587839085,0.00139178640531894,0.001287116660276773,0.0010845172788879521,0.001481002569107659
2023-03-13,0.00038412610837212924,0.00038412610837212924,0.0003858423534531362,0.0004106977905019124,0.0003893687169097391,0.000353584175661092,0.0004582444841503275
2023-03-14,0.0012962996958663098,0.0012962996958663098,0.0012768965405492983,0.0012492332649303953,0.0011294168912901273,0.0008993930072171424,0.0012947797774245373
2023-03-15,0.0006508893902150703,0.0006508893902150703,0.0006816086716869519,0.0008215032326640392,0.0008609019557382564,0.0008953660123658608,0.0009560353691426826
2023-03-16,0.0006462275981853338,0.0006462275981853338,0.0006494831178556434,0.0006849065594239756,0.0006571924526369676,0.000590918653749804,0.0007437407970378729
2023-03-17,1.445412522116385e-06,1.445412522116385e-06,1.632675568459687e-06,2.3766494578744277e-06,2.8000180816510593e-06,3.3449100054826645e-06,2.9802321250826935e-06
2023-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-19,1.2844800494349329e-06,1.2844800494349329e-06,1.2844800494349329e-06,1.2844800494349329e-06,1.2844800494349329e-06,1.2844800494349329e-06,1.2844800494349329e-06
2023-03-20,2.201632810283627e-06,2.201632810283627e-06,2.181662181879501e-06,2.187930593093882e-06,2.226134719629215e-06,2.2197385222718504e-06,2.5741618401298183e-06
2023-03-21,7.712841028961748e-06,7.712841028961748e-06,1.0170610904635653e-05,1.9783637984552713e-05,2.5481525678589226e-05,3.403486102642518e-05,2.7203559870514482e-05
2023-03-22,1.3317033108251053e-05,1.3317033108251053e-05,1.753145018239555e-05,3.381811918983261e-05,4.329266900164394e-05,5.714118795181729e-05,4.5473738964574295e-05
2023-03-23,0.0001559466122671438,0.0001559466122671438,0.0002037057556147365,0.0003906553160645829,0.0004993525726573755,0.0006565036952226992,0.0005339443682714773
2023-03-24,2.652374007539038e-06,2.652374007539038e-06,2.78755979981312e-06,3.3374848670262865e-06,3.6454513944847232e-06,3.963355737518194e-06,3.84446690304685e-06
2023-03-25,8.70227722771233e-07,8.70227722771233e-07,8.70227722771233e-07,8.70227722771233e-07,8.70227722771233e-07,8.70227722771233e-07,8.70227722771233e-07
2023-03-26,0.0003691494463851086,0.0003691494463851086,0.0004784594490561833,0.0009138910248708825,0.001155720541038859,0.0015240695526781613,0.0012638151644637219
2023-03-27,0.00018334388732910156,0.00018334388732910156,0.00020629321176981192,0.0003001220609949923,0.00034618717712043916,0.000408046668575656,0.000377655029296875
2023-03-28,1.582503318786621e-05,1.582503318786621e-05,2.1212801490862346e-05,4.2262433589189905e-05,5.483687324011886e-05,7.310157181114279e-05,5.8650970458984375e-05
2023-03-29,1.1834502117835655e-05,1.1834502117835655e-05,1.543843244368788e-05,2.9548728500737954e-05,3.8135951695116e-05,5.078870111918894e-05,4.0817260639869346e-05
