Yr,Mon,Aportante 22
1989,1,18.980562423377933
1989,2,19.061836406162854
1989,3,15.23698204614783
1989,4,12.402951833936925
1989,5,9.100267049317722
1989,6,7.654945500691781
1989,7,5.4783591895975405
1989,8,5.509190803445847
1989,9,8.151178487141976
1989,10,11.551545448713455
1989,11,14.898025491502608
1989,12,15.873466520412023
1990,1,18.192830596431634
1990,2,18.013154647463864
1990,3,14.635174113447931
1990,4,10.999388991461899
1990,5,7.724782664801523
1990,6,6.847866906060119
1990,7,5.40545728950093
1990,8,8.186180594659618
1990,9,8.157725758022764
1990,10,10.586296540947387
1990,11,13.242226388719416
1990,12,16.24051451734323
1991,1,17.006939947477008
1991,2,18.163001360212093
1991,3,16.183256813787693
1991,4,11.980973646375844
1991,5,9.219382550639523
1991,6,6.353362909952807
1991,7,5.014042011384049
1991,8,5.652134319018273
1991,9,8.406408225165535
1991,10,10.280225474860117
1991,11,13.456052483452709
1991,12,13.675685275498267
1992,1,18.85339624958658
1992,2,16.581533817861327
1992,3,16.146618533390892
1992,4,10.085000949435823
1992,5,6.725136734336957
1992,6,4.665563646952307
1992,7,3.7660436199557807
1992,8,6.66087563627508
1992,9,8.131787427266488
1992,10,9.607373071485995
1992,11,14.016236326429578
1992,12,15.20332068576613
1993,1,18.20822298193491
1993,2,19.054682781582812
1993,3,16.784225369525245
1993,4,11.607269138760103
1993,5,6.016728029968988
1993,6,6.75525817871096
1993,7,3.7455034850746642
1993,8,6.763832428634828
1993,9,7.496412361992782
1993,10,10.645991610455269
1993,11,12.222998555501306
1993,12,15.5623606486987
1994,1,18.462048549036865
1994,2,16.961720357622426
1994,3,16.465083755985404
1994,4,11.425775358412011
1994,5,8.527670694166659
1994,6,6.8623944176567875
1994,7,5.460458497078207
1994,8,5.889881203764276
1994,9,9.222153854370163
1994,10,10.381107974308861
1994,11,13.811429807874902
1994,12,16.161426654938737
1995,1,17.52562415010192
1995,2,17.16823287691392
1995,3,15.003513446930924
1995,4,11.8140824847751
1995,5,9.880717624131137
1995,6,6.559111467997241
1995,7,2.5252845600087994
1995,8,3.8271448566067647
1995,9,8.152859708997994
1995,10,9.984538035238984
1995,11,14.248995484246166
1995,12,19.140600520308283
1996,1,17.322851045670063
1996,2,16.86738495662297
1996,3,15.784118988693422
1996,4,10.16013800303142
1996,5,8.468611120408582
1996,6,5.295822419060585
1996,7,7.006039514849306
1996,8,6.580713259789263
1996,9,8.835206010606612
1996,10,10.824801586520323
1996,11,14.093991830613902
1996,12,16.406832898047696
1997,1,17.83144570217337
1997,2,17.136950156802243
1997,3,17.165205194616817
1997,4,13.67616810268828
1997,5,10.03073387556185
1997,6,5.889033042060021
1997,7,6.4258643406694205
1997,8,7.314014114872123
1997,9,8.541404575771821
1997,10,8.637973773094927
1997,11,12.078145345052121
1997,12,15.550769875639219
1998,1,17.69394977938748
1998,2,17.55745949518115
1998,3,15.077293588781913
1998,4,11.29077201419409
1998,5,9.88620621465867
1998,6,6.542010900709386
1998,7,6.014643667077564
1998,8,5.766831416468506
1998,9,7.4275342305501795
1998,10,12.821285481606765
1998,11,14.106838883294017
1998,12,17.15912891510999
1999,1,18.910503969910394
1999,2,18.303979719252823
1999,3,14.116546967209047
1999,4,12.098368369208458
1999,5,9.265821157475955
1999,6,6.409629397922117
1999,7,4.11739823946391
1999,8,6.674240017962745
1999,9,7.480591752794112
1999,10,11.459641557098792
1999,11,14.238894780476926
1999,12,16.3363055649624
2000,1,17.58532867431643
2000,2,15.643180531468886
2000,3,14.02262491615869
2000,4,12.07025385962595
2000,5,8.283414110573403
2000,6,5.889832729763498
2000,7,4.007381242321401
2000,8,6.17105212057794
2000,9,7.007694265577527
2000,10,11.007045077252144
2000,11,12.93346174028187
2000,12,16.486856858448334
2001,1,16.77689456734612
2001,2,17.91654487337388
2001,3,15.710062158235928
2001,4,11.016253874036977
2001,5,7.900098521735117
2001,6,5.654257626003755
2001,7,5.817711520451439
2001,8,7.017147605649882
2001,9,7.7831407335069684
2001,10,11.995340888730937
2001,11,12.412383249070956
2001,12,19.369738453690786
2002,1,18.837334159112743
2002,2,18.643674786885583
2002,3,13.391788675451835
2002,4,10.020086945427806
2002,5,7.875260822747407
2002,6,4.008098644680501
2002,7,5.340140340661492
2002,8,6.7306481105025
2002,9,7.3447459326850435
2002,10,9.476908127979584
2002,11,12.04066092173258
2002,12,15.982256559146379
2003,1,18.067617691204134
2003,2,17.075547631581628
2003,3,17.191835985901605
2003,4,12.103872108459484
2003,5,8.677059797061418
2003,6,7.972465917799184
2003,7,4.568056524953533
2003,8,6.7490288190944625
2003,9,8.523596233791807
2003,10,11.389557836389088
2003,11,13.666500049167212
2003,12,14.348880673480323
2004,1,19.404776858258003
2004,2,18.55012745912046
2004,3,16.212376633510814
2004,4,10.727768686082698
2004,5,8.951135007796779
2004,6,6.401044845581055
2004,7,5.764157190630556
2004,8,6.838126734251659
2004,9,8.445803112453916
2004,10,9.777722151561477
2004,11,12.739761140611506
2004,12,15.79372634477511
2005,1,17.528896319481646
2005,2,19.503221584501773
2005,3,14.894724392634544
2005,4,11.91136970520023
2005,5,6.385109776322622
2005,6,6.42766626146107
2005,7,6.1806624709918765
2005,8,6.511908570156322
2005,9,7.41929444207085
2005,10,10.374915346535374
2005,11,14.029625426398411
2005,12,15.775407737813964
2006,1,18.134016968101605
2006,2,18.847014136541475
2006,3,14.519661798784853
2006,4,12.046130498250363
2006,5,9.416046089254394
2006,6,7.336493831210646
2006,7,6.308790112567237
2006,8,6.414509914767393
2006,9,8.099004342820933
2006,10,9.839007006409417
2006,11,13.30035741594105
2006,12,15.034220262753081
2007,1,17.98915677224437
2007,2,15.78409831183302
2007,3,15.025870895385765
2007,4,10.639832369486498
2007,5,7.523877059772474
2007,6,3.41793022155764
2007,7,2.953691429220214
2007,8,2.866500267931258
2007,9,7.1528816435072144
2007,10,9.903067299627537
2007,11,13.346775266859254
2007,12,16.476880912370575
2008,1,19.11673013420517
2008,2,19.42346554460198
2008,3,15.814067623179483
2008,4,11.44176415337455
2008,5,8.288545596215044
2008,6,5.228774388631223
2008,7,6.133576411585693
2008,8,5.319832861295367
2008,9,8.536671045091452
2008,10,10.856667434528333
2008,11,15.532407379150413
2008,12,18.242856310772652
2009,1,19.613402303059956
2009,2,17.716414251781714
2009,3,17.26014054001024
2009,4,13.890737809075233
2009,5,9.52284091826408
2009,6,6.4205772823758025
2009,7,4.350699853384413
2009,8,6.344548469461472
2009,9,6.748366737365757
2009,10,9.865299643239666
2009,11,10.098401260376022
2009,12,15.035533236431831
2010,1,17.952020345708377
2010,2,16.052232883090085
2010,3,16.29449441150956
2010,4,11.60800624423564
2010,5,8.857282318607474
2010,6,6.037034267849435
2010,7,2.5264556310510784
2010,8,5.092959668559445
2010,9,7.464033063252771
2010,10,10.272069570069675
2010,11,13.161981603834363
2010,12,14.810088852913168
2011,1,17.676516797465695
2011,2,17.67334600176133
2011,3,14.347887334515974
2011,4,11.209437730577292
2011,5,9.043569716586887
2011,6,5.446211518181713
2011,7,3.5327744104528733
2011,8,4.885032887612624
2011,9,8.039375623067258
2011,10,10.034396702756169
2011,11,13.402928966946092
2011,12,18.340101168232593
2012,1,18.699405657860552
2012,2,16.93391119419846
2012,3,16.19309145199361
2012,4,12.24056169721814
2012,5,9.628346195015922
2012,6,7.313640594482422
2012,7,4.210486984252952
2012,8,5.774419628676583
2012,9,9.502870580885144
2012,10,9.944912416191528
2012,11,13.957193035549608
2012,12,13.205065068890974
2013,1,19.501961377871964
2013,2,17.155299463726237
