Yr,Mon,EST. CHACAY A
2009,5,388.2113735879421
2009,6,299.76722300407414
2009,7,207.24285580916234
2009,8,286.6930903968725
2009,9,150.43561281695557
2009,10,144.21536657642437
2009,11,117.16865470395527
2009,12,17.978146782446682
2010,1,12.934645623147313
2010,2,61.21920599660038
2010,3,10.469415503713435
2010,4,10.151388086683077
2010,5,87.31115231214598
2010,6,350.67906049638134
2010,7,291.3533855801438
2010,8,203.75779502727855
2010,9,25.782833463856697
2010,10,75.6871078318496
2010,11,42.19063726333111
2010,12,49.20964365805549
2011,1,54.7528876147672
2011,2,35.01721210935901
2011,3,66.67360447116215
2011,4,138.97510682410856
2011,5,53.45714017088072
2011,6,332.97268407240466
2011,7,257.3085357522363
2011,8,386.99430566514997
2011,9,130.27933269568888
2011,10,35.8675087037091
2011,11,54.83231359166332
2011,12,2.6508349996098075
2012,1,33.11614043428381
2012,2,146.5598766616261
2012,3,13.547901309688866
2012,4,24.08287993641125
2012,5,291.887246803316
2012,6,338.09920210091974
2012,7,87.25867195347409
2012,8,159.48288076131973
2012,9,32.44852216017242
2012,10,90.27478464451663
2012,11,90.06990855815934
2012,12,221.23215185083396
2013,1,17.869757312289657
2013,2,60.83869110147977
2013,3,15.623981324814475
2013,4,24.977944213023754
2013,5,331.2981732791471
2013,6,246.30606806950024
2013,7,225.3916865799175
2013,8,221.89108568413405
2013,9,174.87264476419188
2013,10,85.19149720671442
2013,11,28.010960416032535
2013,12,0.16556508616716314
2014,1,26.905289458283864
2014,2,25.141993034459407
2014,3,73.74751230565779
2014,4,44.60887773613055
2014,5,215.42025226685917
2014,6,377.90127665087
2014,7,352.3506029779382
2014,8,268.23461039425126
2014,9,257.2125026948117
2014,10,45.6340405493585
2014,11,13.228882638237437
2014,12,39.349208994525725
2015,1,0.488481717486085
2015,2,1.7946489883795398
2015,3,7.171923521997819
2015,4,36.688289694381695
2015,5,134.08603942807616
2015,6,252.46800670301468
2015,7,404.9460232622504
2015,8,441.30429600603367
2015,9,150.9366072600669
2015,10,170.50482380704543
2015,11,44.302942793918525
2015,12,10.730177514080141
2016,1,23.454063985485583
2016,2,9.046994237202222
2016,3,6.382785771204813
2016,4,212.2077209909204
2016,5,94.14086245635539
2016,6,15.157586709402521
2016,7,298.7883916097179
2016,8,170.131967745454
2016,9,51.65248064479347
2016,10,156.58739133138783
2016,11,31.89499904391313
2016,12,53.27559972393505
2017,1,19.202491156192853
2017,2,27.95767514246663
2017,3,42.68004149772118
2017,4,83.87690881194418
2017,5,190.50907477399818
2017,6,349.29338146937175
2017,7,192.79446717560532
2017,8,369.1433424434853
2017,9,123.39406980214486
2017,10,182.06397987664056
2017,11,92.83656462226655
2017,12,19.235755484980807
2018,1,26.974805413750424
2018,2,17.11260559704508
2018,3,84.77767810719031
2018,4,148.6219611911282
2018,5,146.62512524531033
2018,6,199.75642730205496
2018,7,134.30747468396058
2018,8,147.14933476153584
2018,9,282.70667059097855
2018,10,182.6706603830093
2018,11,106.40006408900776
2018,12,37.6414585164743
2019,1,43.42873896378637
2019,2,12.375103824716007
2019,3,16.749845155537248
2019,4,23.83106159152234
2019,5,268.24451259543315
2019,6,428.2694970125172
2019,7,160.13291896736968
2019,8,126.17731791924955
2019,9,107.81961835180721
2019,10,78.82639805895327
2019,11,26.67583325201698
2019,12,14.121292883132059
2020,1,21.745881722931856
2020,2,8.750504637269563
2020,3,4.37625784591582
2020,4,75.100620523347
2020,5,75.62127184749856
2020,6,483.47661438992765
2020,7,404.51405261794685
2020,8,149.4866045777733
2020,9,56.77961550996272
2020,10,29.19643053974456
2020,11,7.918095098204594
2020,12,39.05756523943151
2021,1,118.28258472218019
2021,2,10.658540575057184
2021,3,11.729322456044333
2021,4,50.09560200689441
2021,5,228.89171399437842
2021,6,234.3456992257229
2021,7,74.3296513139165
2021,8,277.42169679272104
2021,9,100.12781560987999
2021,10,33.21842452626786
2021,11,12.920371916642361
2021,12,16.65414413285367
2022,1,17.333187210659855
2022,2,22.08230501510717
2022,3,15.9001155631519
2022,4,280.13451508026264
2022,5,108.26153144349927
2022,6,258.5487932881196
2022,7,382.78710337010136
2022,8,188.14768941715994
2022,9,69.47183620529806
2022,10,66.56721625712979
2022,11,56.39315013809175
2022,12,5.4097577204853655
2023,1,10.948753670465429
2023,2,0.2424853750148896
2023,3,5.0749533765283825
2023,4,130.57258170028103
2023,5,167.60707782709213
2023,6,677.6782577692152
2023,7,294.9090181814986
2023,8,449.62676808599423
2023,9,330.0482129346837
2023,10,85.9948723675211
2023,11,11.579764596717574
